cluster,people_mgmt_density,mentor_density,tech_orch_density,strat_density,n,label
0,0.0033815114167606206,0.015383773785018566,0.2555057377171141,0.10780549234576749,34614,TechOrch
1,0.003569457482232529,0.030280936374232827,0.30508768035265593,1.0424554950999554,7566,Strategic
2,0.6591713792139239,0.06386690800599833,0.25768865057894563,0.16033920847075353,1208,PeopleMgr
3,0.005380626219257905,0.5868890253953823,0.450472537193748,0.3393571966894678,5060,Mentor
4,0.0022308576235883747,0.032592547180057725,2.488272949816258,0.17895708244040903,3287,TechOrch
