profile,pattern,period,uid,seniority_final,snippet
people_mgmt,people_management,2026,linkedin_li-4382605327,mid-senior,"+ years experience containerization orchestration Docker Kubernetes * 1\+ years people management experience * 2\+ years experience Agile practices ***At time, sponsor new appli"
people_mgmt,people_management,2026,linkedin_li-4392808227,mid-senior,"another cloud service * 4\+ years experience open source frameworks * 1\+ years people management experience * 2\+ years experience Agile practices **At time, Capital One sponso"
people_mgmt,people_management,2026,linkedin_li-4392418036,mid-senior,"ip complex technical initiatives mentoring high-level engineers, without direct people management. **Preferred Experience** * Experience ad decisioning, real-time bidding, dynam"
people_mgmt,direct_reports,2026,linkedin_li-4366753922,mid-senior," compared set objectives. **Supervisory Responsibilities** applicable. position direct reports. **Qualifications** Understand utilize accepted tools platforms, including limi"
people_mgmt,direct_reports,2026,linkedin_li-4362263846,mid-senior,"t individual contributions related UI engine development optimization. position direct reports Individual contributor. pride collaborative team accomplish this, office 5 days"
people_mgmt,direct_reports,2026,linkedin_li-4372162352,mid-senior,"help teams adopt common patterns quickly. * Mentor coach engineers (indirectly, direct reports) pairing, code reviews, design reviews, raising overall DevOps maturity across "
people_mgmt,direct_reports,2026,linkedin_li-4386464801,mid-senior,", infrastructure, data, message processing, prediction quality **Direct Manager/Direct Reports** * Position typically reports Software Engineer Manager Sr Software Engineer M"
people_mgmt,direct_reports,2026,linkedin_li-4393051304,mid-senior,"ript, Python, Ruby * Qt/QML Framework * Experience managing work technical team direct reports **Experience Least Three Following** * User Interface Development * Signal Imag"
people_mgmt,direct_reports,2026,linkedin_li-4362600062,mid-senior,"bal Technology management executive level positions. May individual contributor direct reports. ABS global leader marine offshore classification innovative safety, quality, e"
people_mgmt,direct_reports,2026,linkedin_li-4391942391,mid-senior," new solution ground open learn new technologies. **Some Do** **Scope Role:** * Direct Reports: individual contributor role direct reports **Key Responsibilities** * Design, "
people_mgmt,direct_reports,2026,linkedin_li-4356659377,mid-senior,"d-class customer satisfaction. * Train, develop, lead, coach manage performance direct report. * Supervise daily operations activities Power system engineering team delegate"
people_mgmt,direct_reports,2026,linkedin_li-4397535630,mid-senior,"ence Delta Lake, Spark SQL, Databricks Jobs. **Supervisory Responsibilities** * direct reports responsible project ownership may reports. * Responsible mentoring Jr. resource"
people_mgmt,direct_reports,2026,linkedin_li-4331186463,mid-senior,"embers, participate hiring process, onboard deliver timely performance feedback direct reports, execute/contribute performance appraisals annual performance cycle, utilize ta"
people_mgmt,direct_reports,2026,linkedin_li-4312091893,mid-senior,"loyees, participate hiring process, onboard deliver timely performance feedback direct reports, execute/contribute performance appraisals annual performance cycle, utilize ta"
people_mgmt,direct_reports,2026,linkedin_li-4358134709,director,"olving research goals. * Conduct performance reviews support career development direct reports. * Foster inclusive, collaborative environment; assist building diverse, effect"
people_mgmt,direct_reports,2026,linkedin_li-4256097596,mid-senior,"ork, mentorship, shared success. **Reports to:** Software Engineering Manager **Direct Reports:** None * Impact development design launching new 0 1 product * Lead engineerin"
people_mgmt,direct_reports,2026,linkedin_li-4379114882,mid-senior,"storing data, keeping records organized updated easy retrieval understanding. * direct reports **Preferred Job Qualifications** : * Knowledge LLM architecture, inference, con"
people_mgmt,direct_reports,2026,linkedin_li-4372620962,mid-senior,"hands-on technical leadership role reporting Director Platform Engineering, 1–2 direct reports start. partner closely hardware, firmware, data/AI, security, infrastructure te"
people_mgmt,direct_reports,2026,linkedin_li-4343554561,mid-senior," industry including hydraulics, pneumatics \& electromechanical solutions. \_\_ Direct Reports \_X\_ Direct Reports **Essential Functions** * Layout, design create hydraulic,"
people_mgmt,direct_reports,2026,linkedin_li-4392483811,mid-senior,structure code models; Drives keeping monitoring/alerting date **Direct Manager/Direct Reports** * position typically reports Systems Engineer Manager Sr Manager * position 0
people_mgmt,direct_reports,2026,linkedin_li-4391470650,mid-senior,"entic coding **What Looking (Qualifications)** * led team 4-8 engineers before, direct reports grew retained * shipped measured growth experiments subscription product (signu"
people_mgmt,direct_reports,2026,linkedin_li-4384889577,mid-senior,"vanced analytics, data governance, scalable enterprise data solutions. position direct reports, provide technical mentorship guidance junior mid-level data engineers code rev"
people_mgmt,direct_reports,2026,linkedin_li-4379454781,mid-senior,. **Reporting Relationships:** | role reports project manager initially include direct reports.
people_mgmt,direct_reports,2026,linkedin_li-4387583281,mid-senior,") - Front End Software / Opentrons Robotics Reports to: Team Lead, Applications Direct Reports: Location: Hybrid Long Island City (Queens) NY FLSA Classification: Exempt **Ab"
people_mgmt,direct_reports,2026,linkedin_li-4343396134,mid-senior,cross web applications CMS platforms. **Supervisory Responsibilities** position direct reports expected mentor teammates lead example influence. **Work environment physical r
people_mgmt,direct_reports,2026,linkedin_li-4379447968,mid-senior,"ng. **Reporting Relationships:** role reports project manager initially include direct reports. **Salary Range:** $95,000 - $150,000 USD Starting salary based multiple factor"
people_mgmt,direct_reports,2026,linkedin_li-4372866276,mid-senior,"g., Linux, Android, QNX) Hardware. * 1\+ year technical leadership role without direct reports (only applies positions direct reports). * 1\+ year work experience role requir"
people_mgmt,direct_reports,2026,linkedin_li-4326378691,mid-senior,xperience related work experience. * 1\+ year technical leadership role without direct reports. (applies positions direct reports) **To Staffing Recruiting Agencies** : Caree
people_mgmt,performance_review,2026,linkedin_li-4395730895,mid-senior," achievements big small company-wide appreciation milestone rewards. * **Annual Performance Reviews** : Regular opportunities feedback, growth, advancement. **Culture Growth \& Be"
people_mgmt,performance_review,2026,linkedin_li-4389409827,mid-senior,"e Infrastructure \& Operations Capacity Database team. role focuses capacity \& performance reviews, database SQL performance optimization, best practices, scalability, reliabilit"
people_mgmt,performance_review,2026,linkedin_li-4379445371,mid-senior,ancement program * Company equipment provided (Windows \& Mac options) * Annual performance reviews opportunities growth career development
people_mgmt,performance_review,2026,linkedin_li-4278837528,mid-senior,"al mentorship, career development, feedback, coaching * conduct regular one one performance reviews, addition leading projects helping team members lead projects. Creating support"
people_mgmt,performance_review,2026,linkedin_li-4366764716,mid-senior,"ridging Documents, Risk Assessments, CMMS audits, Leadership Field Inspections, performance reviews. * Lead investigations equipment failures process upsets; implement corrective "
people_mgmt,performance_review,2026,linkedin_li-4372769495,mid-senior," team software engineers working AR/VR training systems * Conduct regular 1:1s, performance reviews, career development planning, technical mentorship * Participate hands-on codin"
people_mgmt,performance_review,2026,linkedin_li-4392115550,mid-senior,"scalability. * Experience mentoring leading engineers, comfortable code reviews performance reviews—you lead technical excellence, org charts. * Comfort ambiguity custom problem-s"
people_mgmt,performance_review,2026,linkedin_li-4391195664,mid-senior," design, construction, testing, maintenance, supply chain teams * Manage vendor performance review contractor deliverables * Train mentor junior engineers * Present technical con"
people_mgmt,performance_review,2026,linkedin_li-4374173535,mid-senior,"ion, safety technical training Field Engineers Technicians. * ​Perform employee performance reviews recommend appropriate salary changes. * ​Coordinate technical training field pe"
people_mgmt,performance_review,2026,linkedin_li-4391229438,director,"ubernetes. - Balancing technical leadership people management: conducting 1:1s, performance reviews, career development planning. - Collaborating cross-functionally Product Growth"
people_mgmt,performance_review,2026,linkedin_li-4393032887,mid-senior,"ellence, automation, continuous learning * Conduct regular team meetings, 1:1s, performance reviews **Nice Experiences/Skills:** | * Experience GitOps progressive delivery approac"
people_mgmt,performance_review,2026,linkedin_li-4393207788,mid-senior,"sist manager work assignments, monitor team ServiceNow queue participate annual performance reviews. * Supports Engineers project management, planning estimating, reporting, sched"
people_mgmt,performance_review,2026,linkedin_li-4379416058,mid-senior,"SAE Industry Technologies Consortia (ITC), Performance Review Institute (PRI) SAE International (SAE), deliver shared solutions industry's co"
people_mgmt,performance_review,2026,linkedin_li-4358134709,director,"development work ensure continuous alignment evolving research goals. * Conduct performance reviews support career development direct reports. * Foster inclusive, collaborative en"
people_mgmt,performance_review,2026,linkedin_li-4397041343,mid-senior,"roduction support mission‑critical applications. * Support daily risk, pricing, performance reviews across complex asset classes. * Work closely traders, business users, quantitat"
people_mgmt,performance_review,2026,linkedin_li-4383622954,mid-senior,"entoring, performance management assigned software engineering staff. * Conduct performance reviews, career development planning, technical coaching. * Establish code review stand"
people_mgmt,performance_review,2026,linkedin_li-4368759713,mid-senior,ancement program * Company equipment provided (Windows \& Mac options) * Annual performance reviews opportunities growth career development
people_mgmt,performance_review,2026,linkedin_li-4337089562,mid-senior,"pet insurance, entertainment discounts make life easier. * Development – Annual performance reviews, tuition assistance, internal career growth opportunities help thrive. * Financ"
people_mgmt,performance_review,2026,linkedin_li-4379447115,mid-senior,ancement program * Company equipment provided (Windows \& Mac options) * Annual performance reviews opportunities growth career development
people_mgmt,performance_review,2026,linkedin_li-4391523767,mid-senior,"te staffing plans identify subject matter experts (SMEs) provide feedback staff performance reviews * technology solutions within area, including proactive monitoring alerting, te"
people_mgmt,performance_review,2026,linkedin_li-4379449147,mid-senior,ancement program * Company equipment provided (Windows \& Mac options) * Annual performance reviews opportunities growth career development
people_mgmt,performance_review,2026,linkedin_li-4381123344,mid-senior,"ll establish repeatable process periodically “scrape” collect skills collection performance reviews. * Candidate Team shall comply guidance policies regarding collection, analysis"
people_mgmt,performance_review,2026,linkedin_li-4323840538,mid-senior,"itable donations, employee handbook, dress code, coaching conversations instead performance reviews, walking meetings. PNC seeks individuals flourish type work environment add cul"
people_mgmt,performance_review,2026,linkedin_li-4394678488,mid-senior,"g plants, etc… * Experience troubleshooting, causal analysis, and/or diagnostic performance reviews * Expertise either sorption, filtration, ion exchange, catalysis (hetereogeneou"
people_mgmt,performance_review,2026,linkedin_li-4389946248,mid-senior,"te staffing plans identify subject matter experts (SMEs) provide feedback staff performance reviews * technology solutions within area, including proactive monitoring alerting, te"
people_mgmt,headcount,2026,linkedin_li-4323436622,mid-senior," wanted schedule candidates faster, track interviewer preparation quality, half headcount. recruiter needed manually collect availability candidate, identify qualified i"
people_mgmt,headcount,2026,linkedin_li-4323286939,mid-senior," wanted schedule candidates faster, track interviewer preparation quality, half headcount. recruiter needed manually collect availability candidate, identify qualified i"
people_mgmt,headcount,2026,linkedin_li-4324687392,mid-senior," wanted schedule candidates faster, track interviewer preparation quality, half headcount. recruiter needed manually collect availability candidate, identify qualified i"
people_mgmt,headcount,2026,linkedin_li-4384639034,mid-senior,"refer lead via rigor design documents, clarity thinking, consistency judgment — headcount, formal authority, direct ownership team execution. * Roadmap-first best work y"
people_mgmt,headcount,2026,linkedin_li-4323396575,mid-senior," wanted schedule candidates faster, track interviewer preparation quality, half headcount. recruiter needed manually collect availability candidate, identify qualified i"
people_mgmt,headcount,2026,linkedin_li-4393957585,mid-senior,ays/week) \| Remote (2 days) *This pipeline requisition posted advance approved headcount future hiring needs.* Note: team always interested speaking exceptional candida
people_mgmt,headcount,2026,linkedin_li-4389224286,mid-senior,"st three months * Work high-intensity, in-person environment focused excellence headcount, shipping real value global users daily **What do:** * Design ship end-to-end p"
people_mgmt,headcount,2026,linkedin_li-4323386766,mid-senior," wanted schedule candidates faster, track interviewer preparation quality, half headcount. recruiter needed manually collect availability candidate, identify qualified i"
people_mgmt,headcount,2026,linkedin_li-4397341896,mid-senior,role genuinely stretch - worth conversation. HFBAC proud partnering search. new headcount - newly created role company scaling fast. Interested? Apply connect Helen Wing
people_mgmt,headcount,2026,linkedin_li-4323326968,mid-senior," wanted schedule candidates faster, track interviewer preparation quality, half headcount. recruiter needed manually collect availability candidate, identify qualified i"
people_mgmt,headcount,2026,linkedin_li-4313006310,mid-senior,"elerate collaboration, deliver tailored client experiences scale, without added headcount risk. headquartered Lake Tahoe, offices New York, Reno, Bay Area, recognized Fa"
people_mgmt,headcount,2026,linkedin_li-4323257034,mid-senior," wanted schedule candidates faster, track interviewer preparation quality, half headcount. recruiter needed manually collect availability candidate, identify qualified i"
people_mgmt,headcount,2026,linkedin_li-4341822661,mid-senior,"elerate collaboration, deliver tailored client experiences scale, without added headcount risk. headquartered Lake Tahoe, offices New York, Reno, Bay Area, recognized Fa"
people_mgmt,headcount,2026,linkedin_li-4391673784,director,"nces: utilizing earned value management Control Account Manager (CAM), managing headcount, developing schedules, generating Basis-Of-Estimates (BOEs), supporting proposa"
people_mgmt,headcount,2026,linkedin_li-4371189675,mid-senior,te tooling platforms increase engineering scale productivity without increasing headcount. * Integrate AI-driven analytics recommendations into development pipelines imp
people_mgmt,headcount,2026,linkedin_li-4323256928,mid-senior," wanted schedule candidates faster, track interviewer preparation quality, half headcount. recruiter needed manually collect availability candidate, identify qualified i"
people_mgmt,headcount,2026,linkedin_li-4364983904,mid-senior,"en substantial growth across customer acquisition, product development, company headcount. Thousands loyal restaurants entrusted success, together supported nearly 20 mi"
people_mgmt,headcount,2026,linkedin_li-4323456673,mid-senior," wanted schedule candidates faster, track interviewer preparation quality, half headcount. recruiter needed manually collect availability candidate, identify qualified i"
people_mgmt,headcount,2026,linkedin_li-4372675640,mid-senior,"elerate collaboration, deliver tailored client experiences scale, without added headcount risk. headquartered Lake Tahoe, offices New York, Reno, Bay Area, recognized Fa"
people_mgmt,headcount,2026,linkedin_li-4323316936,mid-senior," wanted schedule candidates faster, track interviewer preparation quality, half headcount. recruiter needed manually collect availability candidate, identify qualified i"
people_mgmt,headcount,2026,linkedin_li-4378441781,mid-senior,"3\+ years work experience Programming Language C, C\+\+, Java, Python, etc. New Headcount **To Staffing Recruiting Agencies** : Careers Site individuals seeking job . St"
people_mgmt,headcount,2026,linkedin_li-4389581294,mid-senior," data-acquisition logs, verify fixes * Collaborate 6-person core team inside 45-headcount org; ramp independent ownership within 30 days * Interface electrical, hydrauli"
people_mgmt,headcount,2026,linkedin_li-4391625692,mid-senior,"hip, deep systems knowledge, ability influence technical direction. replacement headcount. **Responsibilities** * Design, develop, maintain software support debug functi"
people_mgmt,headcount,2026,linkedin_li-4383983475,mid-senior," pipeline dashboards, interview scheduling automation, offer letter generation, headcount planning views, onboarding checklists. * Instrument talent funnel: build analyt"
people_mgmt,headcount,2026,linkedin_li-4323257039,mid-senior," wanted schedule candidates faster, track interviewer preparation quality, half headcount. recruiter needed manually collect availability candidate, identify qualified i"
people_mgmt,interview_engineers,2026,linkedin_li-4323456673,mid-senior,"date, identify qualified interviewers, perform “Calendar Tetris” find available interview candidate, schedule earliest date possible, make any last-minute adjustments availability"
people_mgmt,interview_engineers,2026,linkedin_li-4323356787,mid-senior,"date, identify qualified interviewers, perform “Calendar Tetris” find available interview candidate, schedule earliest date possible, make any last-minute adjustments availability"
people_mgmt,interview_engineers,2026,linkedin_li-4323386766,mid-senior,"date, identify qualified interviewers, perform “Calendar Tetris” find available interview candidate, schedule earliest date possible, make any last-minute adjustments availability"
people_mgmt,interview_engineers,2026,linkedin_li-4323436622,mid-senior,"date, identify qualified interviewers, perform “Calendar Tetris” find available interview candidate, schedule earliest date possible, make any last-minute adjustments availability"
people_mgmt,interview_engineers,2026,linkedin_li-4324588850,mid-senior,"date, identify qualified interviewers, perform “Calendar Tetris” find available interview candidate, schedule earliest date possible, make any last-minute adjustments availability"
people_mgmt,interview_engineers,2026,linkedin_li-4323247100,mid-senior,"date, identify qualified interviewers, perform “Calendar Tetris” find available interview candidate, schedule earliest date possible, make any last-minute adjustments availability"
people_mgmt,interview_engineers,2026,linkedin_li-4323296952,mid-senior,"date, identify qualified interviewers, perform “Calendar Tetris” find available interview candidate, schedule earliest date possible, make any last-minute adjustments availability"
people_mgmt,interview_engineers,2026,linkedin_li-4323396574,mid-senior,"date, identify qualified interviewers, perform “Calendar Tetris” find available interview candidate, schedule earliest date possible, make any last-minute adjustments availability"
people_mgmt,interview_engineers,2026,linkedin_li-4323257034,mid-senior,"date, identify qualified interviewers, perform “Calendar Tetris” find available interview candidate, schedule earliest date possible, make any last-minute adjustments availability"
people_mgmt,interview_engineers,2026,linkedin_li-4323316928,mid-senior,"date, identify qualified interviewers, perform “Calendar Tetris” find available interview candidate, schedule earliest date possible, make any last-minute adjustments availability"
people_mgmt,interview_engineers,2026,linkedin_li-4323286939,mid-senior,"date, identify qualified interviewers, perform “Calendar Tetris” find available interview candidate, schedule earliest date possible, make any last-minute adjustments availability"
people_mgmt,interview_engineers,2026,linkedin_li-4391930738,mid-senior,"min at-home technical challenge (waived senior candidates) * 45-min live-coding interview engineer work join, get know think technical challenges * Paid onsite work trial get kno"
people_mgmt,interview_engineers,2026,linkedin_li-4378133710,mid-senior,"ts. Next steps vary role, usual next steps skill experience screen (e.g. coding interview Engineer, portfolio review Designer, deeper experience call roles) leads virtual in-pers"
people_mgmt,interview_engineers,2026,linkedin_li-4323286935,mid-senior,"date, identify qualified interviewers, perform “Calendar Tetris” find available interview candidate, schedule earliest date possible, make any last-minute adjustments availability"
people_mgmt,interview_engineers,2026,linkedin_li-4384722172,mid-senior," scripting, amazing communication skills, able work independently, client wants interview candidate.** **Education And/or Experience** * Bachelor’s degree Computer Science, Data S"
people_mgmt,interview_engineers,2026,linkedin_li-4388340650,mid-senior,"t work * Anyone struggles explain design reasoning spot gaps solutions — design interview candidates fall short, coach candidates ahead time **The Stack** * Go · Python · TypeScrip"
people_mgmt,interview_engineers,2026,linkedin_li-4323396575,mid-senior,"date, identify qualified interviewers, perform “Calendar Tetris” find available interview candidate, schedule earliest date possible, make any last-minute adjustments availability"
people_mgmt,interview_engineers,2026,linkedin_li-4379445891,mid-senior," Next steps vary role, usual next steps skill experience interview (e.g. coding interview engineer, portfolio review designer, deeper experience call roles) leads virtual person "
people_mgmt,interview_engineers,2026,linkedin_li-4324687392,mid-senior,"date, identify qualified interviewers, perform “Calendar Tetris” find available interview candidate, schedule earliest date possible, make any last-minute adjustments availability"
people_mgmt,interview_engineers,2026,linkedin_li-4378121839,mid-senior,"ts. Next steps vary role, usual next steps skill experience screen (e.g. coding interview Engineer, portfolio review Designer, deeper experience call roles) leads virtual in-pers"
people_mgmt,interview_engineers,2026,linkedin_li-4323237013,mid-senior,"date, identify qualified interviewers, perform “Calendar Tetris” find available interview candidate, schedule earliest date possible, make any last-minute adjustments availability"
people_mgmt,interview_engineers,2026,linkedin_li-4394687478,mid-senior,terviews. * conduct interviews via chat apps messaging platforms. * use AI bots interview candidates. **Official Communication Channels** * official communication come no-reply@ .c
people_mgmt,interview_engineers,2026,linkedin_li-4323256928,mid-senior,"date, identify qualified interviewers, perform “Calendar Tetris” find available interview candidate, schedule earliest date possible, make any last-minute adjustments availability"
people_mgmt,interview_engineers,2026,linkedin_li-4394679719,mid-senior,terviews. * conduct interviews via chat apps messaging platforms. * use AI bots interview candidates. **Official Communication Channels** * official communication come no-reply@ .c
people_mgmt,interview_engineers,2026,linkedin_li-4323316936,mid-senior,"date, identify qualified interviewers, perform “Calendar Tetris” find available interview candidate, schedule earliest date possible, make any last-minute adjustments availability"
people_mgmt,hire_engineers,2026,linkedin_li-4389695988,mid-senior,"ss APIs quickly independently. shifting gears ""Software-First"" ""Product-First."" hire engineers simply maintain legacy endpoints close Jira tickets. hire **Missionaries** —bui"
people_mgmt,hire_engineers,2026,linkedin_li-4389842244,mid-senior,"4 backend services * 184 database tables * Dozens autonomous AI pipelines We're hiring engineer operates intersection AI production systems. build, optimize, scale AI-powered "
people_mgmt,hire_engineers,2026,linkedin_li-4397197729,mid-senior,"nsumer-facing products user experience directly drives retention * Track record hiring engineers involvement building engineering team * Proficiency modern frameworks (Python, "
people_mgmt,hire_engineers,2026,linkedin_li-4378441781,mid-senior,"res, device drivers, firmware features * Assist identifying skills requirements hiring engineers, collaborating teams platform bring-up/debug/diags, firmware lifecycle, etc. **"
people_mgmt,hire_engineers,2026,linkedin_li-4396840518,mid-senior,"ommunities life, work, creativity, play come together one place. **About Role** hiring engineers build ’s Application Platform—the layer sits product engineering infrastructure"
people_mgmt,hire_engineers,2026,linkedin_li-4324628704,mid-senior,", transparent alerting users may actively targeted hackers nation states. We’re hiring engineers passionate solving real-world problems, personal privacy, empowering peers auto"
people_mgmt,hire_engineers,2026,linkedin_li-4394662572,mid-senior,"ommunities life, work, creativity, play come together one place. **About Role** hiring engineers build Flow’s Application Platform—the layer sits product engineering infrastruc"
people_mgmt,hire_engineers,2026,linkedin_li-4375893280,mid-senior,"perience working AI-augmented development environments Build don’t hire coders. hire engineers shape software. Duro, AI integrated into engineering workflows. Engineers lever"
people_mgmt,hire_engineers,2026,linkedin_li-4385772487,mid-senior," security tradeoffs. * bias toward automation improving developer productivity. hire engineers across multiple levels care scope owned, impact had, make decisions. Tools tech"
people_mgmt,hire_engineers,2026,linkedin_li-4371575959,mid-senior,"ates. Fluency across full stack allows even ownership agency lead charge. We’re hiring engineers passionate solving real-world problems, personal privacy, empowering peers auto"
people_mgmt,hire_engineers,2026,linkedin_li-4395176187,mid-senior,oking You** fast-growing company quickly evolving business needs. We’re looking hire engineers help us build data ecosystem serve needs business today broader scale years now
people_mgmt,hire_engineers,2026,linkedin_li-4328730307,mid-senior,**About Role** ’s Secured Card team hiring engineer help scale evolve Card—our flagship product helps members safely build credit w
people_mgmt,hire_engineers,2026,linkedin_li-4387929051,mid-senior,hiring engineers scale introduction next generation architecture into EDA Infrastructure. expect
people_mgmt,hire_engineers,2026,linkedin_li-3925557666,mid-senior,"ind feedback coaching. * Help grow inclusive, high-performing team interviewing hiring engineers wide range backgrounds experiences. * Build modern stack includes TypeScript, R"
people_mgmt,hire_engineers,2026,linkedin_li-4391219539,mid-senior,E** weekly **(LOCAL CANDIDATES ONLY)** **HOURS:** MON-FRI 8am-5pm (CST) Seeking hire Developer DevOps Team supports department Human Resources **Technologies Duties** 85% - A
people_mgmt,hire_engineers,2026,linkedin_li-4393048545,mid-senior,"writing boilerplate. They’re designing solutions directing AI build them. don’t hire engineers type code into editor. **We hire architects describe what, why, how—and let AI "
people_mgmt,hire_engineers,2026,linkedin_li-4392131767,mid-senior,"ime voice AI, intelligent matching systems get smarter every interaction. We're hiring engineer systems end-to-end — architecture, shipping, iteration — help us scale rapid tr"
people_mgmt,hire_engineers,2026,linkedin_li-4387918474,mid-senior,hiring engineers scale introduction next generation architecture into EDA Infrastructure. expect
people_mgmt,hire_engineers,2026,linkedin_li-4340062389,mid-senior,ell accelerating research progression via model inference. **About Role** We’re hiring engineers scale optimize ’s inference infrastructure across emerging GPU platforms. You’l
people_mgmt,hire_engineers,2026,linkedin_li-4389920760,mid-senior,ex workflows effortless thoughtful engineering emerging AI-powered solutions.** hiring developers build future workplace management. You’ll join hybrid Boston-based team collabo
people_mgmt,hire_engineers,2026,linkedin_li-4387915588,mid-senior,hiring engineers scale introduction next generation architecture into EDA Infrastructure. expect
people_mgmt,hire_engineers,2026,linkedin_li-4371787157,mid-senior,"res, device drivers, firmware features * Assist identifying skills requirements hiring engineers, collaborating teams platform bring-up/debug/diags, firmware lifecycle, etc. **"
people_mgmt,hire_engineers,2026,linkedin_li-4392050658,mid-senior,"ble, composable expertise any engineer instantly productive any monorepo. We're hiring engineers think systems, features. foundational pieces 's agentic infrastructure. Getting"
people_mgmt,hire_engineers,2026,linkedin_li-4392348968,mid-senior,"lding new category intersection search, reasoning, real-time knowledge. They’re hiring engineers focus **core search infrastructure -** layer determines speed, accuracy, reliab"
people_mgmt,hire_engineers,2026,linkedin_li-4397160548,mid-senior,"ariants. penny, across time, audit. Nailing rev rec existential success . We’re hiring engineer wants real systems, shuffle tickets across finish line. Someone enjoys untangli"
people_mgmt,team_building,2026,linkedin_li-4298661141,mid-senior,"iverse team foster professional personal growth workshops, mentorship programs, team building activities. builds business-to-business (B2B) payment tools small business owne"
people_mgmt,team_building,2026,linkedin_li-4385100691,mid-senior,"5 atmospheric flight, deployment pace allows see code run rocket engines daily. team building new system architecture ground importantly, testing, releasing, deploying it. d"
people_mgmt,team_building,2026,linkedin_li-4390827613,mid-senior,nical vision innovation revolutionizing advertisers succeed . part newly formed team building horizontal agentic AI layer - next generation AI-powered marketing experts tran
people_mgmt,team_building,2026,linkedin_li-4377297647,mid-senior,"ing cloud application suite life science industry? part smart, highly motivated team building customer-facing software products improve many people’s lives make significant "
people_mgmt,team_building,2026,linkedin_li-4379265188,mid-senior,"nd world. seeking Software Engineer II join new, high-impact mobile engineering team building AI-powered consumer experiences shape next evolution marketplace. team rethinki"
people_mgmt,team_building,2026,linkedin_li-4385825606,mid-senior,6-Month Contract Position* We're seeking Full Stack AI Engineer join innovative team building next-generation intelligent experiences. develop ship production-quality featur
people_mgmt,team_building,2026,linkedin_li-4391230856,mid-senior,"ting dynamic team exemplary performance. * Strong communication, collaboration, team building skills proficiency grasping new technical concepts quickly."
people_mgmt,team_building,2026,linkedin_li-4390672077,mid-senior,**Job Description** **Our Team:** Plus Team building innovative exciting solutions towards ’s mission trusted convenient destination
people_mgmt,team_building,2026,linkedin_li-4379242649,mid-senior,seeking Software Engineer II join new engineering team building AI-powered consumer experiences shape next evolution marketplace. team focused 
people_mgmt,team_building,2026,linkedin_li-4385302904,mid-senior,ficial communication sent @ .com addresses. **About Role** Join us founding new team building AI-first products experiences become core customers manage grow businesses. Sen
people_mgmt,team_building,2026,linkedin_li-4375476848,mid-senior,"ecialist + Kubernetes certifications (CKA, CKS, CKAD). **Why Join .ai?** * part team building future distributed computing AI, impacting innovative Galleon data center deplo"
people_mgmt,team_building,2026,linkedin_li-4391629448,mid-senior,"**Responsibilities** Global Payments team building platform provide cross-border payment solutions 's products services, TikTok, H"
people_mgmt,team_building,2026,linkedin_li-4373739347,mid-senior,"creasing mobility on-orbit. Blue Ring 's multi-mission space mobility platform, team building next generation intelligent ground systems redefine satellite fleets operated—m"
people_mgmt,team_building,2026,linkedin_li-4362319176,mid-senior,"cription** Application deadline: Mar 26, 2026 Join Device Cloud Services (DCS), team building foundational platform powers millions devices worldwide. We're forefront creati"
people_mgmt,team_building,2026,linkedin_li-4388207072,mid-senior,"thogens infectious diseases. **Position Summary** fast-moving, lean engineering team building complex instrument software bridges physical lab hardware cloud. looking proact"
people_mgmt,team_building,2026,linkedin_li-4389931651,mid-senior,nfrastructure cyber resiliency solutions exciting opportunity. Join world-class team building next-generation data protection software designed safeguard enterprise data acr
people_mgmt,team_building,2026,linkedin_li-4397360572,mid-senior,"within growing engineering organization. join small, highly motivated technical team building full regulatory compliance suite ground up. rare opportunity shape architecture"
people_mgmt,team_building,2026,linkedin_li-4382501556,mid-senior,**About Team** Education team building systems help make ChatGPT highly effective learning partner. AI progress contin
people_mgmt,team_building,2026,linkedin_li-4396557794,mid-senior,"implementation performance monitoring protocols across data pipelines, coaching team building visualizations aggregations monitor pipeline health. * Coach others implementin"
people_mgmt,team_building,2026,linkedin_li-4391918768,mid-senior,ms * Exemplary written verbal communication skills coupled strong interpersonal team building skills effectively engage team members well elevate appropriate issues manageme
people_mgmt,team_building,2026,linkedin_li-4328982274,mid-senior,join new AI Developer Tools team building future AI-powered developer productivity. exciting opportunity work cutting-edg
people_mgmt,team_building,2026,linkedin_li-4388544021,mid-senior,ct Hire** 🛂 **U.S. Citizenship Required (Gov’t Contract)** 🌟 **Join High-Growth Team Building Next-Gen 3D Mobile Experiences** client rapidly growing SaaS company transformi
people_mgmt,team_building,2026,linkedin_li-4382521018,mid-senior,"husiastic take new problems across full-stack continue push technology forward. team building future at-scale computing delivering groundbreaking, on-premises AI supercomput"
people_mgmt,team_building,2026,linkedin_li-4392816798,mid-senior,eholders. Strong experience Relationship Management (with business end clients) Team building. Onsite-offshore co-ordination Strong reporting experience projects tasks statu
people_mgmt,team_building,2026,linkedin_li-4382334646,mid-senior,"nsite business reasons including limited staff meetings, one-on-ones, training, team building Please note onsite requirements may change future, based business need, job res"
