period,group,n,people_mgmt_density,mentor_density,tech_orch_density,strat_density,ai_density,cred_density,people_mgmt_any_share,mentor_any_share,tech_orch_any_share,strat_any_share,ai_any_share
2024,mid_senior,15077,0.010127147627212486,0.06875114892249855,0.36665669385296706,0.256422863543701,0.03908661173500223,1.8803150174835799,0.020096836240631424,0.11898918883066924,0.3860184386814353,0.34429926377926645,0.023346819659083373
2024,director,60,0.038268563263547696,0.043939446156145576,0.46072520479267554,0.3717300043456994,0.007494039873557946,1.8620586462488513,0.08333333333333333,0.11666666666666667,0.36666666666666664,0.5666666666666667,0.03333333333333333
2024,senior_all,15137,0.010238694495031744,0.06865280036162248,0.3670295623643222,0.2568799176791386,0.03896138518339448,1.880242652928246,0.020347492898196474,0.11897998282354495,0.3859417321794279,0.3451806830944044,0.02338640417519984
2026,mid_senior,17800,0.011449036977740034,0.08797802312485527,0.5081786648892176,0.2838803870757177,0.371368612258008,1.1947953635534736,0.0348314606741573,0.21735955056179776,0.6053932584269663,0.510056179775281,0.23438202247191012
2026,director,194,0.01656365344938845,0.0793124572009741,0.5176270356451949,0.35083017767134195,0.38651065000585916,1.1573541337566478,0.05670103092783505,0.21649484536082475,0.6804123711340206,0.6391752577319587,0.25257731958762886
2026,senior_all,17994,0.011504179558350227,0.08788459643878031,0.508280531285053,0.28460219764454897,0.37153186419326883,1.19439169574306,0.03506724463710126,0.217350227853729,0.6062020673557853,0.5114482605312882,0.2345781927309103
