period,subset,n,people_mgmt_density,mentor_density,tech_orch_density,strat_density
2024,ai_mentioning,724,0.011796022414821288,0.22366073072491266,0.39400919799538,0.26957730122817875
2024,non_ai_mentioning,23855,0.027529671153870647,0.059766990989866466,0.33835537798454257,0.2585882427336578
2026,ai_mentioning,6607,0.012977219127788982,0.09237479594055685,0.8489529306462928,0.3081376418561912
2026,non_ai_mentioning,20549,0.010895462692963494,0.08358307900469358,0.3871837507948892,0.27827168235929717
