profile,term,period,n_postings,postings_with_match,postings_with_match_pct,total_matches,per_1k_chars
people_mgmt,people_manager,2024,15137,2,0.00013212657726101605,2,6.578448142109741e-05
people_mgmt,people_management,2024,15137,57,0.0037656074519389574,59,0.0019406422019223738
people_mgmt,direct_reports,2024,15137,87,0.0057475061108541985,103,0.003387900793186517
people_mgmt,performance_review,2024,15137,24,0.0015855189271321926,24,0.000789413777053169
people_mgmt,headcount,2024,15137,3,0.00019818986589152407,3,9.867672213164612e-05
people_mgmt,manage_team_of,2024,15137,0,0.0,0,0.0
people_mgmt,lead_team_of,2024,15137,1,6.606328863050802e-05,1,3.2892240710548705e-05
people_mgmt,interview_engineers,2024,15137,0,0.0,0,0.0
people_mgmt,hire_engineers,2024,15137,4,0.0002642531545220321,4,0.00013156896284219482
people_mgmt,team_building,2024,15137,140,0.009248860408271123,141,0.004637805940187368
people_mgmt,people_manager,2026,17994,17,0.000944759364232522,19,0.00032454719175805915
people_mgmt,people_management,2026,17994,82,0.004557074580415694,96,0.0016398173899354568
people_mgmt,direct_reports,2026,17994,73,0.004056907858174947,85,0.0014519216473386858
people_mgmt,performance_review,2026,17994,33,0.001833944648216072,35,0.0005978500900806353
people_mgmt,headcount,2026,17994,41,0.002278537290207847,43,0.0007345015392419234
people_mgmt,manage_team_of,2026,17994,0,0.0,0,0.0
people_mgmt,lead_team_of,2026,17994,0,0.0,0,0.0
people_mgmt,interview_engineers,2026,17994,29,0.0016116483272201846,29,0.0004953615032096692
people_mgmt,hire_engineers,2026,17994,33,0.001833944648216072,33,0.0005636872277903132
people_mgmt,team_building,2026,17994,357,0.019839946648882962,364,0.0062176409368386075
mentoring,mentor_engineers,2024,15137,1186,0.07835106031578253,1318,0.0433519732565032
mentoring,coach_engineers,2024,15137,160,0.010570126180881285,163,0.005361435235819439
mentoring,mentor_and_develop,2024,15137,0,0.0,0,0.0
mentoring,mentorship,2024,15137,583,0.038514897271586176,689,0.02266275384956806
mentoring,mentor_engineers,2026,17994,2719,0.15110592419695454,3238,0.055309674048031346
mentoring,coach_engineers,2026,17994,203,0.011281538290541291,211,0.0036041819716289727
mentoring,mentor_and_develop,2026,17994,0,0.0,0,0.0
mentoring,mentorship,2026,17994,1500,0.08336112037345782,1695,0.028953025791047908
tech_orch,architecture_review,2024,15137,26,0.0017176455043932087,26,0.0008551982584742665
tech_orch,code_review,2024,15137,1748,0.11547862852612803,1956,0.06433722282983327
tech_orch,system_design,2024,15137,881,0.058201757283477575,1120,0.03683930959581455
tech_orch,technical_direction,2024,15137,278,0.018365594239281233,298,0.009801887731743515
tech_orch,ai_orchestration,2024,15137,0,0.0,0,0.0
tech_orch,agentic,2024,15137,3,0.00019818986589152407,4,0.00013156896284219482
tech_orch,multi_agent,2024,15137,7,0.0004624430204135562,7,0.00023024568497384096
tech_orch,automation,2024,15137,3029,0.20010570126180882,6460,0.21248387499014468
tech_orch,evaluation,2024,15137,845,0.055823478892779284,1197,0.0393720121305268
tech_orch,prompt_engineering,2024,15137,29,0.0019158353702847328,45,0.001480150831974692
tech_orch,tool_selection,2024,15137,8,0.0005285063090440642,8,0.00026313792568438964
tech_orch,quality_gate,2024,15137,9,0.0005945695976745722,10,0.0003289224071054871
tech_orch,guardrails,2024,15137,29,0.0019158353702847328,29,0.0009538749806059125
tech_orch,architecture_review,2026,17994,26,0.0014449260864732689,26,0.00044411720977418625
tech_orch,code_review,2026,17994,3429,0.19056352117372458,3895,0.06653217431040212
tech_orch,system_design,2026,17994,1491,0.08286095365121707,1727,0.02949963158769306
tech_orch,technical_direction,2026,17994,1091,0.06063132155162832,1284,0.021932557590386734
tech_orch,ai_orchestration,2026,17994,68,0.003779037456930088,82,0.0014006773539032029
tech_orch,agentic,2026,17994,1492,0.08291652773146604,3395,0.05799145873782162
tech_orch,multi_agent,2026,17994,376,0.020895854173613428,527,0.009001914213499851
tech_orch,automation,2026,17994,5735,0.31871735022785375,12735,0.21753202563362545
tech_orch,evaluation,2026,17994,1670,0.09280871401578304,2750,0.04697393564919277
tech_orch,prompt_engineering,2026,17994,668,0.03712348560631321,871,0.014877926527435237
tech_orch,tool_selection,2026,17994,9,0.0005001667222407469,9,0.00015373288030644906
tech_orch,quality_gate,2026,17994,155,0.008613982438590642,182,0.0031088204684193038
tech_orch,guardrails,2026,17994,513,0.028509503167722574,634,0.01082962734603208
strategic,stakeholder,2024,15137,2563,0.16932020875999207,3478,0.1143992131912884
strategic,business_impact,2024,15137,104,0.006870582017572835,120,0.003947068885265845
strategic,revenue,2024,15137,120,0.007927594635660963,147,0.00483515938445066
strategic,product_strategy,2024,15137,45,0.0029728479883728612,50,0.0016446120355274353
strategic,roadmap,2024,15137,590,0.038977340291999736,696,0.022892999534541904
strategic,prioritization,2024,15137,915,0.060447909096914845,983,0.032333072618469384
strategic,resource_allocation,2024,15137,46,0.003038911277003369,47,0.0015459353133957892
strategic,cross_functional,2024,15137,2340,0.15458809539538879,2872,0.09446651532069589
strategic,stakeholder,2026,17994,4670,0.25953095476269866,6622,0.1131132370432562
strategic,business_impact,2026,17994,378,0.02100700233411137,406,0.00693506104493537
strategic,revenue,2026,17994,626,0.034789374235856395,905,0.015458695186370712
strategic,product_strategy,2026,17994,109,0.0060575747471379345,116,0.0019814460128386767
strategic,roadmap,2026,17994,1246,0.06924530399021896,1417,0.02420438793269315
strategic,prioritization,2026,17994,1294,0.07191285984216961,1386,0.023674863567193158
strategic,resource_allocation,2026,17994,51,0.0028342780926975657,56,0.0009565601441290164
strategic,cross_functional,2026,17994,4745,0.2636990107813716,5870,0.10026800082209511
