company_name_canonical,n_kaggle_arshkon,n_kaggle_asaniczka,n_scraped,share_kaggle_arshkon,share_kaggle_asaniczka,share_scraped,max_share
Recruiting from Scratch,0.0,1699.0,0.0,0.0,0.07707662296420632,0.0,0.07707662296420632
Capital One,115.0,1678.0,47.0,0.025010874293170945,0.07612393957265345,0.010884668828161186,0.07612393957265345
ClearanceJobs,12.0,817.0,1.0,0.0026098303610265334,0.03706392051898562,0.0002315886984715146,0.03706392051898562
DataAnnotation,163.0,0.0,0.0,0.035450195737277077,0.0,0.0,0.035450195737277077
Jobs via Dice,0.0,0.0,132.0,0.0,0.0,0.030569708198239925,0.030569708198239925
