source,postings,companies,hhi_10k,gini,top1_share,top5_share,top10_share,top20_share
kaggle_asaniczka,22043,4731,150.53108852999702,0.7095567796127384,0.07707662296420632,0.22528693916436057,0.2717415959715102,0.3253186952774123
kaggle_arshkon,4598,2170,32.19244859566946,0.4600629806988813,0.035450195737277077,0.08655937364071335,0.11613745106568073,0.16311439756415833
scraped,4318,1579,43.0225081903451,0.5522728986075638,0.030569708198239925,0.09263547938860583,0.1572487262621584,0.23135710977304308
