period_group,seniority_final,management_broad_density,orchestration_broad_density,strategic_broad_density
2024,director,0.8504666922885421,0.1209045418577533,0.5445089741159905
2024,mid-senior,0.7811448991616426,0.17139991741997054,0.5174467592766953
2026,director,0.7246241797759762,0.2124900497541933,0.4451288957851223
2026,mid-senior,0.757575285698248,0.2654751529294606,0.49020480709197434
