term,category,prevalence_2024,prevalence_2026,ratio_2026_to_2024,delta_pp,company_count
agentic,ai_tool,0.00011614851523481358,0.06290083867784904,541.5552540700543,6.278469016261424,266
claude,ai_tool,0.00011614851523481358,0.03749383325111001,322.80940634764016,3.7377684735875194,139
