metric,period,share,n
seniority_final,2024-01,0.008715317998786474,18129
seniority_final,2024-04,0.03730547857599659,4691
seniority_final,2026-03,0.0335421297231764,19796
seniority_final,2026-04,0.021779211799953905,17356
seniority_native_arshkon,2024-04,0.1573225325090599,4691
yoe_le_2,2024-01,0.10363098020882032,12834
yoe_le_2,2024-04,0.14977670903469598,2911
yoe_le_2,2026-03,0.17379599162428955,13372
yoe_le_2,2026-04,0.16970261797848005,11803
