total_rows,arshkon_rows,asaniczka_rows,scraped_rows,swe_rows,swe_adjacent_rows,control_rows,linkedin_rows,indeed_rows
1186281,110360.0,847526.0,228395.0,59972.0,22279.0,151267.0,1186281.0,0.0
