finding,embedding_value,tfidf_value
junior_senior_similarity_source_arshkon,0.9649255871772766,0.9186059832572937
junior_senior_similarity_source_scraped,0.9618291854858398,0.8676100373268127
same_period_vs_same_seniority_gap,0.007495219508806827,0.0206993967294693
yoe_junior_senior_similarity_arshkon,0.9895938634872437,0.9463726282119751
