source_a,source_b,title_jaccard,top50_overlap_count,top50_jaccard
kaggle_asaniczka,kaggle_arshkon,0.04943502824858757,27,0.3698630136986301
kaggle_asaniczka,scraped,0.035416428653033245,19,0.2345679012345679
kaggle_arshkon,scraped,0.05538382277176713,23,0.2987012987012987
