source_a,source_b,company_jaccard,top50_overlap_count,top50_jaccard
kaggle_asaniczka,kaggle_arshkon,0.11055680720952688,9,0.0989010989010989
kaggle_asaniczka,scraped,0.0810347781394552,14,0.16279069767441862
kaggle_arshkon,scraped,0.11643835616438356,17,0.20481927710843373
