subset,source,column,rows,non_null,non_null_rate,distinct
swe,kaggle_asaniczka,country_extracted,18129,16815,0.9275194439847758,21
swe,kaggle_asaniczka,is_remote_inferred,18129,18129,1.0,1
swe,kaggle_asaniczka,metro_area,18129,12884,0.7106845385845882,86
swe,kaggle_asaniczka,metro_source,18129,18129,1.0,4
swe,kaggle_asaniczka,metro_confidence,18129,18129,1.0,3
swe,kaggle_asaniczka,period,18129,18129,1.0,1
swe,kaggle_asaniczka,scrape_week,18129,0,0.0,0
swe,kaggle_asaniczka,date_flag,18129,18129,1.0,1
swe,kaggle_asaniczka,is_english,18129,18129,1.0,1
swe,kaggle_asaniczka,description_hash,18129,18129,1.0,17952
swe,kaggle_asaniczka,ghost_job_risk,18129,18129,1.0,3
swe,kaggle_asaniczka,description_quality_flag,18129,18129,1.0,1
swe,kaggle_asaniczka,preprocessing_version,18129,18129,1.0,1
swe,kaggle_asaniczka,dedup_method,18129,18129,1.0,1
swe,kaggle_asaniczka,analysis_group,18129,18129,1.0,1
swe,kaggle_asaniczka,selection_date_bin,18129,18129,1.0,6
swe,kaggle_asaniczka,analysis_in_scope,18129,18129,1.0,1
swe,kaggle_asaniczka,eligible_for_extraction,18129,18129,1.0,2
swe,kaggle_asaniczka,llm_text_skip_reason,18129,4,0.00022064096199459428,1
swe,kaggle_asaniczka,description_core_llm,18129,16993,0.9373379667935352,16676
swe,kaggle_asaniczka,extraction_input_hash,18129,18129,1.0,18129
swe,kaggle_asaniczka,selected_for_llm_frame,18129,18129,1.0,2
swe,kaggle_asaniczka,selected_for_control_cohort,18129,18129,1.0,1
swe,kaggle_asaniczka,llm_extraction_sample_tier,18129,18129,1.0,3
swe,kaggle_asaniczka,llm_extraction_reason,18129,18129,1.0,3
swe,kaggle_asaniczka,llm_extraction_coverage,18129,18129,1.0,4
swe,kaggle_asaniczka,llm_extraction_resolution,18129,18129,1.0,5
swe,kaggle_asaniczka,needs_llm_classification,18129,18129,1.0,2
swe,kaggle_asaniczka,classification_input_hash,18129,7480,0.4125985989298913,7330
swe,kaggle_asaniczka,llm_classification_sample_tier,18129,18129,1.0,3
swe,kaggle_asaniczka,llm_classification_reason,18129,18129,1.0,3
swe,kaggle_asaniczka,swe_classification_llm,18129,5190,0.2862816481879861,3
swe,kaggle_asaniczka,ghost_assessment_llm,18129,5190,0.2862816481879861,3
swe,kaggle_asaniczka,yoe_min_years_llm,18129,3949,0.21782778972916322,20
swe,kaggle_asaniczka,llm_model_classification,18129,5190,0.2862816481879861,1
swe,kaggle_asaniczka,llm_prompt_version_classification,18129,5190,0.2862816481879861,1
swe,kaggle_asaniczka,llm_classification_coverage,18129,18129,1.0,4
swe,kaggle_asaniczka,llm_classification_resolution,18129,18129,1.0,5
swe,scraped,uid,40881,40881,1.0,40881
swe,scraped,job_id,40881,40881,1.0,40881
swe,scraped,source,40881,40881,1.0,1
swe,scraped,source_platform,40881,40881,1.0,1
swe,scraped,site,40881,40881,1.0,1
swe,scraped,title,40881,40881,1.0,21281
swe,scraped,title_normalized,40881,40881,1.0,18321
swe,scraped,company_name,40881,40881,1.0,7304
swe,scraped,company_name_normalized,40881,40881,1.0,7304
swe,scraped,location,40881,38925,0.9521538122844353,1173
swe,scraped,date_posted,40881,329,0.008047748342750911,26
swe,scraped,scrape_date,40881,40881,1.0,26
swe,scraped,description,40881,40881,1.0,40378
swe,scraped,description_raw,40881,40881,1.0,40380
swe,scraped,description_length,40881,40881,1.0,9628
swe,scraped,seniority_native,40881,34839,0.8522051808908784,6
swe,scraped,company_industry,40881,40871,0.9997553875883662,1642
swe,scraped,company_size,40881,0,0.0,0
swe,scraped,company_size_raw,40881,0,0.0,0
swe,scraped,company_size_category,40881,0,0.0,0
swe,scraped,search_query,40881,40876,0.9998776937941831,27
swe,scraped,query_tier,40881,40876,0.9998776937941831,3
swe,scraped,search_metro_id,40881,37787,0.9243169198405127,26
swe,scraped,search_metro_name,40881,37787,0.9243169198405127,26
swe,scraped,search_metro_region,40881,37787,0.9243169198405127,5
swe,scraped,search_location,40881,37787,0.9243169198405127,26
swe,scraped,work_type,40881,40881,1.0,7
swe,scraped,is_remote,40881,40881,1.0,2
swe,scraped,job_url,40881,40881,1.0,40881
swe,scraped,skills_raw,40881,0,0.0,0
swe,scraped,asaniczka_skills,40881,0,0.0,0
swe,scraped,company_id_kaggle,40881,0,0.0,0
swe,scraped,posting_age_days,40881,329,0.008047748342750911,1
swe,scraped,is_aggregator,40881,40881,1.0,2
swe,scraped,real_employer,40881,2754,0.06736625816393924,951
swe,scraped,company_name_effective,40881,40881,1.0,8087
swe,scraped,company_name_canonical,40881,40881,1.0,7940
swe,scraped,company_name_canonical_method,40881,40881,1.0,4
swe,scraped,is_multi_location,40881,40881,1.0,2
swe,scraped,is_swe,40881,40881,1.0,1
swe,scraped,is_swe_adjacent,40881,40881,1.0,1
swe,scraped,swe_confidence,40881,40881,1.0,329
swe,scraped,swe_classification_tier,40881,40881,1.0,3
swe,scraped,is_control,40881,40881,1.0,1
swe,scraped,seniority_final,40881,40881,1.0,5
swe,scraped,seniority_final_source,40881,40881,1.0,4
swe,scraped,seniority_3level,40881,40881,1.0,4
swe,scraped,yoe_extracted,40881,27581,0.6746654925270908,19
swe,scraped,yoe_min_extracted,40881,27581,0.6746654925270908,18
swe,scraped,yoe_max_extracted,40881,27581,0.6746654925270908,20
swe,scraped,yoe_match_count,40881,40881,1.0,20
swe,scraped,yoe_resolution_rule,40881,40881,1.0,12
swe,scraped,yoe_all_mentions_json,40881,30981,0.7578337124825714,23951
swe,scraped,yoe_seniority_contradiction,40881,40881,1.0,2
swe,scraped,city_extracted,40881,38833,0.9499033780974047,1089
swe,scraped,state_normalized,40881,35624,0.8714072552041291,31
swe,scraped,country_extracted,40881,35835,0.8765685770896016,4
swe,scraped,is_remote_inferred,40881,40881,1.0,1
swe,scraped,metro_area,40881,30560,0.7475355299527898,26
swe,scraped,metro_source,40881,40881,1.0,3
swe,scraped,metro_confidence,40881,40881,1.0,2
swe,scraped,period,40881,40881,1.0,2
swe,scraped,scrape_week,40881,40881,1.0,5
swe,scraped,date_flag,40881,40881,1.0,1
swe,scraped,is_english,40881,40881,1.0,1
swe,scraped,description_hash,40881,40881,1.0,40378
swe,scraped,ghost_job_risk,40881,40881,1.0,3
swe,scraped,description_quality_flag,40881,40881,1.0,1
swe,scraped,preprocessing_version,40881,40881,1.0,1
swe,scraped,dedup_method,40881,40881,1.0,1
swe,scraped,analysis_group,40881,40881,1.0,1
swe,scraped,selection_date_bin,40881,40881,1.0,26
swe,scraped,analysis_in_scope,40881,40881,1.0,1
swe,scraped,eligible_for_extraction,40881,40881,1.0,2
swe,scraped,llm_text_skip_reason,40881,2,4.892248232675326e-05,1
swe,scraped,description_core_llm,40881,12456,0.3046892199310193,12380
swe,scraped,extraction_input_hash,40881,40881,1.0,40881
swe,scraped,selected_for_llm_frame,40881,40881,1.0,2
swe,scraped,selected_for_control_cohort,40881,40881,1.0,1
swe,scraped,llm_extraction_sample_tier,40881,40881,1.0,3
swe,scraped,llm_extraction_reason,40881,40881,1.0,3
swe,scraped,llm_extraction_coverage,40881,40881,1.0,4
swe,scraped,llm_extraction_resolution,40881,40881,1.0,5
swe,scraped,needs_llm_classification,40881,40881,1.0,2
swe,scraped,classification_input_hash,40881,23109,0.5652748220444705,23087
swe,scraped,llm_classification_sample_tier,40881,40881,1.0,3
swe,scraped,llm_classification_reason,40881,40881,1.0,3
swe,scraped,swe_classification_llm,40881,6918,0.16922286636823952,3
swe,scraped,ghost_assessment_llm,40881,6918,0.16922286636823952,3
swe,scraped,yoe_min_years_llm,40881,5296,0.12954673320124263,18
swe,scraped,llm_model_classification,40881,6918,0.16922286636823952,1
swe,scraped,llm_prompt_version_classification,40881,6918,0.16922286636823952,1
swe,scraped,llm_classification_coverage,40881,40881,1.0,4
swe,scraped,llm_classification_resolution,40881,40881,1.0,5
