archetype,n_2024,n_2026,ai_strict_2024,ai_strict_2026,delta_strict_pp,ai_broad_2024,ai_broad_2026,delta_broad_pp
generic_software_engineer,3366,1915,0.0035650623885918,0.03603133159268929,3.2466269204097493,0.09536541889483066,0.22193211488250653,12.656669598767586
systems_engineering,2377,418,0.0008413967185527977,0.0023923444976076554,0.1550947779054858,0.02902818679007152,0.08133971291866028,5.231152612858876
data_engineering,1662,1151,0.00842358604091456,0.06255430060816682,5.413071456725225,0.26353790613718414,0.4456993918331885,18.21614856960044
cloud_devops,1645,1357,0.006686930091185411,0.06779661016949153,6.1109680078306114,0.07173252279635259,0.2896094325718497,21.78769097754971
frontend_react,1471,830,0.007477906186267845,0.10602409638554217,9.854619019927432,0.06798096532970768,0.3457831325301205,27.780216720041285
java_spring_backend,1430,604,0.0034965034965034965,0.07947019867549669,7.597369517899319,0.03076923076923077,0.21357615894039736,18.28069281711666
customer_project_engineer,1272,385,0.0015723270440251573,0.03896103896103896,3.73887119170138,0.03380503144654088,0.11428571428571428,8.04806828391734
dotnet_web_sql,1157,164,0.006050129645635264,0.06097560975609756,5.49254801104623,0.024200518582541054,0.18902439024390244,16.48238716613614
network_security_linux,1099,435,0.0,0.020689655172413793,2.0689655172413794,0.03275705186533212,0.1724137931034483,13.965674123811617
aws_cloud_services,1075,348,0.0018604651162790699,0.07183908045977011,6.997861534349104,0.1283720930232558,0.33620689655172414,20.783480352846833
backend_platform,754,869,0.006631299734748011,0.11277330264672036,10.614200291197236,0.1724137931034483,0.4614499424626007,28.90361493591524
technology_leadership,703,308,0.002844950213371266,0.11363636363636363,11.079141342299238,0.09672830725462304,0.39935064935064934,30.262234209602628
test_engineering,637,238,0.0,0.012605042016806723,1.2605042016806722,0.02511773940345369,0.10084033613445378,7.572259673100009
ai_ml_engineering,556,2014,0.22122302158273383,0.4746772591857001,25.345423760296626,0.9676258992805755,0.9905660377358491,2.294013845527354
mobile_android_ios,556,433,0.0017985611510791368,0.07159353348729793,6.979497233621879,0.04316546762589928,0.2863741339491917,24.320866632329242
azure_dotnet_web,493,187,0.014198782961460446,0.12834224598930483,11.414346302784438,0.06288032454361055,0.3155080213903743,25.26276968467638
python_backend_developer,460,232,0.006521739130434782,0.16379310344827586,15.727136431784109,0.18043478260869567,0.47413793103448276,29.37031484257871
qa_test_automation,397,176,0.0,0.08522727272727272,8.522727272727272,0.012594458438287154,0.21022727272727273,19.76328142889856
angular_frontend,273,128,0.003663003663003663,0.125,12.133699633699633,0.018315018315018316,0.2421875,22.387248168498168
golang_cloud,140,57,0.0,0.0,0.0,0.06428571428571428,0.17543859649122806,11.115288220551378
recommendation_ecommerce,67,157,0.029850746268656716,0.12101910828025478,9.116836201159806,0.5373134328358209,0.7961783439490446,25.886491111322375
internship_new_grad,56,50,0.0,0.08,8.0,0.07142857142857142,0.38,30.85714285714286
