,,ai_strict,ai_strict,ai_broad,ai_broad,mgmt_strict,mgmt_strict,org_scope,org_scope,tech_count,tech_count,desc_len,desc_len
,,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count
group,period,,,,,,,,,,,,
adjacent,2024,0.0088,11816,0.10604,11816,0.17163,11816,0.603,11816,2.07651,11816,2598.78191,11816
adjacent,2026,0.1068,11592,0.40062,11592,0.22714,11592,0.76553,11592,3.36517,11592,3010.13268,11592
control,2024,0.00136,113955,0.00876,113955,0.12825,113955,0.65028,113955,0.06965,113955,3335.56721,113955
control,2026,0.00242,41790,0.0654,41790,0.18957,41790,0.77679,41790,0.13872,41790,3981.34862,41790
swe,2024,0.00951,22820,0.10732,22820,0.22222,22820,0.57866,22820,4.4365,22820,2325.58019,22820
swe,2026,0.14217,40881,0.47812,40881,0.32326,40881,0.78799,40881,5.76224,40881,4191.93447,40881
