t09_nmi_tech_domain,t09_nmi_seniority,t09_ai_2026_share,t11_stack_depth_signal_to_noise,t11_scope_density_signal_to_noise,t13_arshkon_core_share,t13_asaniczka_core_share,t13_scraped_2026_03_core_share,t13_scraped_2026_04_core_share,t14_ai_share_arshkon,t14_ai_share_scraped,t15_embed_arshkon,t15_embed_scraped,t15_tfidf_arshkon,t15_tfidf_scraped
0.1151002528043728,0.0030574319661893358,0.9147914032869785,22.28483476931703,211.46694225534813,0.09169435215946845,0.0925727475063886,0.635706340378198,0.6520591341077085,0.02046471967597527,0.17194229112833764,0.9649255871772766,0.9618291854858398,0.9179099202156067,0.8698818683624268
