period,n_swe,n_adj,n_ctrl,cos_swe_adj,cos_swe_ctrl,cos_adj_ctrl
2024_pooled,200,200,200,0.8615292051174287,0.36124516466737827,0.3966803316520374
2024_arshkon,200,200,200,0.8471019779221691,0.34297791648647746,0.40746838977829025
2026_scraped,200,200,200,0.8080401694506264,0.48848019154152605,0.3799167998315069
