group,period,n_total,ai_broad_share,ai_narrow_share,desc_length_mean
swe,2024_pooled,19447,0.15992183884403763,0.08793130045765414,3707.145677996606
adj,2024_pooled,10147,0.15236030353799151,0.07962944712722972,3935.4127328274367
ctrl,2024_pooled,108649,0.026590212519213247,0.005936547966387174,3743.1458918167677
swe,2024_arshkon,4261,0.17437221309551748,0.09950715794414457,3358.6421027927718
adj,2024_arshkon,2140,0.18925233644859812,0.09626168224299066,3690.616355140187
ctrl,2024_arshkon,8156,0.019127023050514957,0.0038008827856792545,3258.108754291319
swe,2026_scraped,34081,0.533405709926352,0.4552389894662715,5112.935506587248
adj,2026_scraped,9684,0.5026848409748038,0.4020033044196613,5314.946819496076
ctrl,2026_scraped,38609,0.07013908674143335,0.05405475407288456,4467.269315444585
