source,aggregator_mode,n_companies,n_postings,hhi,hhi_scaled,gini,top1_share,top5_share,top10_share,top20_share,top50_share,max_company_postings
kaggle_arshkon,all,2299,4691,0.0016228229685140714,16.228229685140715,0.4382768072537446,0.011085056491153272,0.04860370923044127,0.07908761458111277,0.12747814964826262,0.21424003410786618,52
kaggle_arshkon,non_aggregator,2236,4261,0.0014114799080706722,14.114799080706723,0.40479980469364985,0.012203708049753579,0.044121098333724476,0.07298756160525698,0.1105374325275757,0.18962684815770947,52
kaggle_asaniczka,all,4948,18129,0.005440770134687348,54.40770134687348,0.6411799488913841,0.04953389596778642,0.12168349054001876,0.1603508191295714,0.21109824038832806,0.30624965524849684,898
kaggle_asaniczka,non_aggregator,4814,15186,0.0019063147243290706,19.063147243290704,0.587650018321491,0.019228236533649416,0.0579481101014092,0.09139997365994995,0.14052416699591727,0.2353483471618596,292
scraped,all,8477,45317,0.003634672858618628,36.34672858618628,0.6994381229758855,0.04267714102875301,0.09329832071849417,0.12836242469713355,0.17980007502703182,0.2708917183396959,1934
scraped,non_aggregator,7740,37609,0.0023087060609528883,23.087060609528884,0.6786379510979388,0.02180329176526895,0.07054162567470552,0.1096546039511819,0.1648541572495945,0.25103033848281,820
