source,variant,n_companies_any_entry,mean_entry_share_among_any,median_entry_share_among_any,q25,q75,max
kaggle_arshkon,J1,36,0.1465452190183373,0.11805555555555555,0.07554945054945056,0.15705128205128205,1.0
kaggle_asaniczka,J1,81,0.10009250009043515,0.07142857142857142,0.034482758620689655,0.14285714285714285,0.6
scraped,J1,378,0.14622237251343922,0.10990338164251207,0.058823529411764705,0.19184981684981686,1.0
