source,variant,n_companies_any_entry,mean_entry_share_among_any,median_entry_share_among_any,q25,q75,max
kaggle_arshkon,J2,40,0.15022111669692315,0.11805555555555555,0.07554945054945056,0.16666666666666666,1.0
kaggle_asaniczka,J2,93,0.1014411849443624,0.08333333333333333,0.035211267605633804,0.14285714285714285,0.6
scraped,J2,419,0.14465136462108896,0.1111111111111111,0.058823529411764705,0.18898809523809523,1.0
