source,period,seniority_final,n,mean,median,p25,p75,metric,text_source,company_cap
scraped,2026-04,entry,291,1328.06529209622,1320.0,950.0,1682.0,text_len,raw,25
scraped,2026-04,mid-senior,4783,1576.143215555091,1539.0,1094.0,1985.5,text_len,raw,25
scraped,2026-04,unknown,6907,1274.866657014623,1193.0,734.5,1727.5,text_len,raw,25
kaggle_arshkon,2024-04,mid-senior,5,0.11318619128466327,0.0,0.0,0.0,tech_density,raw,25
kaggle_arshkon,2024-04,unknown,6,13.114104726600617,0.4280821917808219,0.0,0.8930813856142679,tech_density,raw,25
kaggle_asaniczka,2024-01,director,2,3.63365761579788,3.63365761579788,2.873166836067954,4.3941483955278064,tech_density,raw,25
kaggle_asaniczka,2024-01,entry,4,3.0829050241917932,2.900503925934607,2.0215633423180592,3.961845607808341,tech_density,raw,25
kaggle_asaniczka,2024-01,mid-senior,1081,3.5820818885606234,2.274019329164298,0.6269592476489029,4.826254826254826,tech_density,raw,25
kaggle_asaniczka,2024-01,unknown,562,3.7532218466103293,2.1725782743745894,0.0,4.973296511822941,tech_density,raw,25
scraped,2026-03,director,81,2.6585058399844383,2.26928895612708,0.9267840593141798,3.885003885003885,tech_density,raw,25
scraped,2026-03,entry,331,2.7562422425446926,1.8656716417910448,0.6504098745544428,3.6819829565943554,tech_density,raw,25
scraped,2026-03,mid-senior,4838,2.8650550269199955,2.154011847065159,0.8469194448829633,3.8754997466073537,tech_density,raw,25
scraped,2026-03,unknown,6830,3.3747453574620647,2.2271714922048997,0.7347538574577517,4.444444444444445,tech_density,raw,25
scraped,2026-04,director,78,2.071757600342455,1.8232520606885436,0.639855151980687,3.2517188528368113,tech_density,raw,25
scraped,2026-04,entry,291,2.5829516954135627,1.9230769230769231,0.7575757575757576,3.6145890038105604,tech_density,raw,25
scraped,2026-04,mid-senior,4783,2.8084848975603336,2.1629416005767843,0.8211866492685016,3.859762380662702,tech_density,raw,25
scraped,2026-04,unknown,6907,3.515076785265452,2.178649237472767,0.7267445698818248,4.527449101428184,tech_density,raw,25
kaggle_arshkon,2024-04,mid-senior,5,0.23083325010819272,0.0,0.0,0.5659309564233164,scope_density,raw,25
kaggle_arshkon,2024-04,unknown,6,0.14269406392694065,0.0,0.0,0.0,scope_density,raw,25
kaggle_asaniczka,2024-01,director,2,0.352112676056338,0.352112676056338,0.176056338028169,0.528169014084507,scope_density,raw,25
kaggle_asaniczka,2024-01,entry,4,0.502146073958208,0.5961288826102935,0.38880248833592534,0.709472468232576,scope_density,raw,25
kaggle_asaniczka,2024-01,mid-senior,1081,0.289618763820186,0.0,0.0,0.5305039787798409,scope_density,raw,25
kaggle_asaniczka,2024-01,unknown,562,0.268288309991271,0.0,0.0,0.0,scope_density,raw,25
scraped,2026-03,director,81,0.3737998726224075,0.0,0.0,0.6637902422834384,scope_density,raw,25
scraped,2026-03,entry,331,0.31722322330441144,0.0,0.0,0.545727984752375,scope_density,raw,25
scraped,2026-03,mid-senior,4838,0.4778077906974374,0.3481895838940495,0.0,0.7603118101864158,scope_density,raw,25
scraped,2026-03,unknown,6830,0.41796815835360585,0.0,0.0,0.6855771853822796,scope_density,raw,25
scraped,2026-04,director,78,0.3944104734479063,0.3690041422417015,0.0,0.6778512700381241,scope_density,raw,25
scraped,2026-04,entry,291,0.3468948085953025,0.0,0.0,0.7010165600112438,scope_density,raw,25
scraped,2026-04,mid-senior,4783,0.48059299448884424,0.3453038674033149,0.0,0.76103500761035,scope_density,raw,25
scraped,2026-04,unknown,6907,0.4154058310210074,0.0,0.0,0.6842286124134005,scope_density,raw,25
