source,subset,column_name,total_n,non_null_n,non_null_rate,null_rate,distinct_count
kaggle_arshkon,swe,work_type,4691,4691,1.0,0.0,7
kaggle_arshkon,swe,is_remote,4691,4691,1.0,0.0,1
kaggle_arshkon,swe,job_url,4691,4691,1.0,0.0,4691
kaggle_arshkon,swe,skills_raw,4691,68,0.014495843103815818,0.9855041568961842,62
kaggle_arshkon,swe,asaniczka_skills,4691,0,0.0,1.0,0
kaggle_arshkon,swe,company_id_kaggle,4691,4646,0.9904071626518866,0.009592837348113448,2275
kaggle_arshkon,swe,posting_age_days,4691,0,0.0,1.0,0
kaggle_arshkon,swe,is_aggregator,4691,4691,1.0,0.0,2
kaggle_arshkon,swe,real_employer,4691,42,0.008953314858239182,0.9910466851417609,38
kaggle_arshkon,swe,company_name_effective,4691,4646,0.9904071626518866,0.009592837348113448,2302
kaggle_arshkon,swe,company_name_canonical,4691,4646,0.9904071626518866,0.009592837348113448,2298
kaggle_arshkon,swe,company_name_canonical_method,4691,4691,1.0,0.0,4
kaggle_arshkon,swe,is_multi_location,4691,4691,1.0,0.0,2
kaggle_arshkon,swe,is_swe,4691,4691,1.0,0.0,1
kaggle_arshkon,swe,is_swe_adjacent,4691,4691,1.0,0.0,1
kaggle_arshkon,swe,swe_confidence,4691,4691,1.0,0.0,64
kaggle_arshkon,swe,swe_classification_tier,4691,4691,1.0,0.0,3
kaggle_arshkon,swe,is_control,4691,4691,1.0,0.0,1
kaggle_arshkon,swe,seniority_final,4691,4691,1.0,0.0,5
kaggle_arshkon,swe,seniority_final_source,4691,4691,1.0,0.0,3
kaggle_arshkon,swe,seniority_3level,4691,4691,1.0,0.0,4
kaggle_arshkon,swe,yoe_extracted,4691,2911,0.6205499893412918,0.3794500106587082,19
kaggle_arshkon,swe,yoe_min_extracted,4691,2911,0.6205499893412918,0.3794500106587082,17
kaggle_arshkon,swe,yoe_max_extracted,4691,2911,0.6205499893412918,0.3794500106587082,20
kaggle_arshkon,swe,yoe_match_count,4691,4691,1.0,0.0,15
kaggle_arshkon,swe,yoe_resolution_rule,4691,4691,1.0,0.0,11
kaggle_arshkon,swe,yoe_all_mentions_json,4691,3222,0.68684715412492,0.31315284587507997,3047
kaggle_arshkon,swe,yoe_seniority_contradiction,4691,4691,1.0,0.0,2
kaggle_arshkon,swe,city_extracted,4691,3675,0.7834150500959284,0.21658494990407162,666
kaggle_arshkon,swe,state_normalized,4691,3516,0.7495203581325943,0.2504796418674057,47
kaggle_arshkon,swe,country_extracted,4691,4357,0.9287998294606694,0.07120017053933059,9
kaggle_arshkon,swe,is_remote_inferred,4691,4691,1.0,0.0,1
kaggle_arshkon,swe,metro_area,4691,2775,0.5915583031336602,0.4084416968663398,73
kaggle_arshkon,swe,metro_source,4691,4691,1.0,0.0,4
kaggle_arshkon,swe,metro_confidence,4691,4691,1.0,0.0,3
kaggle_arshkon,swe,period,4691,4691,1.0,0.0,1
kaggle_arshkon,swe,scrape_week,4691,0,0.0,1.0,0
kaggle_arshkon,swe,date_flag,4691,4691,1.0,0.0,1
kaggle_arshkon,swe,is_english,4691,4691,1.0,0.0,1
kaggle_arshkon,swe,description_hash,4691,4691,1.0,0.0,4664
kaggle_arshkon,swe,ghost_job_risk,4691,4691,1.0,0.0,3
kaggle_arshkon,swe,description_quality_flag,4691,4691,1.0,0.0,1
kaggle_arshkon,swe,preprocessing_version,4691,4691,1.0,0.0,1
kaggle_arshkon,swe,dedup_method,4691,4691,1.0,0.0,1
kaggle_arshkon,swe,analysis_group,4691,4691,1.0,0.0,1
kaggle_arshkon,swe,selection_date_bin,4691,4691,1.0,0.0,12
kaggle_arshkon,swe,analysis_in_scope,4691,4691,1.0,0.0,1
kaggle_arshkon,swe,eligible_for_extraction,4691,4691,1.0,0.0,2
kaggle_arshkon,swe,llm_text_skip_reason,4691,4,0.0008526966531656363,0.9991473033468343,1
kaggle_arshkon,swe,description_core_llm,4691,4660,0.9933916009379663,0.0066083990620336985,4603
kaggle_arshkon,swe,extraction_input_hash,4691,4691,1.0,0.0,4691
kaggle_arshkon,swe,selected_for_llm_frame,4691,4691,1.0,0.0,2
kaggle_arshkon,swe,selected_for_control_cohort,4691,4691,1.0,0.0,1
kaggle_arshkon,swe,llm_extraction_sample_tier,4691,4691,1.0,0.0,2
kaggle_arshkon,swe,llm_extraction_reason,4691,4691,1.0,0.0,2
kaggle_arshkon,swe,llm_extraction_coverage,4691,4691,1.0,0.0,3
kaggle_arshkon,swe,llm_extraction_resolution,4691,4691,1.0,0.0,3
kaggle_arshkon,swe,needs_llm_classification,4691,4691,1.0,0.0,2
kaggle_arshkon,swe,classification_input_hash,4691,2917,0.6218290343210403,0.3781709656789597,2908
kaggle_arshkon,swe,llm_classification_sample_tier,4691,4691,1.0,0.0,2
kaggle_arshkon,swe,llm_classification_reason,4691,4691,1.0,0.0,3
kaggle_arshkon,swe,swe_classification_llm,4691,2910,0.6203368151780004,0.37966318482199957,3
kaggle_arshkon,swe,ghost_assessment_llm,4691,2910,0.6203368151780004,0.37966318482199957,3
kaggle_arshkon,swe,yoe_min_years_llm,4691,2092,0.4459603496056278,0.5540396503943722,17
kaggle_arshkon,swe,llm_model_classification,4691,2910,0.6203368151780004,0.37966318482199957,1
kaggle_arshkon,swe,llm_prompt_version_classification,4691,2910,0.6203368151780004,0.37966318482199957,1
kaggle_arshkon,swe,llm_classification_coverage,4691,4691,1.0,0.0,4
kaggle_arshkon,swe,llm_classification_resolution,4691,4691,1.0,0.0,4
kaggle_asaniczka,all,uid,847526,847526,1.0,0.0,847526
kaggle_asaniczka,all,job_id,847526,847526,1.0,0.0,847526
kaggle_asaniczka,all,source,847526,847526,1.0,0.0,1
kaggle_asaniczka,all,source_platform,847526,847526,1.0,0.0,1
kaggle_asaniczka,all,site,847526,847526,1.0,0.0,1
kaggle_asaniczka,all,title,847526,847526,1.0,0.0,472313
kaggle_asaniczka,all,title_normalized,847526,847526,1.0,0.0,450068
kaggle_asaniczka,all,company_name,847526,847520,0.9999929205711683,7.079428831713308e-06,67690
kaggle_asaniczka,all,company_name_normalized,847526,847520,0.9999929205711683,7.079428831713308e-06,67690
kaggle_asaniczka,all,location,847526,847517,0.9999893808567525,1.0619143247514451e-05,17111
kaggle_asaniczka,all,date_posted,847526,847526,1.0,0.0,6
kaggle_asaniczka,all,scrape_date,847526,0,0.0,1.0,0
kaggle_asaniczka,all,description,847526,847526,1.0,0.0,792345
kaggle_asaniczka,all,description_raw,847526,847526,1.0,0.0,792349
kaggle_asaniczka,all,description_length,847526,847526,1.0,0.0,15875
kaggle_asaniczka,all,seniority_native,847526,847526,1.0,0.0,2
kaggle_asaniczka,all,company_industry,847526,0,0.0,1.0,0
kaggle_asaniczka,all,company_size,847526,0,0.0,1.0,0
kaggle_asaniczka,all,company_size_raw,847526,0,0.0,1.0,0
kaggle_asaniczka,all,company_size_category,847526,0,0.0,1.0,0
kaggle_asaniczka,all,search_query,847526,847526,1.0,0.0,1872
kaggle_asaniczka,all,query_tier,847526,0,0.0,1.0,0
kaggle_asaniczka,all,search_metro_id,847526,0,0.0,1.0,0
kaggle_asaniczka,all,search_metro_name,847526,812168,0.9582809258948988,0.04171907410510123,849
kaggle_asaniczka,all,search_metro_region,847526,0,0.0,1.0,0
kaggle_asaniczka,all,search_location,847526,0,0.0,1.0,0
kaggle_asaniczka,all,work_type,847526,0,0.0,1.0,0
kaggle_asaniczka,all,is_remote,847526,847526,1.0,0.0,2
kaggle_asaniczka,all,job_url,847526,847526,1.0,0.0,847526
kaggle_asaniczka,all,skills_raw,847526,845537,0.9976531693422974,0.002346830657702581,842121
kaggle_asaniczka,all,asaniczka_skills,847526,845537,0.9976531693422974,0.002346830657702581,842121
kaggle_asaniczka,all,company_id_kaggle,847526,0,0.0,1.0,0
kaggle_asaniczka,all,posting_age_days,847526,0,0.0,1.0,0
kaggle_asaniczka,all,is_aggregator,847526,847526,1.0,0.0,2
kaggle_asaniczka,all,real_employer,847526,16263,0.01918879184827368,0.9808112081517263,1081
kaggle_asaniczka,all,company_name_effective,847526,847520,0.9999929205711683,7.079428831713308e-06,68551
kaggle_asaniczka,all,company_name_canonical,847526,847520,0.9999929205711683,7.079428831713308e-06,67833
kaggle_asaniczka,all,company_name_canonical_method,847526,847526,1.0,0.0,4
kaggle_asaniczka,all,is_multi_location,847526,847526,1.0,0.0,2
kaggle_asaniczka,all,is_swe,847526,847526,1.0,0.0,2
kaggle_asaniczka,all,is_swe_adjacent,847526,847526,1.0,0.0,2
kaggle_asaniczka,all,swe_confidence,847526,847526,1.0,0.0,45519
kaggle_asaniczka,all,swe_classification_tier,847526,847526,1.0,0.0,5
kaggle_asaniczka,all,is_control,847526,847526,1.0,0.0,2
kaggle_asaniczka,all,seniority_final,847526,847526,1.0,0.0,5
kaggle_asaniczka,all,seniority_final_source,847526,847526,1.0,0.0,4
kaggle_asaniczka,all,seniority_3level,847526,847526,1.0,0.0,4
kaggle_asaniczka,all,yoe_extracted,847526,393364,0.46413207382428384,0.5358679261757162,20
kaggle_asaniczka,all,yoe_min_extracted,847526,393364,0.46413207382428384,0.5358679261757162,20
kaggle_asaniczka,all,yoe_max_extracted,847526,393364,0.46413207382428384,0.5358679261757162,20
kaggle_asaniczka,all,yoe_match_count,847526,847526,1.0,0.0,29
kaggle_asaniczka,all,yoe_resolution_rule,847526,847526,1.0,0.0,12
kaggle_asaniczka,all,yoe_all_mentions_json,847526,467396,0.5514827863687958,0.4485172136312042,298562
kaggle_asaniczka,all,yoe_seniority_contradiction,847526,847526,1.0,0.0,2
kaggle_asaniczka,all,city_extracted,847526,832552,0.9823321054457327,0.017667894554267316,12039
kaggle_asaniczka,all,state_normalized,847526,794843,0.9378390751434175,0.06216092485658253,51
kaggle_asaniczka,all,country_extracted,847526,800407,0.9444040654799971,0.05559593452000289,63
kaggle_asaniczka,all,is_remote_inferred,847526,847526,1.0,0.0,1
kaggle_asaniczka,all,metro_area,847526,499242,0.5890580347977525,0.41094196520224746,86
kaggle_asaniczka,all,metro_source,847526,847526,1.0,0.0,4
kaggle_asaniczka,all,metro_confidence,847526,847526,1.0,0.0,3
kaggle_asaniczka,all,period,847526,847526,1.0,0.0,1
kaggle_asaniczka,all,scrape_week,847526,0,0.0,1.0,0
kaggle_asaniczka,all,date_flag,847526,847526,1.0,0.0,1
kaggle_asaniczka,all,is_english,847526,847526,1.0,0.0,1
kaggle_asaniczka,all,description_hash,847526,847526,1.0,0.0,792345
kaggle_asaniczka,all,ghost_job_risk,847526,847526,1.0,0.0,3
kaggle_asaniczka,all,description_quality_flag,847526,847526,1.0,0.0,2
kaggle_asaniczka,all,preprocessing_version,847526,847526,1.0,0.0,1
kaggle_asaniczka,all,dedup_method,847526,847526,1.0,0.0,1
kaggle_asaniczka,all,analysis_group,847526,132890,0.1567975495737004,0.8432024504262996,3
kaggle_asaniczka,all,selection_date_bin,847526,847526,1.0,0.0,6
kaggle_asaniczka,all,analysis_in_scope,847526,847526,1.0,0.0,2
kaggle_asaniczka,all,eligible_for_extraction,847526,847526,1.0,0.0,2
kaggle_asaniczka,all,llm_text_skip_reason,847526,130,0.0001533876246864403,0.9998466123753136,1
kaggle_asaniczka,all,description_core_llm,847526,41817,0.04934007924240672,0.9506599207575933,40842
kaggle_asaniczka,all,extraction_input_hash,847526,847526,1.0,0.0,847526
kaggle_asaniczka,all,selected_for_llm_frame,847526,847526,1.0,0.0,2
kaggle_asaniczka,all,selected_for_control_cohort,847526,847526,1.0,0.0,2
kaggle_asaniczka,all,llm_extraction_sample_tier,847526,847526,1.0,0.0,3
kaggle_asaniczka,all,llm_extraction_reason,847526,847526,1.0,0.0,3
kaggle_asaniczka,all,llm_extraction_coverage,847526,847526,1.0,0.0,4
kaggle_asaniczka,all,llm_extraction_resolution,847526,847526,1.0,0.0,4
kaggle_asaniczka,all,needs_llm_classification,847526,847526,1.0,0.0,2
kaggle_asaniczka,all,classification_input_hash,847526,814974,0.9615917387785153,0.03840826122148466,814669
kaggle_asaniczka,all,llm_classification_sample_tier,847526,847526,1.0,0.0,3
kaggle_asaniczka,all,llm_classification_reason,847526,847526,1.0,0.0,3
kaggle_asaniczka,all,swe_classification_llm,847526,10821,0.012767749897938234,0.9872322501020617,3
kaggle_asaniczka,all,ghost_assessment_llm,847526,10821,0.012767749897938234,0.9872322501020617,3
kaggle_asaniczka,all,yoe_min_years_llm,847526,7652,0.009028631570004933,0.9909713684299951,20
kaggle_asaniczka,all,llm_model_classification,847526,10821,0.012767749897938234,0.9872322501020617,1
kaggle_asaniczka,all,llm_prompt_version_classification,847526,10821,0.012767749897938234,0.9872322501020617,1
kaggle_asaniczka,all,llm_classification_coverage,847526,847526,1.0,0.0,4
kaggle_asaniczka,all,llm_classification_resolution,847526,847526,1.0,0.0,4
kaggle_asaniczka,swe,uid,18129,18129,1.0,0.0,18129
kaggle_asaniczka,swe,job_id,18129,18129,1.0,0.0,18129
kaggle_asaniczka,swe,source,18129,18129,1.0,0.0,1
kaggle_asaniczka,swe,source_platform,18129,18129,1.0,0.0,1
kaggle_asaniczka,swe,site,18129,18129,1.0,0.0,1
kaggle_asaniczka,swe,title,18129,18129,1.0,0.0,9056
kaggle_asaniczka,swe,title_normalized,18129,18129,1.0,0.0,7577
kaggle_asaniczka,swe,company_name,18129,18129,1.0,0.0,4867
kaggle_asaniczka,swe,company_name_normalized,18129,18129,1.0,0.0,4867
kaggle_asaniczka,swe,location,18129,18128,0.9999448397595013,5.516024049867507e-05,1842
kaggle_asaniczka,swe,date_posted,18129,18129,1.0,0.0,6
kaggle_asaniczka,swe,scrape_date,18129,0,0.0,1.0,0
kaggle_asaniczka,swe,description,18129,18129,1.0,0.0,17952
kaggle_asaniczka,swe,description_raw,18129,18129,1.0,0.0,17952
kaggle_asaniczka,swe,description_length,18129,18129,1.0,0.0,7034
kaggle_asaniczka,swe,seniority_native,18129,18129,1.0,0.0,2
kaggle_asaniczka,swe,company_industry,18129,0,0.0,1.0,0
kaggle_asaniczka,swe,company_size,18129,0,0.0,1.0,0
kaggle_asaniczka,swe,company_size_raw,18129,0,0.0,1.0,0
kaggle_asaniczka,swe,company_size_category,18129,0,0.0,1.0,0
kaggle_asaniczka,swe,search_query,18129,18129,1.0,0.0,414
kaggle_asaniczka,swe,query_tier,18129,0,0.0,1.0,0
kaggle_asaniczka,swe,search_metro_id,18129,0,0.0,1.0,0
kaggle_asaniczka,swe,search_metro_name,18129,17235,0.9506867449942081,0.04931325500579187,705
kaggle_asaniczka,swe,search_metro_region,18129,0,0.0,1.0,0
kaggle_asaniczka,swe,search_location,18129,0,0.0,1.0,0
kaggle_asaniczka,swe,work_type,18129,0,0.0,1.0,0
kaggle_asaniczka,swe,is_remote,18129,18129,1.0,0.0,2
kaggle_asaniczka,swe,job_url,18129,18129,1.0,0.0,18129
kaggle_asaniczka,swe,skills_raw,18129,18114,0.9991725963925203,0.000827403607479682,18106
kaggle_asaniczka,swe,asaniczka_skills,18129,18114,0.9991725963925203,0.000827403607479682,18106
kaggle_asaniczka,swe,company_id_kaggle,18129,0,0.0,1.0,0
kaggle_asaniczka,swe,posting_age_days,18129,0,0.0,1.0,0
kaggle_asaniczka,swe,is_aggregator,18129,18129,1.0,0.0,2
kaggle_asaniczka,swe,real_employer,18129,901,0.049699376689282364,0.9503006233107176,150
kaggle_asaniczka,swe,company_name_effective,18129,18129,1.0,0.0,4988
kaggle_asaniczka,swe,company_name_canonical,18129,18129,1.0,0.0,4948
kaggle_asaniczka,swe,company_name_canonical_method,18129,18129,1.0,0.0,4
kaggle_asaniczka,swe,is_multi_location,18129,18129,1.0,0.0,2
kaggle_asaniczka,swe,is_swe,18129,18129,1.0,0.0,1
kaggle_asaniczka,swe,is_swe_adjacent,18129,18129,1.0,0.0,1
kaggle_asaniczka,swe,swe_confidence,18129,18129,1.0,0.0,249
kaggle_asaniczka,swe,swe_classification_tier,18129,18129,1.0,0.0,3
kaggle_asaniczka,swe,is_control,18129,18129,1.0,0.0,1
kaggle_asaniczka,swe,seniority_final,18129,18129,1.0,0.0,5
kaggle_asaniczka,swe,seniority_final_source,18129,18129,1.0,0.0,3
kaggle_asaniczka,swe,seniority_3level,18129,18129,1.0,0.0,4
kaggle_asaniczka,swe,yoe_extracted,18129,12834,0.7079265265596558,0.2920734734403442,19
kaggle_asaniczka,swe,yoe_min_extracted,18129,12834,0.7079265265596558,0.2920734734403442,19
kaggle_asaniczka,swe,yoe_max_extracted,18129,12834,0.7079265265596558,0.2920734734403442,20
kaggle_asaniczka,swe,yoe_match_count,18129,18129,1.0,0.0,20
kaggle_asaniczka,swe,yoe_resolution_rule,18129,18129,1.0,0.0,12
kaggle_asaniczka,swe,yoe_all_mentions_json,18129,14063,0.7757184621324948,0.22428153786750515,11889
kaggle_asaniczka,swe,yoe_seniority_contradiction,18129,18129,1.0,0.0,2
kaggle_asaniczka,swe,city_extracted,18129,17513,0.9660212918528325,0.033978708147167525,1612
kaggle_asaniczka,swe,state_normalized,18129,16600,0.9156599922775663,0.08434000772243366,51
kaggle_asaniczka,swe,country_extracted,18129,16815,0.9275194439847758,0.07248055601522418,21
kaggle_asaniczka,swe,is_remote_inferred,18129,18129,1.0,0.0,1
kaggle_asaniczka,swe,metro_area,18129,12885,0.7107396988250869,0.2892603011749131,86
kaggle_asaniczka,swe,metro_source,18129,18129,1.0,0.0,4
kaggle_asaniczka,swe,metro_confidence,18129,18129,1.0,0.0,3
kaggle_asaniczka,swe,period,18129,18129,1.0,0.0,1
kaggle_asaniczka,swe,scrape_week,18129,0,0.0,1.0,0
kaggle_asaniczka,swe,date_flag,18129,18129,1.0,0.0,1
kaggle_asaniczka,swe,is_english,18129,18129,1.0,0.0,1
kaggle_asaniczka,swe,description_hash,18129,18129,1.0,0.0,17952
kaggle_asaniczka,swe,ghost_job_risk,18129,18129,1.0,0.0,3
kaggle_asaniczka,swe,description_quality_flag,18129,18129,1.0,0.0,1
kaggle_asaniczka,swe,preprocessing_version,18129,18129,1.0,0.0,1
kaggle_asaniczka,swe,dedup_method,18129,18129,1.0,0.0,1
kaggle_asaniczka,swe,analysis_group,18129,18129,1.0,0.0,1
kaggle_asaniczka,swe,selection_date_bin,18129,18129,1.0,0.0,6
kaggle_asaniczka,swe,analysis_in_scope,18129,18129,1.0,0.0,1
kaggle_asaniczka,swe,eligible_for_extraction,18129,18129,1.0,0.0,2
kaggle_asaniczka,swe,llm_text_skip_reason,18129,4,0.00022064096199459428,0.9997793590380054,1
kaggle_asaniczka,swe,description_core_llm,18129,15561,0.8583485023994705,0.14165149760052953,15240
