source,subset,column_name,total_n,non_null_n,non_null_rate,null_rate,distinct_count
kaggle_arshkon,all,uid,110360,110360,1.0,0.0,110360
kaggle_arshkon,all,job_id,110360,110360,1.0,0.0,110360
kaggle_arshkon,all,source,110360,110360,1.0,0.0,1
kaggle_arshkon,all,source_platform,110360,110360,1.0,0.0,1
kaggle_arshkon,all,site,110360,110360,1.0,0.0,1
kaggle_arshkon,all,title,110360,110360,1.0,0.0,71565
kaggle_arshkon,all,title_normalized,110360,110360,1.0,0.0,67646
kaggle_arshkon,all,company_name,110360,108692,0.9848858281986227,0.015114171801377307,24368
kaggle_arshkon,all,company_name_normalized,110360,108692,0.9848858281986227,0.015114171801377307,24368
kaggle_arshkon,all,location,110360,110360,1.0,0.0,7996
kaggle_arshkon,all,date_posted,110360,110360,1.0,0.0,12
kaggle_arshkon,all,scrape_date,110360,0,0.0,1.0,0
kaggle_arshkon,all,description,110360,110360,1.0,0.0,107363
kaggle_arshkon,all,description_raw,110360,110360,1.0,0.0,107427
kaggle_arshkon,all,description_length,110360,110360,1.0,0.0,10403
kaggle_arshkon,all,seniority_native,110360,82811,0.7503715114171802,0.24962848858281983,6
kaggle_arshkon,all,company_industry,110360,108866,0.9864624864081188,0.013537513591881156,374
kaggle_arshkon,all,company_size,110360,108693,0.9848948894527002,0.015105110547299794,5090
kaggle_arshkon,all,company_size_raw,110360,108693,0.9848948894527002,0.015105110547299794,5090
kaggle_arshkon,all,company_size_category,110360,104351,0.9455509242479159,0.05444907575208413,7
kaggle_arshkon,all,search_query,110360,0,0.0,1.0,0
kaggle_arshkon,all,query_tier,110360,0,0.0,1.0,0
kaggle_arshkon,all,search_metro_id,110360,0,0.0,1.0,0
kaggle_arshkon,all,search_metro_name,110360,0,0.0,1.0,0
kaggle_arshkon,all,search_metro_region,110360,0,0.0,1.0,0
kaggle_arshkon,all,search_location,110360,0,0.0,1.0,0
kaggle_arshkon,all,work_type,110360,110360,1.0,0.0,7
kaggle_arshkon,all,is_remote,110360,110360,1.0,0.0,1
kaggle_arshkon,all,job_url,110360,110360,1.0,0.0,110360
kaggle_arshkon,all,skills_raw,110360,2097,0.01900144980065241,0.9809985501993476,1956
kaggle_arshkon,all,asaniczka_skills,110360,0,0.0,1.0,0
kaggle_arshkon,all,company_id_kaggle,110360,108694,0.9849039507067778,0.015096049293222169,24419
kaggle_arshkon,all,posting_age_days,110360,0,0.0,1.0,0
kaggle_arshkon,all,is_aggregator,110360,110360,1.0,0.0,2
kaggle_arshkon,all,real_employer,110360,317,0.0028724175425878943,0.9971275824574121,224
kaggle_arshkon,all,company_name_effective,110360,108692,0.9848858281986227,0.015114171801377307,24545
kaggle_arshkon,all,company_name_canonical,110360,108692,0.9848858281986227,0.015114171801377307,24428
kaggle_arshkon,all,company_name_canonical_method,110360,110360,1.0,0.0,4
kaggle_arshkon,all,is_multi_location,110360,110360,1.0,0.0,2
kaggle_arshkon,all,is_swe,110360,110360,1.0,0.0,2
kaggle_arshkon,all,is_swe_adjacent,110360,110360,1.0,0.0,2
kaggle_arshkon,all,swe_confidence,110360,110360,1.0,0.0,10554
kaggle_arshkon,all,swe_classification_tier,110360,110360,1.0,0.0,5
kaggle_arshkon,all,is_control,110360,110360,1.0,0.0,2
kaggle_arshkon,all,seniority_final,110360,110360,1.0,0.0,5
kaggle_arshkon,all,seniority_final_source,110360,110360,1.0,0.0,4
kaggle_arshkon,all,seniority_3level,110360,110360,1.0,0.0,4
kaggle_arshkon,all,yoe_extracted,110360,49530,0.4488039144617615,0.5511960855382385,20
kaggle_arshkon,all,yoe_min_extracted,110360,49530,0.4488039144617615,0.5511960855382385,20
kaggle_arshkon,all,yoe_max_extracted,110360,49530,0.4488039144617615,0.5511960855382385,20
kaggle_arshkon,all,yoe_match_count,110360,110360,1.0,0.0,21
kaggle_arshkon,all,yoe_resolution_rule,110360,110360,1.0,0.0,11
kaggle_arshkon,all,yoe_all_mentions_json,110360,62821,0.5692370424066691,0.43076295759333094,54164
kaggle_arshkon,all,yoe_seniority_contradiction,110360,110360,1.0,0.0,2
kaggle_arshkon,all,city_extracted,110360,99333,0.9000815512866981,0.09991844871330191,6106
kaggle_arshkon,all,state_normalized,110360,94563,0.8568593693367162,0.14314063066328375,51
kaggle_arshkon,all,country_extracted,110360,102963,0.9329739035882566,0.0670260964117434,29
kaggle_arshkon,all,is_remote_inferred,110360,110360,1.0,0.0,1
kaggle_arshkon,all,metro_area,110360,62547,0.5667542587894164,0.43324574121058357,88
kaggle_arshkon,all,metro_source,110360,110360,1.0,0.0,4
kaggle_arshkon,all,metro_confidence,110360,110360,1.0,0.0,3
kaggle_arshkon,all,period,110360,110360,1.0,0.0,1
kaggle_arshkon,all,scrape_week,110360,0,0.0,1.0,0
kaggle_arshkon,all,date_flag,110360,110360,1.0,0.0,1
kaggle_arshkon,all,is_english,110360,110360,1.0,0.0,1
kaggle_arshkon,all,description_hash,110360,110360,1.0,0.0,107363
kaggle_arshkon,all,ghost_job_risk,110360,110360,1.0,0.0,3
kaggle_arshkon,all,description_quality_flag,110360,110360,1.0,0.0,2
kaggle_arshkon,all,preprocessing_version,110360,110360,1.0,0.0,1
kaggle_arshkon,all,dedup_method,110360,110360,1.0,0.0,1
kaggle_arshkon,all,analysis_group,110360,15701,0.1422707502718376,0.8577292497281623,3
kaggle_arshkon,all,selection_date_bin,110360,110360,1.0,0.0,12
kaggle_arshkon,all,analysis_in_scope,110360,110360,1.0,0.0,2
kaggle_arshkon,all,eligible_for_extraction,110360,110360,1.0,0.0,2
kaggle_arshkon,all,llm_text_skip_reason,110360,116,0.001051105472997463,0.9989488945270025,1
kaggle_arshkon,all,description_core_llm,110360,14166,0.12836172526277637,0.8716382747372237,13751
kaggle_arshkon,all,extraction_input_hash,110360,110360,1.0,0.0,110360
kaggle_arshkon,all,selected_for_llm_frame,110360,110360,1.0,0.0,2
kaggle_arshkon,all,selected_for_control_cohort,110360,110360,1.0,0.0,2
kaggle_arshkon,all,llm_extraction_sample_tier,110360,110360,1.0,0.0,3
kaggle_arshkon,all,llm_extraction_reason,110360,110360,1.0,0.0,3
kaggle_arshkon,all,llm_extraction_coverage,110360,110360,1.0,0.0,4
kaggle_arshkon,all,llm_extraction_resolution,110360,110360,1.0,0.0,4
kaggle_arshkon,all,needs_llm_classification,110360,110360,1.0,0.0,2
kaggle_arshkon,all,classification_input_hash,110360,106078,0.9611997100398695,0.03880028996013052,105969
kaggle_arshkon,all,llm_classification_sample_tier,110360,110360,1.0,0.0,3
kaggle_arshkon,all,llm_classification_reason,110360,110360,1.0,0.0,3
kaggle_arshkon,all,swe_classification_llm,110360,8963,0.08121602029720913,0.9187839797027909,3
kaggle_arshkon,all,ghost_assessment_llm,110360,8963,0.08121602029720913,0.9187839797027909,3
kaggle_arshkon,all,yoe_min_years_llm,110360,5738,0.051993475897064156,0.9480065241029358,19
kaggle_arshkon,all,llm_model_classification,110360,8963,0.08121602029720913,0.9187839797027909,1
kaggle_arshkon,all,llm_prompt_version_classification,110360,8963,0.08121602029720913,0.9187839797027909,1
kaggle_arshkon,all,llm_classification_coverage,110360,110360,1.0,0.0,4
kaggle_arshkon,all,llm_classification_resolution,110360,110360,1.0,0.0,4
kaggle_arshkon,swe,uid,4691,4691,1.0,0.0,4691
kaggle_arshkon,swe,job_id,4691,4691,1.0,0.0,4691
kaggle_arshkon,swe,source,4691,4691,1.0,0.0,1
kaggle_arshkon,swe,source_platform,4691,4691,1.0,0.0,1
kaggle_arshkon,swe,site,4691,4691,1.0,0.0,1
kaggle_arshkon,swe,title,4691,4691,1.0,0.0,2577
kaggle_arshkon,swe,title_normalized,4691,4691,1.0,0.0,2162
kaggle_arshkon,swe,company_name,4691,4646,0.9904071626518866,0.009592837348113448,2272
kaggle_arshkon,swe,company_name_normalized,4691,4646,0.9904071626518866,0.009592837348113448,2272
kaggle_arshkon,swe,location,4691,4691,1.0,0.0,748
kaggle_arshkon,swe,date_posted,4691,4691,1.0,0.0,12
kaggle_arshkon,swe,scrape_date,4691,0,0.0,1.0,0
kaggle_arshkon,swe,description,4691,4691,1.0,0.0,4664
kaggle_arshkon,swe,description_raw,4691,4691,1.0,0.0,4666
kaggle_arshkon,swe,description_length,4691,4691,1.0,0.0,3410
kaggle_arshkon,swe,seniority_native,4691,3283,0.6998507780856961,0.30014922191430393,6
kaggle_arshkon,swe,company_industry,4691,4653,0.9918993817949264,0.008100618205073573,163
kaggle_arshkon,swe,company_size,4691,4646,0.9904071626518866,0.009592837348113448,1215
kaggle_arshkon,swe,company_size_raw,4691,4646,0.9904071626518866,0.009592837348113448,1215
kaggle_arshkon,swe,company_size_category,4691,4438,0.9460669366872735,0.053933063312726515,7
kaggle_arshkon,swe,search_query,4691,0,0.0,1.0,0
kaggle_arshkon,swe,query_tier,4691,0,0.0,1.0,0
kaggle_arshkon,swe,search_metro_id,4691,0,0.0,1.0,0
kaggle_arshkon,swe,search_metro_name,4691,0,0.0,1.0,0
kaggle_arshkon,swe,search_metro_region,4691,0,0.0,1.0,0
kaggle_arshkon,swe,search_location,4691,0,0.0,1.0,0
