term,count_a,count_b,rate_a_per_1k,rate_b_per_1k,log_odds_delta,z,category,abs_z
clearance,104,2576,0.5807719799857041,2.055108172405705,0.21528156663725007,6.992450304778438,credential,6.992450304778438
u.s.,63,1863,0.35181379556826303,1.4862835889719832,0.23073337221178125,6.33033995496077,other,6.33033995496077
bachelor,1049,10209,5.857978913509649,8.144642597860964,0.08146441381660008,5.583360805435991,credential,5.583360805435991
citizenship,48,1409,0.268048606147248,1.1240867293942696,0.23047259587725932,5.498980413855928,other,5.498980413855928
clearance.,18,969,0.100518227305218,0.773058935970935,0.2686096493891892,5.2268760783486465,other,5.2268760783486465
experience.,236,3162,1.3179056468906363,2.522613370010419,0.1386995707485248,5.1600240656747,other,5.1600240656747
systems.,211,2928,1.1782969978556113,2.3359304071443727,0.14434717845337453,5.1547033835021585,other,5.1547033835021585
program,136,2205,0.7594710507505361,1.759127919314666,0.16693308072438473,5.12249525499217,other,5.12249525499217
position.,43,1217,0.24012687634024305,0.9709109649913599,0.22700676990481305,5.041729238394621,other,5.041729238394621
required,657,6664,3.6689152966404572,5.316475489484324,0.0896023141264104,4.943663228236217,other,4.943663228236217
obtain,89,1676,0.49700679056468905,1.3370967767670658,0.1861186092021594,4.9376903864116235,other,4.9376903864116235
active,154,2273,0.8599892780557541,1.8133776692073633,0.1536318375535899,4.814198886482648,other,4.814198886482648
eligibility,23,899,0.12843995711222303,0.7172136051990406,0.25055195586590795,4.733795298010836,other,4.733795298010836
required.,167,2359,0.932585775553967,1.8819876470128332,0.14684646368017784,4.701907306617002,other,4.701907306617002
millions,117,1876,0.6533684774839171,1.4966548646867637,0.1654154171197728,4.68491398328088,other,4.68491398328088
applicant,39,1060,0.21778949249463903,0.8456578659743973,0.22404897296783588,4.649375407226792,other,4.649375407226792
demonstrated,147,2151,0.8208988563259472,1.7160472355763479,0.15211976727206622,4.640396739933116,other,4.640396739933116
dod,53,1208,0.29597033595425304,0.9637308510349735,0.2073569500493182,4.627168117310452,other,4.627168117310452
verification,59,1259,0.32947641172265907,1.0044181634544964,0.19998893852915067,4.571090249650539,other,4.571090249650539
located.,0,549,0.0,0.4379869513395699,0.3171857033186978,4.5476338359989175,other,4.5476338359989175
sponsor,20,809,0.11168691922802002,0.6454124656351768,0.25340051003231867,4.5352822865591484,other,4.5352822865591484
forefront,22,821,0.12285561115082201,0.6549859509103587,0.24829105471939705,4.48666642488341,other,4.48666642488341
interface,108,1727,0.6031093638313081,1.377784089186589,0.16504816451197435,4.48569252418019,other,4.48569252418019
candidates,102,1670,0.5696032880629021,1.3323100341294751,0.16796039129990703,4.483518005333425,noise,4.483518005333425
internship,101,1646,0.564018942101501,1.3131630635791114,0.16764701790964853,4.4431410666762865,other,4.4431410666762865
one.,12,669,0.067012151536812,0.5337218040913885,0.27044923630645457,4.368915164559592,other,4.368915164559592
degree.,18,727,0.100518227305218,0.5799936495881007,0.25337808771662296,4.298855577409345,other,4.298855577409345
reside,6,571,0.033506075768406,0.45553834101073665,0.28954284872310776,4.285173755825134,other,4.285173755825134
team.,169,2224,0.943754467476769,1.7742859376670372,0.13595037851860425,4.2463797365659675,other,4.2463797365659675
seeking,223,2689,1.245309149392423,2.145258492080334,0.1211880479270695,4.189254283148945,other,4.189254283148945
passionate,92,1480,0.5137598284488921,1.1807298506057622,0.16554412018434927,4.1643737674528545,soft_skill,4.1643737674528545
requirements.,99,1538,0.552850250178699,1.2270016961024746,0.16103472371993188,4.137317410307862,other,4.137317410307862
powerful,95,1466,0.530512866333095,1.1695607844513836,0.16009472329798502,4.017344135080184,other,4.017344135080184
marrying,31,805,0.173114724803431,0.6422213038767829,0.21940556924075505,3.9761788389139556,other,3.9761788389139556
discipline,128,1765,0.7147962830593281,1.4081001258913315,0.14335510724438993,3.976006882704731,other,3.976006882704731
americans,84,1342,0.469085060757684,1.070634769941171,0.16457860207279307,3.9439707222395497,other,3.9439707222395497
prior,103,1500,0.5751876340243032,1.196685659397732,0.15167794133971046,3.864122920537921,other,3.864122920537921
external,268,2954,1.4966047176554682,2.3566729585739337,0.10515362220113111,3.8364562716410893,other,3.8364562716410893
software.,44,905,0.24571122230164402,0.7220003478366317,0.19650752612076516,3.813225914154268,other,3.813225914154268
empowerment,78,1241,0.43557898498927805,0.9900579355417236,0.1644114044498961,3.78867558010502,other,3.78867558010502
system.,32,772,0.17869907076483202,0.6158942193700327,0.2124856015781864,3.7823820842992193,other,3.7823820842992193
minimum,365,3743,2.038286275911365,2.9861296154171404,0.09148699683899864,3.779625241748904,other,3.779625241748904
familiarity,361,3704,2.015948892065761,2.9550157882727994,0.09171288269463318,3.7686664648510693,other,3.7686664648510693
accredited,49,946,0.273632952108649,0.7547097558601698,0.1892308680880106,3.7662060528980583,other,3.7662060528980583
internal,368,3751,2.0550393137955685,2.9925119389339288,0.0904230521293945,3.7412573533252056,other,3.7412573533252056
programs,106,1490,0.5919406719085061,1.188707755001747,0.14600562769045045,3.7166389989046715,other,3.7166389989046715
authorization,76,1192,0.42441029306647604,0.9509662040013978,0.1620006636942417,3.662871896653141,other,3.662871896653141
deliver,529,5018,2.9541190135811295,4.0033124259052135,0.07597348857157993,3.658665448636364,other,3.658665448636364
perform,211,2407,1.1782969978556113,1.9202815881135606,0.11137998125988524,3.658195980145075,other,3.658195980145075
selected,27,676,0.15077734095782702,0.5393063371685779,0.21684875674464799,3.6045403888652077,other,3.6045403888652077
