term,count_a,count_b,rate_a_per_1k,rate_b_per_1k,log_odds_delta,z,category,abs_z
experienceexperience,79,2,0.44116333095067906,0.001595580879196976,-1.8243196125803305,-10.164502218132146,other,10.164502218132146
problem-solving,437,1242,2.440359185132237,0.9908557259813221,-0.29399636458934175,-8.268517822678115,other,8.268517822678115
etc.experience,42,0,0.234542530378842,0.0,-1.8814267358594492,-7.466680879608166,other,7.466680879608166
systemsexperience,38,0,0.21220514653323802,0.0,-1.881421114344489,-7.102208958161745,other,7.102208958161745
skillsability,38,0,0.21220514653323802,0.0,-1.881421114344489,-7.102208958161745,other,7.102208958161745
developmentexperience,36,1,0.201036454610436,0.000797790439598488,-1.8273505770596863,-6.850686991746774,other,6.850686991746774
technologiesexperience,35,0,0.195452108649035,0.0,-1.9008346840628825,-6.80371220772705,other,6.80371220772705
plusexperience,33,1,0.18428341672623302,0.000797790439598488,-1.8044528411313951,-6.564661465085846,other,6.564661465085846
experience.experience,33,1,0.18428341672623302,0.000797790439598488,-1.8044528411313951,-6.564661465085846,other,6.564661465085846
skillsexperience,32,0,0.17869907076483202,0.0,-1.8814126821526038,-6.51740471098549,other,6.51740471098549
plus.experience,27,0,0.15077734095782702,0.0,-1.9067231633602972,-5.972434280234616,other,5.972434280234616
skills.ability,27,0,0.15077734095782702,0.0,-1.9067231633602972,-5.972434280234616,other,5.972434280234616
field.5+,27,0,0.15077734095782702,0.0,-1.9067231633602972,-5.972434280234616,other,5.972434280234616
skillsstrong,31,7,0.173114724803431,0.005584533077189416,-1.436724018813674,-5.942076411521025,other,5.942076411521025
systems.experience,26,0,0.14519299499642602,0.0,-1.8814042500573809,-5.874682887893291,other,5.874682887893291
engineerlocation,26,0,0.14519299499642602,0.0,-1.8814042500573809,-5.874682887893291,other,5.874682887893291
pythonexperience,26,1,0.14519299499642602,0.000797790439598488,-1.8072957726317789,-5.8007963560901,other,5.8007963560901
skills.strong,25,0,0.139608649035025,0.0,-1.9088015188835303,-5.745849110250364,other,5.745849110250364
servicesexperience,24,0,0.134024303073624,0.0,-1.8814014393804541,-5.644204318141362,other,5.644204318141362
environmentexperience,24,0,0.134024303073624,0.0,-1.8814014393804541,-5.644204318141362,other,5.644204318141362
field.proven,24,0,0.134024303073624,0.0,-1.8814014393804541,-5.644204318141362,other,5.644204318141362
experiencestrong,24,1,0.134024303073624,0.000797790439598488,-1.8013582264352923,-5.567048100763987,other,5.567048100763987
required.experience,23,0,0.12843995711222303,0.0,-1.9112526971752466,-5.5099499701296155,other,5.5099499701296155
skillsexcellent,23,0,0.12843995711222303,0.0,-1.9112526971752466,-5.5099499701296155,other,5.5099499701296155
toolsexperience,23,0,0.12843995711222303,0.0,-1.9112526971752466,-5.5099499701296155,other,5.5099499701296155
qualificationsbachelor,22,0,0.12285561115082201,0.0,-1.8813986287142672,-5.403906142879924,other,5.403906142879924
experience5+,22,0,0.12285561115082201,0.0,-1.8813986287142672,-5.403906142879924,other,5.403906142879924
skillsbachelor,22,0,0.12285561115082201,0.0,-1.8813986287142672,-5.403906142879924,other,5.403906142879924
practices.experience,21,0,0.117271265189421,0.0,-1.9141867461894435,-5.26348298571896,other,5.26348298571896
environment.experience,21,0,0.117271265189421,0.0,-1.9141867461894435,-5.26348298571896,other,5.26348298571896
apisexperience,21,0,0.117271265189421,0.0,-1.9141867461894435,-5.26348298571896,other,5.26348298571896
developerlocation,21,0,0.117271265189421,0.0,-1.9141867461894435,-5.26348298571896,other,5.26348298571896
frameworksexperience,21,0,0.117271265189421,0.0,-1.9141867461894435,-5.26348298571896,other,5.26348298571896
solutions.experience,20,0,0.11168691922802002,0.0,-1.881395818058822,-5.152414645733511,other,5.152414645733511
preferred.experience,19,1,0.10610257326661901,0.000797790439598488,-1.7521824760012912,-4.948170757756645,other,4.948170757756645
architectureexperience,19,1,0.10610257326661901,0.000797790439598488,-1.7521824760012912,-4.948170757756645,other,4.948170757756645
analytical,303,1173,1.6920568263045033,0.9358081856490265,-0.1754957622525115,-4.555794915845045,soft_skill,4.555794915845045
fostering,68,132,0.37973552537526806,0.10530833802700042,-0.4600505046801775,-4.541236806256198,other,4.541236806256198
preferably,191,678,1.0666100786275912,0.5409019180477749,-0.2067206146427356,-4.135007300743359,other,4.135007300743359
cross-functional,441,1977,2.4626965689778415,1.577231699086211,-0.12497877859536555,-4.1205765606890195,other,4.1205765606890195
issues,594,2833,3.3171015010721945,2.2601403153825164,-0.10470920002360273,-4.0962173113746285,other,4.0962173113746285
effectively,374,1636,2.0885453895639743,1.3051851591831265,-0.13314641443325392,-4.007585372179556,other,4.007585372179556
communication,863,4444,4.819290564689063,3.5453807135756805,-0.08070861016696007,-3.913475527561894,soft_skill,3.913475527561894
restful,235,922,1.3123213009292352,0.7355627853098059,-0.1704069446612575,-3.9128245591468627,other,3.9128245591468627
templates,55,114,0.30713902787705505,0.09094811011422763,-0.429015922092816,-3.8770236952894184,other,3.8770236952894184
particularly,103,302,0.5751876340243032,0.24093271275874337,-0.2805734085388192,-3.867563342848981,other,3.867563342848981
scalability,267,1100,1.4910203716940673,0.8775694835583369,-0.15331404898814416,-3.816801830155836,sys_design,3.816801830155836
high-quality,249,1008,1.3905021443888492,0.804172763115276,-0.15939572985252326,-3.808657192607167,other,3.808657192607167
event-driven,47,91,0.26246426018584706,0.0725989300034624,-0.4612191726649151,-3.782176547440101,other,3.782176547440101
saas,105,318,0.5863563259471051,0.2536973597923192,-0.26759120887113585,-3.7636988329584833,other,3.7636988329584833
