term,count_a,count_b,rate_a_per_1k,rate_b_per_1k,log_odds_delta,z,category,abs_z
qualifications bachelor,1577,200,0.8471112004000814,0.044486746397296446,-1.2173237872572304,-33.44501647521992,other,33.44501647521992
millions americans,1433,203,0.7697592581948743,0.0451540475932559,-1.1900336517316488,-31.539384491210306,other,31.539384491210306
robust cloud-based,1434,204,0.7702964244601882,0.04537648132524238,-1.1889649261769781,-31.536646462429346,other,31.536646462429346
cloud-based powerful,1403,189,0.7536442702354561,0.042039975345445145,-1.2025527887058534,-31.365220873060924,other,31.365220873060924
degree internship,1348,170,0.7241001256431894,0.03781373443770199,-1.2183379715725495,-30.9354915496396,other,30.9354915496396
bachelor degree,11681,15381,6.274639145132118,3.4212532316840836,-0.26330074748846055,-30.55623674271998,other,30.55623674271998
powerful help,1361,227,0.7310832870922707,0.05049245716093147,-1.1464319276313484,-30.174809284630804,other,30.174809284630804
americans empowerment,1309,186,0.7031506412959458,0.0413726741494857,-1.1895287209038088,-30.13452512019901,other,30.13452512019901
external mentoring,1263,188,0.6784409930915046,0.04181754161345866,-1.1775546322944725,-29.454440641800357,other,29.454440641800357
experimenting participating,1264,189,0.6789781593568186,0.042039975345445145,-1.176372100807832,-29.451589118831304,other,29.451589118831304
trends experimenting,1267,194,0.6805896581527604,0.043152144005377556,-1.170095689648237,-29.40902449408063,other,29.40902449408063
participating internal,1264,192,0.6789781593568186,0.04270727654140459,-1.1719267642890472,-29.399731769891034,other,29.399731769891034
utilize languages,1317,244,0.7074479714184573,0.05427383060470167,-1.1162037878788533,-29.278296273809055,other,29.278296273809055
staying trends,1265,201,0.6795153256221326,0.04470918012928293,-1.1598308855907105,-29.26064307836313,other,29.26064307836313
help millions,1326,282,0.7122824678062828,0.062726312420188,-1.0730317214748117,-28.77791034716829,other,28.77791034716829
internal external,2659,1729,1.4283250994697632,0.3845879226046278,-0.6123042380336026,-28.518932010457654,other,28.518932010457654
deliver robust,1513,470,0.8127325594199893,0.10454385403364666,-0.9382021043151738,-28.498176842468517,other,28.498176842468517
share passion,1260,287,0.6768294942955628,0.06383848108012041,-1.0506397670844896,-27.73227492393197,other,27.73227492393197
languages like,1667,678,0.895456164278336,0.15081007028683496,-0.8277138289293777,-27.70184247035556,other,27.70184247035556
passion staying,1281,317,0.6881099858671557,0.07051149303971488,-1.0220149289268692,-27.543404438347086,other,27.543404438347086
frameworks practices,1278,338,0.6864984870712137,0.075182601411431,-0.9983660065005333,-27.15210910191016,other,27.15210910191016
implement full-stack,1000,112,0.5371662653139387,0.024912577982486014,-1.244941791373515,-26.91377901112235,other,26.91377901112235
rdbms nosql,1104,223,0.5930315569065884,0.04960272223298554,-1.0896898492548956,-26.470943194198153,other,26.470943194198153
azure frameworks,1004,158,0.5393149303751945,0.0351445296538642,-1.162394556213835,-26.095904718420513,other,26.095904718420513
empowerment utilize,974,150,0.5231999424157764,0.033365059797972337,-1.1682060388049376,-25.766587100946115,other,25.766587100946115
mentoring deliver,912,137,0.48989563396631214,0.03047342128214807,-1.1751976903755832,-25.002858537989447,other,25.002858537989447
variety bachelor,893,140,0.4796894749253473,0.031140722478107515,-1.1638050987048043,-24.622244739281715,other,24.622244739281715
databases orchestration,927,190,0.49795312794602126,0.042262409077431624,-1.085100110878189,-24.20134329093573,other,24.20134329093573
kubernetes variety,876,178,0.47055764841501035,0.039593204293593844,-1.0874934126667384,-23.556714892783845,other,23.556714892783845
teams implement,1248,535,0.6703834991117956,0.119002046612768,-0.8048352611721787,-23.541947303672266,other,23.541947303672266
passionate marrying,835,173,0.4485338315371389,0.03848103563366143,-1.081321784862208,-22.929485583154978,other,22.929485583154978
required qualifications,898,239,0.482375306251917,0.053161661944769255,-0.9962913400903108,-22.72952657376404,other,22.72952657376404
authorization position.,722,114,0.3878340435566638,0.025357445446458977,-1.1614358131205176,-22.120009987906016,other,22.120009987906016
internship azure,765,151,0.41093219296516315,0.033587493529958816,-1.0965454685894915,-22.109849414832393,other,22.109849414832393
internship following,608,29,0.3265970893108748,0.006450578227607986,-1.380828469735853,-21.93793581946322,other,21.93793581946322
reside located.,549,0,0.2949042796573524,0.0,-1.499097045298857,-21.493227391138877,other,21.493227391138877
full-stack share,591,34,0.3174652628005378,0.007562746887540397,-1.358558634248551,-21.487163689748737,other,21.487163689748737
marrying technologies.,730,165,0.39213137367917533,0.03670156577776957,-1.0532844818603078,-21.135107344677373,other,21.135107344677373
sponsor applicant,715,177,0.3840738796994662,0.03937077056160736,-1.0217787651730301,-20.57404005511511,other,20.57404005511511
candidates reside,561,50,0.30135027484111965,0.011121686599324112,-1.2910339586825135,-20.485801320299963,other,20.485801320299963
like java,779,251,0.4184525206795583,0.05583086672860705,-0.923606514005785,-20.259788162642494,other,20.259788162642494
requirements bachelor,596,102,0.3201510941271075,0.02268824066262119,-1.1389871474543511,-19.90124698195984,other,19.90124698195984
citizenship required,1067,579,0.5731564050899727,0.1287891308201732,-0.6980038031757161,-19.80308194482691,other,19.80308194482691
sql scala,610,125,0.3276714218415026,0.027804216498310285,-1.0852783326188113,-19.631797596421602,other,19.631797596421602
scala rdbms,521,63,0.2798636242285621,0.014013325115148382,-1.227870287761462,-19.301475873267037,other,19.301475873267037
distributed microservices,805,332,0.4324188435777207,0.07384799901951211,-0.8216518232332728,-19.157755608547696,other,19.157755608547696
applicant authorization,744,278,0.3996517013935704,0.06183657749224206,-0.8634096006373664,-19.00363989409883,other,19.00363989409883
practices sponsor,578,126,0.31048210135145665,0.028026650230296764,-1.064837245500991,-18.920705609845395,other,18.920705609845395
driving transformation,675,224,0.36258722908690866,0.04982515596497203,-0.9121788633655399,-18.715294001393048,other,18.715294001393048
javascript java,662,215,0.3556040676378274,0.047823252377093686,-0.9207615205906805,-18.638421832163043,other,18.638421832163043
forefront driving,645,199,0.3464722411274905,0.044264312665309974,-0.9405462119749277,-18.634679484479864,other,18.634679484479864
transformation one.,626,184,0.33626608208652564,0.040927806685512734,-0.9591266357125843,-18.569722961665995,other,18.569722961665995
html typescript,580,152,0.3115564338820845,0.0338099272619453,-1.0015287008970777,-18.323283838667077,other,18.323283838667077
following javascript,537,116,0.2884582844735851,0.025802312910431942,-1.0683602193111739,-18.265391498483133,other,18.265391498483133
following java,630,204,0.3384147471477814,0.04537648132524238,-0.9216204461450808,-18.195886483435967,other,18.195886483435967
typescript sql,591,174,0.3174652628005378,0.03870346936564792,-0.9588774431201461,-18.03653776743867,other,18.03653776743867
java sql,669,251,0.359364231495025,0.05583086672860705,-0.8616864800560293,-17.99791260828492,other,17.99791260828492
nosql databases,1457,1243,0.7826512485624089,0.27648512885919746,-0.4786495610300445,-17.57289239682801,other,17.57289239682801
like javascript,523,147,0.28093795675919,0.03269775860201289,-0.9759094664564127,-17.14447910393083,other,17.14447910393083
sql rdbms,499,134,0.26804596639165545,0.02980612008618862,-0.9931860005961077,-16.91104276721527,other,16.91104276721527
qualifications degree,396,47,0.21271784106431973,0.010454385403364665,-1.2331133748847591,-16.855488825800983,other,16.855488825800983
required bachelor,610,263,0.3276714218415026,0.05850007151244484,-0.8023352870452829,-16.42338249486375,other,16.42338249486375
end passionate,355,28,0.19069402418644826,0.006228144495621504,-1.312771475771866,-16.412577615180243,other,16.412577615180243
java html,475,131,0.2551539760241209,0.029138818890229175,-0.9829225677278686,-16.40599821044876,other,16.40599821044876
java scala,753,424,0.4044861977813959,0.09431190236226848,-0.680760258070805,-16.34887509483737,other,16.34887509483737
degree following,474,137,0.25461680975880696,0.03047342128214807,-0.9659409281120332,-16.220812327177132,other,16.220812327177132
seeking end,349,38,0.18747102659456463,0.008452481815486326,-1.2520702764059308,-15.934725701014855,other,15.934725701014855
gcp azure,1408,1345,0.7563301015620257,0.29917336952181867,-0.4222177693873803,-15.662343038587395,other,15.662343038587395
relevant meeting,283,0,0.15201805308384467,0.0,-1.5001848178863089,-15.431673525154334,other,15.431673525154334
covid-19 vaccination,289,5,0.15524105067572833,0.0011121686599324114,-1.4529738361256346,-15.42531954741034,other,15.42531954741034
potential incidents,282,0,0.15148088681853072,0.0,-1.4978233554526756,-15.402839366095897,other,15.402839366095897
availability hosting,282,0,0.15148088681853072,0.0,-1.4978233554526756,-15.402839366095897,other,15.402839366095897
hosting following,281,0,0.15094372055321678,0.0,-1.5002012303060894,-15.377054457722174,other,15.377054457722174
vaccination member,281,0,0.15094372055321678,0.0,-1.5002012303060894,-15.377054457722174,other,15.377054457722174
escalating policies,281,0,0.15094372055321678,0.0,-1.5002012303060894,-15.377054457722174,other,15.377054457722174
procedures escalating,281,0,0.15094372055321678,0.0,-1.5002012303060894,-15.377054457722174,other,15.377054457722174
followed escalating,281,0,0.15094372055321678,0.0,-1.5002012303060894,-15.377054457722174,other,15.377054457722174
escalating potential,282,1,0.15148088681853072,0.00022243373198648224,-1.4907560632853158,-15.370808659790061,other,15.370808659790061
azure degree,433,130,0.2325929928809355,0.028916385158242693,-0.9515212787272098,-15.367819834094071,other,15.367819834094071
incidents providing,283,2,0.15201805308384467,0.0004448674639729645,-1.4814869337960772,-15.364463617516561,other,15.364463617516561
responsibilities policies,284,3,0.1525552193491586,0.0006673011959594467,-1.4723885785753854,-15.358029390376291,other,15.358029390376291
portfolio distributed,413,112,0.22184966757465668,0.024912577982486014,-0.9896857833878805,-15.35314230022853,other,15.35314230022853
meeting responsibilities,281,1,0.15094372055321678,0.00022243373198648224,-1.488389012027131,-15.341834761255502,other,15.341834761255502
following policies,285,5,0.15309238561447255,0.0011121686599324114,-1.4523611606133606,-15.315828227199846,other,15.315828227199846
member hosting,281,2,0.15094372055321678,0.0004448674639729645,-1.4813713144242016,-15.309603774458596,other,15.309603774458596
hosting confidentiality,281,2,0.15094372055321678,0.0004448674639729645,-1.4813713144242016,-15.309603774458596,other,15.309603774458596
orchestration kubernetes,1257,1157,0.675217995499621,0.25735582790836,-0.44074442755082543,-15.309016362887913,other,15.309016362887913
node.js gcp,305,23,0.1638357109207513,0.005115975835689092,-1.3187080383656014,-15.247686653064193,other,15.247686653064193
scala node.js,313,30,0.16813304104326282,0.006673011959594468,-1.2779949299471394,-15.230163115995492,other,15.230163115995492
microservices help,409,113,0.21970100251340097,0.025135011714472494,-0.9822498736174037,-15.217556914812421,other,15.217556914812421
help regulatory,411,115,0.22077533504402883,0.02557987917844546,-0.977564119174227,-15.212942752453786,other,15.212942752453786
providing relevant,282,6,0.15148088681853072,0.0013346023919188934,-1.4430145532026817,-15.1988209376987,other,15.1988209376987
procedures followed,287,21,0.1541667181451004,0.004671108371716128,-1.3234690726625384,-14.813639104222803,other,14.813639104222803
unix linux,652,396,0.35023240498468805,0.08808375786664698,-0.6447544434165486,-14.648605364586924,other,14.648605364586924
seeking passionate,516,249,0.2771777929019924,0.055385999264634084,-0.7521025196677318,-14.478585959788003,other,14.478585959788003
one. teams,313,53,0.16813304104326282,0.01178898779528356,-1.1419569149006108,-14.4407921740535,other,14.4407921740535
technologies. forefront,427,161,0.22936999528905186,0.035811830849823645,-0.8595690552769426,-14.356561714780185,other,14.356561714780185
java typescript,495,237,0.2658973013303997,0.052716794480796296,-0.7554122284950182,-14.225701915450545,other,14.225701915450545
confidentiality availability,288,41,0.15470388441041436,0.009119783011445773,-1.1898806722185746,-14.130804022637028,other,14.130804022637028
required positions.,241,3,0.12945706994065925,0.0006673011959594467,-1.4652909880395057,-14.129353363175507,other,14.129353363175507
