term,count_a,count_b,rate_a_per_1k,rate_b_per_1k,log_odds_delta,z,category,abs_z
pursuing,7,72,0.014759991987432922,2.3714633905339086,1.8102460220995251,10.323528970224043,other,10.323528970224043
intern,1,61,0.0021085702839189887,2.009156483646784,1.985363375608797,9.673821427993088,other,9.673821427993088
commit,7,50,0.014759991987432922,1.646849576759659,1.7306190429160946,8.506356499727431,other,8.506356499727431
summer,0,45,0.0,1.482164619083693,2.04288818933548,8.313776326062737,other,8.313776326062737
currently,157,92,0.33104553457528124,3.030203221237772,0.666323163572013,7.363541727137069,other,7.363541727137069
enrolled,11,39,0.023194273123108875,1.2845426698725337,1.5045727276063516,7.221949092510488,other,7.221949092510488
june,3,30,0.006325710851756966,0.9881097460557953,1.8133720358384675,6.649453482083458,other,6.649453482083458
internships,7,30,0.014759991987432922,0.9881097460557953,1.5814935297689416,6.412045750570884,other,6.412045750570884
coursework,14,33,0.029519983974865844,1.086920720661375,1.3436133804819423,6.342021666737618,other,6.342021666737618
dialog,1,25,0.0021085702839189887,0.8234247883798295,1.9276776487730132,6.165787544918977,other,6.165787544918977
graduation,7,28,0.014759991987432922,0.9222357629854089,1.5577680103326355,6.1629708485636785,other,6.1629708485636785
merchants,13,30,0.027411413690946854,0.9881097460557953,1.3346315396215225,6.028044746820591,other,6.028044746820591
partnered,4,25,0.008434281135675955,0.8234247883798295,1.7023367063177268,5.974156453259166,other,5.974156453259166
undergraduate,11,28,0.023194273123108875,0.9222357629854089,1.3781082960920266,5.897222867002313,credential,5.897222867002313
downtime.,6,25,0.012651421703513932,0.8234247883798295,1.573503197006044,5.839052164872342,other,5.839052164872342
deb,0,22,0.0,0.7246138137742498,2.027747937396569,5.824262528881431,other,5.824262528881431
end-system,0,22,0.0,0.7246138137742498,2.027747937396569,5.824262528881431,other,5.824262528881431
contribute,557,144,1.1744736481428768,4.742926781067817,0.3218991830821789,5.756624807285984,other,5.756624807285984
images.,2,22,0.0042171405678379775,0.7246138137742498,1.8164382062281756,5.720098215127126,other,5.720098215127126
hit,8,25,0.01686856227135191,0.8234247883798295,1.4646637794983715,5.698739600436443,other,5.698739600436443
engaging,77,49,0.16235991186176213,1.6139125852244656,0.7060889723172226,5.5697049255940065,other,5.5697049255940065
understood,15,27,0.03162855425878483,0.8892987714502157,1.2168354216029353,5.519046706381372,other,5.519046706381372
apt,5,22,0.010542851419594945,0.7246138137742498,1.5941093141952187,5.49604701603453,other,5.49604701603453
scenario,13,25,0.027411413690946854,0.8234247883798295,1.2475987249583138,5.36994025076139,other,5.36994025076139
underwriting,13,25,0.027411413690946854,0.8234247883798295,1.2475987249583138,5.36994025076139,other,5.36994025076139
mastered,13,25,0.027411413690946854,0.8234247883798295,1.2475987249583138,5.36994025076139,other,5.36994025076139
app.,20,28,0.04217140567837978,0.9222357629854089,1.096210336627296,5.351632548490533,other,5.351632548490533
debian,9,22,0.0189771325552709,0.7246138137742498,1.3619958178606897,5.196576672318807,other,5.196576672318807
protecting,16,25,0.03373712454270382,0.8234247883798295,1.1522865445140589,5.153182086183546,other,5.153182086183546
advantageous,11,22,0.023194273123108875,0.7246138137742498,1.2708803917604765,5.049189624827784,other,5.049189624827784
full-time,86,46,0.18133704441703305,1.515101610618886,0.6238345137828736,5.009544518242993,other,5.009544518242993
weeks.,3,17,0.006325710851756966,0.5599288560982839,1.659999720330097,4.917355168419035,other,4.917355168419035
strike,20,25,0.04217140567837978,0.8234247883798295,1.0416197016266135,4.905550564068361,other,4.905550564068361
weeks,20,24,0.04217140567837978,0.7904877968446362,1.0201100444218802,4.779794759851991,other,4.779794759851991
academic,34,29,0.0716913896532456,0.955172754520602,0.8491125341171308,4.742884500233824,other,4.742884500233824
alongside,101,47,0.21296559867581788,1.5480386021540793,0.5602204523854164,4.738324654697766,other,4.738324654697766
onboarding,46,32,0.09699423306027348,1.0539837291261815,0.7491945721306426,4.659839520182927,other,4.659839520182927
easily,39,30,0.08223424107284057,0.9881097460557953,0.7975817869558153,4.6576447594057555,other,4.6576447594057555
tested,44,31,0.0927770924924355,1.0210467375909884,0.7542195982738189,4.585657821649571,other,4.585657821649571
interns,7,17,0.014759991987432922,0.5599288560982839,1.3519677874348819,4.580591098460358,other,4.580591098460358
week,71,38,0.1497084901582482,1.2516056783373408,0.6226587604685925,4.5328271245785,other,4.5328271245785
extensible,43,30,0.09066852220851652,0.9881097460557953,0.7493637593443143,4.49359780014312,other,4.49359780014312
trade-offs,47,31,0.09910280334419247,1.0210467375909884,0.7233090818600445,4.49324256734584,other,4.49324256734584
images,20,22,0.04217140567837978,0.7246138137742498,0.9767573224895028,4.474795460324188,other,4.474795460324188
ubuntu,20,22,0.04217140567837978,0.7246138137742498,0.9767573224895028,4.474795460324188,other,4.474795460324188
clouds,20,22,0.04217140567837978,0.7246138137742498,0.9767573224895028,4.474795460324188,other,4.474795460324188
number,46,30,0.09699423306027348,0.9881097460557953,0.7178478643826605,4.400527284606178,other,4.400527284606178
exposure,223,67,0.47021117331393447,2.2067784328579427,0.3777703047726071,4.3813269155142915,other,4.3813269155142915
date,131,49,0.27622270719338754,1.6139125852244656,0.46552654702845864,4.300280042622785,other,4.300280042622785
clearly,108,44,0.22772559066325077,1.4492276275484997,0.5017561422359886,4.276174706284797,other,4.276174706284797
