term,count_a,count_b,rate_a_per_1k,rate_b_per_1k,log_odds_delta,z,category,abs_z
internal external,3413,2054,1.2717033521846992,0.3485923673885222,-0.6124968817267824,-31.773290951778613,other,31.773290951778613
utilize languages,1525,247,0.5682237363263012,0.041919335318872916,-1.1176096664692015,-31.028219348473943,other,31.028219348473943
external mentoring,1449,188,0.5399057009421708,0.031906214736632015,-1.1749047809949413,-31.01375978981982,other,31.01375978981982
participating internal,1453,192,0.5413961238571251,0.03258507036932631,-1.170506959373327,-30.999289604731644,other,30.999289604731644
experimenting participating,1450,190,0.5402783066709094,0.03224564255297917,-1.1722590111920042,-30.992761447162284,other,30.992761447162284
trends experimenting,1453,195,0.5413961238571251,0.03309421209384704,-1.1664666435765323,-30.949050523137767,other,30.949050523137767
staying trends,1452,201,0.5410235181283866,0.034112495542888484,-1.159084923166315,-30.838383612964204,other,30.838383612964204
robust cloud-based,1436,206,0.5350618264685696,0.034961065083756356,-1.1498206980602834,-30.54777261832817,other,30.54777261832817
cloud-based powerful,1405,189,0.5235110488776743,0.032075928644805594,-1.1658874922781788,-30.425981832397035,other,30.425981832397035
degree internship,1378,170,0.5134506942017333,0.028851364389507674,-1.1864464583642533,-30.391686376087886,other,30.391686376087886
millions americans,1433,262,0.533944009282354,0.04446504394147654,-1.083138229008732,-29.585662352603347,other,29.585662352603347
passion staying,1488,325,0.5544373243629745,0.05515702015641173,-1.0275642132103915,-29.298545775359113,other,29.298545775359113
americans empowerment,1309,186,0.4877408989187727,0.03156678692028487,-1.1525201063687085,-29.196979851410227,other,29.196979851410227
powerful help,1362,233,0.5074890025419163,0.039543340604442874,-1.1024988594746912,-29.113594097479503,other,29.113594097479503
share passion,1459,335,0.5436317582295564,0.056854159238147475,-1.0107465876921662,-28.748094487768206,other,28.748094487768206
rdbms nosql,1285,227,0.4787983614290473,0.03852505715540142,-1.0929869461546797,-28.152848480247627,other,28.152848480247627
languages like,1956,885,0.7288168054126198,0.1501968087336135,-0.7440682727415169,-27.538296760751,other,27.538296760751
empowerment utilize,1129,150,0.4206718677458322,0.025457086226036187,-1.1692200497028846,-27.30929708301685,other,27.30929708301685
deliver robust,1514,487,0.5641250733101771,0.0826506732805308,-0.8875319789059031,-27.12925423351811,other,27.12925423351811
help millions,1330,346,0.49556561922228237,0.0587210122280568,-0.9673056955071679,-26.768080523393863,other,26.768080523393863
mentoring deliver,1069,137,0.3983155240215187,0.023250805419779714,-1.177499312049191,-26.668955502312354,other,26.668955502312354
implement full-stack,1003,114,0.37372354592477386,0.0193473855317875,-1.2051886203934714,-26.121417997446358,other,26.121417997446358
frameworks practices,1298,359,0.48364223590264854,0.06092729303431327,-0.9452063127880823,-26.08692473252401,other,26.08692473252401
databases orchestration,1076,193,0.40092376412268865,0.032754784277499886,-1.0888145899108554,-25.706592196703042,other,25.706592196703042
