term,count_a,count_b,rate_a_per_1k,rate_b_per_1k,log_odds_delta,z,category,abs_z
qualifications,1438,84,3.0321240682755057,0.24537225015116682,-0.7973834242269708,-19.7008901093571,other,19.7008901093571
internship,765,42,1.6130562671980264,0.12268612507558341,-0.8053035212791153,-14.455856927720044,other,14.455856927720044
required,2369,762,4.995203002604085,2.2258768406570133,-0.3660361087601789,-13.996435507922769,other,13.996435507922769
americans,631,44,1.330507849152882,0.12852832150775406,-0.7726218570752019,-12.775008024544455,other,12.775008024544455
degree,4334,1961,9.138543610504897,5.728273601743311,-0.22284243884304544,-12.277432574327946,credential,12.277432574327946
responsibilities,1117,257,2.3552730071375105,0.7507222415339271,-0.48802214375556474,-12.148857216437827,other,12.148857216437827
empowerment,598,50,1.2609250297835553,0.14605491080426597,-0.7424360770776586,-12.11038160392181,other,12.11038160392181
experimenting,612,59,1.2904450137584211,0.17234479474903383,-0.7170965590475715,-11.961519429677736,other,11.961519429677736
powerful,672,85,1.4169592307935603,0.24829334836725217,-0.6589915521505159,-11.812600821867168,other,11.812600821867168
bachelor,3816,1726,8.046304203434861,5.041815520963261,-0.22277004137247225,-11.516322081427246,credential,11.516322081427246
following,1410,454,2.973084100325774,1.326178590102735,-0.3649919468940128,-10.770116251313807,other,10.770116251313807
cloud-based,998,261,2.1043531433511506,0.7624066343982684,-0.44353033433340006,-10.638257539612079,other,10.638257539612079
rdbms,560,76,1.1807993589946337,0.22200346442248428,-0.6413664668478551,-10.576891828470439,other,10.576891828470439
trends,968,257,2.041096034833581,0.7507222415339271,-0.43807052389720447,-10.372610528281008,other,10.372610528281008
external,1299,418,2.7390327988107663,1.2210190543236634,-0.3653337386709774,-10.344351974102514,other,10.344351974102514
sql,1974,778,4.162317740456084,2.2726144121143785,-0.28216312393306264,-10.216597766991523,tech_stack,10.216597766991523
minimum,1205,381,2.5408271921223813,1.1129384203285067,-0.37203121724795896,-10.116833073917457,other,10.116833073917457
nosql,948,274,1.9989246291552014,0.8003809112073775,-0.4064009890347995,-9.65603537983879,tech_stack,9.65603537983879
variety,778,197,1.6404676808889733,0.5754563485688079,-0.45499280777586115,-9.586761557989865,other,9.586761557989865
millions,845,230,1.7817418899115454,0.6718525896996235,-0.42894559134343435,-9.526551165012062,other,9.526551165012062
marrying,346,28,0.72956531823597,0.08179075005038895,-0.747802469080888,-9.255905891178369,other,9.255905891178369
participating,735,196,1.5497991586804567,0.5725352503527226,-0.4364035590943569,-9.009619501267316,other,9.009619501267316
mathematics,653,165,1.3768963953990996,0.4819812056540777,-0.45531997600756124,-8.78907679578897,other,8.78907679578897
various,1072,370,2.2603873443611557,1.0808063399515682,-0.33697558793668314,-8.77613573885459,other,8.77613573885459
javascript,1278,480,2.694752822848468,1.4021271437209533,-0.3022051358974638,-8.72593972018253,tech_stack,8.72593972018253
interface,680,180,1.4338277930649124,0.5257976788953576,-0.4387029811014864,-8.70427831653966,other,8.70427831653966
html,616,151,1.298879294894097,0.44108583062888324,-0.46638104669187186,-8.700078835261422,other,8.700078835261422
share,721,202,1.520279174705591,0.5900618396492345,-0.4182458831049214,-8.619835780695674,other,8.619835780695674
active,890,284,1.8766275526879002,0.8295918933682307,-0.36824128115434984,-8.619513450865583,other,8.619513450865583
desired,359,47,0.756976731926917,0.13729161615601,-0.6499464302644142,-8.54944081735157,other,8.54944081735157
clearance,925,307,1.9504275126250645,0.896777152338193,-0.3526759347681807,-8.473398747509599,credential,8.473398747509599
languages,1685,717,3.5529409284034963,2.094427420933174,-0.24890684026495613,-8.449048384285696,other,8.449048384285696
java,2151,988,4.535534680709745,2.8860450374922957,-0.21530249563323522,-8.38127003805003,tech_stack,8.38127003805003
staying,651,178,1.3726792548312616,0.5199554824631868,-0.4272432309378642,-8.33392511401018,other,8.33392511401018
applicant,466,97,0.9825937523062487,0.283346526960276,-0.5211155868640915,-8.255891997925502,other,8.255891997925502
linux,1219,476,2.5703471760972474,1.3904427508566122,-0.28589348033669815,-8.119205764864873,tech_stack,8.119205764864873
speeds,199,0,0.4196054864998788,0.0,-0.9417816069269342,-8.118591324434501,other,8.118591324434501
calibrations,198,0,0.41749691621595975,0.0,-0.9384191354702622,-8.086211268628468,other,8.086211268628468
instruction,210,4,0.4427997596229876,0.011684392864341277,-0.8891850666631393,-8.062345334699199,other,8.062345334699199
closed-loop-control,198,1,0.41749691621595975,0.0029210982160853194,-0.9283674806243916,-8.029766021777284,other,8.029766021777284
precision.,200,2,0.4217140567837977,0.005842196432170639,-0.912187342364926,-7.990891230226429,other,7.990891230226429
printing,203,3,0.4280397676355547,0.008763294648255957,-0.8999537354905192,-7.985189404057515,other,7.985189404057515
preemptive,199,2,0.4196054864998788,0.005842196432170639,-0.9152758974354409,-7.982069772185625,other,7.982069772185625
production-scale,201,3,0.42382262706771673,0.008763294648255957,-0.8995781307164359,-7.94373542700429,other,7.94373542700429
first-principles,200,3,0.4217140567837977,0.008763294648255957,-0.9025241124538601,-7.934712938173287,other,7.934712938173287
c++11,206,5,0.43436547848731166,0.014605491080426598,-0.8791206168476888,-7.924720507633567,other,7.924720507633567
internal,1599,699,3.371603883986463,2.041847653043638,-0.2370247863244277,-7.878854880839909,other,7.878854880839909
lifetime,200,4,0.4217140567837977,0.011684392864341277,-0.8867911558643042,-7.855026883427461,other,7.855026883427461
multitasking,206,7,0.43436547848731166,0.020447687512597238,-0.8554206062899219,-7.791153512449868,other,7.791153512449868
scala,540,144,1.138627953316254,0.420638143116286,-0.43593731075544184,-7.716732029860643,tech_stack,7.716732029860643
