term,count_a,count_b,rate_a_per_1k,rate_b_per_1k,log_odds_delta,z,category,abs_z
stage careers.,44,1536,0.01639465206449656,0.2606805629546105,0.6635624839058973,16.440921789313688,other,16.440921789313688
seeking following.,44,1536,0.01639465206449656,0.2606805629546105,0.6635624839058973,16.440921789313688,other,16.440921789313688
destination stage,44,1536,0.01639465206449656,0.2606805629546105,0.6635624839058973,16.440921789313688,other,16.440921789313688
following. today,44,1536,0.01639465206449656,0.2606805629546105,0.6635624839058973,16.440921789313688,other,16.440921789313688
reasonable accommodations,81,1634,0.030181064027823216,0.27731252595562084,0.6145815990340981,16.042944957477243,other,16.042944957477243
visit https,28,1349,0.01043296040467963,0.2289440621261521,0.6834324816264044,15.730572755019974,other,15.730572755019974
need accommodation,19,1306,0.007079508846032607,0.22164636407468838,0.6990882298930039,15.72450974880516,other,15.72450974880516
reasonable accommodation,51,1392,0.01900289216566647,0.23624176017761578,0.6447582796607279,15.331421292140943,other,15.331421292140943
careers. seeking,38,1269,0.014159017692065214,0.21536694947226612,0.6608535061921135,14.898797212139954,other,14.898797212139954
privacy notice,11,1025,0.00409866301612414,0.17395675587791393,0.7083533024383915,14.059369550056775,other,14.059369550056775
days week,204,1814,0.07601156866266588,0.3078610294268643,0.48258958410662345,14.056856290648486,other,14.056856290648486
teams deliver,323,2235,0.1203516503825543,0.37931058476793916,0.42340073563942227,14.044894290094662,other,14.044894290094662
pay pay,31,1113,0.011550777590895305,0.18889157979718849,0.6654649101951158,14.02347868672239,other,14.02347868672239
various factors,20,960,0.007452114574771164,0.16292535184663157,0.6827597676352593,13.261998529111224,other,13.261998529111224
annual salary,31,955,0.011550777590895305,0.1620767823057637,0.6542964522973378,12.834265954909977,other,12.834265954909977
salary usd,52,1038,0.019375497894405028,0.17616303668417038,0.6130123652523825,12.763465566940916,other,12.763465566940916
committed providing,49,1003,0.018257680708189353,0.17022304989809528,0.6158494622204564,12.588945802254514,other,12.588945802254514
parental leave,101,1210,0.03763317860259438,0.2053538288900252,0.5408324529173516,12.543812366969938,boilerplate,12.543812366969938
factors location,38,942,0.014159017692065214,0.15987050149950724,0.6355785677127042,12.483307786786934,other,12.483307786786934
offer competitive,74,1038,0.027572823926653306,0.17616303668417038,0.5661310106749173,12.029954547812022,other,12.029954547812022
required qualifications,1287,4730,0.47954357288652444,0.8027467856610077,0.2266240284483514,11.910087268361158,other,11.910087268361158
privacy policy,27,816,0.010060354675941071,0.13848654906963684,0.6534910581022366,11.851233463504638,other,11.851233463504638
eligible participate,19,763,0.007079508846032607,0.1294917119364374,0.6726695139958458,11.699793697811968,other,11.699793697811968
practical experience.,148,1271,0.05514564785330661,0.21570637728861328,0.4752688530543647,11.623386836599295,other,11.623386836599295
pay transparency,35,824,0.013041200505849539,0.13984426033502542,0.6312506593813794,11.615856092607256,other,11.615856092607256
agentic workflows,0,647,0.0,0.10980489858830275,0.7374753837117787,11.479828349333271,ai_domain,11.479828349333271
accommodation application,8,678,0.002980845829908466,0.11506602974168355,0.7055842511563419,11.403502241014584,other,11.403502241014584
days posting,3,644,0.0011178171862156747,0.10929575686378201,0.7251320572070075,11.32243613825929,other,11.32243613825929
retrieval-augmented rag,5,643,0.001863028643692791,0.10912604295560845,0.7159712796423285,11.217712020918086,ai_domain,11.217712020918086
usd annually,2,616,0.0007452114574771165,0.10454376743492193,0.7278298311793066,11.103801191140388,other,11.103801191140388
individuals disabilities,60,871,0.022356343724313492,0.14782081401918346,0.571875910398882,11.102262640408636,other,11.102262640408636
application onboarding,5,614,0.001863028643692791,0.10420433961857478,0.7160646568425069,10.960568063230369,other,10.960568063230369
accommodation adjustment,1,591,0.00037260572873855824,0.10030091973058256,0.7319401549002453,10.917916210248913,other,10.917916210248913
salary determined,36,739,0.013413806234588096,0.1254185781402716,0.6168874354220506,10.817317946132468,other,10.817317946132468
