flesch_kincaid,flesch_reading_ease,gunning_fog,avg_sentence_length,syllable_count,lexicon_count,sentence_count,uid,source,period,seniority_3level,text_type,text_length
9.654090909090911,42.17446969696971,10.212121212121213,9.166666666666666,101,55,6,arshkon_3904952009,kaggle_arshkon,2024-04,junior,raw_description,371
12.113333333333337,22.465000000000003,14.866666666666669,8.0,50,24,3,arshkon_3904952009,kaggle_arshkon,2024-04,junior,cleaned,187
17.202858916653735,11.434966630451669,20.738227533757566,22.294117647058822,1548,758,34,arshkon_3895272631,kaggle_arshkon,2024-04,junior,raw_description,5447
21.69313725490196,-26.82310457516337,25.20261437908497,18.88888888888889,431,170,9,arshkon_3895272631,kaggle_arshkon,2024-04,junior,cleaned,1534
18.2876350877193,-0.8970947368420923,21.548070175438596,19.736842105263158,832,375,19,arshkon_3902863828,kaggle_arshkon,2024-04,junior,raw_description,2974
21.10841975308642,-37.03811111111105,23.82617283950617,10.8,446,162,15,arshkon_3902863828,kaggle_arshkon,2024-04,junior,cleaned,1604
12.982500000000002,24.693750000000023,16.86470588235294,12.75,102,51,4,arshkon_3904512134,kaggle_arshkon,2024-04,junior,raw_description,391
15.453333333333337,0.30000000000001137,19.155555555555555,9.0,84,36,4,arshkon_3904512134,kaggle_arshkon,2024-04,junior,cleaned,319
16.97473786407767,-2.1771488673139174,19.862265372168284,13.733333333333333,475,206,15,arshkon_3902308715,kaggle_arshkon,2024-04,junior,raw_description,1706
20.28434782608696,-34.60993311036788,23.712374581939798,8.846153846153847,316,115,13,arshkon_3902308715,kaggle_arshkon,2024-04,junior,cleaned,1129
18.76387771520515,-2.8712912308929788,22.55446500402253,20.545454545454547,1009,452,22,arshkon_3902738999,kaggle_arshkon,2024-04,junior,raw_description,3456
23.452157534246577,-40.572311643835604,28.66986301369863,18.25,395,146,8,arshkon_3902738999,kaggle_arshkon,2024-04,junior,cleaned,1337
21.954982193294857,-12.158272135576567,24.965786565147983,28.176470588235293,1078,479,17,arshkon_3895543378,kaggle_arshkon,2024-04,junior,raw_description,3770
26.509883268482493,-59.7887458844657,28.919365459443284,19.76923076923077,749,257,13,arshkon_3895543378,kaggle_arshkon,2024-04,junior,cleaned,2551
19.73272108843538,3.4598979591837065,22.9687074829932,28.0,1216,588,21,arshkon_3905338309,kaggle_arshkon,2024-04,junior,raw_description,4369
29.704850746268665,-58.23914179104477,32.30547263681592,33.5,549,201,6,arshkon_3905338309,kaggle_arshkon,2024-04,junior,cleaned,1976
15.637675438596496,8.329144736842125,19.73508771929825,14.25,124,57,4,arshkon_3888487983,kaggle_arshkon,2024-04,junior,raw_description,441
16.04436046511628,-0.8204360465116167,20.113953488372093,10.75,100,43,4,arshkon_3888487983,kaggle_arshkon,2024-04,junior,cleaned,359
12.800415969399953,33.64467367917763,15.106659229155046,17.04255319148936,1476,801,47,arshkon_3887913221,kaggle_arshkon,2024-04,junior,raw_description,5405
16.875804195804196,-2.77398601398599,19.46573426573427,13.0,332,143,11,arshkon_3887913221,kaggle_arshkon,2024-04,junior,cleaned,1223
15.426144361674805,24.452495076633312,18.272968576076718,22.45098039215686,2160,1145,51,arshkon_3905297605,kaggle_arshkon,2024-04,junior,raw_description,7897
21.06322118515303,-27.557102235728223,24.679053614065555,15.941176470588236,699,271,17,arshkon_3905297605,kaggle_arshkon,2024-04,junior,cleaned,2451
