column,dtype,source,subset,n_rows,non_null_n,non_null_rate,null_rate,distinct_n,top_5_values
swe_confidence,DOUBLE,kaggle_arshkon,swe,4639,4639,1.0,0.0,76,"[""1.0 (3995)"", ""0.9 (547)"", ""0.8742393851280212 (7)"", ""0.8782239556312561 (4)"", ""0.8539266586303711 (3)""]"
swe_confidence,DOUBLE,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,47876,"[""0.0 (797316)"", ""1.0 (115930)"", ""0.9 (2979)"", ""0.85 (2519)"", ""0.5814323425292969 (827)""]"
swe_confidence,DOUBLE,kaggle_asaniczka,swe,22043,22043,1.0,0.0,304,"[""1.0 (18730)"", ""0.9 (2848)"", ""0.8742393851280212 (25)"", ""0.9186099171638489 (19)"", ""0.9044586420059204 (18)""]"
swe_confidence,DOUBLE,scraped,all,26544,26544,1.0,0.0,4365,"[""0.0 (12071)"", ""1.0 (7069)"", ""0.9 (182)"", ""0.85 (171)"", ""0.6930921077728271 (120)""]"
swe_confidence,DOUBLE,scraped,swe,4318,4318,1.0,0.0,50,"[""1.0 (4097)"", ""0.9 (164)"", ""0.880470335483551 (7)"", ""0.851078987121582 (3)"", ""0.9061949253082275 (2)""]"
swe_classification_tier,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,5,"[""unresolved (104304)"", ""regex (11300)"", ""embedding_llm (1168)"", ""embedding_adjacent (775)"", ""embedding_high (97)""]"
swe_classification_tier,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,3,"[""regex (3995)"", ""embedding_llm (547)"", ""embedding_high (97)""]"
swe_classification_tier,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,5,"[""unresolved (886381)"", ""regex (115930)"", ""embedding_llm (5498)"", ""embedding_adjacent (3919)"", ""embedding_high (465)""]"
swe_classification_tier,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,3,"[""regex (18730)"", ""embedding_llm (2848)"", ""embedding_high (465)""]"
swe_classification_tier,VARCHAR,scraped,all,26544,26544,1.0,0.0,5,"[""unresolved (18653)"", ""regex (7069)"", ""embedding_adjacent (412)"", ""embedding_llm (353)"", ""embedding_high (57)""]"
swe_classification_tier,VARCHAR,scraped,swe,4318,4318,1.0,0.0,3,"[""regex (4097)"", ""embedding_llm (164)"", ""embedding_high (57)""]"
is_control,BOOLEAN,kaggle_arshkon,all,117644,117644,1.0,0.0,2,"[""false (109199)"", ""true (8445)""]"
is_control,BOOLEAN,kaggle_arshkon,swe,4639,4639,1.0,0.0,1,"[""false (4639)""]"
is_control,BOOLEAN,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,2,"[""false (900113)"", ""true (112080)""]"
is_control,BOOLEAN,kaggle_asaniczka,swe,22043,22043,1.0,0.0,1,"[""false (22043)""]"
is_control,BOOLEAN,scraped,all,26544,26544,1.0,0.0,2,"[""false (22490)"", ""true (4054)""]"
is_control,BOOLEAN,scraped,swe,4318,4318,1.0,0.0,1,"[""false (4318)""]"
seniority_imputed,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,5,"[""unknown (89256)"", ""mid-senior (14111)"", ""associate (6144)"", ""director (5499)"", ""entry (2634)""]"
seniority_imputed,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,5,"[""unknown (2563)"", ""mid-senior (1904)"", ""entry (96)"", ""associate (65)"", ""director (11)""]"
seniority_imputed,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,5,"[""unknown (825544)"", ""mid-senior (135553)"", ""associate (35220)"", ""director (11362)"", ""entry (4514)""]"
seniority_imputed,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,5,"[""mid-senior (15142)"", ""unknown (6534)"", ""associate (157)"", ""entry (124)"", ""director (86)""]"
seniority_imputed,VARCHAR,scraped,all,26544,26544,1.0,0.0,5,"[""unknown (15498)"", ""mid-senior (8084)"", ""associate (1149)"", ""director (983)"", ""entry (830)""]"
seniority_imputed,VARCHAR,scraped,swe,4318,4318,1.0,0.0,5,"[""mid-senior (2132)"", ""unknown (1963)"", ""entry (136)"", ""associate (66)"", ""director (21)""]"
seniority_source,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,6,"[""unknown (89256)"", ""title_keyword (20529)"", ""weak_title_associate (5707)"", ""description_explicit (770)"", ""weak_title_level (742)""]"
seniority_source,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,5,"[""unknown (2563)"", ""title_keyword (1777)"", ""weak_title_level (194)"", ""description_explicit (82)"", ""weak_title_associate (23)""]"
seniority_source,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,6,"[""unknown (825544)"", ""title_keyword (131282)"", ""weak_title_associate (28019)"", ""title_manager (12960)"", ""description_explicit (8868)""]"
seniority_source,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,5,"[""title_keyword (14030)"", ""unknown (6534)"", ""weak_title_level (1143)"", ""description_explicit (224)"", ""weak_title_associate (112)""]"
seniority_source,VARCHAR,scraped,all,26544,26544,1.0,0.0,6,"[""unknown (15498)"", ""title_keyword (8697)"", ""weak_title_associate (974)"", ""weak_title_level (687)"", ""title_manager (363)""]"
seniority_source,VARCHAR,scraped,swe,4318,4318,1.0,0.0,5,"[""title_keyword (1970)"", ""unknown (1963)"", ""weak_title_level (233)"", ""description_explicit (114)"", ""weak_title_associate (38)""]"
seniority_confidence,DOUBLE,kaggle_arshkon,all,117644,117644,1.0,0.0,6,"[""0.0 (89256)"", ""0.95 (20529)"", ""0.7 (6505)"", ""0.92 (640)"", ""0.85 (452)""]"
seniority_confidence,DOUBLE,kaggle_arshkon,swe,4639,4639,1.0,0.0,5,"[""0.0 (2563)"", ""0.95 (1777)"", ""0.85 (158)"", ""0.7 (105)"", ""0.8 (36)""]"
seniority_confidence,DOUBLE,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,6,"[""0.0 (825544)"", ""0.95 (131282)"", ""0.7 (36959)"", ""0.92 (12960)"", ""0.85 (3180)""]"
seniority_confidence,DOUBLE,kaggle_asaniczka,swe,22043,22043,1.0,0.0,5,"[""0.95 (14030)"", ""0.0 (6534)"", ""0.85 (1104)"", ""0.7 (336)"", ""0.8 (39)""]"
seniority_confidence,DOUBLE,scraped,all,26544,26544,1.0,0.0,6,"[""0.0 (15498)"", ""0.95 (8697)"", ""0.7 (1311)"", ""0.85 (495)"", ""0.92 (363)""]"
seniority_confidence,DOUBLE,scraped,swe,4318,4318,1.0,0.0,5,"[""0.95 (1970)"", ""0.0 (1963)"", ""0.85 (207)"", ""0.7 (152)"", ""0.8 (26)""]"
seniority_final,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,5,"[""unknown (82454)"", ""mid-senior (17966)"", ""associate (6661)"", ""director (5530)"", ""entry (5033)""]"
seniority_final,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,5,"[""mid-senior (2783)"", ""unknown (853)"", ""entry (773)"", ""associate (210)"", ""director (20)""]"
seniority_final,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,5,"[""unknown (735601)"", ""mid-senior (218720)"", ""associate (42018)"", ""director (11355)"", ""entry (4499)""]"
seniority_final,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,4,"[""mid-senior (20544)"", ""associate (1292)"", ""entry (121)"", ""director (86)""]"
seniority_final,VARCHAR,scraped,all,26544,26544,1.0,0.0,5,"[""unknown (11276)"", ""mid-senior (10003)"", ""entry (2935)"", ""associate (1336)"", ""director (994)""]"
seniority_final,VARCHAR,scraped,swe,4318,4318,1.0,0.0,5,"[""mid-senior (3353)"", ""entry (561)"", ""unknown (264)"", ""associate (114)"", ""director (26)""]"
seniority_final_source,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,8,"[""unknown (82454)"", ""title_keyword (20529)"", ""native_backfill (6840)"", ""weak_title_associate (5648)"", ""description_explicit (673)""]"
seniority_final_source,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,7,"[""native_backfill (1820)"", ""title_keyword (1777)"", ""unknown (853)"", ""title_prior (107)"", ""weak_title_level (53)""]"
seniority_final_source,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,7,"[""unknown (735601)"", ""title_keyword (131282)"", ""native_backfill (94668)"", ""weak_title_associate (27680)"", ""title_manager (12960)""]"
seniority_final_source,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,2,"[""title_keyword (14030)"", ""native_backfill (8013)""]"
seniority_final_source,VARCHAR,scraped,all,26544,26544,1.0,0.0,8,"[""unknown (11276)"", ""title_keyword (8697)"", ""native_backfill (4685)"", ""weak_title_associate (915)"", ""weak_title_level (388)""]"
seniority_final_source,VARCHAR,scraped,swe,4318,4318,1.0,0.0,7,"[""native_backfill (1982)"", ""title_keyword (1970)"", ""unknown (264)"", ""weak_title_level (76)"", ""title_prior (12)""]"
seniority_final_confidence,DOUBLE,kaggle_arshkon,all,117644,117644,1.0,0.0,39,"[""0.0 (82454)"", ""0.95 (20533)"", ""0.85 (7128)"", ""0.7 (6326)"", ""0.92 (640)""]"
seniority_final_confidence,DOUBLE,kaggle_arshkon,swe,4639,4639,1.0,0.0,17,"[""0.85 (1859)"", ""0.95 (1781)"", ""0.0 (853)"", ""0.9137931034482759 (46)"", ""0.7 (29)""]"
seniority_final_confidence,DOUBLE,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,6,"[""0.0 (735601)"", ""0.95 (131282)"", ""0.85 (96143)"", ""0.7 (36022)"", ""0.92 (12960)""]"
seniority_final_confidence,DOUBLE,kaggle_asaniczka,swe,22043,22043,1.0,0.0,2,"[""0.95 (14030)"", ""0.85 (8013)""]"
seniority_final_confidence,DOUBLE,scraped,all,26544,26544,1.0,0.0,21,"[""0.0 (11276)"", ""0.95 (8697)"", ""0.85 (4992)"", ""0.7 (1103)"", ""0.92 (363)""]"
seniority_final_confidence,DOUBLE,scraped,swe,4318,4318,1.0,0.0,11,"[""0.85 (2051)"", ""0.95 (1970)"", ""0.0 (264)"", ""0.7 (14)"", ""0.8 (7)""]"
yoe_extracted,DOUBLE,kaggle_arshkon,all,117644,23977,0.20380979905477542,0.7961902009452246,20,"[""5.0 (4870)"", ""3.0 (4430)"", ""2.0 (4346)"", ""1.0 (4039)"", ""4.0 (1482)""]"
yoe_extracted,DOUBLE,kaggle_arshkon,swe,4639,1823,0.3929726234102177,0.6070273765897822,17,"[""5.0 (427)"", ""3.0 (318)"", ""2.0 (246)"", ""1.0 (216)"", ""4.0 (129)""]"
yoe_extracted,DOUBLE,kaggle_asaniczka,all,1012193,133806,0.13219415664799106,0.8678058433520089,20,"[""2.0 (27460)"", ""5.0 (26394)"", ""3.0 (25935)"", ""1.0 (22003)"", ""10.0 (7551)""]"
yoe_extracted,DOUBLE,kaggle_asaniczka,swe,22043,7541,0.3421040693190582,0.6578959306809418,19,"[""5.0 (2145)"", ""3.0 (1359)"", ""2.0 (847)"", ""4.0 (744)"", ""7.0 (558)""]"
yoe_extracted,DOUBLE,scraped,all,26544,3991,0.1503541289933695,0.8496458710066305,18,"[""5.0 (722)"", ""2.0 (678)"", ""1.0 (649)"", ""3.0 (649)"", ""4.0 (327)""]"
yoe_extracted,DOUBLE,scraped,swe,4318,694,0.16072255673923114,0.8392774432607688,14,"[""2.0 (135)"", ""3.0 (120)"", ""1.0 (117)"", ""5.0 (116)"", ""4.0 (72)""]"
yoe_seniority_contradiction,BOOLEAN,kaggle_arshkon,all,117644,117644,1.0,0.0,2,"[""false (117221)"", ""true (423)""]"
yoe_seniority_contradiction,BOOLEAN,kaggle_arshkon,swe,4639,4639,1.0,0.0,2,"[""false (4463)"", ""true (176)""]"
yoe_seniority_contradiction,BOOLEAN,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,2,"[""false (1011466)"", ""true (727)""]"
yoe_seniority_contradiction,BOOLEAN,kaggle_asaniczka,swe,22043,22043,1.0,0.0,2,"[""false (21899)"", ""true (144)""]"
yoe_seniority_contradiction,BOOLEAN,scraped,all,26544,26544,1.0,0.0,2,"[""false (26494)"", ""true (50)""]"
yoe_seniority_contradiction,BOOLEAN,scraped,swe,4318,4318,1.0,0.0,2,"[""false (4302)"", ""true (16)""]"
seniority_cross_check,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,3,"[""native_disagrees (74466)"", ""no_native (28171)"", ""agrees (15007)""]"
seniority_cross_check,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,3,"[""native_disagrees (1819)"", ""no_native (1442)"", ""agrees (1378)""]"
seniority_cross_check,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,2,"[""native_disagrees (879312)"", ""agrees (132881)""]"
seniority_cross_check,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,2,"[""agrees (14680)"", ""native_disagrees (7363)""]"
seniority_cross_check,VARCHAR,scraped,all,26544,26544,1.0,0.0,3,"[""native_disagrees (15467)"", ""agrees (7210)"", ""no_native (3867)""]"
seniority_cross_check,VARCHAR,scraped,swe,4318,4318,1.0,0.0,3,"[""native_disagrees (1898)"", ""agrees (1713)"", ""no_native (707)""]"
seniority_3level,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,4,"[""unknown (82454)"", ""senior (23496)"", ""mid (6661)"", ""junior (5033)""]"
seniority_3level,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,4,"[""senior (2803)"", ""unknown (853)"", ""junior (773)"", ""mid (210)""]"
seniority_3level,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,4,"[""unknown (735601)"", ""senior (230075)"", ""mid (42018)"", ""junior (4499)""]"
seniority_3level,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,3,"[""senior (20630)"", ""mid (1292)"", ""junior (121)""]"
seniority_3level,VARCHAR,scraped,all,26544,26544,1.0,0.0,4,"[""unknown (11276)"", ""senior (10997)"", ""junior (2935)"", ""mid (1336)""]"
seniority_3level,VARCHAR,scraped,swe,4318,4318,1.0,0.0,4,"[""senior (3379)"", ""junior (561)"", ""unknown (264)"", ""mid (114)""]"
city_extracted,VARCHAR,kaggle_arshkon,all,117644,106232,0.902995477882425,0.09700452211757504,6429,"[""New York (2744)"", ""Chicago (1792)"", ""Houston (1679)"", ""Dallas (1343)"", ""Atlanta (1336)""]"
city_extracted,VARCHAR,kaggle_arshkon,swe,4639,3670,0.7911187755981892,0.20888122440181078,648,"[""New York (147)"", ""Austin (111)"", ""Chicago (100)"", ""Seattle (89)"", ""Atlanta (82)""]"
city_extracted,VARCHAR,kaggle_asaniczka,all,1012193,993750,0.9817791666213854,0.018220833378614576,13847,"[""New York (11788)"", ""Chicago (9422)"", ""Houston (9322)"", ""Los Angeles (8617)"", ""Atlanta (8193)""]"
city_extracted,VARCHAR,kaggle_asaniczka,swe,22043,21353,0.9686975457061199,0.03130245429388012,1740,"[""San Francisco (386)"", ""New York (385)"", ""Seattle (358)"", ""Chicago (336)"", ""Austin (312)""]"
city_extracted,VARCHAR,scraped,all,26544,25547,0.9624397227245328,0.03756027727546718,1818,"[""New York (1130)"", ""Austin (842)"", ""Chicago (719)"", ""Atlanta (717)"", ""San Francisco (676)""]"
city_extracted,VARCHAR,scraped,swe,4318,4119,0.9539138490041686,0.046086150995831354,426,"[""New York (283)"", ""San Francisco (247)"", ""Austin (183)"", ""Seattle (164)"", ""Chicago (137)""]"
state_normalized,VARCHAR,kaggle_arshkon,all,117644,104178,0.8855360239366223,0.11446397606337766,51,"[""CA (11774)"", ""TX (10082)"", ""NY (6476)"", ""FL (5935)"", ""NC (4484)""]"
state_normalized,VARCHAR,kaggle_arshkon,swe,4639,3544,0.7639577495149816,0.23604225048501837,47,"[""CA (586)"", ""TX (437)"", ""VA (278)"", ""NY (236)"", ""WA (189)""]"
state_normalized,VARCHAR,kaggle_asaniczka,all,1012193,993049,0.9810866109526543,0.01891338904734574,51,"[""CA (103672)"", ""TX (71467)"", ""FL (61980)"", ""NY (51740)"", ""PA (42263)""]"
state_normalized,VARCHAR,kaggle_asaniczka,swe,22043,21450,0.9730980356575784,0.026901964342421647,51,"[""CA (3297)"", ""TX (1455)"", ""VA (1323)"", ""NY (1066)"", ""MD (998)""]"
state_normalized,VARCHAR,scraped,all,26544,25515,0.9612341772151899,0.03876582278481011,32,"[""CA (4217)"", ""TX (3098)"", ""NY (1407)"", ""FL (1304)"", ""NC (1259)""]"
state_normalized,VARCHAR,scraped,swe,4318,4100,0.9495136637332098,0.05048633626679022,30,"[""CA (953)"", ""TX (477)"", ""NY (296)"", ""WA (279)"", ""VA (237)""]"
country_extracted,VARCHAR,kaggle_arshkon,all,117644,112698,0.9579579069055796,0.04204209309442042,30,"[""US (111886)"", ""Texas Metropolitan Area (340)"", ""Ohio Metropolitan Area (131)"", ""Oregon Metropolitan Area (75)"", ""South Carolina Metropolitan Area (57)""]"
country_extracted,VARCHAR,kaggle_arshkon,swe,4639,4336,0.934684199180858,0.06531580081914201,9,"[""US (4294)"", ""Texas Metropolitan Area (23)"", ""Ohio Metropolitan Area (9)"", ""Oregon Metropolitan Area (4)"", ""New York Metropolitan Area (2)""]"
country_extracted,VARCHAR,kaggle_asaniczka,all,1012193,998875,0.9868424302479863,0.013157569752013654,65,"[""US (994617)"", ""Canada (1009)"", ""Mexico (797)"", ""Texas Metropolitan Area (558)"", ""South Carolina Metropolitan Area (420)""]"
country_extracted,VARCHAR,kaggle_asaniczka,swe,22043,21669,0.9830331624552012,0.016966837544798774,22,"[""US (21563)"", ""Texas Metropolitan Area (22)"", ""Mexico (20)"", ""Canada (12)"", ""South Carolina Metropolitan Area (9)""]"
country_extracted,VARCHAR,scraped,all,26544,25610,0.9648131404460518,0.03518685955394818,4,"[""US (25515)"", ""Texas Metropolitan Area (55)"", ""Ohio Metropolitan Area (26)"", ""Oregon Metropolitan Area (14)""]"
country_extracted,VARCHAR,scraped,swe,4318,4128,0.9559981472904122,0.044001852709587785,4,"[""US (4100)"", ""Texas Metropolitan Area (19)"", ""Ohio Metropolitan Area (7)"", ""Oregon Metropolitan Area (2)""]"
is_remote_inferred,BOOLEAN,kaggle_arshkon,all,117644,117644,1.0,0.0,1,"[""false (117644)""]"
is_remote_inferred,BOOLEAN,kaggle_arshkon,swe,4639,4639,1.0,0.0,1,"[""false (4639)""]"
is_remote_inferred,BOOLEAN,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,1,"[""false (1012193)""]"
is_remote_inferred,BOOLEAN,kaggle_asaniczka,swe,22043,22043,1.0,0.0,1,"[""false (22043)""]"
is_remote_inferred,BOOLEAN,scraped,all,26544,26544,1.0,0.0,1,"[""false (26544)""]"
is_remote_inferred,BOOLEAN,scraped,swe,4318,4318,1.0,0.0,1,"[""false (4318)""]"
metro_area,VARCHAR,kaggle_arshkon,all,117644,70116,0.596001496038897,0.40399850396110304,89,"[""New York City Metro (5664)"", ""San Francisco Bay Area (4186)"", ""Los Angeles Metro (4185)"", ""Washington DC Metro (4168)"", ""Dallas-Fort Worth Metro (3830)""]"
metro_area,VARCHAR,kaggle_arshkon,swe,4639,3062,0.660056046561759,0.339943953438241,75,"[""San Francisco Bay Area (382)"", ""Washington DC Metro (274)"", ""New York City Metro (254)"", ""Dallas-Fort Worth Metro (251)"", ""Seattle Metro (185)""]"
metro_area,VARCHAR,kaggle_asaniczka,all,1012193,596906,0.5897155977170362,0.4102844022829638,86,"[""Los Angeles Metro (37444)"", ""Washington DC Metro (37147)"", ""New York City Metro (36646)"", ""San Francisco Bay Area (30977)"", ""Boston Metro (29129)""]"
metro_area,VARCHAR,kaggle_asaniczka,swe,22043,16585,0.7523930499478293,0.2476069500521707,85,"[""Washington DC Metro (1927)"", ""San Francisco Bay Area (1700)"", ""Boston Metro (982)"", ""New York City Metro (978)"", ""Los Angeles Metro (971)""]"
metro_area,VARCHAR,scraped,all,26544,21907,0.8253089210367691,0.17469107896323088,26,"[""San Francisco Bay Area (1767)"", ""New York City Metro (1454)"", ""Washington DC Metro (1448)"", ""Los Angeles Metro (1376)"", ""Dallas-Fort Worth Metro (1197)""]"
metro_area,VARCHAR,scraped,swe,4318,3230,0.7480314960629921,0.25196850393700787,26,"[""San Francisco Bay Area (516)"", ""New York City Metro (296)"", ""Washington DC Metro (287)"", ""Seattle Metro (214)"", ""Dallas-Fort Worth Metro (189)""]"
metro_source,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,4,"[""city_state_lookup (56806)"", ""unresolved (47528)"", ""manual_alias (8833)"", ""city_state_reference (4477)""]"
metro_source,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,4,"[""city_state_lookup (2671)"", ""unresolved (1577)"", ""manual_alias (322)"", ""city_state_reference (69)""]"
metro_source,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,4,"[""city_state_lookup (456036)"", ""unresolved (415287)"", ""manual_alias (82405)"", ""city_state_reference (58465)""]"
metro_source,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,4,"[""city_state_lookup (13785)"", ""unresolved (5458)"", ""manual_alias (1878)"", ""city_state_reference (922)""]"
metro_source,VARCHAR,scraped,all,26544,26544,1.0,0.0,3,"[""search_metro (21905)"", ""unresolved (4637)"", ""city_state_lookup (2)""]"
metro_source,VARCHAR,scraped,swe,4318,4318,1.0,0.0,3,"[""search_metro (3228)"", ""unresolved (1088)"", ""city_state_lookup (2)""]"
metro_confidence,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,3,"[""high (61185)"", ""low (47528)"", ""medium (8931)""]"
metro_confidence,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,3,"[""high (2750)"", ""low (1577)"", ""medium (312)""]"
metro_confidence,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,3,"[""high (518981)"", ""low (415287)"", ""medium (77925)""]"
metro_confidence,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,3,"[""high (15009)"", ""low (5458)"", ""medium (1576)""]"
metro_confidence,VARCHAR,scraped,all,26544,26544,1.0,0.0,2,"[""high (21907)"", ""low (4637)""]"
metro_confidence,VARCHAR,scraped,swe,4318,4318,1.0,0.0,2,"[""high (3230)"", ""low (1088)""]"
period,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,1,"[""2024-04 (117644)""]"
period,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,1,"[""2024-04 (4639)""]"
period,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,1,"[""2024-01 (1012193)""]"
period,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,1,"[""2024-01 (22043)""]"
period,VARCHAR,scraped,all,26544,26544,1.0,0.0,1,"[""2026-03 (26544)""]"
period,VARCHAR,scraped,swe,4318,4318,1.0,0.0,1,"[""2026-03 (4318)""]"
scrape_week,DOUBLE,kaggle_arshkon,all,117644,0,0.0,1.0,0,[]
scrape_week,DOUBLE,kaggle_arshkon,swe,4639,0,0.0,1.0,0,[]
scrape_week,DOUBLE,kaggle_asaniczka,all,1012193,0,0.0,1.0,0,[]
scrape_week,DOUBLE,kaggle_asaniczka,swe,22043,0,0.0,1.0,0,[]
scrape_week,DOUBLE,scraped,all,26544,26544,1.0,0.0,1,"[""12.0 (26544)""]"
scrape_week,DOUBLE,scraped,swe,4318,4318,1.0,0.0,1,"[""12.0 (4318)""]"
date_flag,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,1,"[""ok (117644)""]"
date_flag,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,1,"[""ok (4639)""]"
date_flag,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,1,"[""ok (1012193)""]"
date_flag,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,1,"[""ok (22043)""]"
date_flag,VARCHAR,scraped,all,26544,26544,1.0,0.0,1,"[""ok (26544)""]"
date_flag,VARCHAR,scraped,swe,4318,4318,1.0,0.0,1,"[""ok (4318)""]"
is_english,BOOLEAN,kaggle_arshkon,all,117644,117644,1.0,0.0,1,"[""true (117644)""]"
is_english,BOOLEAN,kaggle_arshkon,swe,4639,4639,1.0,0.0,1,"[""true (4639)""]"
is_english,BOOLEAN,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,1,"[""true (1012193)""]"
is_english,BOOLEAN,kaggle_asaniczka,swe,22043,22043,1.0,0.0,1,"[""true (22043)""]"
is_english,BOOLEAN,scraped,all,26544,26544,1.0,0.0,1,"[""true (26544)""]"
is_english,BOOLEAN,scraped,swe,4318,4318,1.0,0.0,1,"[""true (4318)""]"
description_hash,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,106610,"[""775e93e1b462835998daa8a9563b090ed3f5bae2f2b34c538cee3581b14ff37f (287)"", ""5ac395f979c347a3e5ba13c7e64ab8548d29ae5c725d780d4ff742a4ed9befe7 (134)"", ""4c61f0bd386520db5aec148b3b14fa40419481ad566111133dc976a5b1547726 (104)"", ""5ba962e9fabb01f63de5f54b4eb77d9a009fcba7787481fe8c0fac8353b139b3 (101)"", ""1424712a51d2678023cc3d68c21e95ad615f17cb520e3ec252e5a91266068b24 (96)""]"
description_hash,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,4289,"[""65e3531be41141f3b0a6edf92341ff0039e0ffe074183a84db5eb70cd9b024bd (37)"", ""5a5c20bb978e2e6fa3d902e42ba64975fb4107cc7b00346d3b19e7ed6c69612e (32)"", ""143b5376cc7bbda2bfd700a8b07f40697d1a8bf9d2510b2295937d3fb194b3c5 (31)"", ""91554df2b712e7733e66813e17a8741698fa8f7853ea63a31e907faf76f94527 (31)"", ""8415360693006c459da711867fedcaade6148a3c5ff13c15904d0c11c8f96420 (28)""]"
description_hash,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,781010,"[""266aa9a27552f1690973676620caef9dfff2744987d0077001430d522adab578 (2884)"", ""bc8052094a9842c988316dc752b3ff14ea39e0f4e7c2d8ac645b271171f00bd8 (2457)"", ""142f981cf2eb47a6a6b472e31524586a0b936bc20fdf143f30ca7ed643e4a5d4 (2328)"", ""4c8ebea3a393497aee1d602d4b5aa62242bcb0969f77f7dc8112554e16b8c0d0 (2098)"", ""de19738b2b3c6da150a9b6abe11eb08524bbd4e2ea7592928544fffbb6e6fa71 (1980)""]"
description_hash,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,16560,"[""a253fe30bb6f04987b86f1f53bdb634cbd9840a91f3ba79f2e1ecb93a5575ffe (173)"", ""33314b138012e4f939086f32f4b5143791059bed662be8bf0c0092450ab39086 (129)"", ""0ede638b114ad2b5245031c9a496490d378ba9b8f96e655590157e82fec13b01 (121)"", ""f94274a1ba8073000cda3ef03632ae6b4ab812c9a11ed491f61eb7748f0f8cc8 (115)"", ""aec7f2d1ca9465b9216bf3482dd2a683b9e7c58f5ba53ae17db1a86e0bea5786 (104)""]"
description_hash,VARCHAR,scraped,all,26544,26544,1.0,0.0,22623,"[""8445592fda14b02b7d47a7b6bd93030c8988fef3e7efa69295da4cdbb33f5533 (57)"", ""96b37a04600876766c8e04af3e200e54a5169c582554af633cbbe8253ddc433c (56)"", ""51142b11c30ec1470e0e01316cb0f337e9cda6bc8211d6c3fb2a220e21be5807 (37)"", ""59b1651c5f614989a64b93de583d1f0651ebe138dbb34ca1a78ffce97c6569c6 (34)"", ""2b2290cdff07981a083bbabc779e42ca90dc8b3826af870a4237679c226eb80b (33)""]"
