representation,neighbor_seniority,neighbor_share_of_top_k,base_rate_2024_sample,excess_over_base,ratio
embedding,junior,0.21932479627473805,0.0786056049213944,0.14071919135334365,2.7901928430429717
embedding,mid,0.01490104772991851,0.010025062656641603,0.0048759850732769065,1.4863795110593714
embedding,senior,0.45657741559953435,0.455684666210982,0.0008927493885523274,1.001959138533178
embedding,unknown,0.3091967403958091,0.455684666210982,-0.14648792581517295,0.678532246798603
tfidf,junior,0.20256111757857975,0.0786056049213944,0.12395551265718535,2.5769296958040186
tfidf,mid,0.007217694994179278,0.010025062656641603,-0.0028073676624623253,0.7199650756693831
tfidf,senior,0.3857974388824214,0.455684666210982,-0.06988722732856062,0.8466324796274737
tfidf,unknown,0.40442374854481955,0.455684666210982,-0.051260917666162475,0.8875079161816064
