period_group,source,target,source_label,target_label,phi,co_mentions_cap50,co_mention_companies,n_cap50
2024,javascript,dotnet,JavaScript,.NET,0.2054770485940206,911,662,19372
2024,javascript,aspnet,JavaScript,ASP.NET,0.16584131382328987,331,275,19372
2024,javascript,git,JavaScript,Git,0.16717122353695124,1051,714,19372
2024,javascript,sql,JavaScript,SQL,0.17914705128074185,1698,1124,19372
2024,javascript,api_design,JavaScript,API design,0.19826420287575924,1093,766,19372
2024,typescript,react,TypeScript,React,0.269589540528338,912,654,19372
2024,typescript,angular,TypeScript,Angular,0.16106408580481277,549,392,19372
2024,typescript,nodejs,TypeScript,Node.js,0.23440477382865996,588,429,19372
2024,rust,cpp,Rust,C++,0.15644766028541846,168,104,19372
2024,cpp,matlab,C++,MATLAB,0.15066982862370298,232,148,19372
2024,cpp,linux,C++,Linux,0.2518329276549576,1099,605,19372
2024,csharp,html,C#,HTML,0.1579886278325362,592,459,19372
2024,csharp,angular,C#,Angular,0.17562649875205388,598,431,19372
2024,csharp,dotnet,C#,.NET,0.6201189237653436,1480,946,19372
2024,csharp,aspnet,C#,ASP.NET,0.396326579622287,496,381,19372
2024,csharp,sql,C#,SQL,0.2919538885918678,1495,973,19372
2024,ruby,perl,Ruby,Perl,0.1705706365910216,78,61,19372
2024,ruby,rails,Ruby,Rails,0.5335670000747119,165,131,19372
2024,scala,kafka,Scala,Kafka,0.1799671940089735,166,119,19372
2024,scala,redshift,Scala,Redshift,0.18350058752221543,80,51,19372
2024,scala,airflow,Scala,Airflow,0.17316550813951548,83,69,19372
2024,scala,hadoop,Scala,Hadoop,0.2797848758944657,147,110,19372
2024,php,html,PHP,HTML,0.20219398714643816,231,198,19372
2024,php,mysql,PHP,MySQL,0.21197050969092668,147,121,19372
2024,perl,bash_shell,Perl,Bash/Shell,0.18193068032395576,109,91,19372
2024,perl,linux,Perl,Linux,0.17875243387720208,221,155,19372
2024,perl,unix,Perl,Unix,0.15537135788091475,97,74,19372
2024,bash_shell,powershell,Bash/Shell,PowerShell,0.277413339737414,237,208,19372
2024,bash_shell,kubernetes,Bash/Shell,Kubernetes,0.17709440131379192,329,267,19372
2024,bash_shell,docker,Bash/Shell,Docker,0.17734252789952412,316,261,19372
2024,bash_shell,terraform,Bash/Shell,Terraform,0.2320594265523268,273,234,19372
2024,bash_shell,ansible,Bash/Shell,Ansible,0.297285003948096,281,229,19372
2024,bash_shell,jenkins,Bash/Shell,Jenkins,0.17067843176420627,265,221,19372
2024,bash_shell,linux,Bash/Shell,Linux,0.24254359868568456,485,365,19372
2024,bash_shell,gitlab,Bash/Shell,GitLab,0.1652709501073181,146,120,19372
2024,powershell,azure,PowerShell,Azure,0.1900544053127606,394,317,19372
2024,powershell,terraform,PowerShell,Terraform,0.15996820990846233,185,157,19372
2024,powershell,ansible,PowerShell,Ansible,0.18632414526480168,173,147,19372
2024,html,css,HTML,CSS,0.48466164614769813,583,439,19372
2024,html,react,HTML,React,0.2890650470353741,910,642,19372
2024,html,angular,HTML,Angular,0.33625238518033285,846,569,19372
2024,html,vue,HTML,Vue,0.16448024857381058,195,165,19372
2024,html,nodejs,HTML,Node.js,0.1908340173640776,489,363,19372
2024,html,dotnet,HTML,.NET,0.20246304576025548,603,464,19372
2024,html,aspnet,HTML,ASP.NET,0.20417890490399482,269,230,19372
2024,html,sql,HTML,SQL,0.1684045146484373,1035,730,19372
2024,css,react,CSS,React,0.18416898527727943,301,254,19372
2024,css,angular,CSS,Angular,0.18334549496550426,252,196,19372
2024,react,angular,React,Angular,0.3475067178694347,990,668,19372
2024,react,vue,React,Vue,0.27551023824987075,332,275,19372
2024,react,nodejs,React,Node.js,0.3799686130794486,911,654,19372
2024,react,graphql,React,GraphQL,0.1994394480744146,251,204,19372
2024,react,postgresql,React,PostgreSQL,0.16113932547021026,426,360,19372
2024,react,jest,React,Jest,0.1734576533080553,143,118,19372
2024,react,api_design,React,API design,0.19782573223430977,836,626,19372
2024,angular,vue,Angular,Vue,0.2564266712208952,267,222,19372
2024,angular,nodejs,Angular,Node.js,0.22115849341554059,516,372,19372
2024,angular,dotnet,Angular,.NET,0.2412901402866,646,449,19372
2024,angular,aspnet,Angular,ASP.NET,0.16418493255672476,219,180,19372
2024,angular,microservices,Angular,Microservices,0.17677297085864035,497,345,19372
2024,angular,sql,Angular,SQL,0.1607395159835558,961,644,19372
2024,vue,nodejs,Vue,Node.js,0.1580098963327188,157,138,19372
2024,nodejs,graphql,Node.js,GraphQL,0.1692350392253579,162,131,19372
2024,nodejs,aws,Node.js,AWS,0.1808269359733794,772,525,19372
2024,nodejs,jest,Node.js,Jest,0.1570801914877269,98,86,19372
2024,nodejs,api_design,Node.js,API design,0.16345120345347308,515,400,19372
2024,django,flask,Django,Flask,0.45896830751185075,109,96,19372
2024,django,rails,Django,Rails,0.17147617501515244,41,33,19372
2024,django,postgresql,Django,PostgreSQL,0.15923704269579472,105,93,19372
2024,dotnet,aspnet,.NET,ASP.NET,0.5019643463858292,555,429,19372
2024,dotnet,azure,.NET,Azure,0.17551620651584277,764,563,19372
2024,dotnet,sql,.NET,SQL,0.3326422558792232,1423,919,19372
2024,aspnet,sql,ASP.NET,SQL,0.22203324207422642,468,367,19372
2024,graphql,jest,GraphQL,Jest,0.15025545152380346,46,43,19372
2024,graphql,api_design,GraphQL,API design,0.16878741428468289,221,179,19372
2024,rest_api,microservices,REST API,Microservices,0.16126900344785822,317,243,19372
2024,rest_api,api_design,REST API,API design,0.2466876817123272,536,406,19372
2024,microservices,aws,Microservices,AWS,0.18379902559599195,879,567,19372
2024,microservices,kubernetes,Microservices,Kubernetes,0.2382335826115933,664,454,19372
2024,microservices,docker,Microservices,Docker,0.21406130355228087,593,404,19372
2024,microservices,ci_cd,Microservices,CI/CD,0.1725571615869939,656,464,19372
2024,microservices,jenkins,Microservices,Jenkins,0.1509135142980777,406,274,19372
2024,microservices,kafka,Microservices,Kafka,0.21342305068488804,388,253,19372
2024,microservices,api_design,Microservices,API design,0.16008381262734328,572,415,19372
2024,serverless,aws,Serverless,AWS,0.17340129804328894,269,223,19372
2024,serverless,dynamodb,Serverless,DynamoDB,0.1613285097492914,61,58,19372
2024,aws,azure,AWS,Azure,0.3021745857153842,1774,1061,19372
2024,aws,gcp,AWS,GCP,0.30098143299418567,815,545,19372
2024,aws,kubernetes,AWS,Kubernetes,0.29987033764672627,1355,857,19372
2024,aws,docker,AWS,Docker,0.2955412695723538,1284,850,19372
2024,aws,terraform,AWS,Terraform,0.284978679041854,849,601,19372
2024,aws,ansible,AWS,Ansible,0.17140521295286118,498,358,19372
2024,aws,ci_cd,AWS,CI/CD,0.2345921519666148,1441,917,19372
2024,aws,jenkins,AWS,Jenkins,0.18656356626736068,838,530,19372
2024,aws,postgresql,AWS,PostgreSQL,0.19235968038404355,661,522,19372
2024,aws,kafka,AWS,Kafka,0.1746071729113683,596,395,19372
2024,aws,dynamodb,AWS,DynamoDB,0.21542945499025,318,233,19372
2024,aws,redshift,AWS,Redshift,0.17327473691741274,242,179,19372
2024,azure,gcp,Azure,GCP,0.31115980363195206,718,463,19372
2024,azure,kubernetes,Azure,Kubernetes,0.1950456595604589,892,587,19372
2024,azure,docker,Azure,Docker,0.1611927044613338,771,541,19372
2024,azure,terraform,Azure,Terraform,0.17522597911215967,530,386,19372
2024,azure,ci_cd,Azure,CI/CD,0.18340332108085466,1058,732,19372
2024,azure,sql,Azure,SQL,0.20393072941554055,1610,1018,19372
2024,gcp,kubernetes,GCP,Kubernetes,0.2334031548577667,464,325,19372
2024,gcp,docker,GCP,Docker,0.16479963636180672,350,254,19372
2024,gcp,terraform,GCP,Terraform,0.17748869605168702,255,207,19372
2024,gcp,bigquery,GCP,BigQuery,0.18255758232310765,72,60,19372
2024,kubernetes,docker,Kubernetes,Docker,0.6044372066940248,1470,921,19372
2024,kubernetes,terraform,Kubernetes,Terraform,0.3172117773290644,628,456,19372
2024,kubernetes,helm,Kubernetes,Helm,0.25265802626381817,179,143,19372
2024,kubernetes,ansible,Kubernetes,Ansible,0.3085827087266379,509,353,19372
2024,kubernetes,ci_cd,Kubernetes,CI/CD,0.27334539641112454,1008,685,19372
2024,kubernetes,jenkins,Kubernetes,Jenkins,0.2189972450186094,598,408,19372
2024,kubernetes,linux,Kubernetes,Linux,0.15359081792763818,729,474,19372
2024,kubernetes,gitlab,Kubernetes,GitLab,0.17137709211576657,274,212,19372
2024,kubernetes,kafka,Kubernetes,Kafka,0.20712140752357114,438,308,19372
2024,kubernetes,grafana,Kubernetes,Grafana,0.17549160199756167,157,130,19372
2024,kubernetes,sre,Kubernetes,SRE,0.1583481501598851,157,120,19372
2024,kubernetes,observability,Kubernetes,Observability,0.15318327277897706,174,136,19372
2024,docker,terraform,Docker,Terraform,0.2567450480162679,515,387,19372
2024,docker,helm,Docker,Helm,0.17781894585553576,128,102,19372
2024,docker,ansible,Docker,Ansible,0.25245135903041627,419,312,19372
2024,docker,ci_cd,Docker,CI/CD,0.2769671909500057,973,674,19372
2024,docker,jenkins,Docker,Jenkins,0.2661965470036569,655,437,19372
2024,docker,git,Docker,Git,0.17855745469976056,709,506,19372
2024,docker,gitlab,Docker,GitLab,0.20563226710204874,301,219,19372
2024,docker,postgresql,Docker,PostgreSQL,0.16492561316883772,377,299,19372
2024,docker,grafana,Docker,Grafana,0.1578843895456316,139,119,19372
2024,terraform,helm,Terraform,Helm,0.18626146848323624,97,82,19372
2024,terraform,ansible,Terraform,Ansible,0.42612703546882286,467,346,19372
2024,terraform,ci_cd,Terraform,CI/CD,0.2456132754906347,614,446,19372
2024,terraform,jenkins,Terraform,Jenkins,0.22188878525654837,400,305,19372
2024,terraform,gitlab,Terraform,GitLab,0.16774493607072946,182,149,19372
2024,terraform,grafana,Terraform,Grafana,0.1768124273111082,110,99,19372
2024,terraform,sre,Terraform,SRE,0.18945789333873597,126,105,19372
2024,terraform,observability,Terraform,Observability,0.17217089031988658,131,109,19372
2024,helm,argo_cd,Helm,Argo CD,0.21044224904398015,22,20,19372
2024,ansible,ci_cd,Ansible,CI/CD,0.20363918295774638,440,325,19372
2024,ansible,jenkins,Ansible,Jenkins,0.28197155111563627,398,284,19372
2024,ansible,linux,Ansible,Linux,0.24836914339496044,505,350,19372
2024,ansible,gitlab,Ansible,GitLab,0.19673016555961603,172,136,19372
2024,ansible,grafana,Ansible,Grafana,0.2152195656550671,110,88,19372
2024,ansible,splunk,Ansible,Splunk,0.16462560785869257,105,88,19372
2024,ansible,sre,Ansible,SRE,0.17135007717019252,97,80,19372
2024,ci_cd,jenkins,CI/CD,Jenkins,0.32846266801075313,936,571,19372
2024,ci_cd,git,CI/CD,Git,0.2079577321672776,981,645,19372
2024,ci_cd,gitlab,CI/CD,GitLab,0.2262444005948548,395,297,19372
2024,jenkins,git,Jenkins,Git,0.279880143131379,796,487,19372
2024,jenkins,gitlab,Jenkins,GitLab,0.20924313963748659,265,206,19372
2024,jenkins,bitbucket,Jenkins,Bitbucket,0.21077844577376137,229,165,19372
2024,jenkins,jira,Jenkins,Jira,0.15601145186563292,369,261,19372
2024,jenkins,junit,Jenkins,JUnit,0.2267263919970365,219,146,19372
2024,gitlab_ci,gitlab,GitLab CI,GitLab,0.37186384381380977,93,79,19372
2024,linux,unix,Linux,Unix,0.30722139491925643,590,400,19372
2024,git,bitbucket,Git,Bitbucket,0.20088533742955758,294,207,19372
2024,git,jira,Git,Jira,0.24605786546708222,686,439,19372
2024,bitbucket,jira,Bitbucket,Jira,0.27545955916363984,271,186,19372
2024,postgresql,mysql,PostgreSQL,MySQL,0.2993028080436027,345,275,19372
2024,postgresql,redis,PostgreSQL,Redis,0.1818436020843816,147,130,19372
2024,mysql,redis,MySQL,Redis,0.15001561085370843,106,87,19372
2024,redis,kafka,Redis,Kafka,0.2074429904856691,158,114,19372
2024,redis,elasticsearch,Redis,Elasticsearch,0.20420094984722956,75,58,19372
2024,redis,cassandra,Redis,Cassandra,0.15645732163317494,55,43,19372
2024,redis,rabbitmq,Redis,RabbitMQ,0.17057505086437574,49,43,19372
2024,kafka,cassandra,Kafka,Cassandra,0.22919588980808114,132,86,19372
2024,kafka,airflow,Kafka,Airflow,0.15912205681290295,114,87,19372
2024,kafka,flink,Kafka,Flink,0.23076684833797223,84,59,19372
2024,kafka,hadoop,Kafka,Hadoop,0.1999004753610071,160,124,19372
2024,kafka,rabbitmq,Kafka,RabbitMQ,0.2166462871467448,103,79,19372
2024,spark,redshift,Spark,Redshift,0.19154255457398137,54,46,19372
2024,spark,airflow,Spark,Airflow,0.216842076805354,66,59,19372
2024,spark,hadoop,Spark,Hadoop,0.1839980129707276,65,60,19372
2024,dbt,airflow,dbt,Airflow,0.21209441921280164,43,37,19372
2024,cassandra,hadoop,Cassandra,Hadoop,0.17362100453699889,63,45,19372
2024,bigquery,redshift,BigQuery,Redshift,0.17927602009218027,36,36,19372
2024,bigquery,airflow,BigQuery,Airflow,0.19796707807625677,43,39,19372
2024,redshift,airflow,Redshift,Airflow,0.21224317129246956,71,68,19372
2024,airflow,hadoop,Airflow,Hadoop,0.1945172037398976,82,68,19372
2024,flink,hadoop,Flink,Hadoop,0.1870112459304701,43,33,19372
2024,grafana,splunk,Grafana,Splunk,0.20643227668007044,66,54,19372
2024,grafana,sre,Grafana,SRE,0.19015733545174146,55,42,19372
2024,grafana,observability,Grafana,Observability,0.2054541219649807,66,54,19372
2024,splunk,observability,Splunk,Observability,0.15450832276657625,61,51,19372
2024,tensorflow,pytorch,TensorFlow,PyTorch,0.7690122056397619,234,174,19372
2024,tensorflow,scikit_learn,TensorFlow,scikit-learn,0.42000138222612277,78,65,19372
2024,tensorflow,numpy,TensorFlow,NumPy,0.1745778309535149,37,34,19372
2024,tensorflow,fine_tuning,TensorFlow,Fine-tuning,0.19272156899695086,47,40,19372
2024,tensorflow,llm,TensorFlow,LLM,0.16834342903438296,44,37,19372
2024,tensorflow,generative_ai,TensorFlow,Generative AI,0.20274454503450162,49,44,19372
2024,tensorflow,mlops,TensorFlow,MLOps,0.19987062211500506,40,35,19372
2024,pytorch,scikit_learn,PyTorch,scikit-learn,0.37632385225809184,68,56,19372
2024,pytorch,fine_tuning,PyTorch,Fine-tuning,0.21262595206236573,50,41,19372
2024,pytorch,llm,PyTorch,LLM,0.19954670269218622,50,45,19372
2024,pytorch,generative_ai,PyTorch,Generative AI,0.24559057752926008,57,49,19372
2024,pytorch,mlops,PyTorch,MLOps,0.22261045640869057,43,38,19372
2024,scikit_learn,pandas,scikit-learn,Pandas,0.31592088774409965,42,38,19372
2024,scikit_learn,numpy,scikit-learn,NumPy,0.3575762886629167,43,37,19372
2024,pandas,numpy,Pandas,NumPy,0.739480019724561,107,93,19372
2024,fine_tuning,llm,Fine-tuning,LLM,0.26598943257686036,50,39,19372
2024,fine_tuning,generative_ai,Fine-tuning,Generative AI,0.18462430521027545,33,26,19372
2024,llm,generative_ai,LLM,Generative AI,0.3784890794777258,70,57,19372
2024,junit,selenium,JUnit,Selenium,0.2108016050351401,99,79,19372
2024,selenium,bdd,Selenium,BDD,0.23306775660484422,72,57,19372
2024,tdd,bdd,TDD,BDD,0.4119786277048541,114,84,19372
2024,agile,scrum,Agile,Scrum,0.4071847300460399,431,334,19372
2024,scrum,kanban,Scrum,Kanban,0.29931862298921313,217,168,19372
2024,devops,sre,DevOps,SRE,0.1517030022397568,39,36,19372
2024,sre,observability,SRE,Observability,0.17120300779804096,60,52,19372
2026,python,bash_shell,Python,Bash/Shell,0.2168634715464978,1815,1096,31589
2026,python,fastapi,Python,FastAPI,0.1533790889077768,777,525,31589
2026,python,aws,Python,AWS,0.19855326184170569,6956,2987,31589
2026,python,kubernetes,Python,Kubernetes,0.1504343984370777,4447,2028,31589
2026,python,docker,Python,Docker,0.15798014926370035,3945,1972,31589
2026,python,terraform,Python,Terraform,0.164658506891932,2912,1605,31589
2026,python,airflow,Python,Airflow,0.15775854211951984,1122,767,31589
2026,python,tensorflow,Python,TensorFlow,0.1556900532325719,1031,679,31589
2026,python,pytorch,Python,PyTorch,0.1747619609042633,1310,801,31589
2026,python,rag,Python,RAG,0.15949329790697267,1470,972,31589
2026,python,llm,Python,LLM,0.2007708141273535,3125,1705,31589
2026,java,javascript,Java,JavaScript,0.181094040740519,2511,1196,31589
2026,java,scala,Java,Scala,0.1626324851120739,633,353,31589
2026,java,angular,Java,Angular,0.2084895356247931,1619,795,31589
2026,java,microservices,Java,Microservices,0.27122145151409904,2671,1161,31589
2026,java,jenkins,Java,Jenkins,0.16274270577492173,1501,745,31589
2026,java,kafka,Java,Kafka,0.2039867564445114,1663,799,31589
2026,java,junit,Java,JUnit,0.2012996638809387,587,330,31589
2026,javascript,typescript,JavaScript,TypeScript,0.30498708817623,2460,1399,31589
2026,javascript,csharp,JavaScript,C#,0.18224616437870478,1229,723,31589
2026,javascript,html,JavaScript,HTML,0.5065706792067509,1964,1192,31589
2026,javascript,css,JavaScript,CSS,0.2914309401008037,700,495,31589
2026,javascript,react,JavaScript,React,0.3979310715543944,2939,1575,31589
2026,javascript,angular,JavaScript,Angular,0.28347993837302143,1455,851,31589
2026,javascript,vue,JavaScript,Vue,0.21272290486580678,578,405,31589
2026,javascript,nodejs,JavaScript,Node.js,0.22070248739431506,1244,806,31589
2026,javascript,dotnet,JavaScript,.NET,0.15545033764530886,850,608,31589
2026,javascript,jest,JavaScript,Jest,0.16403503371025294,310,241,31589
2026,javascript,api_design,JavaScript,API design,0.16979148181444506,2566,1527,31589
2026,typescript,html,TypeScript,HTML,0.17528292539802018,982,644,31589
2026,typescript,css,TypeScript,CSS,0.16824977686634462,484,345,31589
2026,typescript,react,TypeScript,React,0.4135634419357839,3143,1724,31589
2026,typescript,angular,TypeScript,Angular,0.15274063604998275,1059,653,31589
2026,typescript,nodejs,TypeScript,Node.js,0.289377230120935,1541,961,31589
2026,typescript,graphql,TypeScript,GraphQL,0.17239343168479207,675,454,31589
2026,typescript,postgresql,TypeScript,PostgreSQL,0.16900579076685648,1284,807,31589
2026,typescript,jest,TypeScript,Jest,0.16747114255463252,327,246,31589
2026,typescript,api_design,TypeScript,API design,0.15618133346602334,2633,1597,31589
2026,rust,cpp,Rust,C++,0.2251921766745642,649,313,31589
2026,cpp,linux,C++,Linux,0.2790054071356364,1873,813,31589
2026,csharp,angular,C#,Angular,0.15895487021564525,720,478,31589
2026,csharp,dotnet,C#,.NET,0.5648374285518538,1591,982,31589
2026,csharp,aspnet,C#,ASP.NET,0.32562485318225365,430,309,31589
2026,csharp,sql,C#,SQL,0.16705028792764115,1554,965,31589
2026,ruby,rails,Ruby,Rails,0.5342367480671804,278,161,31589
2026,scala,kafka,Scala,Kafka,0.15519806400916464,321,211,31589
2026,scala,hadoop,Scala,Hadoop,0.18877948942375017,154,108,31589
2026,php,mysql,PHP,MySQL,0.18183362814972637,151,114,31589
2026,bash_shell,powershell,Bash/Shell,PowerShell,0.351079512667731,568,425,31589
2026,bash_shell,kubernetes,Bash/Shell,Kubernetes,0.19946059802828078,1086,720,31589
2026,bash_shell,docker,Bash/Shell,Docker,0.19656852167034397,978,657,31589
2026,bash_shell,terraform,Bash/Shell,Terraform,0.30095303667281015,1045,710,31589
2026,bash_shell,helm,Bash/Shell,Helm,0.16273308519008386,234,179,31589
2026,bash_shell,ansible,Bash/Shell,Ansible,0.3250228978909935,640,419,31589
2026,bash_shell,ci_cd,Bash/Shell,CI/CD,0.1656125530303572,1299,840,31589
2026,bash_shell,jenkins,Bash/Shell,Jenkins,0.1984261264671775,634,437,31589
2026,bash_shell,linux,Bash/Shell,Linux,0.3004989695302281,1118,666,31589
2026,bash_shell,gitlab,Bash/Shell,GitLab,0.20897728882873265,513,341,31589
2026,bash_shell,grafana,Bash/Shell,Grafana,0.23572712515680966,457,356,31589
2026,bash_shell,sre,Bash/Shell,SRE,0.17801601557507743,327,253,31589
2026,powershell,azure,PowerShell,Azure,0.19393622046112657,752,545,31589
2026,powershell,terraform,PowerShell,Terraform,0.19337229596027203,526,392,31589
2026,powershell,ansible,PowerShell,Ansible,0.174841509160546,275,208,31589
2026,html,css,HTML,CSS,0.5508663024557209,774,536,31589
2026,html,react,HTML,React,0.2605645234064079,1272,804,31589
2026,html,angular,HTML,Angular,0.31469877724942463,930,572,31589
2026,html,vue,HTML,Vue,0.16821093713145693,291,217,31589
2026,html,dotnet,HTML,.NET,0.16077693746098684,487,356,31589
2026,html,aspnet,HTML,ASP.NET,0.179538443454987,213,156,31589
2026,html,git,HTML,Git,0.1624880304275769,865,592,31589
2026,html,jest,HTML,Jest,0.1694468649179052,195,158,31589
2026,html,api_design,HTML,API design,0.15408535114723573,1246,823,31589
2026,css,react,CSS,React,0.18133335677577744,517,389,31589
2026,css,angular,CSS,Angular,0.21073657699782883,374,269,31589
2026,css,jest,CSS,Jest,0.21134286310085662,137,115,31589
2026,react,angular,React,Angular,0.28271573792977417,1537,896,31589
2026,react,vue,React,Vue,0.2849304601633877,758,510,31589
2026,react,nextjs,React,Next.js,0.17068545476473274,1053,696,31589
2026,react,nodejs,React,Node.js,0.34384123139819334,1757,1097,31589
2026,react,graphql,React,GraphQL,0.21988706779616174,804,517,31589
2026,react,postgresql,React,PostgreSQL,0.2020662764086316,1434,939,31589
2026,react,jest,React,Jest,0.18077944123001055,351,267,31589
2026,react,api_design,React,API design,0.23361951560517857,3126,1808,31589
2026,angular,vue,Angular,Vue,0.3075280231185646,536,374,31589
2026,angular,nodejs,Angular,Node.js,0.16676597642813257,675,447,31589
2026,angular,dotnet,Angular,.NET,0.2374454248654206,731,482,31589
2026,angular,aspnet,Angular,ASP.NET,0.15298038009223328,210,150,31589
2026,angular,rest_api,Angular,REST API,0.15877766516192612,621,407,31589
2026,angular,microservices,Angular,Microservices,0.19299396053379234,1031,590,31589
2026,angular,sql,Angular,SQL,0.16104081290608233,1370,797,31589
2026,angular,api_design,Angular,API design,0.15390934943830203,1461,857,31589
2026,nodejs,graphql,Node.js,GraphQL,0.1673212567864254,420,300,31589
2026,nodejs,postgresql,Node.js,PostgreSQL,0.15777309189479796,743,537,31589
2026,nodejs,api_design,Node.js,API design,0.16170623384657928,1497,977,31589
2026,django,flask,Django,Flask,0.3811959765715756,198,148,31589
2026,django,fastapi,Django,FastAPI,0.2993792087592134,215,152,31589
2026,django,postgresql,Django,PostgreSQL,0.1546508696134393,266,191,31589
2026,flask,fastapi,Flask,FastAPI,0.43195366685446657,264,197,31589
2026,fastapi,postgresql,FastAPI,PostgreSQL,0.15796276919399427,331,243,31589
2026,dotnet,aspnet,.NET,ASP.NET,0.45662116627147836,478,343,31589
2026,dotnet,azure,.NET,Azure,0.17356096146731878,1118,725,31589
2026,dotnet,sql,.NET,SQL,0.22527114683227498,1360,872,31589
2026,aspnet,sql,ASP.NET,SQL,0.15482893512663606,388,284,31589
2026,graphql,api_design,GraphQL,API design,0.19003485210777027,944,636,31589
2026,rest_api,microservices,REST API,Microservices,0.221071387682919,1066,652,31589
2026,rest_api,api_design,REST API,API design,0.3186905273663565,2031,1222,31589
2026,microservices,aws,Microservices,AWS,0.20118859444190273,2731,1371,31589
2026,microservices,azure,Microservices,Azure,0.15838056353902696,1895,1014,31589
2026,microservices,kubernetes,Microservices,Kubernetes,0.26124567346075667,2268,1178,31589
2026,microservices,docker,Microservices,Docker,0.26128541072491523,2051,1103,31589
2026,microservices,ci_cd,Microservices,CI/CD,0.21635525961864094,2778,1403,31589
2026,microservices,kafka,Microservices,Kafka,0.22072855314879095,1159,643,31589
2026,microservices,api_design,Microservices,API design,0.26939219765850186,2771,1444,31589
2026,serverless,aws,Serverless,AWS,0.15939096843903505,735,502,31589
2026,serverless,dynamodb,Serverless,DynamoDB,0.2255042983019015,220,169,31589
2026,aws,azure,AWS,Azure,0.3590772784111968,5014,2272,31589
2026,aws,gcp,AWS,GCP,0.3921368350022374,3334,1602,31589
2026,aws,kubernetes,AWS,Kubernetes,0.3171797533127152,4480,2064,31589
2026,aws,docker,AWS,Docker,0.3095507505163402,3969,1985,31589
2026,aws,terraform,AWS,Terraform,0.318876953008388,3088,1672,31589
2026,aws,ci_cd,AWS,CI/CD,0.28191182938890685,5879,2634,31589
2026,aws,jenkins,AWS,Jenkins,0.17031281217465813,1798,974,31589
2026,aws,postgresql,AWS,PostgreSQL,0.1890581359697318,2086,1241,31589
2026,aws,kafka,AWS,Kafka,0.15796829801253778,1734,940,31589
2026,aws,dynamodb,AWS,DynamoDB,0.20613028205044132,803,527,31589
2026,aws,redshift,AWS,Redshift,0.15244908856174252,517,390,31589
2026,aws,observability,AWS,Observability,0.18456328896349652,2611,1510,31589
2026,azure,gcp,Azure,GCP,0.4181610413143882,2814,1393,31589
2026,azure,kubernetes,Azure,Kubernetes,0.2099414004705758,2889,1484,31589
2026,azure,docker,Azure,Docker,0.20868553791048658,2573,1395,31589
2026,azure,terraform,Azure,Terraform,0.1657644971086902,1761,1066,31589
2026,azure,ci_cd,Azure,CI/CD,0.2582030133772646,4307,2127,31589
2026,azure,sql,Azure,SQL,0.20788329394026925,3241,1748,31589
2026,gcp,kubernetes,GCP,Kubernetes,0.24346391797665995,1932,1023,31589
2026,gcp,docker,GCP,Docker,0.20750408604252127,1601,907,31589
2026,gcp,terraform,GCP,Terraform,0.17873085969646227,1144,698,31589
2026,gcp,ci_cd,GCP,CI/CD,0.15440633242444674,2123,1152,31589
2026,gcp,bigquery,GCP,BigQuery,0.18204122921721594,332,213,31589
2026,kubernetes,docker,Kubernetes,Docker,0.6204133385202293,4561,2149,31589
2026,kubernetes,terraform,Kubernetes,Terraform,0.3689556215053764,2566,1424,31589
