period_group,seniority_3level,technology,label,category,denominator,mentions,mention_rate
2024,unknown,numpy,NumPy,ai_ml,8807,56,0.006358578403542637
2024,unknown,pandas,Pandas,ai_ml,8807,70,0.007948223004428295
2024,unknown,pinecone,Pinecone,ai_ml,8807,0,0.0
2024,unknown,pytorch,PyTorch,ai_ml,8807,116,0.01317134097876689
2024,unknown,rag,RAG,ai_ml,8807,5,0.0005677302146020212
2024,unknown,scikit_learn,scikit-learn,ai_ml,8807,44,0.004996025888497786
2024,unknown,scipy,SciPy,ai_ml,8807,15,0.0017031906438060634
2024,unknown,tensorflow,TensorFlow,ai_ml,8807,122,0.013852617236289316
2024,unknown,vector_databases,Vector databases,ai_ml,8807,0,0.0
2024,unknown,weaviate,Weaviate,ai_ml,8807,0,0.0
2024,unknown,agents,Agents,ai_tool,8807,4,0.0004541841716816169
2024,unknown,anthropic_api,Anthropic API,ai_tool,8807,0,0.0
2024,unknown,chatgpt,ChatGPT,ai_tool,8807,1,0.00011354604292040422
2024,unknown,claude,Claude,ai_tool,8807,3,0.00034063812876121267
2024,unknown,claude_api,Claude API,ai_tool,8807,0,0.0
2024,unknown,codex,Codex,ai_tool,8807,0,0.0
2024,unknown,copilot,Copilot,ai_tool,8807,0,0.0
2024,unknown,cursor,Cursor,ai_tool,8807,0,0.0
2024,unknown,evals,Evals,ai_tool,8807,1,0.00011354604292040422
2024,unknown,fine_tuning,Fine-tuning,ai_tool,8807,70,0.007948223004428295
2024,unknown,gemini,Gemini,ai_tool,8807,1,0.00011354604292040422
2024,unknown,generative_ai,Generative AI,ai_tool,8807,64,0.00726694674690587
2024,unknown,llm,LLM,ai_tool,8807,82,0.009310775519473147
2024,unknown,mcp,MCP,ai_tool,8807,9,0.001021914386283638
2024,unknown,openai_api,OpenAI API,ai_tool,8807,1,0.00011354604292040422
2024,unknown,prompt_engineering,Prompt engineering,ai_tool,8807,1,0.00011354604292040422
2024,unknown,microservices,Microservices,architecture,8807,650,0.07380492789826275
2024,unknown,serverless,Serverless,architecture,8807,133,0.015101623708413761
2024,unknown,ansible,Ansible,cloud,8807,370,0.04201203588054956
2024,unknown,aws,AWS,cloud,8807,1959,0.2224366980810719
2024,unknown,azure,Azure,cloud,8807,1353,0.15362779607130692
2024,unknown,docker,Docker,cloud,8807,828,0.0940161235380947
2024,unknown,gcp,GCP,cloud,8807,422,0.047916430112410584
2024,unknown,helm,Helm,cloud,8807,57,0.006472124446463041
2024,unknown,kubernetes,Kubernetes,cloud,8807,926,0.1051436357442943
2024,unknown,terraform,Terraform,cloud,8807,487,0.05529692290223686
2024,unknown,airflow,Airflow,data,8807,147,0.01669126830929942
2024,unknown,bigquery,BigQuery,data,8807,47,0.0053366640172589986
2024,unknown,cassandra,Cassandra,data,8807,93,0.010559781991597593
2024,unknown,databricks,Databricks,data,8807,6,0.0006812762575224253
2024,unknown,dbt,dbt,data,8807,28,0.0031792892017713185
2024,unknown,dynamodb,DynamoDB,data,8807,136,0.015442261837174974
2024,unknown,elasticsearch,Elasticsearch,data,8807,109,0.01237651867832406
2024,unknown,flink,Flink,data,8807,36,0.004087657545134552
2024,unknown,hadoop,Hadoop,data,8807,211,0.023958215056205292
2024,unknown,kafka,Kafka,data,8807,415,0.04712160781196775
2024,unknown,mongodb,MongoDB,data,8807,34,0.0038605654592937435
2024,unknown,mysql,MySQL,data,8807,369,0.04189848983762916
2024,unknown,opensearch,OpenSearch,data,8807,10,0.0011354604292040423
2024,unknown,oracle,Oracle,data,8807,32,0.003633473373452935
2024,unknown,postgresql,PostgreSQL,data,8807,449,0.0509821732712615
2024,unknown,power_bi,Power BI,data,8807,1,0.00011354604292040422
2024,unknown,rabbitmq,RabbitMQ,data,8807,56,0.006358578403542637
2024,unknown,redis,Redis,data,8807,131,0.014874531622572953
2024,unknown,redshift,Redshift,data,8807,121,0.013739071193368911
2024,unknown,snowflake,Snowflake,data,8807,11,0.0012490064721244465
2024,unknown,spark,Spark,data,8807,121,0.013739071193368911
2024,unknown,sql,SQL,data,8807,2311,0.2624049051890542
2024,unknown,sql_server,SQL Server,data,8807,54,0.006131486317701828
2024,unknown,tableau,Tableau,data,8807,129,0.014647439536732145
2024,unknown,argo_cd,Argo CD,devops,8807,15,0.0017031906438060634
2024,unknown,buildkite,Buildkite,devops,8807,1,0.00011354604292040422
2024,unknown,ci_cd,CI/CD,devops,8807,1232,0.139888724877938
2024,unknown,circleci,CircleCI,devops,8807,1,0.00011354604292040422
2024,unknown,github_actions,GitHub Actions,devops,8807,2,0.00022709208584080845
2024,unknown,gitlab_ci,GitLab CI,devops,8807,26,0.0029521971159305097
2024,unknown,jenkins,Jenkins,devops,8807,724,0.08220733507437265
2024,unknown,angular,Angular,framework,8807,813,0.09231293289428863
2024,unknown,aspnet,ASP.NET,framework,8807,205,0.023276938798682867
2024,unknown,django,Django,framework,8807,99,0.011241058249120018
2024,unknown,dotnet,.NET,framework,8807,881,0.10003406381287612
2024,unknown,express,Express,framework,8807,26,0.0029521971159305097
2024,unknown,fastapi,FastAPI,framework,8807,21,0.002384466901328489
2024,unknown,flask,Flask,framework,8807,91,0.010332689905756785
2024,unknown,graphql,GraphQL,framework,8807,137,0.015555807880095378
2024,unknown,grpc,gRPC,framework,8807,34,0.0038605654592937435
2024,unknown,nextjs,Next.js,framework,8807,190,0.021573748154876803
2024,unknown,nodejs,Node.js,framework,8807,565,0.06415351425002838
2024,unknown,rails,Rails,framework,8807,62,0.007039854661065062
2024,unknown,react,React,framework,8807,1083,0.12297036448279777
2024,unknown,rest_api,REST API,framework,8807,450,0.0510957193141819
2024,unknown,spring,Spring,framework,8807,28,0.0031792892017713185
2024,unknown,vue,Vue,framework,8807,163,0.01850800499602589
2024,unknown,bash_shell,Bash/Shell,language,8807,374,0.04246622005223118
2024,unknown,c_language,C,language,8807,10,0.0011354604292040423
2024,unknown,cpp,C++,language,8807,1120,0.12717156807085273
2024,unknown,csharp,C#,language,8807,1086,0.12331100261155899
2024,unknown,css,CSS,language,8807,286,0.03247416827523561
2024,unknown,dart,Dart,language,8807,7,0.0007948223004428296
2024,unknown,elixir,Elixir,language,8807,10,0.0011354604292040423
2024,unknown,erlang,Erlang,language,8807,0,0.0
2024,unknown,go,Go,language,8807,149,0.01691836039514023
2024,unknown,html,HTML,language,8807,968,0.10991256954695129
2024,unknown,java,Java,language,8807,2083,0.236516407403202
2024,unknown,javascript,JavaScript,language,8807,1689,0.19177926649256274
2024,unknown,kotlin,Kotlin,language,8807,131,0.014874531622572953
2024,unknown,matlab,MATLAB,language,8807,157,0.017826728738503463
2024,unknown,objective_c,Objective-C,language,8807,44,0.004996025888497786
2024,unknown,perl,Perl,language,8807,138,0.015669353923015782
2024,unknown,php,PHP,language,8807,220,0.024980129442488928
2024,unknown,powershell,PowerShell,language,8807,337,0.038265016464176224
2024,unknown,python,Python,language,8807,2448,0.27796071306914955
2024,unknown,r_language,R,language,8807,8,0.0009083683433632338
2024,unknown,ruby,Ruby,language,8807,195,0.022141478369478825
2024,unknown,rust,Rust,language,8807,105,0.011922334506642443
2024,unknown,scala,Scala,language,8807,194,0.02202793232655842
2024,unknown,swift,Swift,language,8807,12,0.0013625525150448507
2024,unknown,typescript,TypeScript,language,8807,882,0.10014760985579653
2024,unknown,grafana,Grafana,ops,8807,102,0.01158169637788123
2024,unknown,linux,Linux,ops,8807,1354,0.15374134211422733
2024,unknown,prometheus,Prometheus,ops,8807,6,0.0006812762575224253
2024,unknown,splunk,Splunk,ops,8807,176,0.019984103553991144
2024,unknown,unix,Unix,ops,8807,426,0.0483706142840922
2024,unknown,agile,Agile,practice,8807,232,0.02634268195753378
2024,unknown,api_design,API design,practice,8807,1015,0.11524923356421028
2024,unknown,bdd,BDD,practice,8807,83,0.009424321562393551
2024,unknown,devops,DevOps,practice,8807,80,0.009083683433632339
2024,unknown,kanban,Kanban,practice,8807,92,0.010446235948677189
2024,unknown,observability,Observability,practice,8807,99,0.011241058249120018
2024,unknown,scrum,Scrum,practice,8807,662,0.07516748041330759
2024,unknown,security,Security,practice,8807,9,0.001021914386283638
2024,unknown,sre,SRE,practice,8807,116,0.01317134097876689
2024,unknown,tdd,TDD,practice,8807,123,0.01396616327920972
2024,unknown,oauth,OAuth,security,8807,104,0.011808788463722039
2024,unknown,cypress,Cypress,testing,8807,1,0.00011354604292040422
2024,unknown,integration_testing,Integration testing,testing,8807,3,0.00034063812876121267
2024,unknown,jest,Jest,testing,8807,80,0.009083683433632339
2024,unknown,junit,JUnit,testing,8807,176,0.019984103553991144
2024,unknown,mocha,Mocha,testing,8807,27,0.003065743158850914
2024,unknown,playwright,Playwright,testing,8807,27,0.003065743158850914
2024,unknown,pytest,Pytest,testing,8807,22,0.002498012944248893
2024,unknown,selenium,Selenium,testing,8807,223,0.025320767571250142
2024,unknown,unit_testing,Unit testing,testing,8807,2,0.00022709208584080845
2024,unknown,bitbucket,Bitbucket,tooling,8807,207,0.023504030884523675
2024,unknown,confluence,Confluence,tooling,8807,15,0.0017031906438060634
2024,unknown,git,Git,tooling,8807,1323,0.1502214147836948
2024,unknown,github,GitHub,tooling,8807,54,0.006131486317701828
2024,unknown,gitlab,GitLab,tooling,8807,262,0.029749063245145906
2024,unknown,jira,Jira,tooling,8807,748,0.08493244010446235
2026,junior,chroma,Chroma,ai_ml,1275,3,0.002352941176470588
2026,junior,computer_vision,Computer vision,ai_ml,1275,0,0.0
2026,junior,deep_learning,Deep learning,ai_ml,1275,0,0.0
2026,junior,hugging_face,Hugging Face,ai_ml,1275,15,0.011764705882352941
2026,junior,langchain,LangChain,ai_ml,1275,2,0.001568627450980392
2026,junior,llamaindex,LlamaIndex,ai_ml,1275,11,0.008627450980392156
2026,junior,machine_learning,Machine learning,ai_ml,1275,9,0.007058823529411765
2026,junior,mlops,MLOps,ai_ml,1275,22,0.017254901960784313
2026,junior,nlp,NLP,ai_ml,1275,15,0.011764705882352941
2026,junior,numpy,NumPy,ai_ml,1275,20,0.01568627450980392
2026,junior,pandas,Pandas,ai_ml,1275,30,0.023529411764705882
2026,junior,pinecone,Pinecone,ai_ml,1275,0,0.0
2026,junior,pytorch,PyTorch,ai_ml,1275,121,0.09490196078431372
2026,junior,rag,RAG,ai_ml,1275,49,0.038431372549019606
2026,junior,scikit_learn,scikit-learn,ai_ml,1275,38,0.02980392156862745
2026,junior,scipy,SciPy,ai_ml,1275,3,0.002352941176470588
2026,junior,tensorflow,TensorFlow,ai_ml,1275,107,0.08392156862745098
2026,junior,vector_databases,Vector databases,ai_ml,1275,0,0.0
2026,junior,weaviate,Weaviate,ai_ml,1275,5,0.00392156862745098
2026,junior,agents,Agents,ai_tool,1275,22,0.017254901960784313
2026,junior,anthropic_api,Anthropic API,ai_tool,1275,4,0.003137254901960784
2026,junior,chatgpt,ChatGPT,ai_tool,1275,1,0.000784313725490196
2026,junior,claude,Claude,ai_tool,1275,49,0.038431372549019606
2026,junior,claude_api,Claude API,ai_tool,1275,1,0.000784313725490196
2026,junior,codex,Codex,ai_tool,1275,9,0.007058823529411765
2026,junior,copilot,Copilot,ai_tool,1275,0,0.0
2026,junior,cursor,Cursor,ai_tool,1275,30,0.023529411764705882
2026,junior,evals,Evals,ai_tool,1275,10,0.00784313725490196
2026,junior,fine_tuning,Fine-tuning,ai_tool,1275,44,0.034509803921568626
2026,junior,gemini,Gemini,ai_tool,1275,8,0.006274509803921568
2026,junior,generative_ai,Generative AI,ai_tool,1275,72,0.05647058823529412
2026,junior,llm,LLM,ai_tool,1275,170,0.13333333333333333
2026,junior,mcp,MCP,ai_tool,1275,15,0.011764705882352941
2026,junior,openai_api,OpenAI API,ai_tool,1275,3,0.002352941176470588
2026,junior,prompt_engineering,Prompt engineering,ai_tool,1275,0,0.0
2026,junior,microservices,Microservices,architecture,1275,86,0.06745098039215686
2026,junior,serverless,Serverless,architecture,1275,14,0.010980392156862745
2026,junior,ansible,Ansible,cloud,1275,46,0.03607843137254902
2026,junior,aws,AWS,cloud,1275,312,0.2447058823529412
2026,junior,azure,Azure,cloud,1275,223,0.17490196078431372
2026,junior,docker,Docker,cloud,1275,181,0.1419607843137255
2026,junior,gcp,GCP,cloud,1275,105,0.08235294117647059
2026,junior,helm,Helm,cloud,1275,21,0.01647058823529412
2026,junior,kubernetes,Kubernetes,cloud,1275,182,0.14274509803921567
2026,junior,terraform,Terraform,cloud,1275,70,0.054901960784313725
2026,junior,airflow,Airflow,data,1275,25,0.0196078431372549
2026,junior,bigquery,BigQuery,data,1275,14,0.010980392156862745
2026,junior,cassandra,Cassandra,data,1275,9,0.007058823529411765
2026,junior,databricks,Databricks,data,1275,2,0.001568627450980392
2026,junior,dbt,dbt,data,1275,7,0.005490196078431373
2026,junior,dynamodb,DynamoDB,data,1275,23,0.01803921568627451
2026,junior,elasticsearch,Elasticsearch,data,1275,30,0.023529411764705882
2026,junior,flink,Flink,data,1275,28,0.02196078431372549
2026,junior,hadoop,Hadoop,data,1275,36,0.02823529411764706
2026,junior,kafka,Kafka,data,1275,49,0.038431372549019606
2026,junior,mongodb,MongoDB,data,1275,2,0.001568627450980392
2026,junior,mysql,MySQL,data,1275,73,0.05725490196078432
2026,junior,opensearch,OpenSearch,data,1275,3,0.002352941176470588
2026,junior,oracle,Oracle,data,1275,3,0.002352941176470588
2026,junior,postgresql,PostgreSQL,data,1275,106,0.08313725490196078
2026,junior,power_bi,Power BI,data,1275,0,0.0
2026,junior,rabbitmq,RabbitMQ,data,1275,12,0.009411764705882352
2026,junior,redis,Redis,data,1275,31,0.02431372549019608
2026,junior,redshift,Redshift,data,1275,14,0.010980392156862745
2026,junior,snowflake,Snowflake,data,1275,3,0.002352941176470588
2026,junior,spark,Spark,data,1275,21,0.01647058823529412
2026,junior,sql,SQL,data,1275,345,0.27058823529411763
2026,junior,sql_server,SQL Server,data,1275,4,0.003137254901960784
2026,junior,tableau,Tableau,data,1275,18,0.01411764705882353
2026,junior,argo_cd,Argo CD,devops,1275,12,0.009411764705882352
2026,junior,buildkite,Buildkite,devops,1275,2,0.001568627450980392
2026,junior,ci_cd,CI/CD,devops,1275,249,0.1952941176470588
2026,junior,circleci,CircleCI,devops,1275,0,0.0
2026,junior,github_actions,GitHub Actions,devops,1275,0,0.0
2026,junior,gitlab_ci,GitLab CI,devops,1275,29,0.022745098039215685
2026,junior,jenkins,Jenkins,devops,1275,88,0.06901960784313725
2026,junior,angular,Angular,framework,1275,101,0.0792156862745098
2026,junior,aspnet,ASP.NET,framework,1275,27,0.021176470588235293
2026,junior,django,Django,framework,1275,18,0.01411764705882353
2026,junior,dotnet,.NET,framework,1275,100,0.0784313725490196
2026,junior,express,Express,framework,1275,7,0.005490196078431373
2026,junior,fastapi,FastAPI,framework,1275,15,0.011764705882352941
2026,junior,flask,Flask,framework,1275,10,0.00784313725490196
2026,junior,graphql,GraphQL,framework,1275,17,0.013333333333333334
2026,junior,grpc,gRPC,framework,1275,11,0.008627450980392156
2026,junior,nextjs,Next.js,framework,1275,83,0.06509803921568627
2026,junior,nodejs,Node.js,framework,1275,79,0.06196078431372549
2026,junior,rails,Rails,framework,1275,10,0.00784313725490196
2026,junior,react,React,framework,1275,229,0.1796078431372549
2026,junior,rest_api,REST API,framework,1275,74,0.05803921568627451
2026,junior,spring,Spring,framework,1275,6,0.004705882352941176
2026,junior,vue,Vue,framework,1275,47,0.03686274509803922
2026,junior,bash_shell,Bash/Shell,language,1275,67,0.05254901960784314
2026,junior,c_language,C,language,1275,0,0.0
2026,junior,cpp,C++,language,1275,369,0.28941176470588237
2026,junior,csharp,C#,language,1275,177,0.1388235294117647
2026,junior,css,CSS,language,1275,27,0.021176470588235293
2026,junior,dart,Dart,language,1275,3,0.002352941176470588
2026,junior,elixir,Elixir,language,1275,2,0.001568627450980392
2026,junior,erlang,Erlang,language,1275,1,0.000784313725490196
2026,junior,go,Go,language,1275,58,0.04549019607843137
2026,junior,html,HTML,language,1275,117,0.09176470588235294
2026,junior,java,Java,language,1275,467,0.36627450980392157
2026,junior,javascript,JavaScript,language,1275,303,0.2376470588235294
2026,junior,kotlin,Kotlin,language,1275,35,0.027450980392156862
2026,junior,matlab,MATLAB,language,1275,24,0.018823529411764704
2026,junior,objective_c,Objective-C,language,1275,8,0.006274509803921568
2026,junior,perl,Perl,language,1275,13,0.01019607843137255
2026,junior,php,PHP,language,1275,17,0.013333333333333334
2026,junior,powershell,PowerShell,language,1275,25,0.0196078431372549
2026,junior,python,Python,language,1275,759,0.5952941176470589
2026,junior,r_language,R,language,1275,0,0.0
2026,junior,ruby,Ruby,language,1275,27,0.021176470588235293
2026,junior,rust,Rust,language,1275,53,0.04156862745098039
2026,junior,scala,Scala,language,1275,31,0.02431372549019608
2026,junior,swift,Swift,language,1275,3,0.002352941176470588
2026,junior,typescript,TypeScript,language,1275,220,0.17254901960784313
2026,junior,grafana,Grafana,ops,1275,29,0.022745098039215685
2026,junior,linux,Linux,ops,1275,198,0.15529411764705883
2026,junior,prometheus,Prometheus,ops,1275,4,0.003137254901960784
2026,junior,splunk,Splunk,ops,1275,14,0.010980392156862745
2026,junior,unix,Unix,ops,1275,38,0.02980392156862745
2026,junior,agile,Agile,practice,1275,29,0.022745098039215685
2026,junior,api_design,API design,practice,1275,273,0.21411764705882352
2026,junior,bdd,BDD,practice,1275,2,0.001568627450980392
2026,junior,devops,DevOps,practice,1275,14,0.010980392156862745
2026,junior,kanban,Kanban,practice,1275,10,0.00784313725490196
2026,junior,observability,Observability,practice,1275,53,0.04156862745098039
2026,junior,scrum,Scrum,practice,1275,73,0.05725490196078432
2026,junior,security,Security,practice,1275,0,0.0
2026,junior,sre,SRE,practice,1275,10,0.00784313725490196
2026,junior,tdd,TDD,practice,1275,10,0.00784313725490196
2026,junior,oauth,OAuth,security,1275,14,0.010980392156862745
2026,junior,cypress,Cypress,testing,1275,2,0.001568627450980392
2026,junior,integration_testing,Integration testing,testing,1275,4,0.003137254901960784
2026,junior,jest,Jest,testing,1275,8,0.006274509803921568
2026,junior,junit,JUnit,testing,1275,16,0.012549019607843137
2026,junior,mocha,Mocha,testing,1275,2,0.001568627450980392
2026,junior,playwright,Playwright,testing,1275,10,0.00784313725490196
2026,junior,pytest,Pytest,testing,1275,8,0.006274509803921568
2026,junior,selenium,Selenium,testing,1275,20,0.01568627450980392
2026,junior,unit_testing,Unit testing,testing,1275,0,0.0
2026,junior,bitbucket,Bitbucket,tooling,1275,23,0.01803921568627451
2026,junior,confluence,Confluence,tooling,1275,4,0.003137254901960784
2026,junior,git,Git,tooling,1275,264,0.20705882352941177
2026,junior,github,GitHub,tooling,1275,11,0.008627450980392156
2026,junior,gitlab,GitLab,tooling,1275,89,0.06980392156862746
2026,junior,jira,Jira,tooling,1275,94,0.07372549019607844
2026,mid,chroma,Chroma,ai_ml,52,1,0.019230769230769232
2026,mid,computer_vision,Computer vision,ai_ml,52,0,0.0
2026,mid,deep_learning,Deep learning,ai_ml,52,0,0.0
2026,mid,hugging_face,Hugging Face,ai_ml,52,1,0.019230769230769232
2026,mid,langchain,LangChain,ai_ml,52,0,0.0
2026,mid,llamaindex,LlamaIndex,ai_ml,52,0,0.0
2026,mid,machine_learning,Machine learning,ai_ml,52,0,0.0
2026,mid,mlops,MLOps,ai_ml,52,0,0.0
2026,mid,nlp,NLP,ai_ml,52,0,0.0
2026,mid,numpy,NumPy,ai_ml,52,0,0.0
2026,mid,pandas,Pandas,ai_ml,52,0,0.0
2026,mid,pinecone,Pinecone,ai_ml,52,0,0.0
2026,mid,pytorch,PyTorch,ai_ml,52,0,0.0
2026,mid,rag,RAG,ai_ml,52,0,0.0
2026,mid,scikit_learn,scikit-learn,ai_ml,52,0,0.0
2026,mid,scipy,SciPy,ai_ml,52,0,0.0
2026,mid,tensorflow,TensorFlow,ai_ml,52,0,0.0
2026,mid,vector_databases,Vector databases,ai_ml,52,0,0.0
2026,mid,weaviate,Weaviate,ai_ml,52,0,0.0
2026,mid,agents,Agents,ai_tool,52,1,0.019230769230769232
2026,mid,anthropic_api,Anthropic API,ai_tool,52,0,0.0
2026,mid,chatgpt,ChatGPT,ai_tool,52,0,0.0
2026,mid,claude,Claude,ai_tool,52,2,0.038461538461538464
2026,mid,claude_api,Claude API,ai_tool,52,0,0.0
2026,mid,codex,Codex,ai_tool,52,0,0.0
2026,mid,copilot,Copilot,ai_tool,52,1,0.019230769230769232
2026,mid,cursor,Cursor,ai_tool,52,3,0.057692307692307696
2026,mid,evals,Evals,ai_tool,52,0,0.0
2026,mid,fine_tuning,Fine-tuning,ai_tool,52,1,0.019230769230769232
2026,mid,gemini,Gemini,ai_tool,52,0,0.0
2026,mid,generative_ai,Generative AI,ai_tool,52,2,0.038461538461538464
2026,mid,llm,LLM,ai_tool,52,5,0.09615384615384616
2026,mid,mcp,MCP,ai_tool,52,1,0.019230769230769232
2026,mid,openai_api,OpenAI API,ai_tool,52,0,0.0
2026,mid,prompt_engineering,Prompt engineering,ai_tool,52,0,0.0
2026,mid,microservices,Microservices,architecture,52,7,0.1346153846153846
2026,mid,serverless,Serverless,architecture,52,0,0.0
2026,mid,ansible,Ansible,cloud,52,1,0.019230769230769232
2026,mid,aws,AWS,cloud,52,15,0.28846153846153844
2026,mid,azure,Azure,cloud,52,11,0.21153846153846154
2026,mid,docker,Docker,cloud,52,9,0.17307692307692307
2026,mid,gcp,GCP,cloud,52,9,0.17307692307692307
2026,mid,helm,Helm,cloud,52,2,0.038461538461538464
2026,mid,kubernetes,Kubernetes,cloud,52,11,0.21153846153846154
2026,mid,terraform,Terraform,cloud,52,8,0.15384615384615385
2026,mid,airflow,Airflow,data,52,1,0.019230769230769232
2026,mid,bigquery,BigQuery,data,52,1,0.019230769230769232
2026,mid,cassandra,Cassandra,data,52,1,0.019230769230769232
2026,mid,databricks,Databricks,data,52,0,0.0
2026,mid,dbt,dbt,data,52,1,0.019230769230769232
2026,mid,dynamodb,DynamoDB,data,52,0,0.0
2026,mid,elasticsearch,Elasticsearch,data,52,1,0.019230769230769232
2026,mid,flink,Flink,data,52,1,0.019230769230769232
2026,mid,hadoop,Hadoop,data,52,2,0.038461538461538464
2026,mid,kafka,Kafka,data,52,4,0.07692307692307693
2026,mid,mongodb,MongoDB,data,52,0,0.0
2026,mid,mysql,MySQL,data,52,3,0.057692307692307696
2026,mid,opensearch,OpenSearch,data,52,0,0.0
2026,mid,oracle,Oracle,data,52,0,0.0
2026,mid,postgresql,PostgreSQL,data,52,5,0.09615384615384616
2026,mid,power_bi,Power BI,data,52,0,0.0
2026,mid,rabbitmq,RabbitMQ,data,52,2,0.038461538461538464
2026,mid,redis,Redis,data,52,1,0.019230769230769232
2026,mid,redshift,Redshift,data,52,1,0.019230769230769232
2026,mid,snowflake,Snowflake,data,52,0,0.0
2026,mid,spark,Spark,data,52,1,0.019230769230769232
2026,mid,sql,SQL,data,52,19,0.36538461538461536
2026,mid,sql_server,SQL Server,data,52,0,0.0
2026,mid,tableau,Tableau,data,52,1,0.019230769230769232
2026,mid,argo_cd,Argo CD,devops,52,1,0.019230769230769232
2026,mid,buildkite,Buildkite,devops,52,0,0.0
2026,mid,ci_cd,CI/CD,devops,52,15,0.28846153846153844
2026,mid,circleci,CircleCI,devops,52,0,0.0
2026,mid,github_actions,GitHub Actions,devops,52,0,0.0
2026,mid,gitlab_ci,GitLab CI,devops,52,2,0.038461538461538464
2026,mid,jenkins,Jenkins,devops,52,8,0.15384615384615385
2026,mid,angular,Angular,framework,52,5,0.09615384615384616
2026,mid,aspnet,ASP.NET,framework,52,2,0.038461538461538464
2026,mid,django,Django,framework,52,0,0.0
2026,mid,dotnet,.NET,framework,52,5,0.09615384615384616
2026,mid,express,Express,framework,52,0,0.0
2026,mid,fastapi,FastAPI,framework,52,1,0.019230769230769232
2026,mid,flask,Flask,framework,52,1,0.019230769230769232
2026,mid,graphql,GraphQL,framework,52,3,0.057692307692307696
2026,mid,grpc,gRPC,framework,52,0,0.0
2026,mid,nextjs,Next.js,framework,52,1,0.019230769230769232
2026,mid,nodejs,Node.js,framework,52,2,0.038461538461538464
2026,mid,rails,Rails,framework,52,0,0.0
2026,mid,react,React,framework,52,9,0.17307692307692307
2026,mid,rest_api,REST API,framework,52,7,0.1346153846153846
2026,mid,spring,Spring,framework,52,1,0.019230769230769232
2026,mid,vue,Vue,framework,52,0,0.0
2026,mid,bash_shell,Bash/Shell,language,52,3,0.057692307692307696
2026,mid,c_language,C,language,52,0,0.0
2026,mid,cpp,C++,language,52,11,0.21153846153846154
2026,mid,csharp,C#,language,52,9,0.17307692307692307
2026,mid,css,CSS,language,52,0,0.0
2026,mid,dart,Dart,language,52,0,0.0
2026,mid,elixir,Elixir,language,52,0,0.0
2026,mid,erlang,Erlang,language,52,0,0.0
2026,mid,go,Go,language,52,3,0.057692307692307696
2026,mid,html,HTML,language,52,6,0.11538461538461539
2026,mid,java,Java,language,52,24,0.46153846153846156
2026,mid,javascript,JavaScript,language,52,13,0.25
2026,mid,kotlin,Kotlin,language,52,2,0.038461538461538464
2026,mid,matlab,MATLAB,language,52,0,0.0
2026,mid,objective_c,Objective-C,language,52,0,0.0
2026,mid,perl,Perl,language,52,1,0.019230769230769232
2026,mid,php,PHP,language,52,0,0.0
2026,mid,powershell,PowerShell,language,52,2,0.038461538461538464
2026,mid,python,Python,language,52,24,0.46153846153846156
2026,mid,r_language,R,language,52,0,0.0
2026,mid,ruby,Ruby,language,52,2,0.038461538461538464
2026,mid,rust,Rust,language,52,3,0.057692307692307696
2026,mid,scala,Scala,language,52,3,0.057692307692307696
2026,mid,swift,Swift,language,52,0,0.0
2026,mid,typescript,TypeScript,language,52,7,0.1346153846153846
2026,mid,grafana,Grafana,ops,52,2,0.038461538461538464
2026,mid,linux,Linux,ops,52,11,0.21153846153846154
2026,mid,prometheus,Prometheus,ops,52,0,0.0
2026,mid,splunk,Splunk,ops,52,1,0.019230769230769232
2026,mid,unix,Unix,ops,52,6,0.11538461538461539
2026,mid,agile,Agile,practice,52,3,0.057692307692307696
2026,mid,api_design,API design,practice,52,16,0.3076923076923077
2026,mid,bdd,BDD,practice,52,2,0.038461538461538464
2026,mid,devops,DevOps,practice,52,1,0.019230769230769232
2026,mid,kanban,Kanban,practice,52,0,0.0
2026,mid,observability,Observability,practice,52,3,0.057692307692307696
2026,mid,scrum,Scrum,practice,52,9,0.17307692307692307
2026,mid,security,Security,practice,52,0,0.0
2026,mid,sre,SRE,practice,52,3,0.057692307692307696
2026,mid,tdd,TDD,practice,52,2,0.038461538461538464
2026,mid,oauth,OAuth,security,52,2,0.038461538461538464
2026,mid,cypress,Cypress,testing,52,0,0.0
2026,mid,integration_testing,Integration testing,testing,52,0,0.0
2026,mid,jest,Jest,testing,52,0,0.0
2026,mid,junit,JUnit,testing,52,1,0.019230769230769232
2026,mid,mocha,Mocha,testing,52,0,0.0
2026,mid,playwright,Playwright,testing,52,1,0.019230769230769232
2026,mid,pytest,Pytest,testing,52,0,0.0
2026,mid,selenium,Selenium,testing,52,0,0.0
2026,mid,unit_testing,Unit testing,testing,52,0,0.0
2026,mid,bitbucket,Bitbucket,tooling,52,1,0.019230769230769232
2026,mid,confluence,Confluence,tooling,52,0,0.0
2026,mid,git,Git,tooling,52,16,0.3076923076923077
2026,mid,github,GitHub,tooling,52,0,0.0
2026,mid,gitlab,GitLab,tooling,52,3,0.057692307692307696
2026,mid,jira,Jira,tooling,52,2,0.038461538461538464
2026,senior,chroma,Chroma,ai_ml,17713,14,0.0007903799469316321
2026,senior,computer_vision,Computer vision,ai_ml,17713,0,0.0
2026,senior,deep_learning,Deep learning,ai_ml,17713,0,0.0
2026,senior,hugging_face,Hugging Face,ai_ml,17713,240,0.013549370518827979
2026,senior,langchain,LangChain,ai_ml,17713,38,0.00214531699881443
