representation,nn_seniority,count,observed_rate,base_rate,excess
embeddings,junior,2148,0.2148,0.17713107241063245,0.037668927589367546
embeddings,mid,2825,0.2825,0.3645737855178735,-0.08207378551787353
embeddings,senior,5027,0.5027,0.458295142071494,0.044404857928506014
embeddings,unknown,0,0.0,0.0,0.0
