representation,nn_seniority,count,observed_rate,base_rate,excess
tfidf,junior,2424,0.2424,0.17713107241063245,0.06526892758936756
tfidf,mid,2529,0.2529,0.3645737855178735,-0.11167378551787349
tfidf,senior,5047,0.5047,0.458295142071494,0.046404857928506016
tfidf,unknown,0,0.0,0.0,0.0
