spec,period_group,occ,n,text_labeled_n,class_labeled_n,ai_tool_share,scope_any_share,analysis_text_mean_len,analysis_text_median_len,raw_desc_mean_len,raw_desc_median_len
raw_all,2024,adjacent,11816,11256,5787,0.02742044685172647,0.384478672985782,3920.8266756939743,3617.342586323629,3920.8266756939743,3617.342586323629
raw_all,2024,control,113955,24700,8742,0.016936510025887412,0.13183274099425213,3708.784177964986,3180.634276688166,3708.784177964986,3180.634276688166
raw_all,2024,swe,22820,20253,5255,0.023970201577563542,0.39027169149868535,3763.080806310254,3576.9759421560034,3763.080806310254,3576.9759421560034
raw_all,2026,adjacent,10463,7112,4705,0.1994647806556437,0.6031730861129695,5156.529676001147,5068.057536079518,5156.529676001147,5068.057536079518
raw_all,2026,control,37312,5529,4278,0.018037092624356776,0.2980542452830189,4470.3902765866205,4038.446397941681,4470.3902765866205,4038.446397941681
raw_all,2026,swe,37152,5966,3195,0.23016257536606374,0.5952573212747632,4935.851394272179,4890.163598191214,4935.851394272179,4890.163598191214
