feature,mean_2024,mean_2026,delta,n_2024,n_2026
llm_sig_vocab_density,0.2695109269347761,0.37625947485331657,0.10674854791854049,22751,25553
llm_em_dash_density,0.008448848410063122,0.10598060766617444,0.09753175925611132,22751,25553
avg_sentence_length,31.683806429445067,30.01777702251942,-1.6660294069256452,22796,25656
sentence_length_sd,27.35747952730878,28.5511979286188,1.1937184013100222,22796,25656
type_token_ratio,0.6900464356577536,0.7035136672429714,0.013467231585217787,22796,25656
authorship_score_llm,-0.019930930000884556,0.017709131598852294,0.037640061599736846,22796,25656
