company_name_canonical,period_year,n,mean_score,mean_sig,mean_em_dash,mean_sent_len,mean_ttr
QuantumBricks,2024,11,1.1692396513529963,0.7585734997065441,0.0,135.80284992784993,0.6941711698858644
Databricks,2024,14,0.8250906201353849,0.5515488879837483,0.9731705387126797,24.288691167465092,0.6686668987443672
Rippling,2024,16,0.7866661559944271,0.7001264216502001,1.0999343091651688,31.15004838545957,0.7270374086750923
Agoda,2024,11,0.5860144415567256,0.8051218011632905,0.0,30.500576596347926,0.5229238697911186
Adobe,2024,18,0.556661236994922,0.5328075549942268,0.6768894169911285,21.947338116354686,0.6720575247364096
Hudson River Trading,2024,11,0.4880801857929045,0.8320562309613738,0.3553253481542617,26.887993351537514,0.6574286259337476
Stripe,2024,23,0.40320033058599064,0.3525709397419758,0.4468623075140457,25.994630761951527,0.6505823950402417
H-E-B,2024,12,0.37321386738248225,0.49243086334439634,0.1528699044365536,86.56269073884205,0.6930755824843237
BLUE ORIGIN,2024,106,0.370675446848114,0.36700947000957646,0.08182672868978509,23.450006717930737,0.5874434557515955
Strategic Employment Partners (SEP),2024,18,0.3651644985051871,1.1605109579566038,0.0,26.567019400352734,0.7038174820916074
Parsons Corporation,2024,16,0.3632072698980136,0.6246920171403711,0.23685685762428393,22.338967503061046,0.64933295806629
Genpact,2024,12,0.3474837755689595,0.8514532957761518,0.07429976414634332,40.93966880767487,0.6794349448687748
Microsoft,2024,20,0.3049910365129185,0.5776793903115652,0.009351037965214139,28.562994742652613,0.6296042785248384
Zscaler,2024,14,0.3047819444011424,0.0983806315327737,0.5911151855044627,25.925788471557127,0.680952380952381
"Conch Technologies, Inc",2024,68,0.2977585656953499,0.10425055299199627,0.5417023882022451,51.364259453781514,0.7550159864836294
Verkada,2024,12,0.2862132645851104,0.1911494925877185,0.8058681440706311,32.84022566331835,0.7421039245854205
CVS Health,2024,22,0.28479224094669436,0.20698414605412951,0.3090387353441056,30.24456108904336,0.6261982314161357
Anduril Industries,2024,52,0.27905756143878185,0.6042298349490903,0.0877097893961404,30.450056881398364,0.6519418278397766
Booz Allen Hamilton,2024,10,0.26296809087631334,0.29099404502858006,0.311160033957643,28.991010351929468,0.6397128747272518
Lyft,2024,13,0.2624328898252784,0.5487596190890862,0.2379858521039777,29.259351131356986,0.6697513521483854
Shield AI,2024,12,0.26175285067234516,0.5858094523081441,0.0,21.3764454674125,0.6299922064154603
Phaxis,2024,10,0.25228818463513225,0.7898631151931517,0.0,42.94207415772633,0.7235475114934797
Avesta Computer Services,2024,12,0.24888162922494553,0.30823734349542276,0.0,87.00833333333333,0.6854852997990845
Fortinet,2024,12,0.23275091933643255,0.34530581368165486,0.0,24.519987733021267,0.6121508501615353
ESPN,2024,31,0.22545723012967805,0.44347633341313436,0.0061455638247531015,34.89720693124674,0.6334172477382851
Spectrum,2024,12,0.22424043662133467,0.37983379324638356,0.3733176385693892,19.79551264795699,0.6874907859046585
Lockheed Martin,2024,86,0.2227713324921221,0.6483105901944919,0.006849010146808532,22.5728696453633,0.6676352298487614
CyberCoders,2024,97,0.22045822080449176,0.19948299241731068,0.3562669173380204,27.190011171288596,0.6688533788520021
NVIDIA,2024,57,0.19946166801326742,0.6209061375659284,0.12088074788445398,22.5576235551092,0.677266115864192
AMERICAN SYSTEMS,2024,10,0.19000256336577726,0.7305988677229844,0.0,24.62416810851148,0.6811829644976629
Infinite Computer Solutions,2024,16,0.18843154615627838,0.04674644727000748,0.0,62.563061938061935,0.6927286028298504
Experfy,2024,35,0.18629571875097467,0.16821750736773491,0.0,97.68358974358975,0.6717848952686696
Harnham,2024,18,0.18057534207537515,0.44889410164351073,0.05071251077640854,44.523478835978835,0.6553674879580467
Snowflake,2024,38,0.1728475167657182,0.326557929963127,0.0,20.071728236823038,0.6230107197805494
U.S. Bank,2024,10,0.17191925357331816,0.5028945698321845,0.1575739359166342,22.624455729349584,0.6590787279677547
TikTok,2024,15,0.17068879588247127,0.4428570704290191,0.0,20.64598321002669,0.6381939349160255
Bowman Williams,2024,51,0.1521488490735113,0.2585787411489551,0.0,30.408540782153256,0.6231270328984884
Ford Motor Company,2024,14,0.1493647676293648,0.42555834387213115,0.10719585518974331,29.961137130770446,0.6541761139327898
WinMax,2024,13,0.14919639582016836,0.22289795072096089,0.0,56.981194233117314,0.6975897951525002
Discover Financial Services,2024,96,0.14824686842767512,0.21106801618400048,0.24014536475255152,21.597423506582658,0.6395788838108618
Spanco Solutions,2024,21,0.14799941777484218,0.3758184723936416,0.0,42.85899334351715,0.686418632396178
Visa,2024,17,0.14423019802110498,0.5840368218289222,0.0,21.105360504028756,0.6734530301144999
World Wide Technology,2024,24,0.14390001496532925,0.3124984526820574,0.1983290638864763,24.766966266447422,0.6617619586610645
Piper Companies,2024,24,0.14014445527509778,0.4190846038416776,0.0,63.978932020708335,0.6475958849976061
LTIMindtree,2024,14,0.13820075106433927,0.4812168007496474,0.45242532510877165,27.346070882224193,0.7473763409376185
Futran Solutions,2024,13,0.1366008660901157,0.04548969658372379,0.0,61.28144078144078,0.6950223167917927
Jobot,2024,70,0.13623336173886474,0.6187831575507553,0.015772248728362446,16.511080704684364,0.6714364685550541
Northrop Grumman,2024,309,0.13395586559953784,0.5564306449492017,0.002408808220237748,25.268592963859998,0.6579251978219525
Global Guardian,2024,10,0.1299083644757127,0.16638935108153077,0.0,16.01851851851852,0.6164383561643836
PepsiCo,2024,10,0.128361743798087,0.4515451087664798,0.029694665449488976,27.205783505887524,0.6403471829375798
Ekodus,2024,15,0.12696141904323519,0.23266230189417125,0.0,66.31622405372406,0.7264887182654448
Tata Consultancy Services,2024,72,0.12404254345923599,0.1369569450249849,0.0,53.78056976403897,0.6960213018608696
Walmart,2024,172,0.12346962184077258,0.6114076034559682,0.0,18.744208122443045,0.6776826059595377
"HireIO, Inc.",2024,11,0.11942127210142615,0.2229912365945185,0.0,60.7060606060606,0.6826459753918168
Fidelity Investments,2024,29,0.11573674533740397,0.42868998794148006,0.21032543886149463,26.42729528456414,0.6927916504429656
Sierra Space,2024,23,0.1129213018410611,0.5148513945605767,0.22708704512777975,24.999097216698193,0.7013591778289875
Wipro,2024,18,0.1127572914896009,1.1638744285578344,0.0,35.17854563268858,0.767977642498231
Motion Recruitment,2024,124,0.11234973284237341,0.504975621372563,0.0,26.122343060813513,0.6667475997997593
TekSynap,2024,10,0.11144269521671599,0.5212233565609503,0.0,24.175601288954947,0.6720640011956287
CGI,2024,23,0.11096989108678439,0.24771260777590048,0.2342946093634923,22.68166246446289,0.672272493252368
myGwork - LGBTQ+ Business Community,2024,12,0.10436565230779409,0.5054968056408639,0.05598178405669568,57.19922654297654,0.6554471085373653
Selby Jennings,2024,33,0.10342816542401836,0.5037726281672683,0.0,43.23911992225389,0.7091860005779876
Amazon Web Services (AWS),2024,109,0.10085113580339933,0.2520917883461814,0.052296023581049046,23.561691086734676,0.6441056853218698
General Dynamics Mission Systems,2024,18,0.09722172968168692,0.6758950613612958,0.0,24.49036402560828,0.6740662646299729
"BAE Systems, Inc.",2024,52,0.09489637032324308,0.2328670580590044,0.1874074001183139,23.65535348689569,0.6728578237740936
People Tech Group Inc,2024,18,0.09300731944123328,0.3339259521576621,0.0,36.21213271430663,0.6920792286380318
Synechron,2024,29,0.08788838264981806,0.7615323023107038,0.0,38.38555196714607,0.6941137025135661
Collins Aerospace,2024,71,0.08755216021100676,0.4219506170292307,0.20867030295643368,24.372986176242193,0.6987909313441694
HTC Global Services,2024,21,0.08712769711318191,0.6101296341251613,0.0,21.867690929000453,0.6798727603609779
"Pinnacle Group, Inc.",2024,15,0.08635371209056811,0.1390861405769513,0.0,61.64146231918583,0.6871624593910466
The Walt Disney Company,2024,51,0.08054040422957337,0.29072732391113715,0.023521273524544552,34.16724579925869,0.6489570498785875
The Trade Desk,2024,15,0.08001492953134885,0.5490733458320959,0.14180160282004733,24.430789031834518,0.7129829143288635
"Verticalmove, Inc",2024,10,0.07930508872754018,0.9933878745138998,0.05298013245033113,16.046121458966326,0.7620894561866252
ByteDance,2024,44,0.07745320901685741,0.24781184059807249,0.0,21.260808149402322,0.6381668818452989
Blizzard Entertainment,2024,10,0.07615139628709554,0.29364264792747885,0.0,23.851425622044502,0.6314808489099671
Aditi Consulting,2024,28,0.07294493792356367,0.18150306883338177,0.0,40.290402099528315,0.6671686436285971
VIR Consultant LLC,2024,10,0.07267856635602235,0.3546236831236722,0.0,46.05936507936508,0.66716630922115
SEGULA Technologies,2024,21,0.06955325304950268,0.6930891253792941,0.0,17.668471905483553,0.7066253228569048
Google,2024,33,0.06203647779413508,0.25424817321954835,0.0,20.417807981682913,0.6566096558991587
Planet Technology,2024,11,0.06185330388151671,0.11914442147000286,0.0,45.44505444050898,0.6699007863806002
Global Placement Firm,2024,10,0.061807102488474396,0.3878111893028183,0.0,35.52310331825038,0.6653202083228892
JPMorgan Chase & Co.,2024,12,0.0582461828966844,0.23464071969002362,0.015315812044354593,44.54649955248188,0.6780432292556752
General Motors,2024,14,0.056864685126805994,0.5398018387300499,0.0,33.129374859375375,0.67946131547009
Goldman Sachs,2024,35,0.0546978382521361,0.76775828283627,0.0,28.31528360743398,0.7202898311487894
Waltonen Engineering,2024,13,0.054532452536528594,0.17037078673406159,0.0,28.486283476323266,0.6223410425410731
Lever Middleware Test Company 2,2024,18,0.05432640197403674,0.15972072201227874,0.2142934735031795,22.100114282444242,0.6849886066498622
Pi Square Technologies,2024,10,0.05184798332135857,0.8674720390078869,0.0,40.79353372118078,0.7234268333614499
Oracle,2024,30,0.05151551249337057,0.337518573693545,0.06485021654665589,24.063143053858475,0.6688666047725798
Capgemini Engineering,2024,17,0.050246163153221925,0.6064134070901622,0.03243944636678201,27.461038389546037,0.7059287915957952
UST,2024,31,0.043821767541740934,0.059262111016972485,0.2209916536486075,27.718588987295508,0.678131788615727
Latitude Inc,2024,108,0.043671089841273325,0.36502887201759465,0.01310272536687631,36.883995593725864,0.6849014103431705
VolunteerMatch,2024,18,0.043537258266592736,0.288728459322416,0.0,23.299137205387204,0.658004310149232
Compunnel Inc.,2024,48,0.043128298864005786,0.18567045909968263,0.018870772946859904,50.08635559191625,0.70126841956127
Intuitive,2024,17,0.04237840124267534,0.4715377129725764,0.0,26.878125101221986,0.6657979647555224
Centraprise,2024,17,0.04068502342471059,0.1401951747792331,0.0,68.66337946943483,0.7361310722990888
GE Aerospace,2024,12,0.038165015482361654,0.21788717381994915,0.0,22.04276621757838,0.6374472271510349
Allnessjobs,2024,17,0.036936448328357484,0.2009044005779439,0.0761508976860843,41.02322336684877,0.7010947513356729
GliaCell Technologies,2024,26,0.03560238845401221,0.009079683300646473,0.0,17.002926478819294,0.6159068781527423
West Pharmaceutical Services,2024,12,0.03036206065248658,0.176838905537941,0.06598950286376432,18.06537832407124,0.658793401196716
Franklin Fitch,2024,10,0.029842229639517548,0.19015487436540068,0.0,25.584891774891776,0.6666536871226593
eTeam,2024,18,0.02944044323617565,0.35503649576740764,0.015466468695867359,40.162406372178665,0.6929018745875885
LinQuest,2024,17,0.029137820654053286,0.46091746740770484,0.03210015247572426,41.55330640344675,0.6762324557217456
Trimble Inc.,2024,14,0.0290839975489802,0.44103018403779404,0.0,28.002375164661917,0.6819973507967971
Jobs via eFinancialCareers,2024,22,0.02486479675784765,0.41183442781867863,0.0,26.460606263762205,0.6786932335661372
Palo Alto Networks,2024,99,0.02426132526920837,0.23547679245985567,0.005071366502636832,28.85256915432852,0.6177194723882338
Revature,2024,12,0.019486200819419507,0.1868731507549745,0.0,43.490954131652664,0.7025634534217939
Luxoft,2024,17,0.019314343676256226,0.33770806175568135,0.035500017750008876,35.56305263364087,0.6952583100892573
Rocket Lab,2024,13,0.016979570027708425,0.2438636252445107,0.09806309908933954,28.89831419754281,0.6628853306443833
Energy Jobline,2024,71,0.016473681092454603,0.39124177923414444,0.02435842131369794,26.203897451058673,0.6830672861539173
HCLTech,2024,17,0.016028072410215276,0.28174181299903317,0.0,27.979292315844898,0.6880653929079869
Russell Tobin,2024,12,0.014080174757538524,0.6078787171280634,0.0,38.628563247468044,0.7111584541561896
Honeywell,2024,44,0.012616286429509849,0.4412278481067578,0.004862488816275722,25.656734094023978,0.6779746038092581
Insight Global,2024,61,0.010102670464402018,0.14856933580309373,0.0186926369702974,40.56045808352975,0.6796435835681494
EVONA,2024,26,0.007712113903770681,0.3782088096711369,0.0,27.12438126633581,0.69215783162761
Cognizant,2024,20,0.0029645650146832847,0.31267502364939526,0.036925313954169106,29.22448242360246,0.6910063138076761
Zipline,2024,13,-0.0020519563656835435,0.2674614956609859,0.03148034100295027,28.381679566122894,0.6708860759493671
Intuit,2024,17,-0.002822494502120888,0.46609729091371943,0.05305976674703308,42.754579207253485,0.7028350374319393
"Roberts Recruiting, LLC",2024,29,-0.0028273181693593812,0.36446984947973116,0.010639542925235931,36.51681525489424,0.6673606390761521
ASSA ABLOY Group,2024,12,-0.003589561901179266,0.4280274192192932,0.0,21.010546539978808,0.6810536831034603
"firstPRO, Inc",2024,11,-0.00562593158540955,0.3220470165952422,0.0,35.59070923135095,0.6742384865296086
Medtronic,2024,28,-0.00638586005705579,0.17522054404904136,0.028359408240446478,22.121384137748272,0.6580195153627831
Jobs for Humanity,2024,185,-0.0074562611995389475,0.46019185564693776,0.0,24.503202411882405,0.6789623453291639
Amazon,2024,173,-0.008067272270613678,0.26275312064452333,0.010070040270505601,25.194219257361063,0.6668280491214257
Atlassian,2024,11,-0.009429934112236117,0.28244756022229905,0.0,24.38305689490339,0.6714687572436919
Barrington James,2024,10,-0.013250467473552347,0.239356169144575,0.13679890560875513,33.17597433966999,0.6967406934904735
PETADATA,2024,17,-0.013275065846306548,0.3332594117065281,0.0,17.725461538892862,0.6901977863623595
General Dynamics Information Technology,2024,21,-0.013784194642117057,0.5739551437676547,0.0,27.409582693253828,0.6943731100389501
Siemens,2024,10,-0.022847473432188938,0.3440369954826811,0.0,17.795054993150096,0.6780909015468862
maven,2024,18,-0.022863536166989704,0.39281871373984967,0.0,29.845214045214043,0.7072672799489593
"LanceSoft, Inc.",2024,15,-0.025090950936379936,0.04810459540693902,0.08032128514056226,33.06990750369267,0.6852651586842168
"Grey Matters Defense Solutions, LLC",2024,10,-0.03148097229112538,0.2702767873348226,0.0,34.73775689223058,0.6850173575772407
Truveta,2024,10,-0.031891915074925385,0.3952832714412951,0.0,20.439376965890542,0.6899220040175676
Capgemini,2024,23,-0.03252699813445324,0.42649168506185875,0.0,32.333821188530685,0.7040700413088458
BioSpace,2024,25,-0.03545690104288472,0.37078352531283537,0.009023234829686443,27.142724651819073,0.6867587155409417
Generac Grid Services,2024,12,-0.03749103149134186,0.30227683402316935,0.0,18.21476325504692,0.6833004916835893
Innovation Works,2024,18,-0.037569427531456326,0.2806208394007321,0.07434767414389831,31.849244479447595,0.6876840597315681
Cadence Design Systems,2024,14,-0.038509892577866245,0.3350012160381318,0.020223264843876397,23.64717871202681,0.6850330919638978
KLA,2024,24,-0.04201200267584437,0.4482800927940264,0.028247729094181478,23.248257355463583,0.7020184180014998
GE HealthCare,2024,10,-0.04274041464873109,0.2399390216733675,0.07854207347838575,25.822244569730174,0.6801327139675243
AbbVie,2024,10,-0.043751299656539996,0.24493734660699315,0.022558087074216106,22.057155096730593,0.6843339021549072
Bayforce,2024,10,-0.04379866491717005,0.18260295147723288,0.0,47.648433179723504,0.6920230048748774
Quantum World Technologies Inc.,2024,14,-0.043952178900038455,0.014529815180750902,0.0,61.98647959183673,0.7196885279449287
Syrinx Consulting,2024,133,-0.046905640906096856,0.27998564654303104,0.03390239703106037,33.59809116966625,0.6892331435977762
"The Timberline Group, LLC",2024,10,-0.047638932048448004,0.18985495977323355,0.0,31.30718358607811,0.667859028358587
ASRC Federal,2024,18,-0.04828330949516798,0.17603768925076227,0.0,23.828940584826892,0.66557456591662
Astrion,2024,11,-0.04986449736139408,0.5292772765498125,0.0,28.44349086692732,0.7151426838461888
LTI - Larsen & Toubro Infotech,2024,10,-0.0502550250464985,0.3926951454887339,0.24388185522244693,38.03208421580014,0.7428156647727683
"Tanisha Systems, Inc",2024,11,-0.05102756336748062,0.15539228942751923,0.0,56.70519480519481,0.7344217393481376
Steneral Consulting,2024,71,-0.05171074338688063,0.20140335308350416,0.019712396140312838,36.73720213706744,0.7085972975535226
Capital One,2024,710,-0.05372564489601884,0.4877565386188412,0.0,25.275812974311247,0.6976754809861843
Lorven Technologies Inc.,2024,31,-0.0543110705416673,0.12049476460654722,0.0,38.09974599155633,0.6992800783306075
Agile Tech Labs,2024,15,-0.05459316186284105,0.14799981040856955,0.0,52.34974358974359,0.7453463480522379
"V-Soft Consulting Group, Inc.",2024,19,-0.05685907793554428,0.062039609295806784,0.0,22.527369156955164,0.6597243376819314
Leidos,2024,69,-0.05866482110199006,0.21425901882938048,0.0,30.864451555442567,0.6816612509176555
DApp360 Workforce,2024,15,-0.05924485987396198,0.32177648039408197,0.0,37.74998370521056,0.6937086706290356
Diverse Lynx,2024,92,-0.05970912889379298,0.11455221867755977,0.0,39.74199425527485,0.6961438612985376
Zortech Solutions,2024,48,-0.05977768630679562,0.14708642798908483,0.08903133903133903,38.661922773237116,0.7257898216378188
Software Technology Inc.,2024,33,-0.06179533626643987,0.19041140528613704,0.0,34.675768745540765,0.6950004063764141
Enexus Global Inc.,2024,11,-0.06617624249776889,0.07296074711805049,0.0,39.02121212121212,0.7040233211457188
ClearanceJobs,2024,912,-0.06732655978243124,0.3135172723274943,0.004438919387434787,27.13642322027028,0.6860342579405034
Reperio Human Capital,2024,50,-0.07121278728118562,0.4506065223237542,0.0,27.405432222806283,0.70912043127156
