uid,cluster,period_bucket,seniority_final,source
arshkon_3904396402,1,2024,mid-senior,kaggle_arshkon
arshkon_3904398943,0,2024,mid-senior,kaggle_arshkon
arshkon_3904402604,1,2024,mid-senior,kaggle_arshkon
arshkon_3904403027,1,2024,mid-senior,kaggle_arshkon
arshkon_3904406917,1,2024,mid-senior,kaggle_arshkon
arshkon_3904408172,1,2024,mid-senior,kaggle_arshkon
arshkon_3904408484,3,2024,mid-senior,kaggle_arshkon
arshkon_3904408854,1,2024,mid-senior,kaggle_arshkon
arshkon_3904408885,0,2024,mid-senior,kaggle_arshkon
arshkon_3904409774,1,2024,mid-senior,kaggle_arshkon
arshkon_3904413093,1,2024,mid-senior,kaggle_arshkon
arshkon_3904413100,3,2024,mid-senior,kaggle_arshkon
arshkon_3904413184,0,2024,mid-senior,kaggle_arshkon
arshkon_3904414222,1,2024,mid-senior,kaggle_arshkon
arshkon_3904414536,1,2024,mid-senior,kaggle_arshkon
arshkon_3904415914,0,2024,mid-senior,kaggle_arshkon
arshkon_3904418842,0,2024,mid-senior,kaggle_arshkon
arshkon_3904419488,3,2024,mid-senior,kaggle_arshkon
arshkon_3904419511,1,2024,mid-senior,kaggle_arshkon
arshkon_3904420426,1,2024,mid-senior,kaggle_arshkon
arshkon_3904420662,3,2024,mid-senior,kaggle_arshkon
arshkon_3904423079,3,2024,mid-senior,kaggle_arshkon
arshkon_3904423372,1,2024,mid-senior,kaggle_arshkon
arshkon_3904424060,1,2024,mid-senior,kaggle_arshkon
arshkon_3904424391,1,2024,mid-senior,kaggle_arshkon
arshkon_3904431300,3,2024,mid-senior,kaggle_arshkon
arshkon_3904501448,1,2024,mid-senior,kaggle_arshkon
arshkon_3904502121,1,2024,mid-senior,kaggle_arshkon
arshkon_3904502291,1,2024,mid-senior,kaggle_arshkon
arshkon_3904504837,3,2024,mid-senior,kaggle_arshkon
arshkon_3904505192,1,2024,mid-senior,kaggle_arshkon
arshkon_3904505485,0,2024,mid-senior,kaggle_arshkon
arshkon_3904506050,1,2024,mid-senior,kaggle_arshkon
arshkon_3904506938,1,2024,mid-senior,kaggle_arshkon
arshkon_3904508492,0,2024,mid-senior,kaggle_arshkon
arshkon_3904508493,0,2024,mid-senior,kaggle_arshkon
arshkon_3904508830,1,2024,mid-senior,kaggle_arshkon
arshkon_3904509114,1,2024,mid-senior,kaggle_arshkon
arshkon_3904509869,1,2024,mid-senior,kaggle_arshkon
arshkon_3904510180,0,2024,mid-senior,kaggle_arshkon
arshkon_3904512166,1,2024,mid-senior,kaggle_arshkon
arshkon_3904512262,1,2024,mid-senior,kaggle_arshkon
arshkon_3904513113,1,2024,mid-senior,kaggle_arshkon
arshkon_3904514052,3,2024,mid-senior,kaggle_arshkon
arshkon_3904561757,1,2024,mid-senior,kaggle_arshkon
arshkon_3904568695,1,2024,mid-senior,kaggle_arshkon
arshkon_3904569002,1,2024,mid-senior,kaggle_arshkon
arshkon_3904572433,3,2024,mid-senior,kaggle_arshkon
arshkon_3904572488,1,2024,mid-senior,kaggle_arshkon
arshkon_3904572773,1,2024,mid-senior,kaggle_arshkon
arshkon_3904574894,1,2024,mid-senior,kaggle_arshkon
arshkon_3904574897,1,2024,mid-senior,kaggle_arshkon
arshkon_3904574901,0,2024,mid-senior,kaggle_arshkon
arshkon_3904575177,1,2024,mid-senior,kaggle_arshkon
arshkon_3904575282,1,2024,mid-senior,kaggle_arshkon
arshkon_3904575797,1,2024,mid-senior,kaggle_arshkon
arshkon_3904575798,1,2024,mid-senior,kaggle_arshkon
arshkon_3904575802,1,2024,mid-senior,kaggle_arshkon
arshkon_3904577555,1,2024,mid-senior,kaggle_arshkon
arshkon_3904577573,1,2024,mid-senior,kaggle_arshkon
arshkon_3904580691,0,2024,mid-senior,kaggle_arshkon
arshkon_3904581374,1,2024,mid-senior,kaggle_arshkon
arshkon_3904583784,1,2024,mid-senior,kaggle_arshkon
arshkon_3904703400,1,2024,mid-senior,kaggle_arshkon
arshkon_3904704656,0,2024,mid-senior,kaggle_arshkon
arshkon_3904706230,2,2024,mid-senior,kaggle_arshkon
arshkon_3904706846,3,2024,mid-senior,kaggle_arshkon
arshkon_3904708604,1,2024,mid-senior,kaggle_arshkon
arshkon_3904710140,0,2024,mid-senior,kaggle_arshkon
arshkon_3904714530,1,2024,mid-senior,kaggle_arshkon
arshkon_3904714531,1,2024,mid-senior,kaggle_arshkon
arshkon_3904717762,1,2024,mid-senior,kaggle_arshkon
arshkon_3904719876,3,2024,mid-senior,kaggle_arshkon
arshkon_3904720158,1,2024,mid-senior,kaggle_arshkon
arshkon_3904720899,3,2024,mid-senior,kaggle_arshkon
arshkon_3904720968,1,2024,mid-senior,kaggle_arshkon
arshkon_3904721815,3,2024,mid-senior,kaggle_arshkon
arshkon_3904722394,1,2024,mid-senior,kaggle_arshkon
arshkon_3904722557,1,2024,mid-senior,kaggle_arshkon
arshkon_3904722620,1,2024,mid-senior,kaggle_arshkon
arshkon_3904723053,1,2024,mid-senior,kaggle_arshkon
arshkon_3904723603,1,2024,mid-senior,kaggle_arshkon
arshkon_3904723667,1,2024,mid-senior,kaggle_arshkon
arshkon_3904723973,0,2024,mid-senior,kaggle_arshkon
arshkon_3904724182,1,2024,mid-senior,kaggle_arshkon
arshkon_3904728122,0,2024,mid-senior,kaggle_arshkon
arshkon_3904728642,0,2024,mid-senior,kaggle_arshkon
arshkon_3904730096,2,2024,mid-senior,kaggle_arshkon
arshkon_3904752295,1,2024,mid-senior,kaggle_arshkon
arshkon_3904917868,3,2024,mid-senior,kaggle_arshkon
arshkon_3904918930,3,2024,mid-senior,kaggle_arshkon
arshkon_3904919641,1,2024,mid-senior,kaggle_arshkon
arshkon_3904921991,1,2024,mid-senior,kaggle_arshkon
arshkon_3904922588,1,2024,mid-senior,kaggle_arshkon
arshkon_3904925809,0,2024,mid-senior,kaggle_arshkon
arshkon_3904926052,1,2024,mid-senior,kaggle_arshkon
arshkon_3904929085,3,2024,mid-senior,kaggle_arshkon
arshkon_3904930717,0,2024,mid-senior,kaggle_arshkon
arshkon_3904932677,1,2024,mid-senior,kaggle_arshkon
arshkon_3904934435,1,2024,mid-senior,kaggle_arshkon
arshkon_3904934663,3,2024,mid-senior,kaggle_arshkon
arshkon_3904937093,1,2024,mid-senior,kaggle_arshkon
arshkon_3904937188,1,2024,mid-senior,kaggle_arshkon
arshkon_3904937335,1,2024,mid-senior,kaggle_arshkon
arshkon_3904937734,1,2024,mid-senior,kaggle_arshkon
arshkon_3904938279,1,2024,mid-senior,kaggle_arshkon
arshkon_3904941046,1,2024,mid-senior,kaggle_arshkon
arshkon_3904941154,3,2024,mid-senior,kaggle_arshkon
arshkon_3904941659,1,2024,mid-senior,kaggle_arshkon
arshkon_3904942134,0,2024,mid-senior,kaggle_arshkon
arshkon_3904942173,1,2024,mid-senior,kaggle_arshkon
arshkon_3904942237,1,2024,mid-senior,kaggle_arshkon
arshkon_3904942761,1,2024,mid-senior,kaggle_arshkon
arshkon_3904943040,1,2024,mid-senior,kaggle_arshkon
arshkon_3904943586,1,2024,mid-senior,kaggle_arshkon
arshkon_3904944087,1,2024,mid-senior,kaggle_arshkon
arshkon_3904944119,1,2024,mid-senior,kaggle_arshkon
arshkon_3904945591,2,2024,mid-senior,kaggle_arshkon
arshkon_3904946292,1,2024,mid-senior,kaggle_arshkon
arshkon_3904946432,1,2024,mid-senior,kaggle_arshkon
arshkon_3904946477,1,2024,mid-senior,kaggle_arshkon
arshkon_3904946809,1,2024,mid-senior,kaggle_arshkon
arshkon_3904948162,1,2024,mid-senior,kaggle_arshkon
arshkon_3904948227,1,2024,mid-senior,kaggle_arshkon
arshkon_3904948737,3,2024,mid-senior,kaggle_arshkon
arshkon_3904948748,0,2024,mid-senior,kaggle_arshkon
arshkon_3904948772,1,2024,mid-senior,kaggle_arshkon
arshkon_3904948964,1,2024,mid-senior,kaggle_arshkon
arshkon_3904949105,1,2024,mid-senior,kaggle_arshkon
arshkon_3904949122,1,2024,mid-senior,kaggle_arshkon
arshkon_3904949263,1,2024,mid-senior,kaggle_arshkon
arshkon_3904949351,1,2024,mid-senior,kaggle_arshkon
arshkon_3904949971,1,2024,mid-senior,kaggle_arshkon
arshkon_3904950219,0,2024,mid-senior,kaggle_arshkon
arshkon_3904950425,1,2024,mid-senior,kaggle_arshkon
arshkon_3904950437,0,2024,mid-senior,kaggle_arshkon
arshkon_3904950455,1,2024,mid-senior,kaggle_arshkon
arshkon_3904950456,1,2024,mid-senior,kaggle_arshkon
arshkon_3904950473,3,2024,mid-senior,kaggle_arshkon
arshkon_3904950518,1,2024,mid-senior,kaggle_arshkon
arshkon_3904950528,3,2024,mid-senior,kaggle_arshkon
arshkon_3904950682,1,2024,mid-senior,kaggle_arshkon
arshkon_3904951118,1,2024,mid-senior,kaggle_arshkon
arshkon_3904951426,1,2024,mid-senior,kaggle_arshkon
arshkon_3904951428,3,2024,mid-senior,kaggle_arshkon
arshkon_3904951534,1,2024,mid-senior,kaggle_arshkon
arshkon_3904952009,1,2024,mid-senior,kaggle_arshkon
arshkon_3904952090,1,2024,mid-senior,kaggle_arshkon
arshkon_3904952207,3,2024,mid-senior,kaggle_arshkon
arshkon_3904952290,1,2024,mid-senior,kaggle_arshkon
arshkon_3904952375,1,2024,mid-senior,kaggle_arshkon
arshkon_3904952411,0,2024,mid-senior,kaggle_arshkon
arshkon_3904952424,1,2024,mid-senior,kaggle_arshkon
arshkon_3904952711,3,2024,mid-senior,kaggle_arshkon
arshkon_3904953091,1,2024,mid-senior,kaggle_arshkon
arshkon_3904953346,1,2024,mid-senior,kaggle_arshkon
arshkon_3904953372,1,2024,mid-senior,kaggle_arshkon
arshkon_3904953382,1,2024,mid-senior,kaggle_arshkon
arshkon_3904953676,1,2024,mid-senior,kaggle_arshkon
arshkon_3904953965,1,2024,mid-senior,kaggle_arshkon
arshkon_3904954091,1,2024,mid-senior,kaggle_arshkon
arshkon_3904954276,0,2024,mid-senior,kaggle_arshkon
arshkon_3904954301,1,2024,mid-senior,kaggle_arshkon
arshkon_3904954307,1,2024,mid-senior,kaggle_arshkon
arshkon_3904954514,1,2024,mid-senior,kaggle_arshkon
arshkon_3904954690,1,2024,mid-senior,kaggle_arshkon
arshkon_3904955100,1,2024,mid-senior,kaggle_arshkon
arshkon_3904955116,1,2024,mid-senior,kaggle_arshkon
arshkon_3904955321,0,2024,mid-senior,kaggle_arshkon
arshkon_3904956057,3,2024,mid-senior,kaggle_arshkon
arshkon_3904956273,1,2024,mid-senior,kaggle_arshkon
arshkon_3904956773,1,2024,mid-senior,kaggle_arshkon
arshkon_3904957022,1,2024,mid-senior,kaggle_arshkon
arshkon_3904957756,1,2024,mid-senior,kaggle_arshkon
arshkon_3904961030,0,2024,mid-senior,kaggle_arshkon
arshkon_3904961033,0,2024,mid-senior,kaggle_arshkon
arshkon_3904961715,1,2024,mid-senior,kaggle_arshkon
arshkon_3904962786,1,2024,mid-senior,kaggle_arshkon
arshkon_3904965467,1,2024,mid-senior,kaggle_arshkon
arshkon_3904965626,1,2024,mid-senior,kaggle_arshkon
arshkon_3904966390,3,2024,mid-senior,kaggle_arshkon
arshkon_3904969189,1,2024,mid-senior,kaggle_arshkon
arshkon_3904976537,1,2024,mid-senior,kaggle_arshkon
arshkon_3904984906,1,2024,mid-senior,kaggle_arshkon
arshkon_3904985822,1,2024,mid-senior,kaggle_arshkon
arshkon_3904986210,1,2024,mid-senior,kaggle_arshkon
arshkon_3904986681,0,2024,mid-senior,kaggle_arshkon
arshkon_3904988773,1,2024,mid-senior,kaggle_arshkon
arshkon_3904992269,1,2024,mid-senior,kaggle_arshkon
arshkon_3904992811,1,2024,mid-senior,kaggle_arshkon
arshkon_3904997709,1,2024,mid-senior,kaggle_arshkon
arshkon_3904998597,1,2024,mid-senior,kaggle_arshkon
arshkon_3905202835,1,2024,mid-senior,kaggle_arshkon
arshkon_3905203011,1,2024,mid-senior,kaggle_arshkon
arshkon_3905203957,1,2024,mid-senior,kaggle_arshkon
arshkon_3905204887,1,2024,mid-senior,kaggle_arshkon
arshkon_3905206628,1,2024,mid-senior,kaggle_arshkon
arshkon_3905207382,1,2024,mid-senior,kaggle_arshkon
arshkon_3905208106,1,2024,mid-senior,kaggle_arshkon
arshkon_3905209347,1,2024,mid-senior,kaggle_arshkon
arshkon_3905210376,1,2024,mid-senior,kaggle_arshkon
arshkon_3905211340,1,2024,mid-senior,kaggle_arshkon
arshkon_3905212439,1,2024,mid-senior,kaggle_arshkon
arshkon_3905214221,1,2024,mid-senior,kaggle_arshkon
arshkon_3905215005,1,2024,mid-senior,kaggle_arshkon
arshkon_3905216662,1,2024,mid-senior,kaggle_arshkon
arshkon_3905224454,1,2024,mid-senior,kaggle_arshkon
arshkon_3905235777,1,2024,mid-senior,kaggle_arshkon
arshkon_3905235940,1,2024,mid-senior,kaggle_arshkon
arshkon_3905236643,2,2024,mid-senior,kaggle_arshkon
arshkon_3905236869,1,2024,mid-senior,kaggle_arshkon
arshkon_3905236890,1,2024,mid-senior,kaggle_arshkon
arshkon_3905237899,1,2024,mid-senior,kaggle_arshkon
arshkon_3905237933,1,2024,mid-senior,kaggle_arshkon
arshkon_3905240305,1,2024,mid-senior,kaggle_arshkon
arshkon_3905240343,0,2024,mid-senior,kaggle_arshkon
arshkon_3905243013,1,2024,mid-senior,kaggle_arshkon
arshkon_3905243425,3,2024,mid-senior,kaggle_arshkon
arshkon_3905243545,0,2024,mid-senior,kaggle_arshkon
arshkon_3905246835,1,2024,mid-senior,kaggle_arshkon
arshkon_3905247849,1,2024,mid-senior,kaggle_arshkon
arshkon_3905248475,1,2024,mid-senior,kaggle_arshkon
arshkon_3905248927,1,2024,mid-senior,kaggle_arshkon
arshkon_3905249774,1,2024,mid-senior,kaggle_arshkon
arshkon_3905250663,1,2024,mid-senior,kaggle_arshkon
arshkon_3905251117,3,2024,mid-senior,kaggle_arshkon
arshkon_3905251164,3,2024,mid-senior,kaggle_arshkon
arshkon_3905253016,0,2024,mid-senior,kaggle_arshkon
arshkon_3905256219,1,2024,mid-senior,kaggle_arshkon
arshkon_3905262066,1,2024,mid-senior,kaggle_arshkon
arshkon_3905265912,1,2024,mid-senior,kaggle_arshkon
arshkon_3905271078,0,2024,mid-senior,kaggle_arshkon
arshkon_3905284869,1,2024,mid-senior,kaggle_arshkon
arshkon_3905285559,0,2024,mid-senior,kaggle_arshkon
arshkon_3905285702,1,2024,mid-senior,kaggle_arshkon
arshkon_3905286566,3,2024,mid-senior,kaggle_arshkon
arshkon_3905287203,2,2024,mid-senior,kaggle_arshkon
arshkon_3905287373,0,2024,mid-senior,kaggle_arshkon
arshkon_3905287421,1,2024,mid-senior,kaggle_arshkon
arshkon_3905288876,1,2024,mid-senior,kaggle_arshkon
arshkon_3905288878,1,2024,mid-senior,kaggle_arshkon
arshkon_3905289791,1,2024,mid-senior,kaggle_arshkon
arshkon_3905291177,3,2024,mid-senior,kaggle_arshkon
arshkon_3905291753,0,2024,mid-senior,kaggle_arshkon
arshkon_3905293922,0,2024,mid-senior,kaggle_arshkon
arshkon_3905295211,2,2024,mid-senior,kaggle_arshkon
arshkon_3905295518,1,2024,mid-senior,kaggle_arshkon
arshkon_3905296253,0,2024,mid-senior,kaggle_arshkon
arshkon_3905296609,1,2024,mid-senior,kaggle_arshkon
arshkon_3905296658,1,2024,mid-senior,kaggle_arshkon
arshkon_3905296870,1,2024,mid-senior,kaggle_arshkon
arshkon_3905297612,1,2024,mid-senior,kaggle_arshkon
arshkon_3905297677,1,2024,mid-senior,kaggle_arshkon
arshkon_3905297678,1,2024,mid-senior,kaggle_arshkon
arshkon_3905297767,1,2024,mid-senior,kaggle_arshkon
arshkon_3905297867,0,2024,mid-senior,kaggle_arshkon
arshkon_3905297929,1,2024,mid-senior,kaggle_arshkon
arshkon_3905299185,0,2024,mid-senior,kaggle_arshkon
arshkon_3905299371,0,2024,mid-senior,kaggle_arshkon
arshkon_3905299509,1,2024,mid-senior,kaggle_arshkon
arshkon_3905299725,1,2024,mid-senior,kaggle_arshkon
arshkon_3905300178,1,2024,mid-senior,kaggle_arshkon
arshkon_3905300374,0,2024,mid-senior,kaggle_arshkon
arshkon_3905300647,1,2024,mid-senior,kaggle_arshkon
arshkon_3905300938,1,2024,mid-senior,kaggle_arshkon
arshkon_3905300940,0,2024,mid-senior,kaggle_arshkon
arshkon_3905301049,1,2024,mid-senior,kaggle_arshkon
arshkon_3905301624,3,2024,mid-senior,kaggle_arshkon
arshkon_3905301669,1,2024,mid-senior,kaggle_arshkon
arshkon_3905301909,1,2024,mid-senior,kaggle_arshkon
arshkon_3905302538,0,2024,mid-senior,kaggle_arshkon
arshkon_3905303025,1,2024,mid-senior,kaggle_arshkon
arshkon_3905304009,1,2024,mid-senior,kaggle_arshkon
arshkon_3905304536,1,2024,mid-senior,kaggle_arshkon
arshkon_3905304775,3,2024,mid-senior,kaggle_arshkon
arshkon_3905304879,1,2024,mid-senior,kaggle_arshkon
arshkon_3905305317,1,2024,mid-senior,kaggle_arshkon
arshkon_3905305843,1,2024,mid-senior,kaggle_arshkon
arshkon_3905305866,1,2024,mid-senior,kaggle_arshkon
arshkon_3905305868,0,2024,mid-senior,kaggle_arshkon
arshkon_3905306186,0,2024,mid-senior,kaggle_arshkon
arshkon_3905307688,3,2024,mid-senior,kaggle_arshkon
arshkon_3905308647,1,2024,mid-senior,kaggle_arshkon
arshkon_3905309124,2,2024,mid-senior,kaggle_arshkon
arshkon_3905310158,1,2024,mid-senior,kaggle_arshkon
arshkon_3905311147,1,2024,mid-senior,kaggle_arshkon
arshkon_3905312012,1,2024,mid-senior,kaggle_arshkon
arshkon_3905312128,1,2024,mid-senior,kaggle_arshkon
arshkon_3905312135,1,2024,mid-senior,kaggle_arshkon
arshkon_3905312179,1,2024,mid-senior,kaggle_arshkon
arshkon_3905312457,1,2024,mid-senior,kaggle_arshkon
arshkon_3905324952,1,2024,mid-senior,kaggle_arshkon
arshkon_3905325344,1,2024,mid-senior,kaggle_arshkon
arshkon_3905327602,1,2024,mid-senior,kaggle_arshkon
arshkon_3905327816,1,2024,mid-senior,kaggle_arshkon
arshkon_3905327867,1,2024,mid-senior,kaggle_arshkon
arshkon_3905328583,0,2024,mid-senior,kaggle_arshkon
arshkon_3905328744,1,2024,mid-senior,kaggle_arshkon
arshkon_3905329420,1,2024,mid-senior,kaggle_arshkon
arshkon_3905329491,1,2024,mid-senior,kaggle_arshkon
arshkon_3905329676,1,2024,mid-senior,kaggle_arshkon
arshkon_3905331315,1,2024,mid-senior,kaggle_arshkon
arshkon_3905331672,1,2024,mid-senior,kaggle_arshkon
arshkon_3905331690,1,2024,mid-senior,kaggle_arshkon
arshkon_3905332202,0,2024,mid-senior,kaggle_arshkon
arshkon_3905333105,1,2024,mid-senior,kaggle_arshkon
arshkon_3905333173,1,2024,mid-senior,kaggle_arshkon
arshkon_3905333185,1,2024,mid-senior,kaggle_arshkon
arshkon_3905333924,1,2024,mid-senior,kaggle_arshkon
arshkon_3905333943,0,2024,mid-senior,kaggle_arshkon
arshkon_3905333945,3,2024,mid-senior,kaggle_arshkon
arshkon_3905334078,1,2024,mid-senior,kaggle_arshkon
arshkon_3905334082,1,2024,mid-senior,kaggle_arshkon
arshkon_3905335078,1,2024,mid-senior,kaggle_arshkon
arshkon_3905335094,1,2024,mid-senior,kaggle_arshkon
arshkon_3905335745,1,2024,mid-senior,kaggle_arshkon
arshkon_3905336401,1,2024,mid-senior,kaggle_arshkon
arshkon_3905337395,0,2024,mid-senior,kaggle_arshkon
arshkon_3905337487,1,2024,mid-senior,kaggle_arshkon
arshkon_3905338394,1,2024,mid-senior,kaggle_arshkon
arshkon_3905339208,0,2024,mid-senior,kaggle_arshkon
arshkon_3905341150,1,2024,mid-senior,kaggle_arshkon
arshkon_3905341287,1,2024,mid-senior,kaggle_arshkon
arshkon_3905342070,0,2024,mid-senior,kaggle_arshkon
arshkon_3905345886,1,2024,mid-senior,kaggle_arshkon
arshkon_3905346594,3,2024,mid-senior,kaggle_arshkon
arshkon_3905348427,3,2024,mid-senior,kaggle_arshkon
arshkon_3905348679,3,2024,mid-senior,kaggle_arshkon
arshkon_3905352214,1,2024,mid-senior,kaggle_arshkon
arshkon_3905352491,1,2024,mid-senior,kaggle_arshkon
arshkon_3905353031,1,2024,mid-senior,kaggle_arshkon
arshkon_3905365406,1,2024,mid-senior,kaggle_arshkon
arshkon_3905365480,0,2024,mid-senior,kaggle_arshkon
arshkon_3905367947,1,2024,mid-senior,kaggle_arshkon
arshkon_3905369706,1,2024,mid-senior,kaggle_arshkon
arshkon_3905370583,1,2024,mid-senior,kaggle_arshkon
arshkon_3905370998,0,2024,mid-senior,kaggle_arshkon
arshkon_3905371054,3,2024,mid-senior,kaggle_arshkon
arshkon_3905371907,1,2024,mid-senior,kaggle_arshkon
arshkon_3905372691,0,2024,mid-senior,kaggle_arshkon
arshkon_3905374692,3,2024,mid-senior,kaggle_arshkon
arshkon_3905375260,1,2024,mid-senior,kaggle_arshkon
arshkon_3905375426,0,2024,mid-senior,kaggle_arshkon
arshkon_3905376198,1,2024,mid-senior,kaggle_arshkon
arshkon_3905377106,2,2024,mid-senior,kaggle_arshkon
arshkon_3905378261,1,2024,mid-senior,kaggle_arshkon
arshkon_3905379047,1,2024,mid-senior,kaggle_arshkon
arshkon_3905380156,1,2024,mid-senior,kaggle_arshkon
arshkon_3905390556,1,2024,mid-senior,kaggle_arshkon
arshkon_3905392521,1,2024,mid-senior,kaggle_arshkon
arshkon_3905393229,1,2024,mid-senior,kaggle_arshkon
arshkon_3905394682,1,2024,mid-senior,kaggle_arshkon
arshkon_3905397081,1,2024,mid-senior,kaggle_arshkon
arshkon_3905600210,3,2024,mid-senior,kaggle_arshkon
arshkon_3905603987,1,2024,mid-senior,kaggle_arshkon
arshkon_3905605828,1,2024,mid-senior,kaggle_arshkon
arshkon_3905607702,1,2024,mid-senior,kaggle_arshkon
arshkon_3905610263,1,2024,mid-senior,kaggle_arshkon
arshkon_3905611091,0,2024,mid-senior,kaggle_arshkon
arshkon_3905635247,1,2024,mid-senior,kaggle_arshkon
arshkon_3905647994,3,2024,mid-senior,kaggle_arshkon
arshkon_3905649737,1,2024,mid-senior,kaggle_arshkon
arshkon_3905654103,0,2024,mid-senior,kaggle_arshkon
arshkon_3905654821,0,2024,mid-senior,kaggle_arshkon
arshkon_3905658748,1,2024,mid-senior,kaggle_arshkon
arshkon_3905658757,1,2024,mid-senior,kaggle_arshkon
arshkon_3905658808,1,2024,mid-senior,kaggle_arshkon
arshkon_3905666683,1,2024,mid-senior,kaggle_arshkon
arshkon_3905667958,1,2024,mid-senior,kaggle_arshkon
arshkon_3905668393,1,2024,mid-senior,kaggle_arshkon
arshkon_3905669668,1,2024,mid-senior,kaggle_arshkon
arshkon_3905686990,0,2024,mid-senior,kaggle_arshkon
arshkon_3905690800,1,2024,mid-senior,kaggle_arshkon
arshkon_3905691604,1,2024,mid-senior,kaggle_arshkon
arshkon_3905691794,1,2024,mid-senior,kaggle_arshkon
arshkon_3905693735,0,2024,mid-senior,kaggle_arshkon
arshkon_3905806278,2,2024,mid-senior,kaggle_arshkon
arshkon_3905817442,1,2024,mid-senior,kaggle_arshkon
arshkon_3905819630,0,2024,mid-senior,kaggle_arshkon
arshkon_3905820443,1,2024,mid-senior,kaggle_arshkon
arshkon_3905821157,0,2024,mid-senior,kaggle_arshkon
arshkon_3905822557,1,2024,mid-senior,kaggle_arshkon
arshkon_3905827779,1,2024,mid-senior,kaggle_arshkon
arshkon_3905828629,1,2024,mid-senior,kaggle_arshkon
arshkon_3905828795,0,2024,mid-senior,kaggle_arshkon
arshkon_3905832285,1,2024,mid-senior,kaggle_arshkon
arshkon_3905832386,1,2024,mid-senior,kaggle_arshkon
arshkon_3905833198,1,2024,mid-senior,kaggle_arshkon
arshkon_3905835870,0,2024,mid-senior,kaggle_arshkon
arshkon_3905837303,3,2024,mid-senior,kaggle_arshkon
arshkon_3905841900,1,2024,mid-senior,kaggle_arshkon
arshkon_3905843645,3,2024,mid-senior,kaggle_arshkon
arshkon_3905846001,3,2024,mid-senior,kaggle_arshkon
arshkon_3905846291,0,2024,mid-senior,kaggle_arshkon
arshkon_3905846666,1,2024,mid-senior,kaggle_arshkon
arshkon_3905847432,0,2024,mid-senior,kaggle_arshkon
arshkon_3905847573,1,2024,mid-senior,kaggle_arshkon
arshkon_3905850669,1,2024,mid-senior,kaggle_arshkon
arshkon_3905850685,1,2024,mid-senior,kaggle_arshkon
arshkon_3905851145,0,2024,mid-senior,kaggle_arshkon
arshkon_3905851488,0,2024,mid-senior,kaggle_arshkon
arshkon_3905854340,3,2024,mid-senior,kaggle_arshkon
arshkon_3905855021,3,2024,mid-senior,kaggle_arshkon
arshkon_3905857149,1,2024,mid-senior,kaggle_arshkon
arshkon_3905858580,3,2024,mid-senior,kaggle_arshkon
arshkon_3905858707,1,2024,mid-senior,kaggle_arshkon
arshkon_3905858767,0,2024,mid-senior,kaggle_arshkon
arshkon_3905860466,1,2024,mid-senior,kaggle_arshkon
arshkon_3905861003,1,2024,mid-senior,kaggle_arshkon
arshkon_3905862466,3,2024,mid-senior,kaggle_arshkon
arshkon_3905862782,1,2024,mid-senior,kaggle_arshkon
arshkon_3905863650,1,2024,mid-senior,kaggle_arshkon
arshkon_3905863654,1,2024,mid-senior,kaggle_arshkon
arshkon_3905863862,1,2024,mid-senior,kaggle_arshkon
arshkon_3905864729,1,2024,mid-senior,kaggle_arshkon
arshkon_3905865142,0,2024,mid-senior,kaggle_arshkon
arshkon_3905867358,1,2024,mid-senior,kaggle_arshkon
arshkon_3905868785,1,2024,director,kaggle_arshkon
arshkon_3905869109,1,2024,mid-senior,kaggle_arshkon
arshkon_3905870033,1,2024,mid-senior,kaggle_arshkon
arshkon_3905870478,1,2024,mid-senior,kaggle_arshkon
arshkon_3905872787,3,2024,mid-senior,kaggle_arshkon
arshkon_3905873833,1,2024,mid-senior,kaggle_arshkon
arshkon_3905873834,1,2024,mid-senior,kaggle_arshkon
arshkon_3905873862,3,2024,mid-senior,kaggle_arshkon
arshkon_3905873944,1,2024,mid-senior,kaggle_arshkon
arshkon_3905873971,1,2024,mid-senior,kaggle_arshkon
arshkon_3905874705,0,2024,mid-senior,kaggle_arshkon
arshkon_3905875916,1,2024,mid-senior,kaggle_arshkon
arshkon_3905876235,1,2024,mid-senior,kaggle_arshkon
arshkon_3905876253,0,2024,mid-senior,kaggle_arshkon
arshkon_3905877148,1,2024,mid-senior,kaggle_arshkon
arshkon_3905877226,1,2024,mid-senior,kaggle_arshkon
arshkon_3905877552,1,2024,mid-senior,kaggle_arshkon
arshkon_3905878056,0,2024,mid-senior,kaggle_arshkon
arshkon_3905878060,1,2024,mid-senior,kaggle_arshkon
arshkon_3905879958,0,2024,mid-senior,kaggle_arshkon
arshkon_3905881704,1,2024,mid-senior,kaggle_arshkon
arshkon_3905881709,1,2024,mid-senior,kaggle_arshkon
arshkon_3905882090,1,2024,mid-senior,kaggle_arshkon
arshkon_3905882781,1,2024,mid-senior,kaggle_arshkon
arshkon_3905883183,1,2024,mid-senior,kaggle_arshkon
arshkon_3905883554,0,2024,mid-senior,kaggle_arshkon
arshkon_3905884344,1,2024,mid-senior,kaggle_arshkon
arshkon_3905884847,1,2024,mid-senior,kaggle_arshkon
arshkon_3905885073,3,2024,mid-senior,kaggle_arshkon
arshkon_3905885160,0,2024,mid-senior,kaggle_arshkon
arshkon_3905885197,1,2024,mid-senior,kaggle_arshkon
arshkon_3905886070,0,2024,mid-senior,kaggle_arshkon
arshkon_3905886207,1,2024,mid-senior,kaggle_arshkon
arshkon_3905887169,0,2024,mid-senior,kaggle_arshkon
