archetype,n_2024,n_2026,delta_mgmt_binary,delta_orch_strict_binary,delta_strat_broad_binary,delta_ai_mention,delta_mentor_binary
generic_software_engineer,665,291,0.05471927240782368,0.08777614138438883,0.11443040591168643,0.03328940908973464,0.05042503165129317
ai_ml_engineering,121,270,0.17970615243342514,0.39335782063054786,0.11273339455157638,0.2985307621671258,0.15834098561371288
frontend_react,259,98,0.2286265857694429,0.2810259238830668,0.1522338665195808,0.12879205736348595,0.22614451185879758
java_spring_backend,229,79,0.14615001934663646,0.14482339284727214,0.16754187164888618,0.02531645569620253,0.1295671881045824
systems_engineering,325,37,0.006569646569646578,0.09571725571725576,0.09771309771309772,0.0,0.01887733887733889
data_engineering,314,153,0.13203030681487035,0.3114982723450314,0.1682069855543067,0.09485450231047833,0.13186378585404437
cloud_devops,308,125,0.0737142857142857,0.19207792207792207,0.06548051948051947,0.04475324675324675,0.0627012987012987
