period,n_ai,n_noai,share_ai,mgmt_density_ai,mgmt_density_noai,mgmt_binary_ai,mgmt_binary_noai,orch_strict_density_ai,orch_strict_density_noai,strat_strict_density_ai,strat_strict_density_noai,strat_broad_density_ai,strat_broad_density_noai
2024,115,12708,0.00896826015752944,0.10777925462225245,0.1532396475742862,0.13043478260869565,0.1988511174063582,0.42770770460067215,0.2527153831293799,0.0406044749668516,0.04953682391194458,0.15593471705277104,0.17921311481316063
2026,838,5326,0.13595068137573005,0.25423594845766334,0.24031118847966063,0.41408114558472553,0.32463387157341345,0.856771350865641,0.4697466017416539,0.1075744136556093,0.0766350948431005,0.30642777090080603,0.26521170438724695
