source,spec,n_companies,n_postings,n_missing_company,hhi,gini,top1_count,top5_count,top10_count,top20_count,top50_count,top1_share,top5_share,top10_share,top20_share,top50_share,missing_share
kaggle_arshkon,all,2298,4646,45,0.0015605979546465755,0.43346120285771345,52,214,352,571,970,0.011192423590185106,0.04606112785191563,0.07576409814894533,0.1229014205768403,0.2087817477399914,0.00959283734811341
kaggle_asaniczka,all,4948,18129,0,0.00544077013468735,0.641179948891384,898,2206,2907,3827,5552,0.04953389596778642,0.12168349054001876,0.16035081912957141,0.21109824038832808,0.3062496552484969,0.0
scraped,all,7510,37152,0,0.0035914089526574633,0.6862638144833589,1504,3531,4872,6810,10096,0.040482342807924204,0.09504198966408269,0.13113695090439276,0.18330103359173128,0.27174849267872525,0.0
kaggle_arshkon,no_aggregators,2235,4216,45,0.0013278456696995996,0.39907585463282524,52,169,285,440,771,0.012333965844402278,0.0400853889943074,0.06759962049335863,0.10436432637571158,0.18287476280834913,0.010560901196902136
kaggle_asaniczka,no_aggregators,4814,15186,0,0.001906314724329071,0.587650018321491,292,880,1388,2134,3574,0.019228236533649416,0.05794811010140919,0.09139997365994995,0.1405241669959173,0.2353483471618596,0.0
scraped,no_aggregators,6835,31055,0,0.0024853034310688615,0.666147431516187,706,2315,3558,5289,7940,0.022733859281919174,0.07454516180969248,0.11457092255675415,0.17031073901143134,0.25567541458702303,0.0
