source,is_aggregator,n,entry_share_final,entry_share_yoe,mean_length,ai_mention_share,mean_tech_count,mean_yoe
kaggle_arshkon,False,4216,0.0377134724857685,0.09748576850094877,3371.676470588235,0.15986717267552183,5.099857685009487,5.212990936555891
kaggle_arshkon,True,430,0.02558139534883721,0.05116279069767442,2780.446511627907,0.13488372093023257,4.727906976744186,5.360655737704918
kaggle_asaniczka,False,15186,0.009614118266824708,0.07862504938759383,3804.93138416963,0.14513367575398392,4.429540366126695,5.763405196241017
kaggle_asaniczka,True,2943,0.004077471967380225,0.04621134896364254,4276.265715256541,0.15970098538905877,6.18620455317703,5.986868686868687
scraped,False,31055,0.028336821767831265,0.12455321204314924,5141.779874416358,0.5223635485429078,6.3931090001610045,4.9626185434122085
scraped,True,6097,0.02657044448089224,0.07528292602919469,3886.9570280465805,0.42840741348204037,6.71838609152042,5.45583550535766
