cohort,n_companies,n_postings,mean_entry_share_final,mean_entry_share_yoe,mean_length,mean_yoe
new_entrant,6527,21139.0,0.03576649196834593,0.09290944027562983,4460.47407659736,5.088654542082811
returning,983,16013.0,0.02107667819327553,0.08264947450371925,4291.748895739606,5.4379919766631275
