source_platform,source,period,period_year,rows,min_date_posted,max_date_posted,min_scrape_date,max_scrape_date,aggregator_share,yoe_known_share,seniority_unknown_share,llm_extraction_labeled_share,companies,metros
linkedin,kaggle_arshkon,2024-04,2024,4691,2024-04-05,2024-04-20,,,0.09166489021530591,0.6205499893412918,0.5167341718183757,0.9991473033468343,2298,73
linkedin,kaggle_asaniczka,2024-01,2024,18129,2024-01-12,2024-01-17,,,0.16233658778752275,0.7079265265596558,0.35208781510287385,0.9397650173754758,4948,86
linkedin,scraped,2026-03,2026,19777,2026-03-19,2026-03-30,2026-03-20,2026-03-31,0.16766951509329017,0.6753299287050615,0.5271274713050513,0.31981594781817263,5087,26
linkedin,scraped,2026-04,2026,21104,2026-03-31,2026-04-13,2026-04-01,2026-04-14,0.16508718726307808,0.6740428354814253,0.540940106141016,0.2942096285064443,5485,26
