source_platform,period,rows,description_length_mean,description_length_median,ai_regex_prevalence_raw_description,j1_entry_share_all,j3_yoe_le2_share_known,yoe_known_share,seniority_unknown_share
indeed,2026-03,4769,5514.09750471797,5391.0,0.3675823023694695,0.029985321870413084,0.18358913813459268,0.71042147200671,0.5294611029565947
indeed,2026-04,7091,5339.31391905232,5229.0,0.3586236073896488,0.03088421943308419,0.17862165963431786,0.7018756169792695,0.543928923988154
linkedin,2026-03,19777,4977.4097183597105,4920.0,0.3517722607068817,0.036456489861960865,0.17392932015573526,0.6753299287050615,0.5271274713050513
linkedin,2026-04,21104,4850.7362111448065,4803.0,0.3569465504169826,0.02625094768764215,0.17005272407732866,0.6740428354814253,0.540940106141016
