uid,source,period,doc_len,has_core_section,core_chars,boilerplate_chars,parsed_chars,core_share,boilerplate_share
arshkon_3905360656,kaggle_arshkon,2024-04,6981,False,0,0,2790,0.0,0.0
arshkon_3905361570,kaggle_arshkon,2024-04,6415,True,2357,0,2357,0.36742010911925177,0.0
arshkon_3888808580,kaggle_arshkon,2024-04,1540,True,1152,0,1152,0.7480519480519481,0.0
arshkon_3894277549,kaggle_arshkon,2024-04,2781,False,0,0,1727,0.0,0.0
arshkon_3901344987,kaggle_arshkon,2024-04,1160,False,0,0,925,0.0,0.0
arshkon_3901374594,kaggle_arshkon,2024-04,1169,False,0,0,1080,0.0,0.0
arshkon_3901936158,kaggle_arshkon,2024-04,1197,False,0,0,897,0.0,0.0
arshkon_3901957280,kaggle_arshkon,2024-04,1181,False,0,0,897,0.0,0.0
arshkon_3901165765,kaggle_arshkon,2024-04,2962,False,0,0,2959,0.0,0.0
arshkon_3887712525,kaggle_arshkon,2024-04,1706,False,0,0,1500,0.0,0.0
arshkon_3904086695,kaggle_arshkon,2024-04,1200,False,0,0,898,0.0,0.0
arshkon_3904087600,kaggle_arshkon,2024-04,776,False,0,0,774,0.0,0.0
arshkon_3904087641,kaggle_arshkon,2024-04,1339,False,0,0,892,0.0,0.0
arshkon_3904087682,kaggle_arshkon,2024-04,925,True,210,0,210,0.22702702702702704,0.0
arshkon_3904088635,kaggle_arshkon,2024-04,714,False,0,0,714,0.0,0.0
arshkon_3904088713,kaggle_arshkon,2024-04,1405,False,0,0,1042,0.0,0.0
arshkon_3904089606,kaggle_arshkon,2024-04,839,False,0,0,746,0.0,0.0
arshkon_3904090577,kaggle_arshkon,2024-04,592,False,0,0,450,0.0,0.0
arshkon_3904090644,kaggle_arshkon,2024-04,757,False,0,0,756,0.0,0.0
arshkon_3904091342,kaggle_arshkon,2024-04,1595,False,0,0,1135,0.0,0.0
arshkon_3904091393,kaggle_arshkon,2024-04,831,False,0,0,614,0.0,0.0
arshkon_3904092336,kaggle_arshkon,2024-04,1079,False,0,0,993,0.0,0.0
arshkon_3904093312,kaggle_arshkon,2024-04,714,False,0,0,714,0.0,0.0
arshkon_3904093317,kaggle_arshkon,2024-04,925,False,0,0,498,0.0,0.0
arshkon_3905300826,kaggle_arshkon,2024-04,2962,False,0,0,2866,0.0,0.0
arshkon_3904998502,kaggle_arshkon,2024-04,1282,False,0,0,773,0.0,0.0
arshkon_3905210827,kaggle_arshkon,2024-04,2152,True,1597,0,1597,0.7421003717472119,0.0
arshkon_3902358536,kaggle_arshkon,2024-04,377,False,0,0,377,0.0,0.0
arshkon_3903446543,kaggle_arshkon,2024-04,916,False,0,0,820,0.0,0.0
arshkon_3884853913,kaggle_arshkon,2024-04,6756,False,0,0,2558,0.0,0.0
arshkon_3886478951,kaggle_arshkon,2024-04,2408,False,0,0,2286,0.0,0.0
arshkon_3891285588,kaggle_arshkon,2024-04,7876,True,4623,0,4623,0.5869730827831386,0.0
arshkon_3901388373,kaggle_arshkon,2024-04,3914,False,0,0,3677,0.0,0.0
arshkon_3901388505,kaggle_arshkon,2024-04,2857,False,0,0,2622,0.0,0.0
arshkon_3901390322,kaggle_arshkon,2024-04,3296,False,0,0,2997,0.0,0.0
arshkon_3901393102,kaggle_arshkon,2024-04,2851,False,0,0,2487,0.0,0.0
arshkon_3901998973,kaggle_arshkon,2024-04,3019,False,0,0,2222,0.0,0.0
arshkon_3902303066,kaggle_arshkon,2024-04,2463,False,0,0,1600,0.0,0.0
arshkon_3902330747,kaggle_arshkon,2024-04,5859,False,0,0,2646,0.0,0.0
arshkon_3902868766,kaggle_arshkon,2024-04,3115,False,0,0,2750,0.0,0.0
arshkon_3902877492,kaggle_arshkon,2024-04,2779,False,0,0,2537,0.0,0.0
arshkon_3901941058,kaggle_arshkon,2024-04,3888,True,2774,0,2774,0.713477366255144,0.0
arshkon_3906236480,kaggle_arshkon,2024-04,3069,False,0,0,2035,0.0,0.0
arshkon_3889121966,kaggle_arshkon,2024-04,4152,False,0,0,1880,0.0,0.0
arshkon_3904395160,kaggle_arshkon,2024-04,3603,False,0,0,1477,0.0,0.0
arshkon_3906259210,kaggle_arshkon,2024-04,4786,False,0,0,2451,0.0,0.0
arshkon_2269442456,kaggle_arshkon,2024-04,580,False,0,0,347,0.0,0.0
arshkon_3905885196,kaggle_arshkon,2024-04,3624,False,0,0,2687,0.0,0.0
arshkon_3886202429,kaggle_arshkon,2024-04,1140,False,0,0,859,0.0,0.0
arshkon_3904058309,kaggle_arshkon,2024-04,1233,False,0,0,952,0.0,0.0
arshkon_3906095566,kaggle_arshkon,2024-04,3286,False,0,0,1719,0.0,0.0
arshkon_3888825652,kaggle_arshkon,2024-04,5005,False,0,0,5005,0.0,0.0
arshkon_3902371596,kaggle_arshkon,2024-04,4095,False,0,0,3704,0.0,0.0
arshkon_3904961715,kaggle_arshkon,2024-04,1227,False,0,0,801,0.0,0.0
asaniczka_26971a780c428054,kaggle_asaniczka,2024-01,2867,False,0,0,2038,0.0,0.0
asaniczka_56a90bbaaab8ed22,kaggle_asaniczka,2024-01,2867,False,0,0,1764,0.0,0.0
asaniczka_5f94955074c3c65a,kaggle_asaniczka,2024-01,2867,False,0,0,1814,0.0,0.0
asaniczka_9f2ddd194ad51b53,kaggle_asaniczka,2024-01,1950,False,0,0,991,0.0,0.0
asaniczka_e8535484aea981fc,kaggle_asaniczka,2024-01,2332,False,0,0,1843,0.0,0.0
asaniczka_3e099e86937356f1,kaggle_asaniczka,2024-01,6036,False,0,0,1266,0.0,0.0
asaniczka_59d158adaa32f4ac,kaggle_asaniczka,2024-01,5675,False,0,0,3034,0.0,0.0
asaniczka_5a24e1089cfe54a3,kaggle_asaniczka,2024-01,4428,False,0,0,1787,0.0,0.0
asaniczka_dc272df8ae2952c0,kaggle_asaniczka,2024-01,4527,False,0,0,1818,0.0,0.0
asaniczka_a7c57559e4f11c50,kaggle_asaniczka,2024-01,1602,False,0,0,1285,0.0,0.0
asaniczka_9cd59c9e101b120a,kaggle_asaniczka,2024-01,1292,False,0,0,840,0.0,0.0
asaniczka_cde211be4d44b5c1,kaggle_asaniczka,2024-01,2477,False,0,0,1318,0.0,0.0
asaniczka_ec712db019e220bb,kaggle_asaniczka,2024-01,861,False,0,0,717,0.0,0.0
asaniczka_083bfcf2f8c853eb,kaggle_asaniczka,2024-01,2718,False,0,0,2383,0.0,0.0
asaniczka_57b5e1d9871f2f48,kaggle_asaniczka,2024-01,1205,True,1172,0,1172,0.9726141078838174,0.0
asaniczka_3632ab1972586fac,kaggle_asaniczka,2024-01,2641,False,0,0,2075,0.0,0.0
asaniczka_3873a2f96a57f869,kaggle_asaniczka,2024-01,6124,False,0,0,2298,0.0,0.0
asaniczka_1ad7bb2d047e13ce,kaggle_asaniczka,2024-01,3818,False,0,0,2257,0.0,0.0
asaniczka_21dc7553f84ef704,kaggle_asaniczka,2024-01,3811,False,0,0,2683,0.0,0.0
asaniczka_30505766f76887ab,kaggle_asaniczka,2024-01,3815,False,0,0,2823,0.0,0.0
asaniczka_3075b8557ad75089,kaggle_asaniczka,2024-01,3816,False,0,0,2209,0.0,0.0
asaniczka_a93240892c7907fa,kaggle_asaniczka,2024-01,3812,False,0,0,2393,0.0,0.0
asaniczka_ab9f8e75bba3ce4d,kaggle_asaniczka,2024-01,3817,False,0,0,2792,0.0,0.0
asaniczka_b00dca8db7556330,kaggle_asaniczka,2024-01,4634,False,0,0,3317,0.0,0.0
asaniczka_cbac1836373f8c75,kaggle_asaniczka,2024-01,3820,False,0,0,2824,0.0,0.0
asaniczka_add0cb379d72f9ba,kaggle_asaniczka,2024-01,2440,False,0,0,920,0.0,0.0
asaniczka_7e4c49bf8a8ddad0,kaggle_asaniczka,2024-01,1605,False,0,0,1355,0.0,0.0
asaniczka_5bb379e2bdf26b2d,kaggle_asaniczka,2024-01,4847,False,0,0,3411,0.0,0.0
asaniczka_aaa9dcba2de9772f,kaggle_asaniczka,2024-01,2935,False,0,0,1359,0.0,0.0
asaniczka_05ac8da76d37a910,kaggle_asaniczka,2024-01,6916,True,6778,0,6778,0.9800462695199538,0.0
asaniczka_e37556444fffaa89,kaggle_asaniczka,2024-01,3824,False,0,0,1611,0.0,0.0
asaniczka_e5c8ad6cafbca867,kaggle_asaniczka,2024-01,1632,False,0,0,164,0.0,0.0
asaniczka_46b0d167d9caddb6,kaggle_asaniczka,2024-01,3102,False,0,0,2187,0.0,0.0
asaniczka_7772d87de7d9e101,kaggle_asaniczka,2024-01,2720,False,0,0,1850,0.0,0.0
asaniczka_072912bc8b5236a8,kaggle_asaniczka,2024-01,5982,False,0,0,2978,0.0,0.0
asaniczka_6e7182f1493b1470,kaggle_asaniczka,2024-01,5363,False,0,0,2921,0.0,0.0
asaniczka_f0e6515751f929a9,kaggle_asaniczka,2024-01,6039,False,0,0,3519,0.0,0.0
asaniczka_82b8a1f3bce7d97d,kaggle_asaniczka,2024-01,1693,False,0,0,1215,0.0,0.0
asaniczka_bb402ab5fb11b5d6,kaggle_asaniczka,2024-01,2191,False,0,0,1780,0.0,0.0
asaniczka_e7ceb18422e4bd58,kaggle_asaniczka,2024-01,1408,False,0,0,1194,0.0,0.0
asaniczka_bcdb38a302aff0dd,kaggle_asaniczka,2024-01,3384,False,0,0,3110,0.0,0.0
asaniczka_bff9db288ace229c,kaggle_asaniczka,2024-01,4018,False,0,0,3714,0.0,0.0
asaniczka_ca808d7499831d5a,kaggle_asaniczka,2024-01,2053,False,0,0,1848,0.0,0.0
asaniczka_06cc2c0cacb26d08,kaggle_asaniczka,2024-01,1359,False,0,0,1103,0.0,0.0
asaniczka_625196dd39b65dd0,kaggle_asaniczka,2024-01,2147,False,0,0,1562,0.0,0.0
asaniczka_7707ac9883c06e9d,kaggle_asaniczka,2024-01,1259,True,909,0,909,0.7220015885623511,0.0
asaniczka_9f773d21e10555b1,kaggle_asaniczka,2024-01,1305,False,0,0,1052,0.0,0.0
asaniczka_eaaa804cb541f3bf,kaggle_asaniczka,2024-01,1726,False,0,0,1522,0.0,0.0
asaniczka_a43dd9819bb06696,kaggle_asaniczka,2024-01,2659,True,2413,0,2413,0.9074840165475743,0.0
asaniczka_60993149724d33a2,kaggle_asaniczka,2024-01,4078,False,0,0,1978,0.0,0.0
asaniczka_7d62192b71bf35bb,kaggle_asaniczka,2024-01,4307,False,0,0,2555,0.0,0.0
asaniczka_b23ad82555dcc5c8,kaggle_asaniczka,2024-01,2548,False,0,0,1462,0.0,0.0
asaniczka_86b7479a7c297280,kaggle_asaniczka,2024-01,3905,False,0,0,2667,0.0,0.0
asaniczka_b232dfb3abbed2f9,kaggle_asaniczka,2024-01,2742,False,0,0,2697,0.0,0.0
asaniczka_f583cdfca510642d,kaggle_asaniczka,2024-01,842,True,797,0,797,0.9465558194774347,0.0
asaniczka_6be747d902027cca,kaggle_asaniczka,2024-01,4814,False,0,0,1913,0.0,0.0
asaniczka_dce69024b9c65064,kaggle_asaniczka,2024-01,6095,False,0,0,4258,0.0,0.0
asaniczka_197dad7475406f58,kaggle_asaniczka,2024-01,3323,True,3286,0,3286,0.9888654829972916,0.0
asaniczka_a0329bd40ebd0c1f,kaggle_asaniczka,2024-01,1983,False,0,0,1822,0.0,0.0
asaniczka_7a4dbbffc9ef928c,kaggle_asaniczka,2024-01,717,False,0,0,697,0.0,0.0
asaniczka_4b50898135149433,kaggle_asaniczka,2024-01,5975,False,0,0,4163,0.0,0.0
asaniczka_98768d80a4a82834,kaggle_asaniczka,2024-01,5768,False,0,0,4754,0.0,0.0
asaniczka_396103a8e4ded0ff,kaggle_asaniczka,2024-01,8119,False,0,0,4203,0.0,0.0
asaniczka_09b73c0c1934673e,kaggle_asaniczka,2024-01,2588,False,0,0,2442,0.0,0.0
asaniczka_3417c363325ca7d4,kaggle_asaniczka,2024-01,3131,False,0,0,1528,0.0,0.0
asaniczka_74d0567221b6081f,kaggle_asaniczka,2024-01,1827,False,0,0,920,0.0,0.0
asaniczka_7aae6411e409ed2b,kaggle_asaniczka,2024-01,2737,False,0,0,1413,0.0,0.0
asaniczka_c32cd6aa65ecf203,kaggle_asaniczka,2024-01,2108,False,0,0,1077,0.0,0.0
asaniczka_459d2a6fad1906ec,kaggle_asaniczka,2024-01,1908,False,0,0,1674,0.0,0.0
asaniczka_4dc2b373dedf355f,kaggle_asaniczka,2024-01,393,False,0,0,261,0.0,0.0
asaniczka_d23a9c67a8f50f01,kaggle_asaniczka,2024-01,3546,False,0,0,3178,0.0,0.0
asaniczka_d57578e1167b2e11,kaggle_asaniczka,2024-01,1301,False,0,0,1101,0.0,0.0
asaniczka_8825060e5a6bb400,kaggle_asaniczka,2024-01,5208,False,0,0,4664,0.0,0.0
asaniczka_101072905bc7f835,kaggle_asaniczka,2024-01,1909,False,0,0,627,0.0,0.0
asaniczka_93b09eb4a1322d41,kaggle_asaniczka,2024-01,3618,False,0,0,2420,0.0,0.0
asaniczka_0d1d21a03b1d646f,kaggle_asaniczka,2024-01,6052,False,0,0,2731,0.0,0.0
asaniczka_17db077f386ef06b,kaggle_asaniczka,2024-01,5808,False,0,0,2501,0.0,0.0
asaniczka_24baae936e35fd73,kaggle_asaniczka,2024-01,6040,False,0,0,2546,0.0,0.0
asaniczka_57c5d7ba8f0bffe3,kaggle_asaniczka,2024-01,6284,False,0,0,2785,0.0,0.0
asaniczka_a3471da891f1901f,kaggle_asaniczka,2024-01,1659,False,0,0,1525,0.0,0.0
asaniczka_ae178dcd145079e1,kaggle_asaniczka,2024-01,2447,False,0,0,2367,0.0,0.0
asaniczka_79d1eb78b7db8b17,kaggle_asaniczka,2024-01,7537,True,3259,0,3259,0.4324001592145416,0.0
asaniczka_9d274821af55fc16,kaggle_asaniczka,2024-01,8441,False,0,0,2923,0.0,0.0
asaniczka_ddd8610a9f874bc4,kaggle_asaniczka,2024-01,8652,False,0,0,3551,0.0,0.0
asaniczka_f0d284e9d2dd2b66,kaggle_asaniczka,2024-01,8741,True,3307,0,3307,0.3783319986271594,0.0
asaniczka_fdb87691697efeea,kaggle_asaniczka,2024-01,8614,False,0,0,2298,0.0,0.0
asaniczka_3f53ec8bc846b9c7,kaggle_asaniczka,2024-01,5467,False,0,0,4219,0.0,0.0
asaniczka_8ebf6b522f306c66,kaggle_asaniczka,2024-01,2660,True,2336,0,2336,0.8781954887218045,0.0
asaniczka_41bc4e2a14a1b8c5,kaggle_asaniczka,2024-01,2752,False,0,0,1500,0.0,0.0
asaniczka_d77f7a21a2792c07,kaggle_asaniczka,2024-01,3910,False,0,0,2171,0.0,0.0
asaniczka_a4b93645f02634a5,kaggle_asaniczka,2024-01,5753,False,0,0,3425,0.0,0.0
asaniczka_1782465b91512db9,kaggle_asaniczka,2024-01,3540,False,0,0,2527,0.0,0.0
asaniczka_a86b47dcc8b53114,kaggle_asaniczka,2024-01,1532,False,0,0,702,0.0,0.0
asaniczka_a470f7bd4c530c68,kaggle_asaniczka,2024-01,1039,False,0,0,962,0.0,0.0
asaniczka_2b99bfc5713184e8,kaggle_asaniczka,2024-01,735,False,0,0,644,0.0,0.0
asaniczka_424144c15d062714,kaggle_asaniczka,2024-01,1305,False,0,0,1214,0.0,0.0
asaniczka_58b60df284481d2d,kaggle_asaniczka,2024-01,3043,True,88,0,2847,0.028918830101873152,0.0
asaniczka_78c48a042fab97b3,kaggle_asaniczka,2024-01,2969,False,0,0,2731,0.0,0.0
asaniczka_df5d6fc66021374c,kaggle_asaniczka,2024-01,3220,False,0,0,2741,0.0,0.0
asaniczka_e9800ea710328aca,kaggle_asaniczka,2024-01,4739,False,0,0,4246,0.0,0.0
asaniczka_bef4e8957a887177,kaggle_asaniczka,2024-01,5859,False,0,0,3059,0.0,0.0
asaniczka_21e4812e2c350c14,kaggle_asaniczka,2024-01,950,False,0,0,904,0.0,0.0
asaniczka_2467e19ce0757fc8,kaggle_asaniczka,2024-01,4515,False,0,0,4092,0.0,0.0
asaniczka_a91206a86b9875cb,kaggle_asaniczka,2024-01,3968,False,0,0,1937,0.0,0.0
asaniczka_c02a5e1e0acfbfa4,kaggle_asaniczka,2024-01,6762,False,0,0,4906,0.0,0.0
asaniczka_086612dc866c1fa0,kaggle_asaniczka,2024-01,2077,False,0,0,1704,0.0,0.0
asaniczka_02504acd8c2ac3a1,kaggle_asaniczka,2024-01,3547,False,0,0,1617,0.0,0.0
asaniczka_1ca5dda099f88d42,kaggle_asaniczka,2024-01,4114,False,0,0,2087,0.0,0.0
asaniczka_2d2fff04c67a6fc6,kaggle_asaniczka,2024-01,3795,False,0,0,1855,0.0,0.0
asaniczka_393ecc652e96ee5c,kaggle_asaniczka,2024-01,7276,True,4915,0,4915,0.6755085211654756,0.0
asaniczka_474b8bba40188974,kaggle_asaniczka,2024-01,4836,False,0,0,2723,0.0,0.0
asaniczka_513bd3db67b61c3c,kaggle_asaniczka,2024-01,3782,True,1853,0,1853,0.48995240613432045,0.0
asaniczka_60d87d6734483748,kaggle_asaniczka,2024-01,4070,False,0,0,2143,0.0,0.0
asaniczka_6e462c31b3fa3c87,kaggle_asaniczka,2024-01,3896,False,0,0,1969,0.0,0.0
asaniczka_821d387f1b08a737,kaggle_asaniczka,2024-01,3895,True,1979,0,1979,0.5080872913992298,0.0
asaniczka_86504e6df5cf5525,kaggle_asaniczka,2024-01,3958,True,2031,0,2031,0.5131379484588175,0.0
asaniczka_8675ff8222a87538,kaggle_asaniczka,2024-01,4911,True,2995,0,2995,0.6098554265933619,0.0
asaniczka_8c001a22fe5a5eb4,kaggle_asaniczka,2024-01,3837,False,0,0,1910,0.0,0.0
asaniczka_8e333525059111cd,kaggle_asaniczka,2024-01,4121,False,0,0,1963,0.0,0.0
asaniczka_9d6233c17d95a7eb,kaggle_asaniczka,2024-01,3819,True,1752,0,1752,0.4587588373919874,0.0
asaniczka_9dae6be5e3e361b2,kaggle_asaniczka,2024-01,4501,True,1983,0,1983,0.4405687624972228,0.0
asaniczka_a1aa01120697c2cd,kaggle_asaniczka,2024-01,3857,False,0,0,1930,0.0,0.0
asaniczka_c03d241b0762112d,kaggle_asaniczka,2024-01,4634,False,0,0,2652,0.0,0.0
asaniczka_c92537c6fa9e71ca,kaggle_asaniczka,2024-01,3928,False,0,0,890,0.0,0.0
asaniczka_e3b54dbacc461aff,kaggle_asaniczka,2024-01,3547,True,1480,0,1480,0.4172540174795602,0.0
asaniczka_e4cbf7f3d89ce0dd,kaggle_asaniczka,2024-01,4035,False,0,0,1999,0.0,0.0
asaniczka_f17f8d2a1dc5ba3b,kaggle_asaniczka,2024-01,4117,False,0,0,2145,0.0,0.0
asaniczka_d021d6a03add4744,kaggle_asaniczka,2024-01,6575,False,0,0,6497,0.0,0.0
asaniczka_04af281bae0850a1,kaggle_asaniczka,2024-01,3648,False,0,0,1825,0.0,0.0
asaniczka_1e9fe8f64dab9a42,kaggle_asaniczka,2024-01,2894,False,0,0,1317,0.0,0.0
asaniczka_239ae305d790699c,kaggle_asaniczka,2024-01,1865,False,0,0,1238,0.0,0.0
asaniczka_838a2b5c99f90587,kaggle_asaniczka,2024-01,3014,False,0,0,1251,0.0,0.0
asaniczka_a667ba07264a8a5f,kaggle_asaniczka,2024-01,3951,False,0,0,2254,0.0,0.0
asaniczka_57b72d1cf33cca4d,kaggle_asaniczka,2024-01,3171,False,0,0,1764,0.0,0.0
asaniczka_7e6239a052e2fe48,kaggle_asaniczka,2024-01,5869,False,0,0,2438,0.0,0.0
asaniczka_32e33f86ed36e16b,kaggle_asaniczka,2024-01,1132,False,0,0,1112,0.0,0.0
asaniczka_47c8c432afbfc029,kaggle_asaniczka,2024-01,5792,False,0,0,2979,0.0,0.0
asaniczka_d084fb039c8b1f75,kaggle_asaniczka,2024-01,4999,False,0,0,2893,0.0,0.0
asaniczka_427c2f1bced966f6,kaggle_asaniczka,2024-01,1554,False,0,0,1491,0.0,0.0
asaniczka_b831d53791699496,kaggle_asaniczka,2024-01,2627,False,0,0,2594,0.0,0.0
asaniczka_dfd16a053746a221,kaggle_asaniczka,2024-01,4429,False,0,0,3103,0.0,0.0
asaniczka_0449b3bdf9e1a50d,kaggle_asaniczka,2024-01,5905,False,0,0,4766,0.0,0.0
asaniczka_4b2f2332fa1a41b6,kaggle_asaniczka,2024-01,3840,False,0,0,2701,0.0,0.0
asaniczka_61923a1b3482b6c6,kaggle_asaniczka,2024-01,4790,False,0,0,3333,0.0,0.0
asaniczka_61ab4d96912bd841,kaggle_asaniczka,2024-01,3841,False,0,0,2702,0.0,0.0
asaniczka_a8bca3908c68d5a0,kaggle_asaniczka,2024-01,5470,False,0,0,3992,0.0,0.0
asaniczka_d837f56701616e20,kaggle_asaniczka,2024-01,4877,False,0,0,3584,0.0,0.0
asaniczka_fb18e82fb65f5be9,kaggle_asaniczka,2024-01,4085,False,0,0,2946,0.0,0.0
asaniczka_a57c628d2cf0a2fc,kaggle_asaniczka,2024-01,3168,False,0,0,2956,0.0,0.0
asaniczka_4ea615a97b3e144b,kaggle_asaniczka,2024-01,4560,False,0,0,1691,0.0,0.0
asaniczka_1528ea97cf6326e5,kaggle_asaniczka,2024-01,1575,True,1179,0,1179,0.7485714285714286,0.0
asaniczka_211bfb9a11d5d42d,kaggle_asaniczka,2024-01,4147,False,0,0,3883,0.0,0.0
asaniczka_4e5aa320f6cc2305,kaggle_asaniczka,2024-01,3315,False,0,0,3018,0.0,0.0
asaniczka_584a1d5c8fc2f0cc,kaggle_asaniczka,2024-01,2750,True,546,0,1557,0.19854545454545455,0.0
asaniczka_e9815af242421638,kaggle_asaniczka,2024-01,708,False,0,0,418,0.0,0.0
asaniczka_cb83cb05ea896b78,kaggle_asaniczka,2024-01,3140,False,0,0,1988,0.0,0.0
asaniczka_8c63708e36293d98,kaggle_asaniczka,2024-01,2655,False,0,0,2546,0.0,0.0
asaniczka_304bbc1ef3fcec1c,kaggle_asaniczka,2024-01,5688,False,0,0,4727,0.0,0.0
asaniczka_7688497afd9fb144,kaggle_asaniczka,2024-01,1521,True,1381,0,1381,0.9079552925706772,0.0
asaniczka_774c4efe24f766b6,kaggle_asaniczka,2024-01,4173,False,0,0,3975,0.0,0.0
asaniczka_398bcd51768117ab,kaggle_asaniczka,2024-01,4476,False,0,0,2385,0.0,0.0
asaniczka_8fd10a35caccda4f,kaggle_asaniczka,2024-01,1575,True,1402,0,1402,0.8901587301587301,0.0
asaniczka_0805de303817eec3,kaggle_asaniczka,2024-01,1605,False,0,0,1351,0.0,0.0
asaniczka_1cc570acbab7a39b,kaggle_asaniczka,2024-01,973,False,0,0,907,0.0,0.0
asaniczka_2cb3274595f77c16,kaggle_asaniczka,2024-01,3183,False,0,0,3041,0.0,0.0
asaniczka_61d817a4dd43941b,kaggle_asaniczka,2024-01,3303,False,0,0,3178,0.0,0.0
asaniczka_b419f56cb833aff5,kaggle_asaniczka,2024-01,5744,False,0,0,5481,0.0,0.0
asaniczka_fb8ea7059a2589e3,kaggle_asaniczka,2024-01,2383,False,0,0,2235,0.0,0.0
asaniczka_8f6b4024f4f78a95,kaggle_asaniczka,2024-01,4125,False,0,0,3731,0.0,0.0
asaniczka_b39fb7c4ba9920f1,kaggle_asaniczka,2024-01,3553,False,0,0,2235,0.0,0.0
asaniczka_d1c68fde9f582d91,kaggle_asaniczka,2024-01,2926,False,0,0,1696,0.0,0.0
asaniczka_4184d86c46fc00fa,kaggle_asaniczka,2024-01,1899,False,0,0,1124,0.0,0.0
asaniczka_45666d8e7aa01dac,kaggle_asaniczka,2024-01,2735,False,0,0,2072,0.0,0.0
asaniczka_5b20fafeb035d2ae,kaggle_asaniczka,2024-01,1753,False,0,0,989,0.0,0.0
asaniczka_6719c6e9953789df,kaggle_asaniczka,2024-01,3144,False,0,0,1340,0.0,0.0
asaniczka_6944db9d89d223eb,kaggle_asaniczka,2024-01,3441,False,0,0,2010,0.0,0.0
asaniczka_75d505ac56e8e1d6,kaggle_asaniczka,2024-01,3421,False,0,0,2451,0.0,0.0
asaniczka_9f1e6a1a23e1012a,kaggle_asaniczka,2024-01,2803,False,0,0,2078,0.0,0.0
asaniczka_a2287292be0e495a,kaggle_asaniczka,2024-01,3643,False,0,0,2826,0.0,0.0
asaniczka_a6786d6dc75368e9,kaggle_asaniczka,2024-01,3124,False,0,0,2575,0.0,0.0
asaniczka_b381f631042aa27e,kaggle_asaniczka,2024-01,2612,False,0,0,1936,0.0,0.0
asaniczka_b435c5c3e99c2641,kaggle_asaniczka,2024-01,2141,False,0,0,1261,0.0,0.0
asaniczka_dce9158ef8760c4a,kaggle_asaniczka,2024-01,2830,False,0,0,2076,0.0,0.0
asaniczka_eb42681d11d07655,kaggle_asaniczka,2024-01,2486,False,0,0,1775,0.0,0.0
asaniczka_ed7371db66c720b8,kaggle_asaniczka,2024-01,3446,False,0,0,2753,0.0,0.0
asaniczka_e9319defdfe4ae87,kaggle_asaniczka,2024-01,5397,False,0,0,3259,0.0,0.0
asaniczka_f365d5f345a24d8a,kaggle_asaniczka,2024-01,4829,False,0,0,2531,0.0,0.0
asaniczka_39b27b94b2a5a9d5,kaggle_asaniczka,2024-01,8067,True,3002,0,5682,0.37213338291806125,0.0
asaniczka_16dce948bb51edbc,kaggle_asaniczka,2024-01,4875,False,0,0,4264,0.0,0.0
asaniczka_1b1629405299ab5b,kaggle_asaniczka,2024-01,1550,False,0,0,1318,0.0,0.0
asaniczka_2b3d8fc1210775f3,kaggle_asaniczka,2024-01,4411,False,0,0,2764,0.0,0.0
asaniczka_306f5ec569d75076,kaggle_asaniczka,2024-01,2081,False,0,0,1862,0.0,0.0
asaniczka_3371d06d15092d54,kaggle_asaniczka,2024-01,1561,False,0,0,1067,0.0,0.0
asaniczka_3c5c5960f65178a8,kaggle_asaniczka,2024-01,3037,False,0,0,1915,0.0,0.0
asaniczka_5dbb0732879f5b66,kaggle_asaniczka,2024-01,2749,False,0,0,2706,0.0,0.0
asaniczka_5eb23b6b919a2cc8,kaggle_asaniczka,2024-01,3596,False,0,0,3510,0.0,0.0
asaniczka_6821113c188416b1,kaggle_asaniczka,2024-01,3501,False,0,0,2890,0.0,0.0
asaniczka_776ee5f891688bc8,kaggle_asaniczka,2024-01,3210,False,0,0,3190,0.0,0.0
asaniczka_81630c7736920b81,kaggle_asaniczka,2024-01,1943,False,0,0,1724,0.0,0.0
asaniczka_8a5c1ba32794a69f,kaggle_asaniczka,2024-01,1392,False,0,0,1160,0.0,0.0
asaniczka_9a078d869cd2045b,kaggle_asaniczka,2024-01,2893,False,0,0,2282,0.0,0.0
asaniczka_dcbdfe2c725f3940,kaggle_asaniczka,2024-01,2065,False,0,0,1782,0.0,0.0
asaniczka_e66d7ab1597542a1,kaggle_asaniczka,2024-01,2115,False,0,0,2028,0.0,0.0
asaniczka_ef64411a094c2703,kaggle_asaniczka,2024-01,1408,False,0,0,1176,0.0,0.0
asaniczka_0f13964e3eb7d965,kaggle_asaniczka,2024-01,5843,False,0,0,2637,0.0,0.0
asaniczka_1af847838890edb3,kaggle_asaniczka,2024-01,4441,False,0,0,1655,0.0,0.0
asaniczka_20b00e174f75ad40,kaggle_asaniczka,2024-01,5277,False,0,0,3255,0.0,0.0
asaniczka_3a80343b32589bf7,kaggle_asaniczka,2024-01,3337,False,0,0,1585,0.0,0.0
asaniczka_7af429c884f99e44,kaggle_asaniczka,2024-01,4714,False,0,0,2646,0.0,0.0
asaniczka_b29346c5a5f371c7,kaggle_asaniczka,2024-01,5627,False,0,0,2150,0.0,0.0
asaniczka_be6eaab6ccc8a228,kaggle_asaniczka,2024-01,3979,False,0,0,2027,0.0,0.0
asaniczka_e4bb30893ce9c22a,kaggle_asaniczka,2024-01,4901,False,0,0,2960,0.0,0.0
