uid,source,period,doc_len,has_core_section,core_chars,boilerplate_chars,parsed_chars,core_share,boilerplate_share
arshkon_3898180225,kaggle_arshkon,2024-04,1739,False,0,0,1384,0.0,0.0
arshkon_3827923756,kaggle_arshkon,2024-04,1128,False,0,0,739,0.0,0.0
arshkon_3905286566,kaggle_arshkon,2024-04,1748,False,0,0,1711,0.0,0.0
arshkon_3901948286,kaggle_arshkon,2024-04,2220,False,0,0,2076,0.0,0.0
arshkon_3901977797,kaggle_arshkon,2024-04,2315,False,0,0,2209,0.0,0.0
arshkon_3902873515,kaggle_arshkon,2024-04,3214,False,0,0,3214,0.0,0.0
arshkon_3904415240,kaggle_arshkon,2024-04,2724,True,2715,0,2715,0.9966960352422908,0.0
arshkon_3901966406,kaggle_arshkon,2024-04,2141,False,0,0,2158,0.0,0.0
arshkon_3904583784,kaggle_arshkon,2024-04,1104,False,0,0,1103,0.0,0.0
arshkon_3889710375,kaggle_arshkon,2024-04,2302,False,0,0,2240,0.0,0.0
arshkon_3905333105,kaggle_arshkon,2024-04,5292,False,0,0,2203,0.0,0.0
arshkon_3898116126,kaggle_arshkon,2024-04,4453,False,0,0,4281,0.0,0.0
arshkon_3901955906,kaggle_arshkon,2024-04,399,False,0,0,399,0.0,0.0
arshkon_3895812688,kaggle_arshkon,2024-04,7393,False,0,0,4837,0.0,0.0
arshkon_3901349252,kaggle_arshkon,2024-04,5136,False,0,0,2476,0.0,0.0
arshkon_3902359385,kaggle_arshkon,2024-04,6879,False,0,0,2696,0.0,0.0
arshkon_3902832504,kaggle_arshkon,2024-04,1966,False,0,0,1521,0.0,0.0
arshkon_3902818173,kaggle_arshkon,2024-04,1331,False,0,0,814,0.0,0.0
arshkon_3886879854,kaggle_arshkon,2024-04,3391,False,0,0,3171,0.0,0.0
arshkon_3891080724,kaggle_arshkon,2024-04,2597,True,2581,0,2581,0.9938390450519831,0.0
arshkon_3895843206,kaggle_arshkon,2024-04,4118,False,0,0,2733,0.0,0.0
arshkon_3905310946,kaggle_arshkon,2024-04,2233,False,0,0,1784,0.0,0.0
arshkon_3901696252,kaggle_arshkon,2024-04,3053,False,0,0,2855,0.0,0.0
arshkon_3905243013,kaggle_arshkon,2024-04,1875,False,0,0,1354,0.0,0.0
arshkon_3905820816,kaggle_arshkon,2024-04,3151,False,0,0,2671,0.0,0.0
arshkon_3905288206,kaggle_arshkon,2024-04,1313,False,0,0,1240,0.0,0.0
arshkon_3906252293,kaggle_arshkon,2024-04,4180,False,0,0,2477,0.0,0.0
arshkon_3903488791,kaggle_arshkon,2024-04,4528,False,0,0,2305,0.0,0.0
arshkon_3905682636,kaggle_arshkon,2024-04,7509,False,0,0,4177,0.0,0.0
arshkon_3906250320,kaggle_arshkon,2024-04,3621,False,0,0,2149,0.0,0.0
arshkon_3833295504,kaggle_arshkon,2024-04,3186,True,826,0,1886,0.25925925925925924,0.0
arshkon_3902346745,kaggle_arshkon,2024-04,499,False,0,0,498,0.0,0.0
arshkon_3898174032,kaggle_arshkon,2024-04,581,False,0,0,580,0.0,0.0
arshkon_3902366880,kaggle_arshkon,2024-04,1633,False,0,0,1412,0.0,0.0
arshkon_3898156767,kaggle_arshkon,2024-04,2912,False,0,0,1843,0.0,0.0
arshkon_3894569274,kaggle_arshkon,2024-04,7776,False,0,0,4673,0.0,0.0
arshkon_3904706846,kaggle_arshkon,2024-04,7409,False,0,0,3462,0.0,0.0
arshkon_3901982568,kaggle_arshkon,2024-04,2006,False,0,0,1867,0.0,0.0
arshkon_3899520843,kaggle_arshkon,2024-04,1136,False,0,0,989,0.0,0.0
arshkon_3899532078,kaggle_arshkon,2024-04,1538,False,0,0,1370,0.0,0.0
arshkon_3906090117,kaggle_arshkon,2024-04,1070,True,709,0,709,0.6626168224299065,0.0
arshkon_3895216950,kaggle_arshkon,2024-04,2520,False,0,0,2520,0.0,0.0
arshkon_3902859966,kaggle_arshkon,2024-04,2778,False,0,0,2316,0.0,0.0
arshkon_3902866103,kaggle_arshkon,2024-04,2492,False,0,0,2102,0.0,0.0
arshkon_3901999242,kaggle_arshkon,2024-04,3163,True,781,0,781,0.2469174834018337,0.0
arshkon_3902867193,kaggle_arshkon,2024-04,3508,False,0,0,1574,0.0,0.0
arshkon_3905301536,kaggle_arshkon,2024-04,3262,False,0,0,1573,0.0,0.0
arshkon_3906228304,kaggle_arshkon,2024-04,4565,False,0,0,3258,0.0,0.0
arshkon_3906229132,kaggle_arshkon,2024-04,4420,False,0,0,3071,0.0,0.0
arshkon_3888944505,kaggle_arshkon,2024-04,4741,False,0,0,2475,0.0,0.0
arshkon_3901168755,kaggle_arshkon,2024-04,3702,False,0,0,2863,0.0,0.0
arshkon_3904706725,kaggle_arshkon,2024-04,3335,False,0,0,2832,0.0,0.0
arshkon_3902364734,kaggle_arshkon,2024-04,5273,True,3066,0,3066,0.5814526834818888,0.0
arshkon_3901353772,kaggle_arshkon,2024-04,2521,False,0,0,1999,0.0,0.0
arshkon_3904092817,kaggle_arshkon,2024-04,3505,False,0,0,3053,0.0,0.0
arshkon_3903897091,kaggle_arshkon,2024-04,1593,False,0,0,889,0.0,0.0
arshkon_3894952667,kaggle_arshkon,2024-04,4070,True,3395,0,3395,0.8341523341523341,0.0
arshkon_3899526391,kaggle_arshkon,2024-04,1946,False,0,0,1635,0.0,0.0
arshkon_3904934749,kaggle_arshkon,2024-04,2917,False,0,0,2785,0.0,0.0
arshkon_3884430666,kaggle_arshkon,2024-04,634,False,0,0,633,0.0,0.0
arshkon_3898167815,kaggle_arshkon,2024-04,1545,False,0,0,1545,0.0,0.0
arshkon_3887703214,kaggle_arshkon,2024-04,2380,False,0,0,2125,0.0,0.0
arshkon_3886446560,kaggle_arshkon,2024-04,4848,False,0,0,1619,0.0,0.0
arshkon_3903445739,kaggle_arshkon,2024-04,3981,False,0,0,926,0.0,0.0
arshkon_3904946477,kaggle_arshkon,2024-04,2415,False,0,0,2129,0.0,0.0
arshkon_3904932677,kaggle_arshkon,2024-04,4645,False,0,0,2358,0.0,0.0
arshkon_3904934663,kaggle_arshkon,2024-04,6189,True,4426,0,4426,0.7151397640975925,0.0
arshkon_3904936537,kaggle_arshkon,2024-04,4415,True,2582,0,2582,0.5848244620611551,0.0
arshkon_3904938270,kaggle_arshkon,2024-04,3891,True,2137,0,2137,0.5492161398098175,0.0
arshkon_3904938279,kaggle_arshkon,2024-04,6286,True,4517,0,4517,0.7185809735921095,0.0
arshkon_3905863862,kaggle_arshkon,2024-04,3718,False,0,0,942,0.0,0.0
arshkon_3905863865,kaggle_arshkon,2024-04,5335,True,3556,0,3556,0.6665417057169635,0.0
arshkon_3905870033,kaggle_arshkon,2024-04,5523,True,3790,0,3790,0.6862212565634619,0.0
arshkon_3891071507,kaggle_arshkon,2024-04,2313,False,0,0,2250,0.0,0.0
arshkon_3899537649,kaggle_arshkon,2024-04,4435,False,0,0,4349,0.0,0.0
arshkon_3901939977,kaggle_arshkon,2024-04,4350,False,0,0,3567,0.0,0.0
arshkon_3901961308,kaggle_arshkon,2024-04,1437,False,0,0,1074,0.0,0.0
arshkon_3891083396,kaggle_arshkon,2024-04,1719,False,0,0,1673,0.0,0.0
arshkon_3895201285,kaggle_arshkon,2024-04,3424,False,0,0,2771,0.0,0.0
arshkon_3901977919,kaggle_arshkon,2024-04,2498,False,0,0,1579,0.0,0.0
arshkon_3894204729,kaggle_arshkon,2024-04,5440,False,0,0,2787,0.0,0.0
arshkon_3894208347,kaggle_arshkon,2024-04,5697,True,2046,0,2046,0.3591363875724065,0.0
arshkon_3894209280,kaggle_arshkon,2024-04,5409,False,0,0,2732,0.0,0.0
arshkon_3894210240,kaggle_arshkon,2024-04,5507,True,1905,0,1905,0.34592337025603775,0.0
arshkon_3894210241,kaggle_arshkon,2024-04,5504,True,1905,0,1905,0.3461119186046512,0.0
arshkon_3905271078,kaggle_arshkon,2024-04,2803,False,0,0,2612,0.0,0.0
arshkon_3902941639,kaggle_arshkon,2024-04,4671,False,0,0,2292,0.0,0.0
arshkon_3902917175,kaggle_arshkon,2024-04,856,False,0,0,655,0.0,0.0
arshkon_3906252937,kaggle_arshkon,2024-04,4062,False,0,0,2269,0.0,0.0
arshkon_3905288943,kaggle_arshkon,2024-04,3754,False,0,0,3047,0.0,0.0
arshkon_3902753972,kaggle_arshkon,2024-04,2530,False,0,0,1529,0.0,0.0
arshkon_3891015177,kaggle_arshkon,2024-04,1874,False,0,0,1481,0.0,0.0
arshkon_3904403027,kaggle_arshkon,2024-04,6852,False,0,0,248,0.0,0.0
arshkon_3905600851,kaggle_arshkon,2024-04,5383,False,0,0,1216,0.0,0.0
arshkon_3887104348,kaggle_arshkon,2024-04,1775,False,0,0,1434,0.0,0.0
arshkon_3901936420,kaggle_arshkon,2024-04,1393,False,0,0,1318,0.0,0.0
arshkon_3890891510,kaggle_arshkon,2024-04,2888,False,0,0,2286,0.0,0.0
arshkon_3901947779,kaggle_arshkon,2024-04,2449,False,0,0,1842,0.0,0.0
arshkon_3901698092,kaggle_arshkon,2024-04,4331,False,0,0,1957,0.0,0.0
arshkon_3904919780,kaggle_arshkon,2024-04,655,False,0,0,652,0.0,0.0
arshkon_3901378387,kaggle_arshkon,2024-04,7370,True,1914,0,1914,0.25970149253731345,0.0
arshkon_3901389289,kaggle_arshkon,2024-04,4132,False,0,0,3603,0.0,0.0
arshkon_3901946717,kaggle_arshkon,2024-04,331,False,0,0,333,0.0,0.0
arshkon_3901964594,kaggle_arshkon,2024-04,1015,False,0,0,1016,0.0,0.0
arshkon_3900963299,kaggle_arshkon,2024-04,1570,True,963,0,963,0.6133757961783439,0.0
arshkon_3902368515,kaggle_arshkon,2024-04,2657,False,0,0,2125,0.0,0.0
arshkon_3900963220,kaggle_arshkon,2024-04,1344,False,0,0,1336,0.0,0.0
arshkon_3905875916,kaggle_arshkon,2024-04,2748,False,0,0,2376,0.0,0.0
arshkon_3888024635,kaggle_arshkon,2024-04,6122,False,0,0,3481,0.0,0.0
arshkon_3888031632,kaggle_arshkon,2024-04,3605,False,0,0,1023,0.0,0.0
arshkon_3888032523,kaggle_arshkon,2024-04,3831,False,0,0,2329,0.0,0.0
arshkon_3888033455,kaggle_arshkon,2024-04,2318,True,606,0,606,0.2614322691975841,0.0
arshkon_3888933855,kaggle_arshkon,2024-04,1690,False,0,0,210,0.0,0.0
arshkon_3888933857,kaggle_arshkon,2024-04,6086,False,0,0,3489,0.0,0.0
arshkon_3888933863,kaggle_arshkon,2024-04,3649,False,0,0,1166,0.0,0.0
arshkon_3888934753,kaggle_arshkon,2024-04,3545,False,0,0,2155,0.0,0.0
arshkon_3888936531,kaggle_arshkon,2024-04,2920,False,0,0,429,0.0,0.0
arshkon_3888937317,kaggle_arshkon,2024-04,4178,False,0,0,2624,0.0,0.0
arshkon_3888937323,kaggle_arshkon,2024-04,2414,False,0,0,905,0.0,0.0
arshkon_3888937326,kaggle_arshkon,2024-04,5403,False,0,0,2924,0.0,0.0
arshkon_3888938156,kaggle_arshkon,2024-04,4388,False,0,0,3519,0.0,0.0
arshkon_3888938162,kaggle_arshkon,2024-04,3645,False,0,0,1121,0.0,0.0
arshkon_3888940009,kaggle_arshkon,2024-04,3837,False,0,0,2320,0.0,0.0
arshkon_3904939785,kaggle_arshkon,2024-04,2596,False,0,0,583,0.0,0.0
arshkon_3904943400,kaggle_arshkon,2024-04,3278,False,0,0,1522,0.0,0.0
arshkon_3904943402,kaggle_arshkon,2024-04,3314,False,0,0,1838,0.0,0.0
arshkon_3904945289,kaggle_arshkon,2024-04,3772,False,0,0,2261,0.0,0.0
arshkon_3904946054,kaggle_arshkon,2024-04,3098,False,0,0,1349,0.0,0.0
arshkon_3904947033,kaggle_arshkon,2024-04,3616,False,0,0,2084,0.0,0.0
arshkon_3905293870,kaggle_arshkon,2024-04,4104,False,0,0,1761,0.0,0.0
arshkon_3905876235,kaggle_arshkon,2024-04,3217,False,0,0,1824,0.0,0.0
arshkon_3886476850,kaggle_arshkon,2024-04,2924,False,0,0,1872,0.0,0.0
arshkon_3887711661,kaggle_arshkon,2024-04,1844,False,0,0,1844,0.0,0.0
arshkon_3905333924,kaggle_arshkon,2024-04,649,True,495,0,495,0.7627118644067796,0.0
arshkon_3901676629,kaggle_arshkon,2024-04,3799,False,0,0,3114,0.0,0.0
arshkon_3891081101,kaggle_arshkon,2024-04,2324,False,0,0,2283,0.0,0.0
arshkon_3906238173,kaggle_arshkon,2024-04,4324,False,0,0,2860,0.0,0.0
arshkon_3901694512,kaggle_arshkon,2024-04,2825,False,0,0,2832,0.0,0.0
arshkon_3904384598,kaggle_arshkon,2024-04,1679,False,0,0,1271,0.0,0.0
arshkon_3901376569,kaggle_arshkon,2024-04,3494,False,0,0,3158,0.0,0.0
arshkon_3889756480,kaggle_arshkon,2024-04,1362,False,0,0,1234,0.0,0.0
arshkon_3905875273,kaggle_arshkon,2024-04,1458,False,0,0,1316,0.0,0.0
arshkon_3901948005,kaggle_arshkon,2024-04,1154,False,0,0,911,0.0,0.0
arshkon_3887872248,kaggle_arshkon,2024-04,2994,False,0,0,1118,0.0,0.0
arshkon_3887873241,kaggle_arshkon,2024-04,2985,False,0,0,836,0.0,0.0
arshkon_3884914252,kaggle_arshkon,2024-04,2772,False,0,0,2140,0.0,0.0
arshkon_3891070803,kaggle_arshkon,2024-04,166,False,0,0,166,0.0,0.0
arshkon_3898155907,kaggle_arshkon,2024-04,1940,False,0,0,1332,0.0,0.0
arshkon_3900962595,kaggle_arshkon,2024-04,2093,False,0,0,2093,0.0,0.0
arshkon_3902842844,kaggle_arshkon,2024-04,2002,False,0,0,2002,0.0,0.0
arshkon_3903482349,kaggle_arshkon,2024-04,2533,True,1963,0,1963,0.7749703908409001,0.0
arshkon_3903831558,kaggle_arshkon,2024-04,1047,False,0,0,479,0.0,0.0
arshkon_3895209193,kaggle_arshkon,2024-04,1821,False,0,0,1579,0.0,0.0
arshkon_3887574493,kaggle_arshkon,2024-04,5035,False,0,0,2624,0.0,0.0
arshkon_3887576383,kaggle_arshkon,2024-04,3941,False,0,0,1589,0.0,0.0
arshkon_3887577327,kaggle_arshkon,2024-04,3852,False,0,0,1500,0.0,0.0
arshkon_3887578123,kaggle_arshkon,2024-04,4329,False,0,0,1686,0.0,0.0
arshkon_3887578127,kaggle_arshkon,2024-04,3882,False,0,0,1434,0.0,0.0
arshkon_3903824682,kaggle_arshkon,2024-04,4771,False,0,0,1996,0.0,0.0
arshkon_3903877728,kaggle_arshkon,2024-04,4379,True,1418,0,1418,0.3238182233386618,0.0
arshkon_3903877729,kaggle_arshkon,2024-04,5312,False,0,0,2987,0.0,0.0
arshkon_3904706230,kaggle_arshkon,2024-04,5388,False,0,0,1098,0.0,0.0
arshkon_3901937923,kaggle_arshkon,2024-04,976,False,0,0,891,0.0,0.0
arshkon_3890893450,kaggle_arshkon,2024-04,1991,False,0,0,1104,0.0,0.0
arshkon_3904394249,kaggle_arshkon,2024-04,5874,False,0,0,2837,0.0,0.0
arshkon_3894863970,kaggle_arshkon,2024-04,3098,False,0,0,1509,0.0,0.0
arshkon_3898172336,kaggle_arshkon,2024-04,2361,False,0,0,1596,0.0,0.0
arshkon_3906259147,kaggle_arshkon,2024-04,3156,False,0,0,1158,0.0,0.0
arshkon_3891058577,kaggle_arshkon,2024-04,5889,False,0,0,2963,0.0,0.0
arshkon_3894892684,kaggle_arshkon,2024-04,1801,False,0,0,1454,0.0,0.0
arshkon_3905669668,kaggle_arshkon,2024-04,5183,False,0,0,2072,0.0,0.0
arshkon_3902833659,kaggle_arshkon,2024-04,1740,False,0,0,1737,0.0,0.0
arshkon_3902834652,kaggle_arshkon,2024-04,1881,False,0,0,1647,0.0,0.0
arshkon_3889124543,kaggle_arshkon,2024-04,2499,False,0,0,1265,0.0,0.0
arshkon_3889108423,kaggle_arshkon,2024-04,5129,True,3515,0,3515,0.6853187755897836,0.0
arshkon_3901682166,kaggle_arshkon,2024-04,3221,False,0,0,2000,0.0,0.0
arshkon_3889124865,kaggle_arshkon,2024-04,4735,False,0,0,1953,0.0,0.0
arshkon_3894874976,kaggle_arshkon,2024-04,4104,False,0,0,1225,0.0,0.0
arshkon_3903466831,kaggle_arshkon,2024-04,567,False,0,0,501,0.0,0.0
arshkon_3901352858,kaggle_arshkon,2024-04,1084,False,0,0,995,0.0,0.0
arshkon_3904391894,kaggle_arshkon,2024-04,1162,False,0,0,759,0.0,0.0
arshkon_3905832220,kaggle_arshkon,2024-04,965,False,0,0,803,0.0,0.0
arshkon_3886872406,kaggle_arshkon,2024-04,2306,False,0,0,2251,0.0,0.0
arshkon_3902363472,kaggle_arshkon,2024-04,3030,False,0,0,2987,0.0,0.0
arshkon_3902808863,kaggle_arshkon,2024-04,1960,False,0,0,1921,0.0,0.0
arshkon_3901935998,kaggle_arshkon,2024-04,692,False,0,0,224,0.0,0.0
arshkon_3904986210,kaggle_arshkon,2024-04,839,False,0,0,755,0.0,0.0
arshkon_3886882363,kaggle_arshkon,2024-04,2443,False,0,0,1335,0.0,0.0
arshkon_3886892330,kaggle_arshkon,2024-04,3140,False,0,0,2032,0.0,0.0
arshkon_3902869112,kaggle_arshkon,2024-04,5668,False,0,0,3067,0.0,0.0
arshkon_3889765984,kaggle_arshkon,2024-04,1639,False,0,0,1090,0.0,0.0
arshkon_3899523484,kaggle_arshkon,2024-04,1491,False,0,0,1274,0.0,0.0
arshkon_3904953432,kaggle_arshkon,2024-04,1646,False,0,0,1480,0.0,0.0
arshkon_3905291267,kaggle_arshkon,2024-04,1934,False,0,0,1046,0.0,0.0
arshkon_3902862505,kaggle_arshkon,2024-04,3776,False,0,0,3167,0.0,0.0
arshkon_3901976435,kaggle_arshkon,2024-04,2388,False,0,0,2351,0.0,0.0
arshkon_3888944876,kaggle_arshkon,2024-04,6364,False,0,0,2432,0.0,0.0
arshkon_3888947582,kaggle_arshkon,2024-04,5582,False,0,0,2104,0.0,0.0
arshkon_3899545250,kaggle_arshkon,2024-04,3265,False,0,0,3020,0.0,0.0
arshkon_3901349600,kaggle_arshkon,2024-04,2534,False,0,0,2113,0.0,0.0
arshkon_3901949396,kaggle_arshkon,2024-04,2465,False,0,0,2252,0.0,0.0
arshkon_3902352157,kaggle_arshkon,2024-04,1036,False,0,0,933,0.0,0.0
arshkon_3887718001,kaggle_arshkon,2024-04,3369,False,0,0,2703,0.0,0.0
arshkon_3884440937,kaggle_arshkon,2024-04,5242,False,0,0,2296,0.0,0.0
arshkon_3901989295,kaggle_arshkon,2024-04,4127,False,0,0,1885,0.0,0.0
arshkon_3903870846,kaggle_arshkon,2024-04,6112,False,0,0,1854,0.0,0.0
arshkon_3902738986,kaggle_arshkon,2024-04,1525,False,0,0,1317,0.0,0.0
arshkon_3891076151,kaggle_arshkon,2024-04,1912,False,0,0,1462,0.0,0.0
arshkon_3904409774,kaggle_arshkon,2024-04,1764,False,0,0,1446,0.0,0.0
arshkon_3895544548,kaggle_arshkon,2024-04,5367,False,0,0,1457,0.0,0.0
arshkon_3904956052,kaggle_arshkon,2024-04,5667,False,0,0,1821,0.0,0.0
arshkon_3905297929,kaggle_arshkon,2024-04,5503,False,0,0,1280,0.0,0.0
arshkon_3901953487,kaggle_arshkon,2024-04,4753,False,0,0,2570,0.0,0.0
arshkon_3890892497,kaggle_arshkon,2024-04,2299,False,0,0,797,0.0,0.0
arshkon_3891016122,kaggle_arshkon,2024-04,2590,False,0,0,1701,0.0,0.0
arshkon_3891079180,kaggle_arshkon,2024-04,1368,False,0,0,363,0.0,0.0
arshkon_3891818219,kaggle_arshkon,2024-04,2409,False,0,0,1444,0.0,0.0
arshkon_3891833364,kaggle_arshkon,2024-04,2422,False,0,0,1118,0.0,0.0
arshkon_3894213406,kaggle_arshkon,2024-04,3640,False,0,0,2284,0.0,0.0
arshkon_3894216813,kaggle_arshkon,2024-04,2789,True,1636,0,1636,0.5865901756902115,0.0
arshkon_3894299338,kaggle_arshkon,2024-04,2916,False,0,0,2087,0.0,0.0
arshkon_3894400441,kaggle_arshkon,2024-04,2142,False,0,0,1127,0.0,0.0
arshkon_3898168858,kaggle_arshkon,2024-04,2697,False,0,0,1561,0.0,0.0
arshkon_3899526672,kaggle_arshkon,2024-04,3262,False,0,0,2105,0.0,0.0
arshkon_3899529783,kaggle_arshkon,2024-04,1867,False,0,0,990,0.0,0.0
arshkon_3901166848,kaggle_arshkon,2024-04,2554,False,0,0,1447,0.0,0.0
arshkon_3901341955,kaggle_arshkon,2024-04,4332,False,0,0,3570,0.0,0.0
arshkon_3901803271,kaggle_arshkon,2024-04,2570,False,0,0,1251,0.0,0.0
arshkon_3902348855,kaggle_arshkon,2024-04,2815,False,0,0,1685,0.0,0.0
arshkon_3902830420,kaggle_arshkon,2024-04,4682,False,0,0,3673,0.0,0.0
arshkon_3903446176,kaggle_arshkon,2024-04,1943,False,0,0,940,0.0,0.0
arshkon_3903479185,kaggle_arshkon,2024-04,2032,False,0,0,789,0.0,0.0
arshkon_3903480322,kaggle_arshkon,2024-04,1741,False,0,0,1352,0.0,0.0
arshkon_3904086694,kaggle_arshkon,2024-04,4304,False,0,0,2912,0.0,0.0
arshkon_3904092967,kaggle_arshkon,2024-04,4403,False,0,0,2976,0.0,0.0
arshkon_3904097558,kaggle_arshkon,2024-04,2250,False,0,0,1353,0.0,0.0
arshkon_3904506050,kaggle_arshkon,2024-04,2003,False,0,0,759,0.0,0.0
arshkon_3906225359,kaggle_arshkon,2024-04,4251,False,0,0,2066,0.0,0.0
arshkon_3895829596,kaggle_arshkon,2024-04,2193,False,0,0,1336,0.0,0.0
arshkon_3904402604,kaggle_arshkon,2024-04,1951,False,0,0,1130,0.0,0.0
arshkon_3886866123,kaggle_arshkon,2024-04,2604,False,0,0,1993,0.0,0.0
arshkon_3902868262,kaggle_arshkon,2024-04,4158,True,2639,0,2639,0.6346801346801347,0.0
arshkon_3904425044,kaggle_arshkon,2024-04,11482,False,0,0,8006,0.0,0.0
arshkon_3904942761,kaggle_arshkon,2024-04,6693,False,0,0,2437,0.0,0.0
arshkon_3905877552,kaggle_arshkon,2024-04,5844,False,0,0,1764,0.0,0.0
arshkon_3901941563,kaggle_arshkon,2024-04,2954,False,0,0,2665,0.0,0.0
arshkon_3905217730,kaggle_arshkon,2024-04,1811,False,0,0,1812,0.0,0.0
arshkon_3898157763,kaggle_arshkon,2024-04,962,False,0,0,971,0.0,0.0
arshkon_3901967319,kaggle_arshkon,2024-04,4450,False,0,0,4017,0.0,0.0
arshkon_3901354435,kaggle_arshkon,2024-04,2679,False,0,0,2703,0.0,0.0
arshkon_3901391391,kaggle_arshkon,2024-04,4315,False,0,0,3471,0.0,0.0
