source,period,seniority_final,metric,n,mean,median,p25,p75
kaggle_arshkon,2024-04,unknown,soft_skill_count,6,0.16666666666666666,0.0,0.0,0.0
kaggle_asaniczka,2024-01,director,soft_skill_count,2,0.0,0.0,0.0,0.0
kaggle_asaniczka,2024-01,entry,soft_skill_count,4,0.5,0.5,0.0,1.0
kaggle_asaniczka,2024-01,mid-senior,soft_skill_count,1081,0.3894542090656799,0.0,0.0,1.0
kaggle_asaniczka,2024-01,unknown,soft_skill_count,562,0.3398576512455516,0.0,0.0,1.0
scraped,2026-03,director,soft_skill_count,81,0.3950617283950617,0.0,0.0,1.0
scraped,2026-03,entry,soft_skill_count,331,0.5105740181268882,0.0,0.0,1.0
scraped,2026-03,mid-senior,soft_skill_count,4838,0.4208350558081852,0.0,0.0,1.0
scraped,2026-03,unknown,soft_skill_count,6830,0.4314787701317716,0.0,0.0,1.0
scraped,2026-04,director,soft_skill_count,78,0.5384615384615384,0.0,0.0,1.0
scraped,2026-04,entry,soft_skill_count,291,0.5910652920962199,0.0,0.0,1.0
scraped,2026-04,mid-senior,soft_skill_count,4783,0.42546518921179177,0.0,0.0,1.0
scraped,2026-04,unknown,soft_skill_count,6907,0.4184160996090922,0.0,0.0,1.0
kaggle_arshkon,2024-04,mid-senior,scope_count,5,0.4,0.0,0.0,1.0
kaggle_arshkon,2024-04,unknown,scope_count,6,0.16666666666666666,0.0,0.0,0.0
kaggle_asaniczka,2024-01,director,scope_count,2,0.5,0.5,0.25,0.75
kaggle_asaniczka,2024-01,entry,scope_count,4,0.75,1.0,0.75,1.0
kaggle_asaniczka,2024-01,mid-senior,scope_count,1081,0.3191489361702128,0.0,0.0,1.0
kaggle_asaniczka,2024-01,unknown,scope_count,562,0.2099644128113879,0.0,0.0,0.0
scraped,2026-03,director,scope_count,81,0.6666666666666666,0.0,0.0,1.0
scraped,2026-03,entry,scope_count,331,0.37462235649546827,0.0,0.0,1.0
scraped,2026-03,mid-senior,scope_count,4838,0.6930549813972716,1.0,0.0,1.0
scraped,2026-03,unknown,scope_count,6830,0.48784773060029285,0.0,0.0,1.0
scraped,2026-04,director,scope_count,78,0.717948717948718,1.0,0.0,1.0
scraped,2026-04,entry,scope_count,291,0.43986254295532645,0.0,0.0,1.0
scraped,2026-04,mid-senior,scope_count,4783,0.6859711478151788,1.0,0.0,1.0
scraped,2026-04,unknown,scope_count,6907,0.466193716519473,0.0,0.0,1.0
kaggle_arshkon,2024-04,mid-senior,management_strong_count,5,0.0,0.0,0.0,0.0
kaggle_arshkon,2024-04,unknown,management_strong_count,6,0.0,0.0,0.0,0.0
kaggle_asaniczka,2024-01,director,management_strong_count,2,0.0,0.0,0.0,0.0
kaggle_asaniczka,2024-01,entry,management_strong_count,4,0.25,0.0,0.0,0.25
kaggle_asaniczka,2024-01,mid-senior,management_strong_count,1081,0.19611470860314523,0.0,0.0,0.0
kaggle_asaniczka,2024-01,unknown,management_strong_count,562,0.13345195729537365,0.0,0.0,0.0
scraped,2026-03,director,management_strong_count,81,0.4074074074074074,0.0,0.0,1.0
scraped,2026-03,entry,management_strong_count,331,0.21148036253776434,0.0,0.0,0.0
scraped,2026-03,mid-senior,management_strong_count,4838,0.25279040926002483,0.0,0.0,0.0
scraped,2026-03,unknown,management_strong_count,6830,0.15871156661786237,0.0,0.0,0.0
scraped,2026-04,director,management_strong_count,78,0.5256410256410257,0.0,0.0,1.0
scraped,2026-04,entry,management_strong_count,291,0.21305841924398625,0.0,0.0,0.0
scraped,2026-04,mid-senior,management_strong_count,4783,0.23980765210119173,0.0,0.0,0.0
scraped,2026-04,unknown,management_strong_count,6907,0.16012740697842767,0.0,0.0,0.0
kaggle_arshkon,2024-04,mid-senior,management_broad_count,5,1.4,2.0,1.0,2.0
kaggle_arshkon,2024-04,unknown,management_broad_count,6,0.6666666666666666,0.5,0.0,1.0
kaggle_asaniczka,2024-01,director,management_broad_count,2,0.5,0.5,0.25,0.75
kaggle_asaniczka,2024-01,entry,management_broad_count,4,1.25,1.0,1.0,1.25
kaggle_asaniczka,2024-01,mid-senior,management_broad_count,1081,0.7317298797409806,1.0,0.0,1.0
kaggle_asaniczka,2024-01,unknown,management_broad_count,562,0.6138790035587188,0.0,0.0,1.0
scraped,2026-03,director,management_broad_count,81,0.8518518518518519,1.0,0.0,1.0
scraped,2026-03,entry,management_broad_count,331,0.6646525679758308,1.0,0.0,1.0
scraped,2026-03,mid-senior,management_broad_count,4838,0.84725093013642,1.0,0.0,1.0
scraped,2026-03,unknown,management_broad_count,6830,0.6702781844802342,0.0,0.0,1.0
scraped,2026-04,director,management_broad_count,78,1.0128205128205128,1.0,0.0,2.0
scraped,2026-04,entry,management_broad_count,291,0.711340206185567,1.0,0.0,1.0
scraped,2026-04,mid-senior,management_broad_count,4783,0.8572025925151578,1.0,0.0,1.0
scraped,2026-04,unknown,management_broad_count,6907,0.6500651512957869,0.0,0.0,1.0
kaggle_arshkon,2024-04,mid-senior,education_flag,5,0.0,0.0,0.0,0.0
kaggle_arshkon,2024-04,unknown,education_flag,6,0.0,0.0,0.0,0.0
kaggle_asaniczka,2024-01,director,education_flag,2,0.0,0.0,0.0,0.0
kaggle_asaniczka,2024-01,entry,education_flag,4,0.0,0.0,0.0,0.0
kaggle_asaniczka,2024-01,mid-senior,education_flag,1081,0.1036077705827937,0.0,0.0,0.0
kaggle_asaniczka,2024-01,unknown,education_flag,562,0.12633451957295375,0.0,0.0,0.0
scraped,2026-03,director,education_flag,81,0.12345679012345678,0.0,0.0,0.0
scraped,2026-03,entry,education_flag,331,0.08157099697885196,0.0,0.0,0.0
scraped,2026-03,mid-senior,education_flag,4838,0.0791649441918148,0.0,0.0,0.0
scraped,2026-03,unknown,education_flag,6830,0.06412884333821377,0.0,0.0,0.0
scraped,2026-04,director,education_flag,78,0.14102564102564102,0.0,0.0,0.0
scraped,2026-04,entry,education_flag,291,0.0859106529209622,0.0,0.0,0.0
scraped,2026-04,mid-senior,education_flag,4783,0.06920342881037006,0.0,0.0,0.0
scraped,2026-04,unknown,education_flag,6907,0.07253510930939626,0.0,0.0,0.0
kaggle_arshkon,2024-04,mid-senior,yoe_flag,5,0.4,0.0,0.0,1.0
kaggle_arshkon,2024-04,unknown,yoe_flag,6,0.5,0.5,0.0,1.0
kaggle_asaniczka,2024-01,director,yoe_flag,2,1.0,1.0,1.0,1.0
kaggle_asaniczka,2024-01,entry,yoe_flag,4,0.75,1.0,0.75,1.0
kaggle_asaniczka,2024-01,mid-senior,yoe_flag,1081,0.759481961147086,1.0,1.0,1.0
kaggle_asaniczka,2024-01,unknown,yoe_flag,562,0.6868327402135231,1.0,0.0,1.0
scraped,2026-03,director,yoe_flag,81,0.7160493827160493,1.0,0.0,1.0
scraped,2026-03,entry,yoe_flag,331,0.20241691842900303,0.0,0.0,0.0
scraped,2026-03,mid-senior,yoe_flag,4838,0.7424555601488219,1.0,0.0,1.0
scraped,2026-03,unknown,yoe_flag,6830,0.618887262079063,1.0,0.0,1.0
scraped,2026-04,director,yoe_flag,78,0.7051282051282052,1.0,0.0,1.0
scraped,2026-04,entry,yoe_flag,291,0.21993127147766323,0.0,0.0,0.0
scraped,2026-04,mid-senior,yoe_flag,4783,0.729876646456199,1.0,0.0,1.0
scraped,2026-04,unknown,yoe_flag,6907,0.6127117417113074,1.0,0.0,1.0
kaggle_arshkon,2024-04,mid-senior,requirement_breadth,5,1.8,1.0,1.0,1.0
kaggle_arshkon,2024-04,unknown,requirement_breadth,6,2.1666666666666665,2.0,0.25,3.75
kaggle_asaniczka,2024-01,director,requirement_breadth,2,6.5,6.5,5.75,7.25
kaggle_asaniczka,2024-01,entry,requirement_breadth,4,6.0,5.5,3.75,7.75
kaggle_asaniczka,2024-01,mid-senior,requirement_breadth,1081,4.8982423681776135,4.0,2.0,7.0
kaggle_asaniczka,2024-01,unknown,requirement_breadth,562,4.0213523131672595,3.5,2.0,5.0
scraped,2026-03,director,requirement_breadth,81,7.444444444444445,7.0,4.0,11.0
scraped,2026-03,entry,requirement_breadth,331,4.794561933534744,4.0,2.0,7.0
scraped,2026-03,mid-senior,requirement_breadth,4838,6.480983877635387,6.0,4.0,9.0
scraped,2026-03,unknown,requirement_breadth,6830,5.444802342606149,5.0,3.0,7.0
scraped,2026-04,director,requirement_breadth,78,7.397435897435898,6.5,4.0,10.0
scraped,2026-04,entry,requirement_breadth,291,5.326460481099656,4.0,3.0,7.0
scraped,2026-04,mid-senior,requirement_breadth,4783,6.41772945849885,6.0,4.0,9.0
scraped,2026-04,unknown,requirement_breadth,6907,5.408426234255104,5.0,3.0,7.0
kaggle_arshkon,2024-04,mid-senior,credential_stack_depth,5,1.4,1.0,1.0,1.0
kaggle_arshkon,2024-04,unknown,credential_stack_depth,6,1.5,1.0,0.25,2.5
kaggle_asaniczka,2024-01,director,credential_stack_depth,2,2.5,2.5,2.25,2.75
kaggle_asaniczka,2024-01,entry,credential_stack_depth,4,3.25,3.5,2.5,4.25
kaggle_asaniczka,2024-01,mid-senior,credential_stack_depth,1081,2.4606845513413504,2.0,2.0,3.0
kaggle_asaniczka,2024-01,unknown,credential_stack_depth,562,2.1583629893238436,2.0,1.0,3.0
scraped,2026-03,director,credential_stack_depth,81,3.0246913580246915,3.0,2.0,4.0
scraped,2026-03,entry,credential_stack_depth,331,2.2084592145015107,2.0,1.0,3.0
scraped,2026-03,mid-senior,credential_stack_depth,4838,3.014675485737908,3.0,2.0,4.0
scraped,2026-03,unknown,credential_stack_depth,6830,2.588579795021962,3.0,2.0,3.0
scraped,2026-04,director,credential_stack_depth,78,3.41025641025641,4.0,2.0,4.0
scraped,2026-04,entry,credential_stack_depth,291,2.429553264604811,2.0,2.0,3.0
scraped,2026-04,mid-senior,credential_stack_depth,4783,2.983901317164959,3.0,2.0,4.0
scraped,2026-04,unknown,credential_stack_depth,6907,2.593600694947155,3.0,2.0,3.0
kaggle_arshkon,2024-04,mid-senior,text_len,5,1286.8,1700.0,1012.0,1767.0
kaggle_arshkon,2024-04,unknown,text_len,6,990.0,1110.0,313.25,1345.75
kaggle_asaniczka,2024-01,director,text_len,2,1389.0,1389.0,1373.5,1404.5
kaggle_asaniczka,2024-01,entry,text_len,4,1401.0,1354.5,1160.25,1595.25
kaggle_asaniczka,2024-01,mid-senior,text_len,1081,1137.8177613321,1110.0,699.0,1489.0
kaggle_asaniczka,2024-01,unknown,text_len,562,974.008896797153,917.5,546.75,1311.5
scraped,2026-03,director,text_len,81,1875.8148148148148,1694.0,1281.0,2412.0
scraped,2026-03,entry,text_len,331,1279.8247734138972,1255.0,839.0,1688.5
scraped,2026-03,mid-senior,text_len,4838,1579.1694915254238,1546.0,1078.0,2023.0
scraped,2026-03,unknown,text_len,6830,1296.9674963396778,1234.0,759.0,1724.0
scraped,2026-04,director,text_len,78,1985.4358974358975,1901.5,1555.25,2398.5
scraped,2026-04,entry,text_len,291,1328.06529209622,1320.0,950.0,1682.0
scraped,2026-04,mid-senior,text_len,4783,1576.143215555091,1539.0,1094.0,1985.5
scraped,2026-04,unknown,text_len,6907,1274.866657014623,1193.0,734.5,1727.5
kaggle_arshkon,2024-04,mid-senior,tech_density,5,0.11318619128466327,0.0,0.0,0.0
kaggle_arshkon,2024-04,unknown,tech_density,6,13.114104726600617,0.42808219178082196,0.0,0.8930813856142679
kaggle_asaniczka,2024-01,director,tech_density,2,3.6336576157978797,3.6336576157978797,2.8731668360679543,4.394148395527806
kaggle_asaniczka,2024-01,entry,tech_density,4,2.7459778004721165,2.2266494784952537,1.0107816711590296,3.961845607808341
kaggle_asaniczka,2024-01,mid-senior,tech_density,1081,3.566330634686782,2.2641509433962264,0.6269592476489029,4.781420765027322
kaggle_asaniczka,2024-01,unknown,tech_density,562,3.734628968798185,2.161384407199839,0.0,4.929322582591036
scraped,2026-03,director,tech_density,81,2.649753979271851,2.26928895612708,0.9267840593141798,3.885003885003885
scraped,2026-03,entry,tech_density,331,2.702330386871613,1.6949152542372883,0.6470452785162546,3.644409735780294
scraped,2026-03,mid-senior,tech_density,4838,2.8401367135202515,2.1270940083930006,0.8267883531279077,3.8505985539883847
scraped,2026-03,unknown,tech_density,6830,3.3384653516551683,2.1978021978021975,0.7246376811594204,4.405286343612334
scraped,2026-04,director,tech_density,78,2.042166653773046,1.6522320449962624,0.639855151980687,3.2517188528368117
scraped,2026-04,entry,tech_density,291,2.5606016956888817,1.923076923076923,0.7486103639949794,3.5205451166632256
scraped,2026-04,mid-senior,tech_density,4783,2.788729638092897,2.1482277121374866,0.8103727714748784,3.843691519747858
scraped,2026-04,unknown,tech_density,6907,3.4680219624537085,2.150537634408602,0.7119972422463526,4.449718576090055
kaggle_arshkon,2024-04,mid-senior,scope_density,5,0.23083325010819272,0.0,0.0,0.5659309564233164
kaggle_arshkon,2024-04,unknown,scope_density,6,0.14269406392694065,0.0,0.0,0.0
kaggle_asaniczka,2024-01,director,scope_density,2,0.35211267605633806,0.35211267605633806,0.17605633802816903,0.5281690140845071
kaggle_asaniczka,2024-01,entry,scope_density,4,0.502146073958208,0.5961288826102935,0.38880248833592534,0.709472468232576
kaggle_asaniczka,2024-01,mid-senior,scope_density,1081,0.289618763820186,0.0,0.0,0.5305039787798409
kaggle_asaniczka,2024-01,unknown,scope_density,562,0.26828830999127107,0.0,0.0,0.0
scraped,2026-03,director,scope_density,81,0.37379987262240744,0.0,0.0,0.6637902422834384
scraped,2026-03,entry,scope_density,331,0.3172232233044115,0.0,0.0,0.545727984752375
scraped,2026-03,mid-senior,scope_density,4838,0.4778077906974371,0.34818958389404947,0.0,0.7603118101864158
scraped,2026-03,unknown,scope_density,6830,0.41796815835360573,0.0,0.0,0.6855771853822796
scraped,2026-04,director,scope_density,78,0.39441047344790625,0.3690041422417015,0.0,0.6778512700381241
scraped,2026-04,entry,scope_density,291,0.3468948085953024,0.0,0.0,0.7010165600112437
scraped,2026-04,mid-senior,scope_density,4783,0.48059299448884407,0.3453038674033149,0.0,0.76103500761035
scraped,2026-04,unknown,scope_density,6907,0.4154058310210073,0.0,0.0,0.6842286124134005
