source,n,ai_any_share,noagg_n,noagg_ai_any_share
kaggle_arshkon,4691,0.02046471967597527,4261,0.021356489087068765
kaggle_asaniczka,18129,0.013348778200672954,15186,0.012840774397471355
scraped,37152,0.17194229112833764,31055,0.1761069071003059
