cluster_id,trajectory_name,company_name_canonical,postings_arshkon,postings_scraped_2026,delta_j1_entry_share,delta_j3_low_yoe_share,delta_broad_ai_share,delta_ai_tool_strict_share,delta_raw_description_length_mean,delta_tech_count_mean,delta_platform_tech_count_mean,delta_org_scope_count_mean_llm,delta_requirement_breadth_mean_llm,delta_label_yoe_divergence
2,"low-YOE growth, tool-light shift",Google,15.0,757.0,0.009247027741083224,0.05746201966041109,0.22131219726992518,0.19753412593571118,265.33703214442994,1.9864376926464116,-0.12593571114046673,0.042424242424242364,1.3468319559228652,0.048214991919327876
1,stack-breadth expanders,JPMorgan Chase & Co.,12.0,657.0,-0.08333333333333333,-0.1776125567947129,0.11301369863013698,0.06887366818873668,1186.3131659056316,1.398401826484018,-0.056316590563165736,0.8186991869918699,2.425203252032519,-0.0942792234613796
4,AI-heavy scope expanders,Microsoft,19.0,386.0,0.0025906735751295338,-0.16949657432231163,0.35587673847832013,0.3851922552495228,462.3768748295606,1.8077447504772302,-0.14548677392964282,0.18263157894736837,1.7573684210526324,-0.17208724789744118
4,AI-heavy scope expanders,Amazon Web Services (AWS),12.0,339.0,0.0,-0.10842368640533778,0.2359882005899705,0.21238938053097345,558.2949852507372,1.6305309734513278,-0.0022123893805310324,0.41501650165016496,1.7367986798679862,-0.10842368640533778
4,AI-heavy scope expanders,Amazon,31.0,335.0,-0.08127106403466539,-0.1411162314388121,0.17843042850264806,0.16051998074145402,1587.2023110255177,1.2146364949446316,0.21405873856523833,0.42964404894327024,1.6988320355951059,-0.05984516740414672
1,stack-breadth expanders,Booz Allen Hamilton,9.0,303.0,0.006600660066006601,0.30833333333333335,0.09020902090209021,0.044004400440044,-838.7293729372941,2.78987898789879,0.9592959295929595,0.8085106382978723,2.674940898345154,0.3017326732673267
4,AI-heavy scope expanders,Wells Fargo,16.0,288.0,0.0,0.1527777777777778,0.34375,0.3368055555555556,461.48958333333303,0.5833333333333339,0.16666666666666652,0.19112318840579712,1.4945652173913047,0.1527777777777778
2,"low-YOE growth, tool-light shift",Anduril Industries,4.0,255.0,0.00784313725490196,0.12857142857142856,0.050980392156862744,0.023529411764705882,52.219607843137055,0.3156862745098037,1.8833333333333333,-0.2195121951219512,0.9024390243902438,0.1207282913165266
0,low-YOE retreat with AI broadening,Leidos,13.0,245.0,-0.03956043956043957,-0.42097902097902096,0.17959183673469387,0.1469387755102041,3370.0910518053374,3.8879120879120874,1.0006279434850858,0.020242914979757054,3.0161943319838063,-0.38141858141858137
1,stack-breadth expanders,Actalent,23.0,238.0,0.008403361344537815,0.14623655913978495,0.025210084033613446,0.008403361344537815,1161.2137376689807,2.0082206795761786,1.1350018268176836,0.4251207729468599,2.8309178743961354,0.1378331977952471
1,stack-breadth expanders,Motion Recruitment,40.0,229.0,0.008733624454148471,0.06265356265356266,0.18897379912663756,0.1453056768558952,630.117139737991,2.7695414847161572,1.5070960698689957,0.19,3.4450000000000003,0.053919938199414194
4,AI-heavy scope expanders,Capital One,52.0,223.0,0.0,-0.06545360469127284,0.2888927216281476,0.26905829596412556,954.9987064505003,1.4560193170058646,0.25586409106588537,0.3687084520417854,1.435660018993353,-0.06545360469127284
1,stack-breadth expanders,hackajob,10.0,216.0,0.018518518518518517,0.12048192771084337,0.03148148148148147,-0.010185185185185186,3423.5712962962966,1.9648148148148152,1.759259259259259,0.5249999999999999,2.0874999999999986,0.10196340919232486
4,AI-heavy scope expanders,Uber,6.0,187.0,0.016042780748663103,0.0013422818791946067,0.39037433155080214,0.26737967914438504,655.6675579322641,2.2299465240641707,-0.4598930481283422,0.4126984126984127,2.761904761904762,-0.014700498869468503
2,"low-YOE growth, tool-light shift",General Motors,14.0,182.0,-0.01648351648351648,0.020202020202020193,0.22527472527472528,0.12087912087912088,-137.65384615384664,-0.7582417582417582,-0.7197802197802199,-0.2733990147783252,-2.051724137931034,0.036685536685536674
1,stack-breadth expanders,Apex Systems,52.0,173.0,-0.03268119164072922,0.06054131054131054,0.1676300578034682,0.15028901734104047,4215.6699644286355,2.5355713650511333,1.0482436638506005,0.11622073578595316,2.852006688963211,0.09322250218203976
2,"low-YOE growth, tool-light shift",Qualcomm,5.0,164.0,0.006097560975609756,-0.020472440944881987,-0.16219512195121955,-0.04756097560975611,1483.3304878048784,1.0097560975609752,0.7597560975609757,0.13442622950819672,1.2590163934426224,-0.026570001920491748
2,"low-YOE growth, tool-light shift",TikTok,14.0,150.0,0.49523809523809526,0.26190476190476186,0.10761904761904761,0.24,605.7704761904761,0.5514285714285716,0.2238095238095238,-0.10294117647058826,-0.12184873949579789,-0.23333333333333334
1,stack-breadth expanders,Tata Consultancy Services,39.0,131.0,0.0,0.0,0.20336660794676062,0.22137404580152673,1012.4975533372478,4.269524368761009,1.686239968682717,0.367948717948718,5.3262820512820515,0.0
2,"low-YOE growth, tool-light shift","BAE Systems, Inc.",14.0,128.0,-0.047991071428571425,0.07751196172248803,0.03125,0.0234375,-1113.078125,-0.2924107142857144,-0.3482142857142856,0.2142857142857143,0.5392857142857128,0.12550303315105946
4,AI-heavy scope expanders,Adobe,9.0,127.0,-0.19072615923009623,0.047058823529411764,0.510936132983377,0.47156605424321957,3133.832895888014,4.397200349956256,1.9273840769903763,0.09560723514211888,4.1136950904392755,0.237784982759508
2,"low-YOE growth, tool-light shift",Insight Global,25.0,121.0,-0.015206611570247934,-0.01495726495726496,0.11702479338842975,0.10876033057851239,574.1629752066117,1.434380165289257,-0.01785123966942148,0.0474074074074074,1.786666666666667,0.00024934661298298133
4,AI-heavy scope expanders,Capgemini,4.0,121.0,0.008264462809917356,0.027777777777777776,0.6776859504132231,0.6528925619834711,2712.605371900827,0.38429752066115697,-1.268595041322314,0.725,1.9250000000000007,0.01951331496786042
2,"low-YOE growth, tool-light shift",ByteDance,3.0,118.0,0.07344632768361586,0.3548387096774194,0.3559322033898305,0.288135593220339,2269.5310734463283,-0.6355932203389827,0.5225988700564972,-0.37499999999999994,-0.520833333333333,0.2813923819938035
1,stack-breadth expanders,Raytheon,3.0,115.0,0.0,-0.20192307692307693,0.0,0.0,1552.8782608695656,1.976811594202898,0.4231884057971014,0.3333333333333333,2.166666666666666,-0.20192307692307693
3,label/YOE divergence spike,Visa,5.0,67.0,0.029850746268656716,0.4607142857142857,0.3880597014925373,0.3582089552238806,568.8089552238807,6.632835820895523,0.19104477611940274,-0.34285714285714286,5.285714285714285,0.430863539445629
0,low-YOE retreat with AI broadening,General Dynamics Mission Systems,5.0,63.0,0.1111111111111111,-0.5818181818181818,0.031746031746031744,0.015873015873015872,384.17777777777746,0.784126984126984,0.6603174603174602,-0.012500000000000011,1.4375,-0.692929292929293
0,low-YOE retreat with AI broadening,Honeywell,11.0,49.0,-0.0705009276437848,-0.38095238095238093,0.1948051948051948,0.22448979591836735,2429.141001855287,5.742115027829313,2.1781076066790352,0.4155844155844155,7.467532467532468,-0.31045145330859614
0,low-YOE retreat with AI broadening,Ledgent Technology,9.0,32.0,0.0,-0.6666666666666666,0.1875,0.1875,1369.1180555555557,2.8854166666666665,1.0972222222222223,0.8412698412698414,4.825396825396824,-0.6666666666666666
0,low-YOE retreat with AI broadening,Netflix,3.0,32.0,0.0625,-0.5,-0.14583333333333331,-0.17708333333333331,2008.447916666667,0.6875,-0.25,1.1666666666666667,0.06666666666666732,-0.5625
0,low-YOE retreat with AI broadening,Rocket Lab,3.0,21.0,0.0,-0.611111111111111,0.047619047619047616,0.047619047619047616,1694.857142857144,-0.4761904761904763,-0.38095238095238093,0.3333333333333333,-2.000000000000001,-0.611111111111111
3,label/YOE divergence spike,Tesla,4.0,20.0,-0.4,0.5,-0.04999999999999999,0.15,342.4000000000001,3.0,0.7,-0.4166666666666667,2.25,0.9
3,label/YOE divergence spike,General Atomics,3.0,20.0,-0.3333333333333333,0.15,0.05,0.0,1549.8999999999996,2.05,1.1,0.4166666666666667,3.875,0.4833333333333333
0,low-YOE retreat with AI broadening,WEX,6.0,18.0,0.0,-0.4230769230769231,0.05555555555555555,0.05555555555555555,621.2222222222222,2.999999999999999,0.5,-0.20833333333333326,1.666666666666666,-0.4230769230769231
3,label/YOE divergence spike,Snap Inc.,3.0,15.0,0.0,0.6428571428571429,0.3333333333333333,0.13333333333333333,1900.3999999999996,-1.6000000000000005,0.2666666666666666,1.5,1.0000000000000009,0.6428571428571429
3,label/YOE divergence spike,Guidehouse,3.0,14.0,-0.3333333333333333,1.0,0.14285714285714285,0.14285714285714285,2301.8809523809523,6.666666666666666,1.5714285714285716,0.5833333333333334,6.916666666666667,1.3333333333333333
3,label/YOE divergence spike,MITRE,5.0,13.0,-0.2,0.3333333333333333,0.3384615384615384,0.26153846153846155,808.7384615384617,3.553846153846154,0.6461538461538463,-0.3999999999999999,-2.2666666666666666,0.5333333333333333
0,low-YOE retreat with AI broadening,"LanceSoft, Inc.",4.0,12.0,0.0,-0.6666666666666666,0.25,0.25,807.1666666666665,2.333333333333333,1.25,0.25,5.5,-0.6666666666666666
3,label/YOE divergence spike,State Farm,3.0,10.0,0.1,0.5,0.3,0.2,687.333333333333,1.2333333333333343,0.8666666666666671,-0.6666666666666666,3.666666666666666,0.4
3,label/YOE divergence spike,Caterpillar Inc.,3.0,8.0,0.125,0.6666666666666666,0.25,0.25,2051.0,0.0,-0.875,-1.0,-2.0,0.5416666666666666
