cluster_id,companies,median_2024_postings,median_2026_postings,mean_delta_j1_entry_share,mean_delta_j3_low_yoe_share,mean_delta_broad_ai_share,mean_delta_ai_tool_strict_share,mean_delta_raw_description_length_mean,mean_delta_tech_count_mean,mean_delta_platform_tech_count_mean,mean_delta_org_scope_count_mean_llm,mean_delta_requirement_breadth_mean_llm,mean_delta_label_yoe_divergence,trajectory_name
0,14,4.5,15.0,-0.019270256387603327,-0.6048526869955442,0.14411792855670405,0.14053996598639457,1306.7378691957135,2.687681925500803,1.218237346553673,0.4005219865417234,2.7872186354094244,-0.5855824306079408,low-YOE retreat with AI broadening
1,97,5.0,25.0,-0.0030329992939722543,0.029285904119842516,0.10837105004604511,0.10017371215053406,842.5260276306498,3.9353021088859297,1.7353790529012185,0.2979190684394176,4.1692520607269445,0.0325548033589015,stack-breadth expanders
2,66,5.0,22.5,0.016088502246010602,0.08640145248087973,0.07542138640920867,0.06857407279406685,534.5187958991718,-0.5857879478214567,-0.3092862917593179,-0.0057660744988487665,-0.9378294067330052,0.07787573012791475,"low-YOE growth, tool-light shift"
3,12,3.0,11.5,-0.0947346600331675,0.6127976190476191,0.22730930967871266,0.20591149107940154,850.45166965083,2.443334609006251,0.4784967105862629,0.0658008658008658,2.304004329004329,0.7075322790807865,label/YOE divergence spike
4,51,5.0,16.0,-0.03999946940070056,-0.018883924690867613,0.4194045141230568,0.37765637096594445,1160.0037619885456,1.9885909629333427,0.08373374070432445,0.5333185907648855,3.0083006926480307,0.024519754871594697,AI-heavy scope expanders
