pattern,regex,share_2024,share_2026,ratio
data,\bdata\b,0.0691498685363716,0.10210122061593405,1.4765208203140778
ai_generic,\b(ai|a\.i\.)\b,0.010385626643295355,0.09782050341234315,9.418834969914222
ml_ml_engineer,\b(ml|machine learning)\b,0.017703768624014023,0.05716592059881118,3.2290255150120575
agent,\bagent(s|ic)?\b,0.00026292725679228745,0.010787407353049094,41.028105966096724
genai,\b(gen ?ai|generative ai)\b,0.003023663453111306,0.009711112741860522,3.2117042430327114
llm,\bllm(s)?\b,0.0005696757230499561,0.0030576551454220787,5.3673608014255265
deep_learning,\bdeep learning\b,0.0006134969325153375,0.00034245737628727283,0.5582055233482547
nlp,\bnlp\b,0.00026292725679228745,0.00026907365279714294,1.0233767928051336
