period,n_postings,n_unique_titles,unique_per_1000_postings,hhi,top10_share,top50_share
2024,22820,9290,407.09903593339175,0.009263623172932089,0.20311130587204207,0.3639789658194566
2026,40881,18321,448.15439935422324,0.011765798361056868,0.20623272424842837,0.31552554976639513
