text_source,n,ai_tool_rate,ai_domain_rate,ai_general_rate,any_ai_rate
llm_core,3983,0.30303791112226963,0.08511172483052976,0.28069294501631936,0.4255586241526488
raw_full,33753,0.4071045536693035,0.07036411578230083,0.4170592243652416,0.5835036885610168
