domain_family,share_2024,share_2026,delta_share_pp
AI / LLM,0.018591549295774647,0.08425636656252958,6.566481726675494
Embedded,0.14704225352112676,0.20287797027359653,5.583571675246976
DevOps,0.11830985915492957,0.14683328599829593,2.8523426843366355
Backend,0.030985915492957747,0.03824671021490107,0.7260794721943326
Frontend / Mobile,0.13126760563380283,0.0828363154406892,-4.8431290193113625
Data / Platform,0.14084507042253522,0.08709646880621036,-5.374860161632486
Requirements / Workflow,0.41295774647887323,0.35785288270377735,-5.510486377509588
