metric,baseline_2024,value_2026,change,within_company,between_company,within_plus_between
entry_final_share,0.013956310679611651,0.028323014095639573,0.014366703416027922,0.010977430105509145,0.006290548847356459,0.017267978952865602
entry_yoe_share,0.07190533980582525,0.147938348043736,0.07603300823791076,0.03632829209208731,0.048431156949936396,0.0847594490420237
ai_any_share,0.014158576051779935,0.14958503490976155,0.1354264588579816,0.11924984822112439,0.015535161685839408,0.1347850099069638
scope_any_share,0.2101537216828479,0.39955210117244105,0.18939837948959315,0.12150668902316356,0.04404393627445991,0.16555062529762346
clean_len_mean,732.7987459546925,1410.8716901593993,678.0729442047068,576.6198200112992,-27.363170145370987,549.2566498659282
tech_count_mean,3.1619134304207117,4.121196153339481,0.9592827229187693,1.3321009338675796,-0.0012253058887584656,1.3308756279788212
requirement_breadth_mean,4.509708737864077,5.988934264260308,1.479225526396231,1.718733570823235,0.08121678384715458,1.7999503546703894
stack_depth_mean,2.0657362459546924,2.505269397971282,0.4395331520165895,0.31171546281784646,0.10001177841310221,0.41172724123094867
ai_domain_share,0.01516990291262136,0.08411276511658544,0.06894286220396409,0.06669978122389589,0.012154598340109773,0.07885437956400566
domain_entropy,0.6972927036360204,0.7238041543646081,0.026511450728587738,0.052468452134005625,0.0321328418713084,0.08460129400531402
