cluster_id,cluster_name,delta_entry_final_share_mean,delta_entry_final_share_median,delta_entry_final_share_count,delta_entry_yoe_share_mean,delta_entry_yoe_share_median,delta_entry_yoe_share_count,delta_ai_any_share_mean,delta_ai_any_share_median,delta_ai_any_share_count,delta_scope_any_share_mean,delta_scope_any_share_median,delta_scope_any_share_count,delta_clean_len_mean_mean,delta_clean_len_mean_median,delta_clean_len_mean_count,delta_tech_count_mean_mean,delta_tech_count_mean_median,delta_tech_count_mean_count,delta_requirement_breadth_mean_mean,delta_requirement_breadth_mean_median,delta_requirement_breadth_mean_count,delta_stack_depth_mean_mean,delta_stack_depth_mean_median,delta_stack_depth_mean_count,delta_ai_domain_share_mean,delta_ai_domain_share_median,delta_ai_domain_share_count,delta_domain_entropy_mean,delta_domain_entropy_median,delta_domain_entropy_count
1,template inflation / text-heavy,-0.08101142113874317,0.0,52,-0.04058202407843713,0.0,52,0.1067214821549948,0.1,52,0.09593451760930236,0.060631197559115196,52,997.4433883192743,1019.7125723738627,52,0.15416914444472501,0.5772125723738627,52,0.5132785553288569,0.8026616283130894,52,0.21329966911293663,0.21776717258644962,52,0.01608099203739086,0.006373937677053824,52,-0.17344632047828548,-0.11446999747912356,52
2,stack expansion,-0.010985559437349787,0.0,100,0.026494896253124293,0.0,100,0.09183036972355296,0.09895104895104895,100,0.2498551447575877,0.23589030206677267,100,503.744667129576,425.0509098428453,100,2.1675598537863654,1.8937500000000003,100,2.8399703607235085,2.5970588235294114,100,0.6295523224948486,0.6076923076923078,100,0.0715670638970267,0.061553030303030304,100,0.05347983515469609,0.0,100
3,AI-forward recomposition,-0.0012057495306949592,0.0,36,-0.0411032948683305,0.0,36,0.3705605723512632,0.3473566641846612,36,0.25712395863339604,0.3055555555555556,36,599.8078420015455,532.1358974358974,36,2.622766066801106,2.6655913978494623,36,3.705279775544044,3.0277777777777777,36,0.779483827539829,0.6666666666666667,36,0.28566780044778467,0.256578947368421,36,0.10294939750478568,-0.01219284624117789,36
4,entry-heavy compact,0.04445418686150066,0.0,49,0.048159697414697944,0.0,49,0.03504175292142037,0.0,49,0.06078538233674283,0.07142857142857145,49,174.7886690294844,138.5,49,-0.7455425195035537,-0.6547619047619047,49,-0.7295931808419533,-0.6111111111111107,49,-0.16375853899144302,-0.13804713804713797,49,0.06644522905728413,0.0,49,0.1169255529601654,0.004332533288509244,49
