column_name,column_type,source,is_swe_subset,total_rows,non_null_count,non_empty_count,distinct_count,non_null_rate,null_rate,non_empty_rate
city_extracted,VARCHAR,kaggle_arshkon,is_swe=false,105669,95658.0,95658.0,6081,0.9052607671123981,0.09473923288760189,0.9052607671123981
city_extracted,VARCHAR,kaggle_arshkon,is_swe=true,4691,3675.0,3675.0,666,0.7834150500959284,0.21658494990407162,0.7834150500959284
city_extracted,VARCHAR,kaggle_asaniczka,all,847526,832552.0,832552.0,12039,0.9823321054457327,0.017667894554267316,0.9823321054457327
city_extracted,VARCHAR,kaggle_asaniczka,is_swe=false,829397,815039.0,815039.0,12004,0.9826886280032361,0.017311371996763913,0.9826886280032361
city_extracted,VARCHAR,kaggle_asaniczka,is_swe=true,18129,17513.0,17513.0,1612,0.9660212918528325,0.033978708147167525,0.9660212918528325
city_extracted,VARCHAR,scraped,all,253626,243461.0,243461.0,3425,0.9599213014438582,0.04007869855614177,0.9599213014438582
city_extracted,VARCHAR,scraped,is_swe=false,212745,204628.0,204628.0,3389,0.9618463418646737,0.03815365813532634,0.9618463418646737
city_extracted,VARCHAR,scraped,is_swe=true,40881,38833.0,38833.0,1089,0.9499033780974047,0.05009662190259534,0.9499033780974047
classification_input_hash,VARCHAR,kaggle_arshkon,all,110360,106078.0,106078.0,105820,0.9611997100398695,0.03880028996013052,0.9611997100398695
classification_input_hash,VARCHAR,kaggle_arshkon,is_swe=false,105669,103161.0,103161.0,102912,0.9762655083326236,0.0237344916673764,0.9762655083326236
classification_input_hash,VARCHAR,kaggle_arshkon,is_swe=true,4691,2917.0,2917.0,2908,0.6218290343210403,0.3781709656789597,0.6218290343210403
classification_input_hash,VARCHAR,kaggle_asaniczka,all,847526,814964.0,814964.0,814612,0.9615799397304625,0.03842006026953748,0.9615799397304625
classification_input_hash,VARCHAR,kaggle_asaniczka,is_swe=false,829397,807484.0,807484.0,807282,0.9735796006014008,0.026420399398599193,0.9735796006014008
classification_input_hash,VARCHAR,kaggle_asaniczka,is_swe=true,18129,7480.0,7480.0,7330,0.4125985989298913,0.5874014010701087,0.4125985989298913
classification_input_hash,VARCHAR,scraped,all,253626,222704.0,222704.0,222609,0.8780803229952765,0.1219196770047235,0.8780803229952765
classification_input_hash,VARCHAR,scraped,is_swe=false,212745,199595.0,199595.0,199522,0.9381889116077934,0.061811088392206615,0.9381889116077934
classification_input_hash,VARCHAR,scraped,is_swe=true,40881,23109.0,23109.0,23087,0.5652748220444705,0.43472517795552945,0.5652748220444705
company_id_kaggle,DOUBLE,kaggle_arshkon,all,110360,108694.0,,24419,0.9849039507067778,0.015096049293222169,
company_id_kaggle,DOUBLE,kaggle_arshkon,is_swe=false,105669,104048.0,,23715,0.984659644739706,0.01534035526029398,
company_id_kaggle,DOUBLE,kaggle_arshkon,is_swe=true,4691,4646.0,,2275,0.9904071626518866,0.009592837348113448,
company_id_kaggle,DOUBLE,kaggle_asaniczka,all,847526,0.0,,0,0.0,1.0,
company_id_kaggle,DOUBLE,kaggle_asaniczka,is_swe=false,829397,0.0,,0,0.0,1.0,
company_id_kaggle,DOUBLE,kaggle_asaniczka,is_swe=true,18129,0.0,,0,0.0,1.0,
company_id_kaggle,DOUBLE,scraped,all,253626,0.0,,0,0.0,1.0,
company_id_kaggle,DOUBLE,scraped,is_swe=false,212745,0.0,,0,0.0,1.0,
company_id_kaggle,DOUBLE,scraped,is_swe=true,40881,0.0,,0,0.0,1.0,
company_industry,VARCHAR,kaggle_arshkon,all,110360,108866.0,108866.0,374,0.9864624864081188,0.013537513591881156,0.9864624864081188
company_industry,VARCHAR,kaggle_arshkon,is_swe=false,105669,104213.0,104213.0,372,0.986221124454665,0.013778875545334968,0.986221124454665
company_industry,VARCHAR,kaggle_arshkon,is_swe=true,4691,4653.0,4653.0,163,0.9918993817949264,0.008100618205073573,0.9918993817949264
company_industry,VARCHAR,kaggle_asaniczka,all,847526,0.0,0.0,0,0.0,1.0,0.0
company_industry,VARCHAR,kaggle_asaniczka,is_swe=false,829397,0.0,0.0,0,0.0,1.0,0.0
company_industry,VARCHAR,kaggle_asaniczka,is_swe=true,18129,0.0,0.0,0,0.0,1.0,0.0
company_industry,VARCHAR,scraped,all,253626,253565.0,253565.0,6569,0.9997594883805289,0.00024051161947113986,0.9997594883805289
company_industry,VARCHAR,scraped,is_swe=false,212745,212694.0,212694.0,5926,0.9997602763872241,0.0002397236127759106,0.9997602763872241
company_industry,VARCHAR,scraped,is_swe=true,40881,40871.0,40871.0,1642,0.9997553875883662,0.00024461241163376,0.9997553875883662
company_name,VARCHAR,kaggle_arshkon,all,110360,108692.0,108692.0,24368,0.9848858281986227,0.015114171801377307,0.9848858281986227
company_name,VARCHAR,kaggle_arshkon,is_swe=false,105669,104046.0,104046.0,23666,0.9846407177128581,0.015359282287141895,0.9846407177128581
company_name,VARCHAR,kaggle_arshkon,is_swe=true,4691,4646.0,4646.0,2272,0.9904071626518866,0.009592837348113448,0.9904071626518866
company_name,VARCHAR,kaggle_asaniczka,all,847526,847520.0,847520.0,67690,0.9999929205711683,7.079428831713308e-06,0.9999929205711683
company_name,VARCHAR,kaggle_asaniczka,is_swe=false,829397,829391.0,829391.0,66814,0.9999927658286683,7.234171331749195e-06,0.9999927658286683
company_name,VARCHAR,kaggle_asaniczka,is_swe=true,18129,18129.0,18129.0,4867,1.0,0.0,1.0
company_name,VARCHAR,scraped,all,253626,253626.0,253626.0,33111,1.0,0.0,1.0
company_name,VARCHAR,scraped,is_swe=false,212745,212745.0,212745.0,31198,1.0,0.0,1.0
company_name,VARCHAR,scraped,is_swe=true,40881,40881.0,40881.0,7304,1.0,0.0,1.0
company_name_canonical,VARCHAR,kaggle_arshkon,all,110360,108692.0,108692.0,24428,0.9848858281986227,0.015114171801377307,0.9848858281986227
company_name_canonical,VARCHAR,kaggle_arshkon,is_swe=false,105669,104046.0,104046.0,23716,0.9846407177128581,0.015359282287141895,0.9846407177128581
company_name_canonical,VARCHAR,kaggle_arshkon,is_swe=true,4691,4646.0,4646.0,2298,0.9904071626518866,0.009592837348113448,0.9904071626518866
company_name_canonical,VARCHAR,kaggle_asaniczka,all,847526,847520.0,847520.0,67833,0.9999929205711683,7.079428831713308e-06,0.9999929205711683
company_name_canonical,VARCHAR,kaggle_asaniczka,is_swe=false,829397,829391.0,829391.0,66943,0.9999927658286683,7.234171331749195e-06,0.9999927658286683
company_name_canonical,VARCHAR,kaggle_asaniczka,is_swe=true,18129,18129.0,18129.0,4948,1.0,0.0,1.0
company_name_canonical,VARCHAR,scraped,all,253626,253626.0,253626.0,34117,1.0,0.0,1.0
company_name_canonical,VARCHAR,scraped,is_swe=false,212745,212745.0,212745.0,32071,1.0,0.0,1.0
company_name_canonical,VARCHAR,scraped,is_swe=true,40881,40881.0,40881.0,7940,1.0,0.0,1.0
company_name_canonical_method,VARCHAR,kaggle_arshkon,all,110360,110360.0,110360.0,4,1.0,0.0,1.0
company_name_canonical_method,VARCHAR,kaggle_arshkon,is_swe=false,105669,105669.0,105669.0,4,1.0,0.0,1.0
company_name_canonical_method,VARCHAR,kaggle_arshkon,is_swe=true,4691,4691.0,4691.0,4,1.0,0.0,1.0
company_name_canonical_method,VARCHAR,kaggle_asaniczka,all,847526,847526.0,847526.0,4,1.0,0.0,1.0
company_name_canonical_method,VARCHAR,kaggle_asaniczka,is_swe=false,829397,829397.0,829397.0,4,1.0,0.0,1.0
company_name_canonical_method,VARCHAR,kaggle_asaniczka,is_swe=true,18129,18129.0,18129.0,4,1.0,0.0,1.0
company_name_canonical_method,VARCHAR,scraped,all,253626,253626.0,253626.0,4,1.0,0.0,1.0
company_name_canonical_method,VARCHAR,scraped,is_swe=false,212745,212745.0,212745.0,4,1.0,0.0,1.0
company_name_canonical_method,VARCHAR,scraped,is_swe=true,40881,40881.0,40881.0,4,1.0,0.0,1.0
company_name_effective,VARCHAR,kaggle_arshkon,all,110360,108692.0,108692.0,24545,0.9848858281986227,0.015114171801377307,0.9848858281986227
company_name_effective,VARCHAR,kaggle_arshkon,is_swe=false,105669,104046.0,104046.0,23823,0.9846407177128581,0.015359282287141895,0.9846407177128581
company_name_effective,VARCHAR,kaggle_arshkon,is_swe=true,4691,4646.0,4646.0,2302,0.9904071626518866,0.009592837348113448,0.9904071626518866
company_name_effective,VARCHAR,kaggle_asaniczka,all,847526,847520.0,847520.0,68551,0.9999929205711683,7.079428831713308e-06,0.9999929205711683
company_name_effective,VARCHAR,kaggle_asaniczka,is_swe=false,829397,829391.0,829391.0,67629,0.9999927658286683,7.234171331749195e-06,0.9999927658286683
company_name_effective,VARCHAR,kaggle_asaniczka,is_swe=true,18129,18129.0,18129.0,4988,1.0,0.0,1.0
company_name_effective,VARCHAR,scraped,all,253626,253626.0,253626.0,34580,1.0,0.0,1.0
company_name_effective,VARCHAR,scraped,is_swe=false,212745,212745.0,212745.0,32457,1.0,0.0,1.0
company_name_effective,VARCHAR,scraped,is_swe=true,40881,40881.0,40881.0,8087,1.0,0.0,1.0
company_name_normalized,VARCHAR,kaggle_arshkon,all,110360,108692.0,108692.0,24368,0.9848858281986227,0.015114171801377307,0.9848858281986227
company_name_normalized,VARCHAR,kaggle_arshkon,is_swe=false,105669,104046.0,104046.0,23666,0.9846407177128581,0.015359282287141895,0.9846407177128581
company_name_normalized,VARCHAR,kaggle_arshkon,is_swe=true,4691,4646.0,4646.0,2272,0.9904071626518866,0.009592837348113448,0.9904071626518866
company_name_normalized,VARCHAR,kaggle_asaniczka,all,847526,847520.0,847520.0,67690,0.9999929205711683,7.079428831713308e-06,0.9999929205711683
company_name_normalized,VARCHAR,kaggle_asaniczka,is_swe=false,829397,829391.0,829391.0,66814,0.9999927658286683,7.234171331749195e-06,0.9999927658286683
company_name_normalized,VARCHAR,kaggle_asaniczka,is_swe=true,18129,18129.0,18129.0,4867,1.0,0.0,1.0
company_name_normalized,VARCHAR,scraped,all,253626,253626.0,253626.0,33111,1.0,0.0,1.0
company_name_normalized,VARCHAR,scraped,is_swe=false,212745,212745.0,212745.0,31198,1.0,0.0,1.0
company_name_normalized,VARCHAR,scraped,is_swe=true,40881,40881.0,40881.0,7304,1.0,0.0,1.0
company_size,DOUBLE,kaggle_arshkon,all,110360,108693.0,,5090,0.9848948894527002,0.015105110547299794,
company_size,DOUBLE,kaggle_arshkon,is_swe=false,105669,104047.0,,5062,0.9846501812262821,0.015349818773717883,
company_size,DOUBLE,kaggle_arshkon,is_swe=true,4691,4646.0,,1215,0.9904071626518866,0.009592837348113448,
company_size,DOUBLE,kaggle_asaniczka,all,847526,0.0,,0,0.0,1.0,
company_size,DOUBLE,kaggle_asaniczka,is_swe=false,829397,0.0,,0,0.0,1.0,
company_size,DOUBLE,kaggle_asaniczka,is_swe=true,18129,0.0,,0,0.0,1.0,
company_size,DOUBLE,scraped,all,253626,0.0,,0,0.0,1.0,
company_size,DOUBLE,scraped,is_swe=false,212745,0.0,,0,0.0,1.0,
company_size,DOUBLE,scraped,is_swe=true,40881,0.0,,0,0.0,1.0,
company_size_category,VARCHAR,kaggle_arshkon,all,110360,104351.0,104351.0,7,0.9455509242479159,0.05444907575208413,0.9455509242479159
company_size_category,VARCHAR,kaggle_arshkon,is_swe=false,105669,99913.0,99913.0,7,0.9455280167314918,0.05447198326850822,0.9455280167314918
company_size_category,VARCHAR,kaggle_arshkon,is_swe=true,4691,4438.0,4438.0,7,0.9460669366872735,0.053933063312726515,0.9460669366872735
company_size_category,VARCHAR,kaggle_asaniczka,all,847526,0.0,0.0,0,0.0,1.0,0.0
company_size_category,VARCHAR,kaggle_asaniczka,is_swe=false,829397,0.0,0.0,0,0.0,1.0,0.0
company_size_category,VARCHAR,kaggle_asaniczka,is_swe=true,18129,0.0,0.0,0,0.0,1.0,0.0
company_size_category,VARCHAR,scraped,all,253626,0.0,0.0,0,0.0,1.0,0.0
company_size_category,VARCHAR,scraped,is_swe=false,212745,0.0,0.0,0,0.0,1.0,0.0
company_size_category,VARCHAR,scraped,is_swe=true,40881,0.0,0.0,0,0.0,1.0,0.0
company_size_raw,VARCHAR,kaggle_arshkon,all,110360,108693.0,108693.0,5090,0.9848948894527002,0.015105110547299794,0.9848948894527002
company_size_raw,VARCHAR,kaggle_arshkon,is_swe=false,105669,104047.0,104047.0,5062,0.9846501812262821,0.015349818773717883,0.9846501812262821
company_size_raw,VARCHAR,kaggle_arshkon,is_swe=true,4691,4646.0,4646.0,1215,0.9904071626518866,0.009592837348113448,0.9904071626518866
company_size_raw,VARCHAR,kaggle_asaniczka,all,847526,0.0,0.0,0,0.0,1.0,0.0
company_size_raw,VARCHAR,kaggle_asaniczka,is_swe=false,829397,0.0,0.0,0,0.0,1.0,0.0
company_size_raw,VARCHAR,kaggle_asaniczka,is_swe=true,18129,0.0,0.0,0,0.0,1.0,0.0
company_size_raw,VARCHAR,scraped,all,253626,0.0,0.0,0,0.0,1.0,0.0
company_size_raw,VARCHAR,scraped,is_swe=false,212745,0.0,0.0,0,0.0,1.0,0.0
company_size_raw,VARCHAR,scraped,is_swe=true,40881,0.0,0.0,0,0.0,1.0,0.0
country_extracted,VARCHAR,kaggle_arshkon,all,110360,102963.0,102963.0,29,0.9329739035882566,0.0670260964117434,0.9329739035882566
country_extracted,VARCHAR,kaggle_arshkon,is_swe=false,105669,98606.0,98606.0,28,0.9331592046863318,0.06684079531366816,0.9331592046863318
country_extracted,VARCHAR,kaggle_arshkon,is_swe=true,4691,4357.0,4357.0,9,0.9287998294606694,0.07120017053933059,0.9287998294606694
country_extracted,VARCHAR,kaggle_asaniczka,all,847526,800407.0,800407.0,63,0.9444040654799971,0.05559593452000289,0.9444040654799971
country_extracted,VARCHAR,kaggle_asaniczka,is_swe=false,829397,783592.0,783592.0,63,0.9447731303585617,0.0552268696414383,0.9447731303585617
country_extracted,VARCHAR,kaggle_asaniczka,is_swe=true,18129,16815.0,16815.0,21,0.9275194439847758,0.07248055601522418,0.9275194439847758
country_extracted,VARCHAR,scraped,all,253626,227065.0,227065.0,4,0.8952749323807496,0.10472506761925038,0.8952749323807496
country_extracted,VARCHAR,scraped,is_swe=false,212745,191230.0,191230.0,4,0.898869538649557,0.10113046135044301,0.898869538649557
country_extracted,VARCHAR,scraped,is_swe=true,40881,35835.0,35835.0,4,0.8765685770896016,0.12343142291039844,0.8765685770896016
date_flag,VARCHAR,kaggle_arshkon,all,110360,110360.0,110360.0,1,1.0,0.0,1.0
date_flag,VARCHAR,kaggle_arshkon,is_swe=false,105669,105669.0,105669.0,1,1.0,0.0,1.0
date_flag,VARCHAR,kaggle_arshkon,is_swe=true,4691,4691.0,4691.0,1,1.0,0.0,1.0
date_flag,VARCHAR,kaggle_asaniczka,all,847526,847526.0,847526.0,1,1.0,0.0,1.0
date_flag,VARCHAR,kaggle_asaniczka,is_swe=false,829397,829397.0,829397.0,1,1.0,0.0,1.0
date_flag,VARCHAR,kaggle_asaniczka,is_swe=true,18129,18129.0,18129.0,1,1.0,0.0,1.0
date_flag,VARCHAR,scraped,all,253626,253626.0,253626.0,1,1.0,0.0,1.0
date_flag,VARCHAR,scraped,is_swe=false,212745,212745.0,212745.0,1,1.0,0.0,1.0
date_flag,VARCHAR,scraped,is_swe=true,40881,40881.0,40881.0,1,1.0,0.0,1.0
date_posted,VARCHAR,kaggle_arshkon,all,110360,110360.0,110360.0,12,1.0,0.0,1.0
date_posted,VARCHAR,kaggle_arshkon,is_swe=false,105669,105669.0,105669.0,12,1.0,0.0,1.0
date_posted,VARCHAR,kaggle_arshkon,is_swe=true,4691,4691.0,4691.0,12,1.0,0.0,1.0
date_posted,VARCHAR,kaggle_asaniczka,all,847526,847526.0,847526.0,6,1.0,0.0,1.0
date_posted,VARCHAR,kaggle_asaniczka,is_swe=false,829397,829397.0,829397.0,6,1.0,0.0,1.0
date_posted,VARCHAR,kaggle_asaniczka,is_swe=true,18129,18129.0,18129.0,6,1.0,0.0,1.0
date_posted,VARCHAR,scraped,all,253626,3477.0,3477.0,26,0.013709162309857822,0.9862908376901421,0.013709162309857822
date_posted,VARCHAR,scraped,is_swe=false,212745,3148.0,3148.0,26,0.014797057510164751,0.9852029424898352,0.014797057510164751
date_posted,VARCHAR,scraped,is_swe=true,40881,329.0,329.0,26,0.008047748342750911,0.9919522516572491,0.008047748342750911
dedup_method,VARCHAR,kaggle_arshkon,all,110360,110360.0,110360.0,1,1.0,0.0,1.0
dedup_method,VARCHAR,kaggle_arshkon,is_swe=false,105669,105669.0,105669.0,1,1.0,0.0,1.0
dedup_method,VARCHAR,kaggle_arshkon,is_swe=true,4691,4691.0,4691.0,1,1.0,0.0,1.0
dedup_method,VARCHAR,kaggle_asaniczka,all,847526,847526.0,847526.0,1,1.0,0.0,1.0
dedup_method,VARCHAR,kaggle_asaniczka,is_swe=false,829397,829397.0,829397.0,1,1.0,0.0,1.0
dedup_method,VARCHAR,kaggle_asaniczka,is_swe=true,18129,18129.0,18129.0,1,1.0,0.0,1.0
dedup_method,VARCHAR,scraped,all,253626,253626.0,253626.0,1,1.0,0.0,1.0
dedup_method,VARCHAR,scraped,is_swe=false,212745,212745.0,212745.0,1,1.0,0.0,1.0
dedup_method,VARCHAR,scraped,is_swe=true,40881,40881.0,40881.0,1,1.0,0.0,1.0
description,VARCHAR,kaggle_arshkon,all,110360,110360.0,110360.0,107363,1.0,0.0,1.0
description,VARCHAR,kaggle_arshkon,is_swe=false,105669,105669.0,105669.0,102732,1.0,0.0,1.0
description,VARCHAR,kaggle_arshkon,is_swe=true,4691,4691.0,4691.0,4664,1.0,0.0,1.0
description,VARCHAR,kaggle_asaniczka,all,847526,847526.0,847526.0,792345,1.0,0.0,1.0
description,VARCHAR,kaggle_asaniczka,is_swe=false,829397,829397.0,829397.0,774428,1.0,0.0,1.0
description,VARCHAR,kaggle_asaniczka,is_swe=true,18129,18129.0,18129.0,17952,1.0,0.0,1.0
description,VARCHAR,scraped,all,253626,253626.0,253626.0,246435,1.0,0.0,1.0
description,VARCHAR,scraped,is_swe=false,212745,212745.0,212745.0,206129,1.0,0.0,1.0
description,VARCHAR,scraped,is_swe=true,40881,40881.0,40881.0,40378,1.0,0.0,1.0
description_core_llm,VARCHAR,kaggle_arshkon,all,110360,15633.0,15580.0,14898,0.14165458499456324,0.8583454150054368,0.14117433852845235
description_core_llm,VARCHAR,kaggle_arshkon,is_swe=false,105669,10965.0,10927.0,10291,0.10376742469409193,0.896232575305908,0.10340781118398017
description_core_llm,VARCHAR,kaggle_arshkon,is_swe=true,4691,4668.0,4653.0,4611,0.9950969942442975,0.004903005755702461,0.9918993817949264
description_core_llm,VARCHAR,kaggle_asaniczka,all,847526,46864.0,46765.0,45700,0.055295058794656446,0.9447049412053435,0.0551782482189337
description_core_llm,VARCHAR,kaggle_asaniczka,is_swe=false,829397,29844.0,29772.0,29029,0.035982768203887884,0.9640172317961121,0.035895958147907456
description_core_llm,VARCHAR,kaggle_asaniczka,is_swe=true,18129,17020.0,16993.0,16676,0.9388272932869988,0.061172706713001235,0.9373379667935352
description_core_llm,VARCHAR,scraped,all,253626,32845.0,32787.0,32504,0.1295017072382169,0.870498292761783,0.1292730240590476
description_core_llm,VARCHAR,scraped,is_swe=false,212745,20362.0,20331.0,20130,0.09571082751651037,0.9042891724834896,0.09556511316364662
description_core_llm,VARCHAR,scraped,is_swe=true,40881,12483.0,12456.0,12380,0.30534967344243047,0.6946503265575695,0.3046892199310193
description_hash,VARCHAR,kaggle_arshkon,all,110360,110360.0,110360.0,107363,1.0,0.0,1.0
description_hash,VARCHAR,kaggle_arshkon,is_swe=false,105669,105669.0,105669.0,102732,1.0,0.0,1.0
description_hash,VARCHAR,kaggle_arshkon,is_swe=true,4691,4691.0,4691.0,4664,1.0,0.0,1.0
description_hash,VARCHAR,kaggle_asaniczka,all,847526,847526.0,847526.0,792345,1.0,0.0,1.0
description_hash,VARCHAR,kaggle_asaniczka,is_swe=false,829397,829397.0,829397.0,774428,1.0,0.0,1.0
description_hash,VARCHAR,kaggle_asaniczka,is_swe=true,18129,18129.0,18129.0,17952,1.0,0.0,1.0
description_hash,VARCHAR,scraped,all,253626,253626.0,253626.0,246435,1.0,0.0,1.0
description_hash,VARCHAR,scraped,is_swe=false,212745,212745.0,212745.0,206129,1.0,0.0,1.0
description_hash,VARCHAR,scraped,is_swe=true,40881,40881.0,40881.0,40378,1.0,0.0,1.0
description_length,BIGINT,kaggle_arshkon,all,110360,110360.0,,10403,1.0,0.0,
description_length,BIGINT,kaggle_arshkon,is_swe=false,105669,105669.0,,10353,1.0,0.0,
description_length,BIGINT,kaggle_arshkon,is_swe=true,4691,4691.0,,3410,1.0,0.0,
description_length,BIGINT,kaggle_asaniczka,all,847526,847526.0,,15875,1.0,0.0,
description_length,BIGINT,kaggle_asaniczka,is_swe=false,829397,829397.0,,15861,1.0,0.0,
description_length,BIGINT,kaggle_asaniczka,is_swe=true,18129,18129.0,,7034,1.0,0.0,
description_length,BIGINT,scraped,all,253626,253626.0,,13363,1.0,0.0,
description_length,BIGINT,scraped,is_swe=false,212745,212745.0,,13166,1.0,0.0,
description_length,BIGINT,scraped,is_swe=true,40881,40881.0,,9628,1.0,0.0,
description_quality_flag,VARCHAR,kaggle_arshkon,all,110360,110360.0,110360.0,2,1.0,0.0,1.0
description_quality_flag,VARCHAR,kaggle_arshkon,is_swe=false,105669,105669.0,105669.0,2,1.0,0.0,1.0
description_quality_flag,VARCHAR,kaggle_arshkon,is_swe=true,4691,4691.0,4691.0,1,1.0,0.0,1.0
description_quality_flag,VARCHAR,kaggle_asaniczka,all,847526,847526.0,847526.0,2,1.0,0.0,1.0
description_quality_flag,VARCHAR,kaggle_asaniczka,is_swe=false,829397,829397.0,829397.0,2,1.0,0.0,1.0
description_quality_flag,VARCHAR,kaggle_asaniczka,is_swe=true,18129,18129.0,18129.0,1,1.0,0.0,1.0
description_quality_flag,VARCHAR,scraped,all,253626,253626.0,253626.0,2,1.0,0.0,1.0
description_quality_flag,VARCHAR,scraped,is_swe=false,212745,212745.0,212745.0,2,1.0,0.0,1.0
description_quality_flag,VARCHAR,scraped,is_swe=true,40881,40881.0,40881.0,1,1.0,0.0,1.0
description_raw,VARCHAR,kaggle_arshkon,all,110360,110360.0,110360.0,107427,1.0,0.0,1.0
description_raw,VARCHAR,kaggle_arshkon,is_swe=false,105669,105669.0,105669.0,102794,1.0,0.0,1.0
description_raw,VARCHAR,kaggle_arshkon,is_swe=true,4691,4691.0,4691.0,4666,1.0,0.0,1.0
description_raw,VARCHAR,kaggle_asaniczka,all,847526,847526.0,847526.0,792349,1.0,0.0,1.0
description_raw,VARCHAR,kaggle_asaniczka,is_swe=false,829397,829397.0,829397.0,774432,1.0,0.0,1.0
description_raw,VARCHAR,kaggle_asaniczka,is_swe=true,18129,18129.0,18129.0,17952,1.0,0.0,1.0
description_raw,VARCHAR,scraped,all,253626,253626.0,253626.0,246444,1.0,0.0,1.0
description_raw,VARCHAR,scraped,is_swe=false,212745,212745.0,212745.0,206136,1.0,0.0,1.0
description_raw,VARCHAR,scraped,is_swe=true,40881,40881.0,40881.0,40380,1.0,0.0,1.0
eligible_for_extraction,BOOLEAN,kaggle_arshkon,all,110360,110360.0,,2,1.0,0.0,
eligible_for_extraction,BOOLEAN,kaggle_arshkon,is_swe=false,105669,105669.0,,2,1.0,0.0,
eligible_for_extraction,BOOLEAN,kaggle_arshkon,is_swe=true,4691,4691.0,,2,1.0,0.0,
eligible_for_extraction,BOOLEAN,kaggle_asaniczka,all,847526,847526.0,,2,1.0,0.0,
eligible_for_extraction,BOOLEAN,kaggle_asaniczka,is_swe=false,829397,829397.0,,2,1.0,0.0,
eligible_for_extraction,BOOLEAN,kaggle_asaniczka,is_swe=true,18129,18129.0,,2,1.0,0.0,
eligible_for_extraction,BOOLEAN,scraped,all,253626,253626.0,,2,1.0,0.0,
eligible_for_extraction,BOOLEAN,scraped,is_swe=false,212745,212745.0,,2,1.0,0.0,
eligible_for_extraction,BOOLEAN,scraped,is_swe=true,40881,40881.0,,2,1.0,0.0,
extraction_input_hash,VARCHAR,kaggle_arshkon,all,110360,110360.0,110360.0,110360,1.0,0.0,1.0
extraction_input_hash,VARCHAR,kaggle_arshkon,is_swe=false,105669,105669.0,105669.0,105669,1.0,0.0,1.0
extraction_input_hash,VARCHAR,kaggle_arshkon,is_swe=true,4691,4691.0,4691.0,4691,1.0,0.0,1.0
